"LANDING_YEAR","MANAGEMENT_GROUP_CODE","COMPLEX1_CODE","COMPLEX2_CODE","PACFIN_SPECIES_CODE","COMMON_NAME","NPS_WEIGHT_MTONS","NPS_REVENUE","NPS_CF","SPS_WEIGHT_MTONS","SPS_REVENUE","SPS_CF","CWA_WEIGHT_MTONS","CWA_REVENUE","CWA_CF","CLW_WEIGHT_MTONS","CLW_REVENUE","CLW_CF","WA5_WEIGHT_MTONS","WA5_REVENUE","WA5_CF","CLO_WEIGHT_MTONS","CLO_REVENUE","CLO_CF","TLA_WEIGHT_MTONS","TLA_REVENUE","TLA_CF","NPA_WEIGHT_MTONS","NPA_REVENUE","NPA_CF","CBA_WEIGHT_MTONS","CBA_REVENUE","CBA_CF","BRA_WEIGHT_MTONS","BRA_REVENUE","BRA_CF","OR1_WEIGHT_MTONS","OR1_REVENUE","OR1_CF","OR4_WEIGHT_MTONS","OR4_REVENUE","OR4_CF","CCA_WEIGHT_MTONS","CCA_REVENUE","CCA_CF","ERA_WEIGHT_MTONS","ERA_REVENUE","ERA_CF","BGA_WEIGHT_MTONS","BGA_REVENUE","BGA_CF","BDA_WEIGHT_MTONS","BDA_REVENUE","BDA_CF","SFA_WEIGHT_MTONS","SFA_REVENUE","SFA_CF","MNA_WEIGHT_MTONS","MNA_REVENUE","MNA_CF","MRA_WEIGHT_MTONS","MRA_REVENUE","MRA_CF","SBA_WEIGHT_MTONS","SBA_REVENUE","SBA_CF","LAA_WEIGHT_MTONS","LAA_REVENUE","LAA_CF","SDA_WEIGHT_MTONS","SDA_REVENUE","SDA_CF","CA2_WEIGHT_MTONS","CA2_REVENUE","CA2_CF","ASP_WEIGHT_MTONS","ASP_REVENUE","ASP_CF","TOTAL_WEIGHT_MTONS","TOTAL_REVENUE","TOTAL_CF"
"1981","GRND","FLAT","....","UFLT","UNSP. FLATFISH",,,"*",0,0,"",0,0,"",,,"*",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",15.39,9323,"",55.85,33356,"",.84,292,"",27.8,16641,"",150.78,91155,"",18.17,16581,"",23.19,17948,"",3.82,2650,"",.22,294,"",.18,203,"",0,0,"",0,0,"",296.24,188444,"*"
"1981","GRND","FLAT","SDAB","PDAB","PACIFIC SANDDAB",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",100.31,58325,"",,,"*",13.73,7837,"",9.81,6880,"",7.76,5537,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",131.62,78580,"*"
"1981","GRND","FLAT","SDAB","UDAB","UNSP. SANDDABS",0,0,"",0,0,"",0,0,"",,,"*",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",47.52,34829,"",90.27,65633,"",10.7,7986,"",7.92,5970,"",195.75,147521,"",55.66,38043,"",3.52,1924,"",,,"",.46,1195,"",.71,1326,"",0,0,"",0,0,"",412.51,304427,"*"
"1981","GRND","FLAT","TRBT","ART1","NOM. ARROWTOOTH FLOUNDER",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",21.52,4739,"",1.39,311,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",0,0,"",0,0,"",22.91,5050,"*"
"1981","GRND","FLAT","TRBT","ARTH","ARROWTOOTH FLOUNDER",297.59,65612,"",34.97,8022,"",2.83,564,"",,,"*",0,0,"",552.85,111055,"",,,"*",22.49,4634,"",.71,285,"",,,"*",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",911.45,190171,"*"
"1981","GRND","FLAT","TRBT","UTRB","UNSP. TURBOTS",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",5.19,4519,"",,,"*",.29,276,"",.86,881,"",2.88,1115,"",5.45,2234,"",.05,34,"",0,0,"",0,0,"",0,0,"",0,0,"",14.71,9059,"*"
"1981","GRND","MGRN","....","GRDR","UNSP. GRENADIERS",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",,,"*",,,"*",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"*"
"1981","GRND","MGRN","SHRK","DSRK","SPINY DOGFISH",48.45,9240,"",,,"*",192.5,37372,"",,,"*",0,0,"",,,"*",0,0,"",,,"*",0,0,"",,,"*",0,0,"",0,0,"",0,0,"",,,"*",0,0,"",0,0,"",.28,179,"",,,"*",,,"*",4.2,1253,"",,,"*",,,"*",0,0,"",0,0,"",245.43,48044,"*"
"1981","GRND","MGRN","SHRK","LSRK","LEOPARD SHARK",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",0,0,"",2.66,2249,"",7.56,3455,"",,,"*",1.94,2123,"",3.45,4797,"",3.23,4787,"",1.69,2496,"",0,0,"",0,0,"",20.54,19907,"*"
"1981","GRND","MGRN","SHRK","SSRK","SOUPFIN SHARK",0,0,"",0,0,"",0,0,"",,,"*",0,0,"",,,"*",0,0,"",,,"*",.16,138,"",.22,241,"",0,0,"",0,0,"",1.53,1168,"",.59,697,"",1.63,1795,"",2.56,3010,"",22.5,19732,"",2.02,1397,"",9.92,10863,"",22.93,30065,"",19.67,26200,"",33.94,48304,"",0,0,"",0,0,"",117.67,143609,"*"
"1981","GRND","MGRN","SKAT","USKT","UNSP. SKATE",2.56,970,"",1,270,"",,,"*",,,"*",0,0,"",31.06,5246,"",0,0,"",,,"*",,,"*",.64,157,"",0,0,"",0,0,"",26.25,10525,"",153.22,33873,"",19.75,3545,"",.48,273,"",23.71,9208,"",43.2,9928,"",3.84,2102,"",9.8,2359,"*",.62,337,"",0,0,"",,,"*",0,0,"",316.12,78794,"*"
"1981","GRND","ROCK","....","ARRA","AURORA ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",5.03,1867,"",0,0,"",0,0,"",0,0,"",.02,24,"",0,0,"",0,0,"",.04,38,"",0,0,"",0,0,"",0,0,"",5.09,1930,""
"1981","GRND","ROCK","....","BANK","BANK ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",202.72,69631,"",0,0,"",0,0,"",357.24,148349,"",159.07,72542,"",50.3,42359,"",76.48,76858,"",273.07,270056,"",0,0,"",0,0,"",1118.88,679795,""
"1981","GRND","ROCK","....","BCAC","BOCACCIO",30.3,11195,"",4.24,1518,"",5.23,1864,"",,,"*",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",772.04,219750,"",878.23,324814,"",511.16,188288,"",453.66,200969,"",767.77,306766,"",614.07,297529,"",124.38,125694,"",188.56,195293,"",73.18,72349,"",0,0,"",0,0,"",4422.84,1946030,"*"
"1981","GRND","ROCK","....","BCC1","NOM. BOCACCIO",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",0,0,"",,,"*",16.45,10905,"",133.9,63585,"",24.02,12341,"",21.37,10041,"",,,"*",0,0,"",0,0,"",0,0,"",195.74,96872,"*"
"1981","GRND","ROCK","....","BGL1","NOM. BLACKGILL ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"*"
"1981","GRND","ROCK","....","BLCK","BLACK ROCKFISH",23.87,8752,"",6.44,2412,"",92.96,32710,"",,,"*",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",446.06,131847,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",1.9,2318,"",0,0,"",0,0,"",0,0,"",571.23,178039,"*"
"1981","GRND","ROCK","....","BLGL","BLACKGILL ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",4.07,1408,"",0,0,"",74.85,36220,"",3.64,2248,"",10.43,8667,"",29.66,40051,"",118.64,136091,"",239.5,256528,"",0,0,"",0,0,"",480.79,481213,""
"1981","GRND","ROCK","....","BLK1","NOM. BLACK ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",15.94,8909,"",2.89,2694,"",.64,681,"",,,"*",3.12,1562,"",2.11,1279,"",,,"*",,,"",0,0,"",0,0,"",0,0,"",0,0,"",24.71,15126,"*"
"1981","GRND","ROCK","....","BLU1","NOM. BLUE ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",,,"*",.26,391,"",31.27,22015,"",4.54,1909,"",,,"",0,0,"",0,0,"",0,0,"",0,0,"",36.07,24315,"*"
"1981","GRND","ROCK","....","BLUR","BLUE ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",1.31,476,"",24.87,9308,"",0,0,"",.81,788,"",.91,1192,"",.73,825,"",.45,440,"",0,0,"",0,0,"",29.08,13029,""
"1981","GRND","ROCK","....","BRNZ","BRONZESPOTTED ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",15.85,21699,"",51.9,59880,"",8.44,8407,"",0,0,"",0,0,"",76.19,89986,""
"1981","GRND","ROCK","....","BRW1","NOM. BROWN ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",,,"*",4.49,2035,"",1.11,1010,"",8.1,17556,"",2.18,3197,"",40.38,29980,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",56.25,53778,"*"
"1981","GRND","ROCK","....","BRWN","BROWN ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",1.32,496,"",0,0,"",0,0,"",0,0,"",0,0,"",.14,139,"",.68,724,"",.19,189,"",0,0,"",0,0,"",2.34,1548,""
"1981","GRND","ROCK","....","BYEL","BLACK AND YELLOW ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.06,63,"",0,0,"",0,0,"",.06,63,""
"1981","GRND","ROCK","....","CHN1","NOM. CHINA ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",2.55,958,"",0,0,"",0,0,"",,,"*",2.18,1350,"",16.19,10310,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",20.93,12617,"*"
"1981","GRND","ROCK","....","CHNA","CHINA ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.03,41,"",0,0,"",0,0,"",0,0,"",0,0,"",.03,41,""
"1981","GRND","ROCK","....","CLP1","NOM. CHILIPEPPER",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",2.15,1473,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",2.15,1473,"*"
"1981","GRND","ROCK","....","CLPR","CHILIPEPPER ROCKFISH",1.51,543,"",,,"*",,,"*",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",107.08,29233,"",605.65,223804,"",36.3,13253,"",828.03,340150,"",392.24,162306,"",359.12,167514,"",29.63,33717,"*",67.66,73831,"",22.58,22279,"",0,0,"",0,0,"",2449.81,1066629,"*"
"1981","GRND","ROCK","....","CMEL","CHAMELEON ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",4.39,4275,"",3.42,3405,"",0,0,"",0,0,"",7.81,7681,""
"1981","GRND","ROCK","....","CNRY","CANARY ROCKFISH",226.92,80122,"",46.72,16512,"",151.49,52452,"",,,"*",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",71.25,35044,"",399.93,129283,"",132.75,57292,"",5.04,7317,"",0,0,"",5.78,3056,"",54.57,39601,"",5.91,7947,"",4.38,4948,"",.89,880,"",0,0,"",0,0,"",1105.64,434455,"*"
"1981","GRND","ROCK","....","COP1","NOM. COPPER ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",1.73,1780,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",1.73,1780,""
"1981","GRND","ROCK","....","COPP","COPPER ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.07,91,"",7.53,8423,"",4.07,5506,"",0,0,"",.04,50,"",0,0,"",0,0,"",11.71,14069,""
"1981","GRND","ROCK","....","CWC1","NOM. COWCOD ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",0,0,"",0,0,"",0,0,"",.24,158,"",1.86,1925,"",,,"",0,0,"",0,0,"",0,0,"",0,0,"",2.1,2082,"*"
"1981","GRND","ROCK","....","CWCD","COWCOD ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",8.69,3231,"",0,0,"",.35,427,"",.94,1129,"",12.88,10977,"",26.37,29513,"",127.7,140557,"",39.23,38973,"",0,0,"",0,0,"",216.15,224807,""
"1981","GRND","ROCK","....","DBRK","DARKBLOTCHED ROCKFISH",19.79,6975,"",7.51,2733,"",6.19,2230,"",,,"*",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",338.58,126158,"",108.51,36989,"",68.37,25409,"",.8,1169,"",.24,289,"",3.39,1394,"",.02,10,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",553.41,203357,"*"
"1981","GRND","ROCK","....","FLAG","FLAG ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.15,40,"",0,0,"",0,0,"",0,0,"",.25,315,"",.62,617,"",1.47,1832,"",8.95,10821,"",.71,716,"",0,0,"",0,0,"",12.15,14341,""
"1981","GRND","ROCK","....","FLG1","NOM. FLAG ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"*"
"1981","GRND","ROCK","....","GBLC","GREENBLOTCHED ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.36,455,"",3.55,1567,"",2.14,2922,"",24.97,29272,"",.98,1016,"",0,0,"",0,0,"",32.01,35233,""
"1981","GRND","ROCK","....","GPH1","NOM. GOPHER ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",22.79,49594,"",27.26,51895,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",50.05,101489,"*"
"1981","GRND","ROCK","....","GPHR","GOPHER ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.03,41,"",0,0,"",0,0,"",0,0,"",0,0,"",.03,41,""
"1981","GRND","ROCK","....","GRAS","GRASS ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.06,81,"",0,0,"",0,0,"",0,0,"",0,0,"",.06,81,""
