"","X","filename","decade","category","license","year","items","fees_usd","revenues_usd"
"372",372,"tabula-90s Items Hunting.csv","1990s","Hunting Licenses","Lifetime Hunting",1992,NA,NA,NA
"373",373,"tabula-90s Items Hunting.csv","1990s","Hunting Licenses","Junior Hunting (Annual)",1992,23176,NA,127468
"374",374,"tabula-90s Items Hunting.csv","1990s","Hunting Licenses","Disabled Veteran Hunting",1992,241,2,482
"375",375,"tabula-90s Items Hunting.csv","1990s","Hunting Licenses","Non-Resident Hunting (Annual)",1992,2212,79.75,176407
"376",376,"tabula-90s Items Hunting.csv","1990s","Hunting Licenses","Non-Resident 1-Day Hunting",1992,795,10.75,8546
"377",377,"tabula-90s Items Hunting.csv","1990s","Hunting Licenses","Non-Resident 2-Day Hunting",1992,NA,NA,NA
"378",378,"tabula-90s Items Hunting.csv","1990s","Deer Tags","Resident First Deer Tag",1992,191049,13.25,2531399
"379",379,"tabula-90s Items Hunting.csv","1990s","Deer Tags","Non-Resident First Deer Tag",1992,484,135,65340
"380",380,"tabula-90s Items Hunting.csv","1990s","Deer Tags","Resident Second Deer Tag",1992,63857,17,1085569
"381",381,"tabula-90s Items Hunting.csv","1990s","Deer Tags","Non-Resident Second Deer Tag",1992,23,135,3105
"382",382,"tabula-90s Items Hunting.csv","1990s","Deer Tags","Duplicate/Exchange Deer Tag",1992,NA,NA,NA
"383",383,"tabula-90s Items Hunting.csv","1990s","Antelope, Bighorn Sheep, Elk Tags","Resident Pronghorn Antelope Tag",1992,1584,74.5,118008
"384",384,"tabula-90s Items Hunting.csv","1990s","Antelope, Bighorn Sheep, Elk Tags","Resident Bighorn Sheep Tag",1992,10,209.5,2095
"385",385,"tabula-90s Items Hunting.csv","1990s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Bighorn Sheep Tag",1992,2,500,1000
"386",386,"tabula-90s Items Hunting.csv","1990s","Antelope, Bighorn Sheep, Elk Tags","Resident Elk Tag",1992,100,222.75,22275
"387",387,"tabula-90s Items Hunting.csv","1990s","Antelope, Bighorn Sheep, Elk Draw","EAS Drawing Application",1992,25462,5,127310
"388",388,"tabula-90s Items Hunting.csv","1990s","Bear Tags","Resident Bear Tags",1992,11918,20.25,241340
"389",389,"tabula-90s Items Hunting.csv","1990s","Bear Tags","Non-Resident Bear Tags",1992,118,141.75,16727
"390",390,"tabula-90s Items Hunting.csv","1990s","Wild Pig Tags","Resident Wild Pig Tag",1992,31151,NA,233633
"391",391,"tabula-90s Items Hunting.csv","1990s","Wild Pig Tags","Non-Resident Wild Pig Tag",1992,244,10,2440
"392",392,"tabula-90s Items Hunting.csv","1990s","Bobcat Tags","Bobcat Hunting Tags (Book of 5)",1992,955,NA,8118
"393",393,"tabula-90s Items Hunting.csv","1990s","Bobcat Tags","Bobcat Shipping Tags",1992,1072,NA,3216
"394",394,"tabula-90s Items Hunting.csv","1990s","Game Bird Hunting","Duck Validation",1992,67857,NA,508928
"395",395,"tabula-90s Items Hunting.csv","1990s","Game Bird Hunting","Waterfowl Reservation Application",1992,203073,NA,203073
