"","X","filename","decade","category","license","year","items","fees_usd","revenues_usd"
"1050",1050,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Non-Resident 2-Day Hunting",2011,3231,40.25,130048
"1051",1051,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Resident First Deer Tag",2011,140633,23,3234559
"1052",1052,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Non-Resident First Deer Tag",2011,975,233,227175
"1053",1053,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Resident Second Deer Tag",2011,38933,29.5,1148524
"1054",1054,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Non-Resident Second Deer Tag",2011,54,233,12582
"1055",1055,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Lifetime Deer Tag",2011,1916,NA,NA
"1056",1056,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Duplicate/Exchange Deer Tag",2011,215,9,1935
"1057",1057,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Pronghorn Antelope Tag",2011,240,128.25,30780
"1058",1058,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Pronghorn Antelope Tag (Junior)",2011,NA,NA,NA
"1059",1059,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Pronghorn Antelope Tag",2011,1,397.25,397
"1060",1060,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Bighorn Sheep Tag",2011,25,363.5,9088
"1061",1061,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Bighorn Sheep Tag",2011,2,500,1000
"1062",1062,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Elk Tag",2011,421,385.5,162296
"1063",1063,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Elk Tag (Junior)",2011,NA,NA,NA
"1064",1064,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Elk Tag",2011,5,1192.25,5961
"1065",1065,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Resident Antelope Tag Drawing Application",2011,22715,7.5,170363
"1066",1066,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Non-Resident Antelope Tag Drawing Application",2011,282,7.5,2115
"1067",1067,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Resident Bighorn Sheep Tag Drawing Application",2011,12179,7.5,91343
"1068",1068,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Non-Resident Bighorn Sheep Tag Drawing Application",2011,668,7.5,5010
"1069",1069,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Resident Elk Tag Drawing Application",2011,31602,7.5,237015
"1070",1070,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Non-Resident Elk Tag Drawing Application",2011,474,7.5,3555
"1071",1071,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Elk, Antelope, Sheep Tag Return Processing Fee",2011,3,25.5,77
"1072",1072,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Elk, Antelope, Sheep Drawing Applications",2011,NA,NA,NA
"1073",1073,"tabula-2010s Items Hunting.csv","2010s","Fundraising Drawing","Fundraising Deer Tag Random Drawing",2011,15516,5,77580
"1074",1074,"tabula-2010s Items Hunting.csv","2010s","Fundraising Drawing","Fundraising Bighorn Sheep Tag Random Drawing",2011,NA,NA,NA
"1075",1075,"tabula-2010s Items Hunting.csv","2010s","Fundraising Drawing","Fundraising Antelope Tag Random Drawing",2011,NA,NA,NA
"1076",1076,"tabula-2010s Items Hunting.csv","2010s","Fundraising Drawing","Fundraising Elk Tag Random Drawing",2011,12020,5,60100
"1077",1077,"tabula-2010s Items Hunting.csv","2010s","Bear Tags","Resident Bear Tags",2011,24954,2011,879629
"1078",1078,"tabula-2010s Items Hunting.csv","2010s","Bear Tags","Resident Bear Tags (Junior)",2011,NA,NA,NA
"1079",1079,"tabula-2010s Items Hunting.csv","2010s","Bear Tags","Non-Resident Bear Tags",2011,237,245.75,58243
"1080",1080,"tabula-2010s Items Hunting.csv","2010s","Wild Pig Tags","Resident Wild Pig Tag",2011,49461,19.25,952124
"1081",1081,"tabula-2010s Items Hunting.csv","2010s","Wild Pig Tags","Non-Resident Wild Pig Tag",2011,1016,64.5,65532
"1082",1082,"tabula-2010s Items Hunting.csv","2010s","Wild Pig Tags","Lifetime Wild Pig Tags",2011,7759,NA,NA
"1083",1083,"tabula-2010s Items Hunting.csv","2010s","Bobcat Tags","Bobcat Hunting Tags**",2011,4593,14.25,36760
"1084",1084,"tabula-2010s Items Hunting.csv","2010s","Bobcat Tags","Bobcat Shipping Tags",2011,1525,3,4575
"1085",1085,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Duck Validation",2011,67637,17.5,1183648
"1086",1086,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Collector Duck Stamp",2011,419,17.5,7333
"1087",1087,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Lifetime Duck Validation",2011,2237,NA,NA
"1088",1088,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Waterfowl Reservation Application",2011,759168,1.25,948960
"1089",1089,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","1-Day Type A Wildlife Area Permit",2011,13473,18,242514
"1090",1090,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","2-Day Type A Wildlife Area Pass",2011,13184,29.25,385632
"1091",1091,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Type A Wildlife Area Season Pass",2011,5404,135.75,733593
"1092",1092,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Type B Wildlife Area Season Pass",2011,958,45.25,43350
"1093",1093,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Upland Game Bird Validation",2011,173373,8.25,1430327
"1094",1094,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Collector Upland Game Bird Stamp",2011,130,8.25,1073
"1095",1095,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Lifetime Upland Game Bird Validation",2011,2278,NA,NA
"1096",1096,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Harvest Information Program Validation",2011,174251,NA,NA
"1097",1097,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Package - Age 0 to 9",2011,132,NA,62172
"1098",1098,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Package - Age 10 to 39",2011,186,NA,143964
"1099",1099,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Package - Age 40 to 61",2011,89,NA,62011
"1100",1100,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Package - Age 62 and Over",2011,50,NA,23550
"1101",1101,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Privilege Package - Big Game",2011,144,NA,82692
"1102",1102,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Privilege Package - Game Bird",2011,202,NA,54793
"1103",1103,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Resident Hunting (Annual)",2012,248262,41.5,10302873
"1104",1104,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Lifetime Hunting",2012,4858,NA,NA
"1105",1105,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Junior Hunting (Annual)",2012,20505,10.75,220429
"1106",1106,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Lifetime Junior Hunting",2012,739,NA,NA
"1107",1107,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Disabled Veteran Hunting",2012,2734,6.5,17771
"1108",1108,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Recovering Service Member",2012,4,NA,NA
"1109",1109,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Non-Resident Hunting (Annual)",2012,3965,144,570960
"1110",1110,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Non-Resident 1-Day Hunting",2012,144,19.75,2844
"1111",1111,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Non-Resident 2-Day Hunting",2012,3007,41.5,124791
"1112",1112,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Resident First Deer Tag",2012,139895,23.75,3322506
"1113",1113,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Non-Resident First Deer Tag",2012,974,239.5,233273
"1114",1114,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Resident Second Deer Tag",2012,38639,30.25,1168830
"1115",1115,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Non-Resident Second Deer Tag",2012,50,239.5,11975
"1116",1116,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Lifetime Deer Tag",2012,2028,NA,NA
"1117",1117,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Duplicate/Exchange Deer Tag",2012,240,9.25,2220
"1118",1118,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Pronghorn Antelope Tag",2012,240,131.75,31620
"1119",1119,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Pronghorn Antelope Tag (Junior)",2012,NA,NA,NA
"1120",1120,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Pronghorn Antelope Tag",2012,1,408.5,409
"1121",1121,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Bighorn Sheep Tag",2012,23,373.75,8596
"1122",1122,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Bighorn Sheep Tag",2012,3,500,1500
"1123",1123,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Elk Tag",2012,439,396.5,174064
"1124",1124,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Elk Tag (Junior)",2012,NA,NA,NA
"1125",1125,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Elk Tag",2012,3,1226,3678
"1126",1126,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Resident Antelope Tag Drawing Application",2012,23039,7.5,172793
"1127",1127,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Non-Resident Antelope Tag Drawing Application",2012,301,7.5,2258
"1128",1128,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Resident Bighorn Sheep Tag Drawing Application",2012,12756,7.5,95670
"1129",1129,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Non-Resident Bighorn Sheep Tag Drawing Application",2012,682,7.5,5115
"1130",1130,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Resident Elk Tag Drawing Application",2012,32194,7.5,241455
"1131",1131,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Non-Resident Elk Tag Drawing Application",2012,489,7.5,3668
"1132",1132,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Elk, Antelope, Sheep Tag Return Processing Fee",2012,24,26.25,630
"1133",1133,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Elk, Antelope, Sheep Drawing Applications",2012,NA,NA,NA
"1134",1134,"tabula-2010s Items Hunting.csv","2010s","Fundraising Drawing","Fundraising Deer Tag Random Drawing",2012,18054,5.25,94784
"1135",1135,"tabula-2010s Items Hunting.csv","2010s","Fundraising Drawing","Fundraising Bighorn Sheep Tag Random Drawing",2012,16488,5.25,86562
"1136",1136,"tabula-2010s Items Hunting.csv","2010s","Fundraising Drawing","Fundraising Antelope Tag Random Drawing",2012,6548,5.25,34377
"1137",1137,"tabula-2010s Items Hunting.csv","2010s","Fundraising Drawing","Fundraising Elk Tag Random Drawing",2012,13696,5.25,71904
"1138",1138,"tabula-2010s Items Hunting.csv","2010s","Bear Tags","Resident Bear Tags",2012,24625,2012,892656
"1139",1139,"tabula-2010s Items Hunting.csv","2010s","Bear Tags","Resident Bear Tags (Junior)",2012,NA,NA,NA
"1140",1140,"tabula-2010s Items Hunting.csv","2010s","Bear Tags","Non-Resident Bear Tags",2012,247,252.75,62429
"1141",1141,"tabula-2010s Items Hunting.csv","2010s","Wild Pig Tags","Resident Wild Pig Tag",2012,50956,19.75,1006381
"1142",1142,"tabula-2010s Items Hunting.csv","2010s","Wild Pig Tags","Non-Resident Wild Pig Tag",2012,1197,66.25,79301
"1143",1143,"tabula-2010s Items Hunting.csv","2010s","Wild Pig Tags","Lifetime Wild Pig Tags",2012,8196,NA,NA
"1144",1144,"tabula-2010s Items Hunting.csv","2010s","Bobcat Tags","Bobcat Hunting Tags**",2012,12461,2.95,37896
"1145",1145,"tabula-2010s Items Hunting.csv","2010s","Bobcat Tags","Bobcat Shipping Tags",2012,1577,3,4731
"1146",1146,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Duck Validation",2012,68806,18,1238508
"1147",1147,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Collector Duck Stamp",2012,261,18,4698
"1148",1148,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Lifetime Duck Validation",2012,2198,NA,NA
"1149",1149,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Waterfowl Reservation Application",2012,833433,1.25,1041791
"1150",1150,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","1-Day Type A Wildlife Area Permit",2012,11710,18.5,216635
"1151",1151,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","2-Day Type A Wildlife Area Pass",2012,14771,30,443130
"1152",1152,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Type A Wildlife Area Season Pass",2012,5476,139.5,763902
"1153",1153,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Type B Wildlife Area Season Pass",2012,962,46.5,44733
"1154",1154,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Upland Game Bird Validation",2012,173590,8.5,1475515
"1155",1155,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Collector Upland Game Bird Stamp",2012,87,8.5,740
"1156",1156,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Lifetime Upland Game Bird Validation",2012,2404,NA,NA
"1157",1157,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Harvest Information Program Validation",2012,184441,NA,NA
"1158",1158,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Package - Age 0 to 9",2012,161,NA,77964
"1159",1159,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Package - Age 10 to 39",2012,151,NA,120158
"1160",1160,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Package - Age 40 to 61",2012,99,NA,70934
"1161",1161,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Package - Age 62 and Over",2012,44,NA,21307
"1162",1162,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Privilege Package - Big Game",2012,147,NA,86804
"1163",1163,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Privilege Package - Game Bird",2012,172,NA,47988
"1164",1164,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Resident Hunting (Annual)",2013,251046,42.5,10669455
"1165",1165,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Lifetime Hunting",2013,4942,NA,NA
"1166",1166,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Junior Hunting (Annual)",2013,20959,11,230549
"1167",1167,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Lifetime Junior Hunting",2013,769,NA,NA
"1168",1168,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Disabled Veteran Hunting",2013,3124,6.75,21087
"1169",1169,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Recovering Service Member",2013,7,6.75,47
"1170",1170,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Non-Resident Hunting (Annual)",2013,3736,147.75,551994
"1171",1171,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Non-Resident 1-Day Hunting",2013,236,20.25,4779
"1172",1172,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Non-Resident 2-Day Hunting",2013,3022,42.5,128435
"1173",1173,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Resident First Deer Tag",2013,143697,24.25,3484652
"1174",1174,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Non-Resident First Deer Tag",2013,942,245.75,231497
"1175",1175,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Resident Second Deer Tag",2013,40172,31,1245332
"1176",1176,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Non-Resident Second Deer Tag",2013,56,245.75,13762
"1177",1177,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Lifetime Deer Tag",2013,2043,NA,NA
"1178",1178,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Duplicate/Exchange Deer Tag",2013,191,9.5,1815
"1179",1179,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Pronghorn Antelope Tag",2013,198,135.25,26780
"1180",1180,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Pronghorn Antelope Tag (Junior)",2013,NA,NA,NA
"1181",1181,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Pronghorn Antelope Tag",2013,0,419.25,NA
"1182",1182,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Bighorn Sheep Tag",2013,18,383.5,6903
"1183",1183,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Bighorn Sheep Tag",2013,4,500,2000
"1184",1184,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Elk Tag",2013,409,406.75,166361
"1185",1185,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Elk Tag (Junior)",2013,NA,NA,NA
"1186",1186,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Elk Tag",2013,4,1258,5032
"1187",1187,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Resident Antelope Tag Drawing Application",2013,21929,7.5,164468
"1188",1188,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Non-Resident Antelope Tag Drawing Application",2013,307,7.5,2303
"1189",1189,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Resident Bighorn Sheep Tag Drawing Application",2013,12329,7.5,92468
"1190",1190,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Non-Resident Bighorn Sheep Tag Drawing Application",2013,688,7.5,5160
"1191",1191,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Resident Elk Tag Drawing Application",2013,31369,7.5,235268
"1192",1192,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Non-Resident Elk Tag Drawing Application",2013,517,7.5,3878
"1193",1193,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Elk, Antelope, Sheep Tag Return Processing Fee",2013,7,27,189
"1194",1194,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Elk, Antelope, Sheep Drawing Applications",2013,NA,NA,NA
"1195",1195,"tabula-2010s Items Hunting.csv","2010s","Fundraising Drawing","Fundraising Deer Tag Random Drawing",2013,17984,5.5,98912
"1196",1196,"tabula-2010s Items Hunting.csv","2010s","Fundraising Drawing","Fundraising Bighorn Sheep Tag Random Drawing",2013,12585,5.5,69218
"1197",1197,"tabula-2010s Items Hunting.csv","2010s","Fundraising Drawing","Fundraising Antelope Tag Random Drawing",2013,6335,5.5,34843
"1198",1198,"tabula-2010s Items Hunting.csv","2010s","Fundraising Drawing","Fundraising Elk Tag Random Drawing",2013,13110,5.5,72105
"1199",1199,"tabula-2010s Items Hunting.csv","2010s","Bear Tags","Resident Bear Tags",2013,23328,2013,868968
"1200",1200,"tabula-2010s Items Hunting.csv","2010s","Bear Tags","Resident Bear Tags (Junior)",2013,NA,NA,NA
"1201",1201,"tabula-2010s Items Hunting.csv","2010s","Bear Tags","Non-Resident Bear Tags",2013,69,259.25,17888
"1202",1202,"tabula-2010s Items Hunting.csv","2010s","Wild Pig Tags","Resident Wild Pig Tag",2013,51986,20.25,1052717
"1203",1203,"tabula-2010s Items Hunting.csv","2010s","Wild Pig Tags","Non-Resident Wild Pig Tag",2013,1192,68,81056
"1204",1204,"tabula-2010s Items Hunting.csv","2010s","Wild Pig Tags","Lifetime Wild Pig Tags",2013,8269,NA,NA
"1205",1205,"tabula-2010s Items Hunting.csv","2010s","Bobcat Tags","Bobcat Hunting Tags**",2013,12632,3,37614
"1206",1206,"tabula-2010s Items Hunting.csv","2010s","Bobcat Tags","Bobcat Shipping Tags",2013,1483,3,4449
"1207",1207,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Duck Validation",2013,68095,18.5,1259758
"1208",1208,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Collector Duck Stamp",2013,681,18.5,12599
"1209",1209,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Lifetime Duck Validation",2013,2240,NA,NA
"1210",1210,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Waterfowl Reservation Application",2013,876700,1.25,1095875
"1211",1211,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","1-Day Type A Wildlife Area Permit",2013,10324,19,196156
"1212",1212,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","2-Day Type A Wildlife Area Pass",2013,15300,30.75,470475
"1213",1213,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Type A Wildlife Area Season Pass",2013,5411,143.25,775126
"1214",1214,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Type B Wildlife Area Season Pass",2013,778,47.75,37150
"1215",1215,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Upland Game Bird Validation",2013,175616,8.75,1536640
"1216",1216,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Collector Upland Game Bird Stamp",2013,165,8.75,1444
"1217",1217,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Lifetime Upland Game Bird Validation",2013,2491,NA,NA
"1218",1218,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Harvest Information Program Validation",2013,183293,NA,NA
"1219",1219,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Package - Age 0 to 9",2013,149,NA,74053
"1220",1220,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Package - Age 10 to 39",2013,160,NA,130640
"1221",1221,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Package - Age 40 to 61",2013,90,NA,66173
"1222",1222,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Package - Age 62 and Over",2013,47,NA,23359
"1223",1223,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Privilege Package - Big Game",2013,163,NA,98778
"1224",1224,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Privilege Package - Game Bird",2013,176,NA,50380
"1225",1225,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Resident Hunting (Annual)",2014,248473,43,10684339
"1226",1226,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Lifetime Hunting",2014,5203,NA,NA
"1227",1227,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Junior Hunting (Annual)",2014,19818,11.25,222953
"1228",1228,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Lifetime Junior Hunting",2014,855,NA,NA
"1229",1229,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Disabled Veteran Hunting",2014,3527,6.75,23807
"1230",1230,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Recovering Service Member",2014,12,6.75,81
"1231",1231,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Non-Resident Hunting (Annual)",2014,3707,149.5,554197
"1232",1232,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Non-Resident 1-Day Hunting",2014,253,20.5,5187
"1233",1233,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Non-Resident 2-Day Hunting",2014,2911,43,125173
"1234",1234,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Resident First Deer Tag",2014,143126,24.5,3506587
"1235",1235,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Non-Resident First Deer Tag",2014,962,248.5,239057
"1236",1236,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Resident Second Deer Tag",2014,38649,31.25,1207781
"1237",1237,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Non-Resident Second Deer Tag",2014,55,248.5,13668
"1238",1238,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Lifetime Deer Tag",2014,2117,NA,NA
"1239",1239,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Duplicate/Exchange Deer Tag",2014,222,9.5,2109
"1240",1240,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Pronghorn Antelope Tag",2014,197,136.75,26940
"1241",1241,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Pronghorn Antelope Tag (Junior)",2014,NA,NA,NA
"1242",1242,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Pronghorn Antelope Tag",2014,1,424,424
"1243",1243,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Bighorn Sheep Tag",2014,12,388,4656
"1244",1244,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Bighorn Sheep Tag",2014,2,500,1000
"1245",1245,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Elk Tag",2014,352,411.5,144848
"1246",1246,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Elk Tag (Junior)",2014,NA,NA,NA
"1247",1247,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Elk Tag",2014,5,1272.5,6363
"1248",1248,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Resident Antelope Tag Drawing Application",2014,22636,7.5,169770
"1249",1249,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Non-Resident Antelope Tag Drawing Application",2014,351,7.5,2633
