"year","filename","region","port_complex","comm_name_orig","comm_name","sci_name","landings_n"
2012,"CPFV ANNUAL 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Halibut, California","California halibut","Paralichthys californicus",821
2012,"CPFV ANNUAL 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",13478
2012,"CPFV ANNUAL 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Lingcod","Lingcod","Ophiodon elongatus",13060
2012,"CPFV ANNUAL 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",995
2012,"CPFV ANNUAL 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",4298
2012,"CPFV ANNUAL 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",9
2012,"CPFV ANNUAL 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, blue","Blue rockfish","Sebastes mystinus",5432
2012,"CPFV ANNUAL 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, canary","Canary rockfish","Sebastes pinniger",91
2012,"CPFV ANNUAL 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, copper","Copper rockfish","Sebastes caurinus",41330
2012,"CPFV ANNUAL 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",9775
2012,"CPFV ANNUAL 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",0
2012,"CPFV ANNUAL 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfishes, unspecified","Rockfish","Sebastes spp.",296091
2012,"CPFV ANNUAL 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",6
2012,"CPFV ANNUAL 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Sanddab","Sanddab","Citharichthys spp.",39541
2012,"CPFV ANNUAL 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Scorpionfish, California","California scorpionfish","Scorpaena guttata",4781
2012,"CPFV ANNUAL 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Seabass, white","White seabass","Atractoscion nobilis",3177
2012,"CPFV ANNUAL 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Shark, unspecified","Shark","Selachimorpha spp.",57
2012,"CPFV ANNUAL 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Sheephead, California","California sheephead","Semicossyphus pulcher",5552
2012,"CPFV ANNUAL 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Sturgeon, unspecified","Sturgeon","Acipenser spp.",0
2012,"CPFV ANNUAL 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Tuna, albacore","Albacore tuna","Thunnus alalunga",0
2012,"CPFV ANNUAL 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",18632
2012,"CPFV ANNUAL 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",171
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Barracuda, California","California barracuda","Sphyraena argentea",2372
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",1473
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",6394
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, striped","Striped bass","Morone saxatilis",0
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bonito, Pacific","Pacific bonito","Sarda chiliensis",38
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Cabezon","Cabezon","Scorpaenichthys marmoratus",1136
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",72
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Fishes, unspecified","Fish","Osteichthyes spp.",2116
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",243
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",2
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Halibut, California","California halibut","Paralichthys californicus",836
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",12540
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Lingcod","Lingcod","Ophiodon elongatus",18363
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",133
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",93
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",2
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, blue","Blue rockfish","Sebastes mystinus",11558
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, canary","Canary rockfish","Sebastes pinniger",65
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, copper","Copper rockfish","Sebastes caurinus",66885
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",7924
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",0
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfishes, unspecified","Rockfish","Sebastes spp.",297504
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",4
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Sanddab","Sanddab","Citharichthys spp.",24044
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Scorpionfish, California","California scorpionfish","Scorpaena guttata",3729
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Seabass, white","White seabass","Atractoscion nobilis",3703
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Shark, unspecified","Shark","Selachimorpha spp.",23
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Sheephead, California","California sheephead","Semicossyphus pulcher",7516
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Tuna, albacore","Albacore tuna","Thunnus alalunga",0
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",19117
2013,"CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",1081
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Barracuda, California","California barracuda","Sphyraena argentea",2050
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",849
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",17792
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, striped","Striped bass","Morone saxatilis",0
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bonito, Pacific","Pacific bonito","Sarda chiliensis",4575
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Cabezon","Cabezon","Scorpaenichthys marmoratus",797
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",107
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Fishes, unspecified","Fish","Osteichthyes spp.",8260
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",214
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Halibut, California","California halibut","Paralichthys californicus",968
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",12510
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Lingcod","Lingcod","Ophiodon elongatus",18541
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",3
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",4505
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",873
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, blue","Blue rockfish","Sebastes mystinus",26208
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, canary","Canary rockfish","Sebastes pinniger",183
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, copper","Copper rockfish","Sebastes caurinus",54993
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",6956
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfishes, unspecified","Rockfish","Sebastes spp.",281402
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Sanddab","Sanddab","Citharichthys spp.",69167
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Scorpionfish, California","California scorpionfish","Scorpaena guttata",2241
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Seabass, white","White seabass","Atractoscion nobilis",4307
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Shark, unspecified","Shark","Selachimorpha spp.",43
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Sheephead, California","California sheephead","Semicossyphus pulcher",7789
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Tuna, albacore","Albacore tuna","Thunnus alalunga",7
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",19482
2014,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",3697
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Barracuda, California","California barracuda","Sphyraena argentea",2011
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",548
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",19143
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, striped","Striped bass","Morone saxatilis",0
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bonito, Pacific","Pacific bonito","Sarda chiliensis",19840
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Cabezon","Cabezon","Scorpaenichthys marmoratus",617
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",25
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Fishes, unspecified","Fish","Osteichthyes spp.",3826
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",213
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",150
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Halibut, California","California halibut","Paralichthys californicus",262
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",11719
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Lingcod","Lingcod","Ophiodon elongatus",28213
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",20
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",1042
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",2996
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, blue","Blue rockfish","Sebastes mystinus",24917
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, canary","Canary rockfish","Sebastes pinniger",16
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, copper","Copper rockfish","Sebastes caurinus",57988
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",3240
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",30
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfishes, unspecified","Rockfish","Sebastes spp.",271394
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Sanddab","Sanddab","Citharichthys spp.",35557
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Scorpionfish, California","California scorpionfish","Scorpaena guttata",860
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Seabass, white","White seabass","Atractoscion nobilis",1444
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Shark, unspecified","Shark","Selachimorpha spp.",16
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Sheephead, California","California sheephead","Semicossyphus pulcher",6339
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Tuna, albacore","Albacore tuna","Thunnus alalunga",0
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",25319
2015,"Annual CPFV 2.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",12438
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Barracuda, California","California barracuda","Sphyraena argentea",2258
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",131
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",8872
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, striped","Striped bass","Morone saxatilis",0
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bonito, Pacific","Pacific bonito","Sarda chiliensis",6804
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Cabezon","Cabezon","Scorpaenichthys marmoratus",366
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",0
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Fishes, unspecified","Fish","Osteichthyes spp.",2915
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",176
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Halibut, California","California halibut","Paralichthys californicus",223
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",9639
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Lingcod","Lingcod","Ophiodon elongatus",33433
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",26
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",433
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",101
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, blue","Blue rockfish","Sebastes mystinus",15126
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, canary","Canary rockfish","Sebastes pinniger",72
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, copper","Copper rockfish","Sebastes caurinus",56868
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",2405
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfishes, unspecified","Rockfish","Sebastes spp.",238789
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",1
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Sanddab","Sanddab","Citharichthys spp.",11290
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Scorpionfish, California","California scorpionfish","Scorpaena guttata",641
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Seabass, white","White seabass","Atractoscion nobilis",1006
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Shark, unspecified","Shark","Selachimorpha spp.",27
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Sheephead, California","California sheephead","Semicossyphus pulcher",5683
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Tuna, albacore","Albacore tuna","Thunnus alalunga",0
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",44608
2016,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",11005
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Barracuda, California","California barracuda","Sphyraena argentea",4421
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",485
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",11528
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, striped","Striped bass","Morone saxatilis",0
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bonito, Pacific","Pacific bonito","Sarda chiliensis",1460
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Cabezon","Cabezon","Scorpaenichthys marmoratus",281
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",8
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Fishes, unspecified","Fish","Osteichthyes spp.",1932
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",330
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",32
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Halibut, California","California halibut","Paralichthys californicus",191
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",10702
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Lingcod","Lingcod","Ophiodon elongatus",25875
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",0
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",81
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",124
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, blue","Blue rockfish","Sebastes mystinus",34394
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, canary","Canary rockfish","Sebastes pinniger",409
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, copper","Copper rockfish","Sebastes caurinus",64247
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",1934
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Rockfishes, unspecified","Rockfish","Sebastes spp.",321846
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Sanddab","Sanddab","Citharichthys spp.",6513
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Scorpionfish, California","California scorpionfish","Scorpaena guttata",2192
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Seabass, white","White seabass","Atractoscion nobilis",2351
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Shark, unspecified","Shark","Selachimorpha spp.",113
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Sheephead, California","California sheephead","Semicossyphus pulcher",7326
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",106249
2017,"AnnualPortSideLogReport.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",7826
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Barracuda, California","California barracuda","Sphyraena argentea",3701
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",1012
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",16202
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bass, striped","Striped bass","Morone saxatilis",0
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Bonito, Pacific","Pacific bonito","Sarda chiliensis",1988
2018,"AnnualPortSideLogReport_07192019.pdf","Southern","Port Hueneme-Oxnard-Ventura-Santa Barbara","Cabezon","Cabezon","Scorpaenichthys marmoratus",263
