"year","filename","region","port_complex","comm_name_orig","comm_name","sci_name","landings_n"
2000,"landings00_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfishes, unspecified","Rockfish","Sebastes spp.",45472
2000,"landings00_cpfv2.pdf","Southern","San Diego-Mission Bay","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",10
2000,"landings00_cpfv2.pdf","Southern","San Diego-Mission Bay","Sanddab","Sanddab","Citharichthys spp.",30
2000,"landings00_cpfv2.pdf","Southern","San Diego-Mission Bay","Scorpionfish, California","California scorpionfish","Scorpaena guttata",27788
2000,"landings00_cpfv2.pdf","Southern","San Diego-Mission Bay","Seabass, white","White seabass","Atractoscion nobilis",292
2000,"landings00_cpfv2.pdf","Southern","San Diego-Mission Bay","Shark, unspecified","Shark","Selachimorpha spp.",123
2000,"landings00_cpfv2.pdf","Southern","San Diego-Mission Bay","Sheephead, California","California sheephead","Semicossyphus pulcher",2000
2000,"landings00_cpfv2.pdf","Southern","San Diego-Mission Bay","Sturgeon, unspecified","Sturgeon","Acipenser spp.",0
2000,"landings00_cpfv2.pdf","Southern","San Diego-Mission Bay","Tuna, albacore","Albacore tuna","Thunnus alalunga",106829
2000,"landings00_cpfv2.pdf","Southern","San Diego-Mission Bay","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",24933
2000,"landings00_cpfv2.pdf","Southern","San Diego-Mission Bay","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",77396
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Barracuda, California","California barracuda","Sphyraena argentea",44206
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",67164
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",67457
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Bass, striped","Striped bass","Morone saxatilis",0
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Bonito, Pacific","Pacific bonito","Sarda chiliensis",4687
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Cabezon","Cabezon","Scorpaenichthys marmoratus",225
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",1071
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Dolphinfish","Common dolphinfish","Coryphaena hippurus",3440
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Fishes, unspecified","Fish","Osteichthyes spp.",4196
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",152
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Halfmoon","Halfmoon","Medialuna californiensis",92
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Halibut, California","California halibut","Paralichthys californicus",507
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Lingcod","Lingcod","Ophiodon elongatus",629
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",1319
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",16697
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfishes, unspecified","Rockfish","Sebastes spp.",56612
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",1
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Salmon, silver (coho)","Coho salmon","Oncorhynchus kisutch",0
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Scorpionfish, California","California scorpionfish","Scorpaena guttata",32542
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Seabass, white","White seabass","Atractoscion nobilis",614
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Shark, blue","Blue shark","Prionace glauca",80
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Shark, leopard","Leopard shark","Triakis semifasciata",4
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Shark, unspecified","Shark","Selachimorpha spp.",160
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Sheephead, California","California sheephead","Semicossyphus pulcher",2235
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Sturgeon, unspecified","Sturgeon","Acipenser spp.",0
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Tuna, albacore","Albacore tuna","Thunnus alalunga",178843
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Tuna, bluefin","Bluefin tuna","Thunnus thynnus",19573
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Tuna, skipjack","Skipjack tuna","Katsuwonus pelamis",7512
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Tuna, yellowfin","Yellowfin tuna","Thunnus albacares",30194
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",23551
2001,"landings01_cpfv2.pdf","Southern","San Diego-Mission Bay","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",57576
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Barracuda, California","California barracuda","Sphyraena argentea",53861
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",114353
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",60518
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Bass, striped","Striped bass","Morone saxatilis",0
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Bonito, Pacific","Pacific bonito","Sarda chiliensis",5066
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Cabezon","Cabezon","Scorpaenichthys marmoratus",82
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",391
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Fishes, unspecified","Fish","Osteichthyes spp.",3540
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",34
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",0
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Halibut, California","California halibut","Paralichthys californicus",402
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",7814
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Lingcod","Lingcod","Ophiodon elongatus",5352
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",200
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",16279
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",51277
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfish, blue","Blue rockfish","Sebastes mystinus",33
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfish, canary","Canary rockfish","Sebastes pinniger",86
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfish, copper","Copper rockfish","Sebastes caurinus",122
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",182
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",37
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfishes, unspecified","Rockfish","Sebastes spp.",59919
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",1
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Sanddab","Sanddab","Citharichthys spp.",100
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Scorpionfish, California","California scorpionfish","Scorpaena guttata",18927
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Seabass, white","White seabass","Atractoscion nobilis",227
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Shark, unspecified","Shark","Selachimorpha spp.",48
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Sheephead, California","California sheephead","Semicossyphus pulcher",1545
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Sturgeon, unspecified","Sturgeon","Acipenser spp.",0
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Tuna, albacore","Albacore tuna","Thunnus alalunga",272349
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",15626
2002,"landings02_cpfv2.pdf","Southern","San Diego-Mission Bay","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",58730
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Barracuda, California","California barracuda","Sphyraena argentea",28082
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",100025
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",69054
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Bass, striped","Striped bass","Morone saxatilis",1
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Bonito, Pacific","Pacific bonito","Sarda chiliensis",11618
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Cabezon","Cabezon","Scorpaenichthys marmoratus",164
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",166
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Fishes, unspecified","Fish","Osteichthyes spp.",5673
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",35
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",0
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Halibut, California","California halibut","Paralichthys californicus",306
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",523
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Lingcod","Lingcod","Ophiodon elongatus",7690
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",155
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",14034
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",80476
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfish, blue","Blue rockfish","Sebastes mystinus",123
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfish, canary","Canary rockfish","Sebastes pinniger",910
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfish, copper","Copper rockfish","Sebastes caurinus",136
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",267
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",19
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfishes, unspecified","Rockfish","Sebastes spp.",51401
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",0
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Sanddab","Sanddab","Citharichthys spp.",73
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Scorpionfish, California","California scorpionfish","Scorpaena guttata",20006
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Seabass, white","White seabass","Atractoscion nobilis",243
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Shark, unspecified","Shark","Selachimorpha spp.",59
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Sheephead, California","California sheephead","Semicossyphus pulcher",1893
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Sturgeon, unspecified","Sturgeon","Acipenser spp.",0
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Tuna, albacore","Albacore tuna","Thunnus alalunga",217726
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",12538
2003,"landings03_cpfv2.pdf","Southern","San Diego-Mission Bay","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",59442
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Barracuda, California","California barracuda","Sphyraena argentea",44015
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",52799
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",98616
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Bass, striped","Striped bass","Morone saxatilis",0
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Bonito, Pacific","Pacific bonito","Sarda chiliensis",30760
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Cabezon","Cabezon","Scorpaenichthys marmoratus",112
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",88
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Fishes, unspecified","Fish","Osteichthyes spp.",5764
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",6
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",0
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Halibut, California","California halibut","Paralichthys californicus",448
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",977
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Lingcod","Lingcod","Ophiodon elongatus",2274
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",24
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",6556
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",80026
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfish, blue","Blue rockfish","Sebastes mystinus",122
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfish, canary","Canary rockfish","Sebastes pinniger",70
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfish, copper","Copper rockfish","Sebastes caurinus",117
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",259
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",2
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfishes, unspecified","Rockfish","Sebastes spp.",58330
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",0
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Sanddab","Sanddab","Citharichthys spp.",300
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Scorpionfish, California","California scorpionfish","Scorpaena guttata",25647
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Seabass, white","White seabass","Atractoscion nobilis",227
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Shark, unspecified","Shark","Selachimorpha spp.",112
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Sheephead, California","California sheephead","Semicossyphus pulcher",1517
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Sturgeon, unspecified","Sturgeon","Acipenser spp.",0
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Tuna, albacore","Albacore tuna","Thunnus alalunga",174047
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",11339
2004,"landings04_cpfv2.pdf","Southern","San Diego-Mission Bay","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",104513
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Barracuda, California","California barracuda","Sphyraena argentea",17387
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",76938
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",46988
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Bass, striped","Striped bass","Morone saxatilis",0
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Bonito, Pacific","Pacific bonito","Sarda chiliensis",7938
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Cabezon","Cabezon","Scorpaenichthys marmoratus",46
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",353
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Fishes, unspecified","Fish","Osteichthyes spp.",4210
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",12
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",0
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Halibut, California","California halibut","Paralichthys californicus",332
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",10365
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Lingcod","Lingcod","Ophiodon elongatus",3014
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",82
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",13344
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",72676
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfish, blue","Blue rockfish","Sebastes mystinus",76
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfish, canary","Canary rockfish","Sebastes pinniger",191
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfish, copper","Copper rockfish","Sebastes caurinus",562
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",807
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",66
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfishes, unspecified","Rockfish","Sebastes spp.",79186
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",0
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Sanddab","Sanddab","Citharichthys spp.",484
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Scorpionfish, California","California scorpionfish","Scorpaena guttata",30287
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Seabass, white","White seabass","Atractoscion nobilis",195
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Shark, unspecified","Shark","Selachimorpha spp.",167
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Sheephead, California","California sheephead","Semicossyphus pulcher",1473
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Sturgeon, unspecified","Sturgeon","Acipenser spp.",0
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Tuna, albacore","Albacore tuna","Thunnus alalunga",94679
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",15413
2005,"landings05_cpfv2.pdf","Southern","San Diego-Mission Bay","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",61565
2006,"landings06_cpfv2.pdf","Southern","San Diego-Mission Bay","Barracuda, California","California barracuda","Sphyraena argentea",24707
2006,"landings06_cpfv2.pdf","Southern","San Diego-Mission Bay","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",48505
2006,"landings06_cpfv2.pdf","Southern","San Diego-Mission Bay","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",48175
2006,"landings06_cpfv2.pdf","Southern","San Diego-Mission Bay","Bass, striped","Striped bass","Morone saxatilis",0
2006,"landings06_cpfv2.pdf","Southern","San Diego-Mission Bay","Bonito, Pacific","Pacific bonito","Sarda chiliensis",53319
2006,"landings06_cpfv2.pdf","Southern","San Diego-Mission Bay","Cabezon","Cabezon","Scorpaenichthys marmoratus",60
2006,"landings06_cpfv2.pdf","Southern","San Diego-Mission Bay","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",300
2006,"landings06_cpfv2.pdf","Southern","San Diego-Mission Bay","Fishes, unspecified","Fish","Osteichthyes spp.",5420
2006,"landings06_cpfv2.pdf","Southern","San Diego-Mission Bay","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",25
2006,"landings06_cpfv2.pdf","Southern","San Diego-Mission Bay","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",22
2006,"landings06_cpfv2.pdf","Southern","San Diego-Mission Bay","Halibut, California","California halibut","Paralichthys californicus",167
2006,"landings06_cpfv2.pdf","Southern","San Diego-Mission Bay","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",684
2006,"landings06_cpfv2.pdf","Southern","San Diego-Mission Bay","Lingcod","Lingcod","Ophiodon elongatus",2444
2006,"landings06_cpfv2.pdf","Southern","San Diego-Mission Bay","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",7
2006,"landings06_cpfv2.pdf","Southern","San Diego-Mission Bay","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",5573
2006,"landings06_cpfv2.pdf","Southern","San Diego-Mission Bay","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",97974
2006,"landings06_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfish, blue","Blue rockfish","Sebastes mystinus",40
2006,"landings06_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfish, canary","Canary rockfish","Sebastes pinniger",71
2006,"landings06_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfish, copper","Copper rockfish","Sebastes caurinus",841
2006,"landings06_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",598
2006,"landings06_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",48
2006,"landings06_cpfv2.pdf","Southern","San Diego-Mission Bay","Rockfishes, unspecified","Rockfish","Sebastes spp.",61870
2006,"landings06_cpfv2.pdf","Southern","San Diego-Mission Bay","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",0
2006,"landings06_cpfv2.pdf","Southern","San Diego-Mission Bay","Sanddab","Sanddab","Citharichthys spp.",230
2006,"landings06_cpfv2.pdf","Southern","San Diego-Mission Bay","Scorpionfish, California","California scorpionfish","Scorpaena guttata",18936
2006,"landings06_cpfv2.pdf","Southern","San Diego-Mission Bay","Seabass, white","White seabass","Atractoscion nobilis",218
