"year","filename","region","species","landings_n"
2001,"landings01_cpfv1.pdf","All","Tuna, skipjack",8653
2001,"landings01_cpfv1.pdf","All","Tuna, yellowfin",31054
2001,"landings01_cpfv1.pdf","All","Wahoo",3732
2001,"landings01_cpfv1.pdf","All","Whitefish, ocean",138149
2001,"landings01_cpfv1.pdf","All","Yellowtail",79130
2001,"landings01_cpfv1.pdf","Mexico","Barracuda, California",13370
2001,"landings01_cpfv1.pdf","Mexico","Bass, barred sand",16775
2001,"landings01_cpfv1.pdf","Mexico","Bass, giant (black) sea",0
2001,"landings01_cpfv1.pdf","Mexico","Bass, kelp (calico)",13042
2001,"landings01_cpfv1.pdf","Mexico","Bass, striped",0
2001,"landings01_cpfv1.pdf","Mexico","Blacksmith",0
2001,"landings01_cpfv1.pdf","Mexico","Bonito, Pacific",2454
2001,"landings01_cpfv1.pdf","Mexico","Cabezon",47
2001,"landings01_cpfv1.pdf","Mexico","Croaker, unspecified",0
2001,"landings01_cpfv1.pdf","Mexico","Croaker, white",82
2001,"landings01_cpfv1.pdf","Mexico","Dolphinfish",2799
2001,"landings01_cpfv1.pdf","Mexico","Fishes, unspecified (jumbo squid included)",182
2001,"landings01_cpfv1.pdf","Mexico","Flatfishes, unspecified",61
2001,"landings01_cpfv1.pdf","Mexico","Halfmoon",22
2001,"landings01_cpfv1.pdf","Mexico","Halibut, California",155
2001,"landings01_cpfv1.pdf","Mexico","Invertebrates, unspecified",0
2001,"landings01_cpfv1.pdf","Mexico","Lingcod",575
2001,"landings01_cpfv1.pdf","Mexico","Mackerel, jack",894
2001,"landings01_cpfv1.pdf","Mexico","Mackerel, Pacific",454
2001,"landings01_cpfv1.pdf","Mexico","Marlin, striped",0
2001,"landings01_cpfv1.pdf","Mexico","Queenfish",0
2001,"landings01_cpfv1.pdf","Mexico","Rockfishes, unspecified",20260
2001,"landings01_cpfv1.pdf","Mexico","Salmon, king (Chinook)",0
2001,"landings01_cpfv1.pdf","Mexico","Salmon, silver (coho)",0
2001,"landings01_cpfv1.pdf","Mexico","Salmon, unspecified",0
2001,"landings01_cpfv1.pdf","Mexico","Scorpionfish, California",7184
2001,"landings01_cpfv1.pdf","Mexico","Seabass, white",85
2001,"landings01_cpfv1.pdf","Mexico","Shark, blue",72
2001,"landings01_cpfv1.pdf","Mexico","Shark, bonito (mako)",45
2001,"landings01_cpfv1.pdf","Mexico","Shark, leopard",0
2001,"landings01_cpfv1.pdf","Mexico","Shark, sevengill",0
2001,"landings01_cpfv1.pdf","Mexico","Shark, unspecified",47
2001,"landings01_cpfv1.pdf","Mexico","Sheephead, California",994
2001,"landings01_cpfv1.pdf","Mexico","Sturgeon, unspecified",0
2001,"landings01_cpfv1.pdf","Mexico","Tuna, albacore",140354
2001,"landings01_cpfv1.pdf","Mexico","Tuna, bluefin",14346
2001,"landings01_cpfv1.pdf","Mexico","Tuna, skipjack",4428
2001,"landings01_cpfv1.pdf","Mexico","Tuna, yellowfin",22029
2001,"landings01_cpfv1.pdf","Mexico","Wahoo",2750
2001,"landings01_cpfv1.pdf","Mexico","Whitefish, ocean",12750
2001,"landings01_cpfv1.pdf","Mexico","Yellowtail",49663
2002,"landings02_cpfv1.pdf","All","Barracuda, California",208930
2002,"landings02_cpfv1.pdf","All","Bass, barred sand",629916
2002,"landings02_cpfv1.pdf","All","Bass, giant (black) sea",2
2002,"landings02_cpfv1.pdf","All","Bass, kelp (calico)",234906
2002,"landings02_cpfv1.pdf","All","Bass, striped",6621
2002,"landings02_cpfv1.pdf","All","Bonito, Pacific",7525
2002,"landings02_cpfv1.pdf","All","Cabezon",2040
2002,"landings02_cpfv1.pdf","All","Croaker, unspecified",518
2002,"landings02_cpfv1.pdf","All","Croaker, white",2413
2002,"landings02_cpfv1.pdf","All","Dolphinfish",2705
2002,"landings02_cpfv1.pdf","All","Fishes, unspecified",18925
2002,"landings02_cpfv1.pdf","All","Flatfishes, unspecified",30260
2002,"landings02_cpfv1.pdf","All","Greenling, kelp",886
2002,"landings02_cpfv1.pdf","All","Halfmoon",80563
2002,"landings02_cpfv1.pdf","All","Halibut, California",15413
2002,"landings02_cpfv1.pdf","All","Invertebrates, unspecified",245891
2002,"landings02_cpfv1.pdf","All","Lingcod",37417
2002,"landings02_cpfv1.pdf","All","Mackerel, jack",1014
2002,"landings02_cpfv1.pdf","All","Mackerel, Pacific",69346
2002,"landings02_cpfv1.pdf","All","Marlin, striped",3
2002,"landings02_cpfv1.pdf","All","Rockfish, blue",138790
2002,"landings02_cpfv1.pdf","All","Rockfish, gopher",39640
2002,"landings02_cpfv1.pdf","All","Rockfishes, unspecified",552390
2002,"landings02_cpfv1.pdf","All","Salmon, king (Chinook)",74872
2002,"landings02_cpfv1.pdf","All","Salmon, unspecified",444
2002,"landings02_cpfv1.pdf","All","Sanddab",124706
2002,"landings02_cpfv1.pdf","All","Scorpionfish, California",88385
2002,"landings02_cpfv1.pdf","All","Seabass, white",8585
2002,"landings02_cpfv1.pdf","All","Shark, blue",15
2002,"landings02_cpfv1.pdf","All","Shark, bonito (mako)",213
2002,"landings02_cpfv1.pdf","All","Shark, leopard",256
2002,"landings02_cpfv1.pdf","All","Shark, unspecified",1294
2002,"landings02_cpfv1.pdf","All","Sheephead, California",27364
2002,"landings02_cpfv1.pdf","All","Sturgeon, unspecified",207
2002,"landings02_cpfv1.pdf","All","Tuna, albacore",317865
2002,"landings02_cpfv1.pdf","All","Tuna, bluefin",33316
2002,"landings02_cpfv1.pdf","All","Tuna, skipjack",2967
2002,"landings02_cpfv1.pdf","All","Tuna, yellowfin",18594
2002,"landings02_cpfv1.pdf","All","Wahoo",3012
2002,"landings02_cpfv1.pdf","All","Whitefish, ocean",100223
2002,"landings02_cpfv1.pdf","All","Yellowtail",71294
2002,"landings02_cpfv1.pdf","Mexico","Barracuda, California",16191
2002,"landings02_cpfv1.pdf","Mexico","Bass, barred sand",29651
2002,"landings02_cpfv1.pdf","Mexico","Bass, giant (black) sea",0
2002,"landings02_cpfv1.pdf","Mexico","Bass, kelp (calico)",2025
2002,"landings02_cpfv1.pdf","Mexico","Bass, striped",0
2002,"landings02_cpfv1.pdf","Mexico","Bonito, Pacific",3643
2002,"landings02_cpfv1.pdf","Mexico","Cabezon",41
2002,"landings02_cpfv1.pdf","Mexico","Croaker, unspecified",0
2002,"landings02_cpfv1.pdf","Mexico","Croaker, white",47
2002,"landings02_cpfv1.pdf","Mexico","Dolphinfish",2408
2002,"landings02_cpfv1.pdf","Mexico","Fishes, unspecified",303
2002,"landings02_cpfv1.pdf","Mexico","Flatfishes, unspecified",2
2002,"landings02_cpfv1.pdf","Mexico","Greenling, kelp",0
2002,"landings02_cpfv1.pdf","Mexico","Halfmoon",12
2002,"landings02_cpfv1.pdf","Mexico","Halibut, California",154
2002,"landings02_cpfv1.pdf","Mexico","Invertebrates, unspecified",22
2002,"landings02_cpfv1.pdf","Mexico","Lingcod",3612
2002,"landings02_cpfv1.pdf","Mexico","Mackerel, jack",114
2002,"landings02_cpfv1.pdf","Mexico","Mackerel, Pacific",189
2002,"landings02_cpfv1.pdf","Mexico","Marlin, striped",1
2002,"landings02_cpfv1.pdf","Mexico","Rockfish, blue",10
2002,"landings02_cpfv1.pdf","Mexico","Rockfish, gopher",61
2002,"landings02_cpfv1.pdf","Mexico","Rockfishes, unspecified",21207
2002,"landings02_cpfv1.pdf","Mexico","Salmon, king (Chinook)",1
2002,"landings02_cpfv1.pdf","Mexico","Salmon, unspecified",1
2002,"landings02_cpfv1.pdf","Mexico","Sanddab",12
2002,"landings02_cpfv1.pdf","Mexico","Scorpionfish, California",4564
2002,"landings02_cpfv1.pdf","Mexico","Seabass, white",104
2002,"landings02_cpfv1.pdf","Mexico","Shark, blue",0
2002,"landings02_cpfv1.pdf","Mexico","Shark, bonito (mako)",24
2002,"landings02_cpfv1.pdf","Mexico","Shark, leopard",0
2002,"landings02_cpfv1.pdf","Mexico","Shark, unspecified",3
2002,"landings02_cpfv1.pdf","Mexico","Sheephead, California",681
2002,"landings02_cpfv1.pdf","Mexico","Sturgeon, unspecified",0
2002,"landings02_cpfv1.pdf","Mexico","Tuna, albacore",192940
2002,"landings02_cpfv1.pdf","Mexico","Tuna, bluefin",20030
2002,"landings02_cpfv1.pdf","Mexico","Tuna, skipjack",1113
2002,"landings02_cpfv1.pdf","Mexico","Tuna, yellowfin",18085
2002,"landings02_cpfv1.pdf","Mexico","Wahoo",3012
2002,"landings02_cpfv1.pdf","Mexico","Whitefish, ocean",7558
2002,"landings02_cpfv1.pdf","Mexico","Yellowtail",46485
2003,"landings03_cpfv1.pdf","All","Barracuda, California",114051
2003,"landings03_cpfv1.pdf","All","Bass, barred sand",522330
2003,"landings03_cpfv1.pdf","All","Bass, giant (black) sea",6
2003,"landings03_cpfv1.pdf","All","Bass, kelp (calico)",273459
2003,"landings03_cpfv1.pdf","All","Bass, striped",7942
2003,"landings03_cpfv1.pdf","All","Bonito, Pacific",30098
2003,"landings03_cpfv1.pdf","All","Cabezon",3840
2003,"landings03_cpfv1.pdf","All","Croaker, unspecified",867
2003,"landings03_cpfv1.pdf","All","Croaker, white",3457
2003,"landings03_cpfv1.pdf","All","Dolphinfish",3211
2003,"landings03_cpfv1.pdf","All","Fishes, unspecified",19621
2003,"landings03_cpfv1.pdf","All","Flatfishes, unspecified",20707
2003,"landings03_cpfv1.pdf","All","Greenling, kelp",5207
2003,"landings03_cpfv1.pdf","All","Halfmoon",43392
2003,"landings03_cpfv1.pdf","All","Halibut, California",16337
2003,"landings03_cpfv1.pdf","All","Invertebrates, unspecified",49386
2003,"landings03_cpfv1.pdf","All","Lingcod",44131
2003,"landings03_cpfv1.pdf","All","Mackerel, jack",739
2003,"landings03_cpfv1.pdf","All","Mackerel, Pacific",44597
2003,"landings03_cpfv1.pdf","All","Marlin, striped",4
2003,"landings03_cpfv1.pdf","All","Rockfish, blue",133332
2003,"landings03_cpfv1.pdf","All","Rockfish, gopher",40418
2003,"landings03_cpfv1.pdf","All","Rockfishes, unspecified",423162
2003,"landings03_cpfv1.pdf","All","Salmon, king (Chinook)",42490
2003,"landings03_cpfv1.pdf","All","Salmon, unspecified",102
2003,"landings03_cpfv1.pdf","All","Sanddab",98339
2003,"landings03_cpfv1.pdf","All","Scorpionfish, California",86108
2003,"landings03_cpfv1.pdf","All","Seabass, white",8530
2003,"landings03_cpfv1.pdf","All","Shark, blue",47
2003,"landings03_cpfv1.pdf","All","Shark, bonito (mako)",113
2003,"landings03_cpfv1.pdf","All","Shark, leopard",703
2003,"landings03_cpfv1.pdf","All","Shark, unspecified",396
2003,"landings03_cpfv1.pdf","All","Sheephead, California",20768
2003,"landings03_cpfv1.pdf","All","Sturgeon, unspecified",436
2003,"landings03_cpfv1.pdf","All","Tuna, albacore",249418
2003,"landings03_cpfv1.pdf","All","Tuna, bluefin",22334
2003,"landings03_cpfv1.pdf","All","Tuna, skipjack",32249
2003,"landings03_cpfv1.pdf","All","Tuna, yellowfin",29936
2003,"landings03_cpfv1.pdf","All","Wahoo",4370
2003,"landings03_cpfv1.pdf","All","Whitefish, ocean",46401
2003,"landings03_cpfv1.pdf","All","Yellowtail",77509
2003,"landings03_cpfv1.pdf","Mexico","Barracuda, California",16677
2003,"landings03_cpfv1.pdf","Mexico","Bass, barred sand",35726
2003,"landings03_cpfv1.pdf","Mexico","Bass, giant (black) sea",2
2003,"landings03_cpfv1.pdf","Mexico","Bass, kelp (calico)",10122
2003,"landings03_cpfv1.pdf","Mexico","Bass, striped",0
2003,"landings03_cpfv1.pdf","Mexico","Bonito, Pacific",1136
2003,"landings03_cpfv1.pdf","Mexico","Cabezon",110
2003,"landings03_cpfv1.pdf","Mexico","Croaker, unspecified",0
2003,"landings03_cpfv1.pdf","Mexico","Croaker, white",28
2003,"landings03_cpfv1.pdf","Mexico","Dolphinfish",3137
2003,"landings03_cpfv1.pdf","Mexico","Fishes, unspecified",1036
2003,"landings03_cpfv1.pdf","Mexico","Flatfishes, unspecified",28
2003,"landings03_cpfv1.pdf","Mexico","Greenling, kelp",0
2003,"landings03_cpfv1.pdf","Mexico","Halfmoon",47
2003,"landings03_cpfv1.pdf","Mexico","Halibut, California",119
2003,"landings03_cpfv1.pdf","Mexico","Invertebrates, unspecified",79
2003,"landings03_cpfv1.pdf","Mexico","Lingcod",6025
2003,"landings03_cpfv1.pdf","Mexico","Mackerel, jack",112
2003,"landings03_cpfv1.pdf","Mexico","Mackerel, Pacific",206
2003,"landings03_cpfv1.pdf","Mexico","Marlin, striped",4
2003,"landings03_cpfv1.pdf","Mexico","Rockfish, blue",94
2003,"landings03_cpfv1.pdf","Mexico","Rockfish, gopher",65
2003,"landings03_cpfv1.pdf","Mexico","Rockfishes, unspecified",23224
2003,"landings03_cpfv1.pdf","Mexico","Salmon, king (Chinook)",0
2003,"landings03_cpfv1.pdf","Mexico","Salmon, unspecified",1
2003,"landings03_cpfv1.pdf","Mexico","Sanddab",75
2003,"landings03_cpfv1.pdf","Mexico","Scorpionfish, California",11065
2003,"landings03_cpfv1.pdf","Mexico","Seabass, white",123
2003,"landings03_cpfv1.pdf","Mexico","Shark, blue",0
2003,"landings03_cpfv1.pdf","Mexico","Shark, bonito (mako)",34
2003,"landings03_cpfv1.pdf","Mexico","Shark, leopard",0
2003,"landings03_cpfv1.pdf","Mexico","Shark, unspecified",0
2003,"landings03_cpfv1.pdf","Mexico","Sheephead, California",1134
2003,"landings03_cpfv1.pdf","Mexico","Sturgeon, unspecified",0
2003,"landings03_cpfv1.pdf","Mexico","Tuna, albacore",193593
2003,"landings03_cpfv1.pdf","Mexico","Tuna, bluefin",19475
2003,"landings03_cpfv1.pdf","Mexico","Tuna, skipjack",21889
2003,"landings03_cpfv1.pdf","Mexico","Tuna, yellowfin",27148
2003,"landings03_cpfv1.pdf","Mexico","Wahoo",4370
2003,"landings03_cpfv1.pdf","Mexico","Whitefish, ocean",8843
2003,"landings03_cpfv1.pdf","Mexico","Yellowtail",52981
2004,"landings04_cpfv1.pdf","All","Barracuda, California",214849
2004,"landings04_cpfv1.pdf","All","Bass, barred sand",569665
2004,"landings04_cpfv1.pdf","All","Bass, giant (black) sea",3
2004,"landings04_cpfv1.pdf","All","Bass, kelp (calico)",322316
2004,"landings04_cpfv1.pdf","All","Bass, striped",6603
2004,"landings04_cpfv1.pdf","All","Bonito, Pacific",124152
2004,"landings04_cpfv1.pdf","All","Cabezon",2646
2004,"landings04_cpfv1.pdf","All","Croaker, unspecified",136
2004,"landings04_cpfv1.pdf","All","Croaker, white",1323
2004,"landings04_cpfv1.pdf","All","Dolphinfish",8231
2004,"landings04_cpfv1.pdf","All","Fishes, unspecified",10435
2004,"landings04_cpfv1.pdf","All","Flatfishes, unspecified",44863
2004,"landings04_cpfv1.pdf","All","Greenling, kelp",3337
2004,"landings04_cpfv1.pdf","All","Halfmoon",30344
2004,"landings04_cpfv1.pdf","All","Halibut, California",6289
2004,"landings04_cpfv1.pdf","All","Invertebrates, unspecified",52872
2004,"landings04_cpfv1.pdf","All","Lingcod",11977
2004,"landings04_cpfv1.pdf","All","Mackerel, jack",284
2004,"landings04_cpfv1.pdf","All","Mackerel, Pacific",24143
2004,"landings04_cpfv1.pdf","All","Marlin, striped",4
2004,"landings04_cpfv1.pdf","All","Rockfish, blue",181325
2004,"landings04_cpfv1.pdf","All","Rockfish, gopher",28533
2004,"landings04_cpfv1.pdf","All","Rockfishes, unspecified",643314
2004,"landings04_cpfv1.pdf","All","Salmon, king (Chinook)",108052
2004,"landings04_cpfv1.pdf","All","Salmon, unspecified",1803
2004,"landings04_cpfv1.pdf","All","Sanddab",80314
2004,"landings04_cpfv1.pdf","All","Scorpionfish, California",71572
2004,"landings04_cpfv1.pdf","All","Seabass, white",3244
2004,"landings04_cpfv1.pdf","All","Shark, blue",6
2004,"landings04_cpfv1.pdf","All","Shark, bonito (mako)",303
2004,"landings04_cpfv1.pdf","All","Shark, leopard",526
2004,"landings04_cpfv1.pdf","All","Shark, unspecified",543
2004,"landings04_cpfv1.pdf","All","Sheephead, California",17965
2004,"landings04_cpfv1.pdf","All","Sturgeon, unspecified",191
2004,"landings04_cpfv1.pdf","All","Tuna, albacore",181855
2004,"landings04_cpfv1.pdf","All","Tuna, bluefin",3356
2004,"landings04_cpfv1.pdf","All","Tuna, skipjack",4475
2004,"landings04_cpfv1.pdf","All","Tuna, yellowfin",67519
2004,"landings04_cpfv1.pdf","All","Wahoo",5005
2004,"landings04_cpfv1.pdf","All","Whitefish, ocean",66131
2004,"landings04_cpfv1.pdf","All","Yellowtail",131113
2004,"landings04_cpfv1.pdf","Mexico","Barracuda, California",14902
2004,"landings04_cpfv1.pdf","Mexico","Bass, barred sand",18937
2004,"landings04_cpfv1.pdf","Mexico","Bass, giant (black) sea",0
2004,"landings04_cpfv1.pdf","Mexico","Bass, kelp (calico)",22561
2004,"landings04_cpfv1.pdf","Mexico","Bass, striped",0
2004,"landings04_cpfv1.pdf","Mexico","Bonito, Pacific",8925
2004,"landings04_cpfv1.pdf","Mexico","Cabezon",74
2004,"landings04_cpfv1.pdf","Mexico","Croaker, unspecified",0
2004,"landings04_cpfv1.pdf","Mexico","Croaker, white",2
2004,"landings04_cpfv1.pdf","Mexico","Dolphinfish",7560
2004,"landings04_cpfv1.pdf","Mexico","Fishes, unspecified",992
2004,"landings04_cpfv1.pdf","Mexico","Flatfishes, unspecified",4
2004,"landings04_cpfv1.pdf","Mexico","Greenling, kelp",0
2004,"landings04_cpfv1.pdf","Mexico","Halfmoon",43
2004,"landings04_cpfv1.pdf","Mexico","Halibut, California",108
2004,"landings04_cpfv1.pdf","Mexico","Invertebrates, unspecified",363
2004,"landings04_cpfv1.pdf","Mexico","Lingcod",1745
2004,"landings04_cpfv1.pdf","Mexico","Mackerel, jack",13
2004,"landings04_cpfv1.pdf","Mexico","Mackerel, Pacific",1246
2004,"landings04_cpfv1.pdf","Mexico","Marlin, striped",3
2004,"landings04_cpfv1.pdf","Mexico","Rockfish, blue",8
2004,"landings04_cpfv1.pdf","Mexico","Rockfish, gopher",71
2004,"landings04_cpfv1.pdf","Mexico","Rockfishes, unspecified",26601
2004,"landings04_cpfv1.pdf","Mexico","Salmon, king (Chinook)",0
2004,"landings04_cpfv1.pdf","Mexico","Salmon, unspecified",0
2004,"landings04_cpfv1.pdf","Mexico","Sanddab",35
2004,"landings04_cpfv1.pdf","Mexico","Scorpionfish, California",4265
2004,"landings04_cpfv1.pdf","Mexico","Seabass, white",144
2004,"landings04_cpfv1.pdf","Mexico","Shark, blue",0
2004,"landings04_cpfv1.pdf","Mexico","Shark, bonito (mako)",54
2004,"landings04_cpfv1.pdf","Mexico","Shark, leopard",0
2004,"landings04_cpfv1.pdf","Mexico","Shark, unspecified",5
2004,"landings04_cpfv1.pdf","Mexico","Sheephead, California",695
2004,"landings04_cpfv1.pdf","Mexico","Sturgeon, unspecified",0
2004,"landings04_cpfv1.pdf","Mexico","Tuna, albacore",161814
2004,"landings04_cpfv1.pdf","Mexico","Tuna, bluefin",2873
2004,"landings04_cpfv1.pdf","Mexico","Tuna, skipjack",3740
2004,"landings04_cpfv1.pdf","Mexico","Tuna, yellowfin",59191
2004,"landings04_cpfv1.pdf","Mexico","Wahoo",4645
2004,"landings04_cpfv1.pdf","Mexico","Whitefish, ocean",7667
2004,"landings04_cpfv1.pdf","Mexico","Yellowtail",94611
2005,"landings05_cpfv1.pdf","All","Barracuda, California",104941
2005,"landings05_cpfv1.pdf","All","Bass, barred sand",405583
2005,"landings05_cpfv1.pdf","All","Bass, giant (black) sea",1
2005,"landings05_cpfv1.pdf","All","Bass, kelp (calico)",196628
2005,"landings05_cpfv1.pdf","All","Bass, striped",7771
2005,"landings05_cpfv1.pdf","All","Bonito, Pacific",75034
2005,"landings05_cpfv1.pdf","All","Cabezon",3131
2005,"landings05_cpfv1.pdf","All","Croaker, unspecified",253
2005,"landings05_cpfv1.pdf","All","Croaker, white",3375
2005,"landings05_cpfv1.pdf","All","Dolphinfish",6629
