"","year","comm_name_orig","California","North","South","Unknown","Total"
"3627",2004,"Snails, moon","1,091","0","0","0","1,091"
"3628",2004,"Squid, jumbo","1,365","0","0","163","1,528"
"3629",2004,"Squid, market","88,334,632","0","0","0","88,334,632"
"3630",2004,"Whelk, Kellet's","70,371","0","0","0","70,371"
"3631",2004,"Algae, marine","32","0","0","0","32"
"3632",2004,"Kelp","285","0","0","0","285"
"3633",2004,"Invertebrates, colonial","275","0","0","0","275"
"3634",2004,"Tunicates","12","0","0","0","12"
"3635",2004,"Worms, marine","5","0","0","0","5"
"3636",2003,"Anchovy, northern","3,695,778","0","0","0","3,695,778"
"3637",2003,"Barracuda, California","80,945","0","0","0","80,945"
"3638",2003,"Bass, giant sea","7,981","0","0","0","7,981"
"3639",2003,"Blackfish, Sacramento","2,352","0","0","97","2,449"
"3640",2003,"Blacksmith","211","0","0","0","211"
"3641",2003,"Bonito, Pacific","5,410","0","0","0","5,410"
"3642",2003,"Bullhead, brown","328","0","0","0","328"
"3643",2003,"Butterfish (Pacific pompano)","24,118","0","0","255","24,373"
"3644",2003,"Cabezon","87,464","0","0","0","87,464"
"3645",2003,"Carp","49,632","0","0","58,572","108,204"
"3646",2003,"Cod, Pacific","1,314","0","0","0","1,314"
"3647",2003,"Croaker, unspecifed","4,040","0","0","0","4,040"
"3648",2003,"Croaker, white","168,584","0","0","0","168,584"
"3649",2003,"Dolphin (fish)","678","0","11,297","1,180","13,155"
"3650",2003,"Eel, California moray","930","0","0","0","930"
"3651",2003,"Eel, monkeyface (prickleback)","96","0","0","0","96"
"3652",2003,"Escolar","1,082","0","1,196","2,184","4,462"
"3653",2003,"Fish, unspecified","460","0","0","0","460"
"3654",2003,"Flounder, arrowtooth","95,708","0","0","0","95,708"
"3655",2003,"Flounder, starry","63,448","0","0","0","63,448"
"3656",2003,"Flounder, unspecified","1,877","0","0","0","1,877"
"3657",2003,"Flyingfish","11","0","0","0","11"
"3658",2003,"Goby, yellowfin","493","0","0","0","493"
"3659",2003,"Greenling, kelp","10,930","0","0","0","10,930"
"3660",2003,"Grenadier","364,249","0","0","0","364,249"
"3661",2003,"Guitarfish, shovelnose","19,301","0","0","0","19,301"
"3662",2003,"Halfmoon","729","0","0","0","729"
"3663",2003,"Herring, Pacific - roe on kelp","132,410","0","0","0","132,410"
"3664",2003,"Herring, Pacific - roe","3,986,196","0","0","0","3,986,196"
"3665",2003,"Herring, Pacific","75,295","0","0","0","75,295"
"3666",2003,"Jacksmelt","20,919","0","0","0","20,919"
"3667",2003,"Kelpfish, giant","600","0","0","0","600"
"3668",2003,"Lamprey, Pacific","185","0","0","0","185"
"3669",2003,"Lingcod","115,321","67","0","0","115,388"
"3670",2003,"Lizardfish, California","1,326","0","0","0","1,326"
"3671",2003,"Louvar","8,852","0","501","0","9,353"
"3672",2003,"Mackerel, Pacific","8,816,774","0","0","0","8,816,774"
"3673",2003,"Mackerel, jack","343,297","0","0","0","343,297"
"3674",2003,"Midshipman, plainfin","18","0","0","0","18"
"3675",2003,"Mudsucker, longjaw","12","0","0","0","12"
"3676",2003,"Mullet, striped","90","0","0","0","90"
"3677",2003,"Opah","67,144","0","4,209","2,359","73,712"
"3678",2003,"Opaleye","2,408","0","0","0","2,408"
"3679",2003,"Pomfret, Pacific","0","0","286","196","482"
"3680",2003,"Queenfish","6,142","0","0","0","6,142"
"3681",2003,"Ray, Pacific electric","405","0","0","0","405"
"3682",2003,"Ray, bat","1,649","0","0","0","1,649"
"3683",2003,"Ray, unspecified","31","0","0","0","31"
"3684",2003,"Rockfish, China","3,438","0","0","0","3,438"
"3685",2003,"Rockfish, Mexican","4","0","0","0","4"
"3686",2003,"Rockfish, aurora","3,403","0","0","0","3,403"
"3687",2003,"Rockfish, bank","159,600","0","0","0","159,600"
"3688",2003,"Rockfish, black-and-yellow","16,572","0","0","0","16,572"
"3689",2003,"Rockfish, blackgill","395,259","0","0","0","395,259"
"3690",2003,"Rockfish, blue","17,003","0","0","0","17,003"
"3691",2003,"Rockfish, bocaccio","1,368","0","0","0","1,368"
"3692",2003,"Rockfish, brown","44,164","0","0","0","44,164"
"3693",2003,"Rockfish, canary","1,149","0","0","0","1,149"
"3694",2003,"Rockfish, chilipepper","38,824","0","0","0","38,824"
"3695",2003,"Rockfish, copper","6,595","0","0","0","6,595"
"3696",2003,"Rockfish, cowcod","8","0","0","0","8"
"3697",2003,"Rockfish, darkblotched","13,151","0","0","0","13,151"
"3698",2003,"Rockfish, flag","54","0","0","0","54"
"3699",2003,"Rockfish, gopher","29,537","0","0","0","29,537"
"3700",2003,"Rockfish, grass","29,784","0","0","0","29,784"
"3701",2003,"Rockfish, greenblotched","27","0","0","0","27"
"3702",2003,"Rockfish, greenspotted","703","0","0","0","703"
"3703",2003,"Rockfish, greenstriped","826","0","0","0","826"
"3704",2003,"Rockfish, group black/blue","131","0","0","0","131"
"3705",2003,"Rockfish, group bolina","4,897","0","0","0","4,897"
"3706",2003,"Rockfish, group deepwater reds","56","0","0","0","56"
"3707",2003,"Rockfish, group gopher","3,641","0","0","0","3,641"
"3708",2003,"Rockfish, group nearshore","420","0","0","0","420"
"3709",2003,"Rockfish, group red","35,004","0","0","0","35,004"
"3710",2003,"Rockfish, group rosefish","373,345","0","0","0","373,345"
"3711",2003,"Rockfish, group shelf","1,629","0","0","0","1,629"
"3712",2003,"Rockfish, group slope","123,185","0","0","0","123,185"
"3713",2003,"Rockfish, group small","4,124","0","0","0","4,124"
"3714",2003,"Rockfish, olive","1,583","0","0","0","1,583"
"3715",2003,"Rockfish, pink","6","0","0","0","6"
"3716",2003,"Rockfish, quillback","4,251","0","0","0","4,251"
"3717",2003,"Rockfish, redbanded","402","0","0","0","402"
"3718",2003,"Rockfish, rosethorn","81","0","0","0","81"
"3719",2003,"Rockfish, rosy","536","0","0","0","536"
"3720",2003,"Rockfish, shortbelly","1,123","0","0","0","1,123"
"3721",2003,"Rockfish, speckled","64","0","0","0","64"
"3722",2003,"Rockfish, splitnose","49,847","0","0","0","49,847"
"3723",2003,"Rockfish, squarespot","424","0","0","0","424"
"3724",2003,"Rockfish, starry","47","0","0","0","47"
"3725",2003,"Rockfish, swordspine","10","0","0","0","10"
"3726",2003,"Rockfish, treefish","1,704","0","0","0","1,704"
"3727",2003,"Rockfish, unspecified","21,682","0","0","0","21,682"
"3728",2003,"Rockfish, vermilion","13,541","0","0","0","13,541"
"3729",2003,"Rockfish, widow","10,186","0","0","0","10,186"
"3730",2003,"Rockfish, yelloweye","22","0","0","0","22"
"3731",2003,"Rockfish, yellowtail","4,985","0","0","0","4,985"
"3732",2003,"Sablefish","3,574,633","0","0","0","3,574,633"
"3733",2003,"Salmon, Chinook","6,371,275","14,679","0","0","6,385,954"
"3734",2003,"Salmon, Roe (Chinook and Coho)","185","0","0","0","185"
"3735",2003,"Salmon","90","0","0","0","90"
"3736",2003,"Sanddab, Pacific","187","0","0","0","187"
"3737",2003,"Sanddab","1,350,096","0","0","0","1,350,096"
"3738",2003,"Sardine, Pacific","76,452,774","0","0","0","76,452,774"
"3739",2003,"Sargo","1,269","0","0","0","1,269"
"3740",2003,"Sculpin, staghorn","3,769","0","0","0","3,769"
"3741",2003,"Seabass, white","446,997","0","0","0","446,997"
"3742",2003,"Senorita","35","0","0","0","35"
"3743",2003,"Shad, threadfin","100,604","0","0","0","100,604"
"3744",2003,"Shark, Pacific angel","19,070","0","0","0","19,070"
"3745",2003,"Shark, bigeye thresher","7,204","0","202","0","7,406"
"3746",2003,"Shark, blue","110","0","0","0","110"
"3747",2003,"Shark, brown smoothhound","2,877","0","0","0","2,877"
"3748",2003,"Shark, gray smoothhound","262","0","0","0","262"
"3749",2003,"Shark, leopard","17,137","0","0","0","17,137"
"3750",2003,"Shark, pelagic thresher","5,483","0","0","0","5,483"
"3751",2003,"Shark, sevengill","358","0","0","0","358"
"3752",2003,"Shark, shortfin mako","98,829","0","3,265","3,965","106,058"
"3753",2003,"Shark, sixgill","83","0","0","0","83"
"3754",2003,"Shark, smooth hammerhead","307","0","0","0","307"
"3755",2003,"Shark, soupfin","43,505","0","0","0","43,505"
"3756",2003,"Shark, spiny dogfish","23,749","0","0","0","23,749"
"3757",2003,"Shark, swell","401","0","0","0","401"
"3758",2003,"Shark, thresher","389,555","0","183","109","389,847"
"3759",2003,"Shark, unspecified","5,627","0","0","242","5,869"
"3760",2003,"Sheephead, California","107,959","0","0","0","107,959"
"3761",2003,"Skate, big","90","0","0","0","90"
"3762",2003,"Skate, unspecified","275,379","0","0","0","275,379"
"3763",2003,"Smelt, night","225,276","0","0","0","225,276"
"3764",2003,"Smelt, surf","170,706","0","0","0","170,706"
"3765",2003,"Smelts, true","22","0","0","0","22"
"3766",2003,"Sole, English","289,854","0","0","0","289,854"
"3767",2003,"Sole, fantail","50","0","0","0","50"
"3768",2003,"Sole, petrale","838,405","0","0","0","838,405"
"3769",2003,"Sole, rex","570,787","0","0","0","570,787"
"3770",2003,"Sole, rock","32,409","0","0","0","32,409"
"3771",2003,"Sole, sand","80,657","0","0","0","80,657"
"3772",2003,"Sole, unspecified","20,971","0","0","0","20,971"
"3773",2003,"Stickleback, threespine","7","0","0","0","7"
"3774",2003,"Stingray","15","0","0","0","15"
"3775",2003,"Sunfish, ocean","38","0","0","0","38"
"3776",2003,"Surfperch, barred","17,967","0","0","0","17,967"
"3777",2003,"Surfperch, black","82","0","0","0","82"
"3778",2003,"Surfperch, calico","150","0","0","0","150"
"3779",2003,"Surfperch, pile","26","0","0","0","26"
"3780",2003,"Surfperch, rainbow","3","0","0","0","3"
"3781",2003,"Surfperch, redtail","28,909","0","0","0","28,909"
"3782",2003,"Surfperch, rubberlip","523","0","0","0","523"
"3783",2003,"Surfperch, shiner","8","0","0","0","8"
"3784",2003,"Surfperch, unspecified","27,681","0","0","0","27,681"
"3785",2003,"Surfperch, walleye","25","0","0","0","25"
"3786",2003,"Swordfish","993,870","0","4,885","2,247,054","3,245,808"
"3787",2003,"Thornyhead, longspine","1,863,418","0","0","0","1,863,418"
"3788",2003,"Thornyhead, shortspine","860,178","0","0","0","860,178"
"3789",2003,"Thornyheads","130,480","0","0","0","130,480"
"3790",2003,"Tomcod, Pacific","22","0","0","0","22"
"3791",2003,"Tuna, albacore","3,284,954","239,693","3,769","262,657","3,791,073"
"3792",2003,"Tuna, bigeye","2,620","0","13,147","59,420","75,187"
"3793",2003,"Tuna, bluefin","79,034","0","0","169","79,203"
"3794",2003,"Tuna, skipjack","25,973","0","742,501","20","768,494"
"3795",2003,"Tuna, unspecified","21","0","0","0","21"
"3796",2003,"Tuna, yellowfin","5,301","0","1,019,970","203","1,025,474"
"3797",2003,"Turbot, curlfin","4","0","0","0","4"
"3798",2003,"Turbot","5,705","0","0","0","5,705"
"3799",2003,"Wahoo","164","0","465","85","714"
"3800",2003,"Whitefish, ocean","4,203","0","0","0","4,203"
"3801",2003,"Whiting, Pacific","3,838,412","0","0","0","3,838,412"
"3802",2003,"Yellowtail","30,352","0","0","223","30,575"
"3803",2003,"Crab, Dungeness","22,311,868","500","0","0","22,312,368"
"3804",2003,"Crab, box","2,794","0","0","0","2,794"
"3805",2003,"Crab, claws","4,742","0","0","0","4,742"
"3806",2003,"Crab, king","313","0","0","0","313"
"3807",2003,"Crab, red rock","7,378","0","0","0","7,378"
"3808",2003,"Crab, rock unspecified","924,618","0","323","0","924,941"
"3809",2003,"Crab, sand","67","0","0","0","67"
"3810",2003,"Crab, spider","114,746","0","0","0","114,746"
"3811",2003,"Crab, tanner","212,973","0","0","0","212,973"
"3812",2003,"Crab, yellow rock","472","0","0","0","472"
"3813",2003,"Crayfish, red swamp","5,501","0","0","0","5,501"
"3814",2003,"Crayfish, unspecified","72,182","0","0","0","72,182"
"3815",2003,"Crustacean, unspecified","420","0","0","0","420"
"3816",2003,"Prawn, ridgeback","500,967","0","0","0","500,967"
"3817",2003,"Prawn, spot","167,575","0","0","0","167,575"
"3818",2003,"Shrimp, bay","88,798","0","0","0","88,798"
"3819",2003,"Shrimp, brine","522,207","0","0","0","522,207"
"3820",2003,"Shrimp, coonstriped","62,003","0","0","0","62,003"
"3821",2003,"Shrimp, ghost","412","0","0","0","412"
"3822",2003,"Shrimp, mantis","9,660","0","0","0","9,660"
"3823",2003,"Shrimp, ocean (pink)","2,147,198","0","0","0","2,147,198"
"3824",2003,"Sea cucumber, giant red","297,339","0","0","0","297,339"
"3825",2003,"Sea cucumber, warty","461,228","0","0","0","461,228"
"3826",2003,"Sea stars","5,431","0","0","0","5,431"
"3827",2003,"Sea urchin, purple","11,817","0","0","0","11,817"
"3828",2003,"Sea urchin, red","11,095,526","0","0","0","11,095,526"
"3829",2003,"Clam, unspecified","26","0","0","0","26"
"3830",2003,"Limpet, unspecified","239","0","0","0","239"
"3831",2003,"Mussel","4,701","0","0","0","4,701"
"3832",2003,"Octopus, unspecified","8,262","0","0","0","8,262"
"3833",2003,"Sea hare","386","0","0","0","386"
"3834",2003,"Snail, sea","987","0","0","0","987"
"3835",2003,"Snail, top","773","0","0","0","773"
"3836",2003,"Snails, moon","153","0","0","0","153"
"3837",2003,"Squid, jumbo","9,466","0","0","0","9,466"
"3838",2003,"Squid, market","99,185,195","0","0","0","99,185,195"
"3839",2002,"Anchovy, northern","10,236,838","0","0","0","10,236,838"
"3840",2002,"Barracuda, California","85,819","0","0","0","85,819"
"3841",2002,"Bass, giant sea","5,324","0","0","0","5,324"
"3842",2002,"Blackfish, Sacramento","986","0","0","0","986"
"3843",2002,"Blacksmith","238","0","0","0","238"
"3844",2002,"Bonito, Pacific","73,444","0","0","0","73,444"
"3845",2002,"Butterfish (Pacific pompano)","50,841","0","0","0","50,841"
"3846",2002,"Cabezon","110,865","0","0","0","110,865"
"3847",2002,"Carp","17,210","0","0","55,136","72,346"
"3848",2002,"Cod, Pacific","6","0","0","0","6"
"3849",2002,"Croaker, unspecifed","54","0","0","0","54"
"3850",2002,"Croaker, white","209,309","0","0","0","209,309"
"3851",2002,"Dolphin (fish)","83","0","0","510","593"
"3852",2002,"Eel, California moray","345","0","0","0","345"
"3853",2002,"Eel, monkeyface","135","0","0","0","135"
"3854",2002,"Eel","24","0","0","0","24"
"3855",2002,"Escolar","0","0","0","2,780","2,780"
"3856",2002,"Fish, unspecified","47","0","0","0","47"
"3857",2002,"Flounder, arrowtooth","64,085","0","0","0","64,085"
"3858",2002,"Flounder, starry","64,615","0","0","0","64,615"
"3859",2002,"Flounder, unspecified","1,691","0","0","0","1,691"
"3860",2002,"Flyingfish","6","0","0","0","6"
"3861",2002,"Goby, yellowfin","140","0","0","0","140"
"3862",2002,"Goby, zebra","92","0","0","0","92"
"3863",2002,"Greenling, kelp","17,817","0","0","0","17,817"
"3864",2002,"Grenadiers","416,716","0","0","0","416,716"
"3865",2002,"Grouper","7","0","0","0","7"
"3866",2002,"Hagfishes","109","0","0","0","109"
"3867",2002,"Halfmoon","395","0","0","0","395"
"3868",2002,"Halibut, California","933,909","0","0","0","933,909"
"3869",2002,"Halibut, Pacific","311","0","0","0","311"
"3870",2002,"Herring roe on kelp","90,661","0","0","0","90,661"
"3871",2002,"Herring, Pacific","210","0","0","0","210"
"3872",2002,"Herring, Roe","7,328,376","0","0","0","7,328,376"
"3873",2002,"Jacks, unspecified","20","0","0","0","20"
"3874",2002,"Jacksmelt","81,449","0","0","0","81,449"
"3875",2002,"Lingcod","178,920","0","64","0","178,984"
"3876",2002,"Lizardfish, California","31","0","0","0","31"
"3877",2002,"Louvar","13,599","0","0","0","13,599"
"3878",2002,"Mackerel, Pacific","7,422,358","0","0","0","7,422,358"
"3879",2002,"Mackerel, bullet","292","0","0","0","292"
"3880",2002,"Mackerel, jack","2,216,714","0","0","0","2,216,714"
"3881",2002,"Mackerel, unspecified","3,790","0","0","0","3,790"
"3882",2002,"Midshipman, plainfin","56","0","0","0","56"
"3883",2002,"Oilfish","165","0","0","0","165"
"3884",2002,"Opah","70,355","0","0","147","70,502"
"3885",2002,"Opaleye","2,473","0","0","0","2,473"
"3886",2002,"Pacific Pomfret","58","0","0","0","58"
"3887",2002,"Queenfish","5,909","0","0","0","5,909"
"3888",2002,"Ratfish, spotted","3,458","0","0","0","3,458"
"3889",2002,"Ray, Pacific electric","100","0","0","0","100"
"3890",2002,"Ray, unspecified","77","0","0","0","77"
"3891",2002,"Rockfish, China","11,303","0","10","0","11,313"
"3892",2002,"Rockfish, Pacific ocean perch","108","0","0","0","108"
"3893",2002,"Rockfish, aurora","825","0","0","0","825"
"3894",2002,"Rockfish, bank","439,106","0","0","0","439,106"
"3895",2002,"Rockfish, black-and-yellow","18,897","0","0","0","18,897"
"3896",2002,"Rockfish, black","203,889","0","0","0","203,889"
"3897",2002,"Rockfish, blackgill","205,273","0","0","0","205,273"
"3898",2002,"Rockfish, blue","38,106","0","0","0","38,106"
"3899",2002,"Rockfish, bocaccio","45,458","0","0","0","45,458"
"3900",2002,"Rockfish, bronzespotted","109","0","0","0","109"
"3901",2002,"Rockfish, brown","47,315","0","0","0","47,315"
"3902",2002,"Rockfish, canary","23,854","0","0","0","23,854"
"3903",2002,"Rockfish, chilipepper","345,171","0","0","0","345,171"
"3904",2002,"Rockfish, copper","28,096","0","0","0","28,096"
"3905",2002,"Rockfish, cowcod","112","0","0","0","112"
"3906",2002,"Rockfish, darkblotched","42,533","0","0","0","42,533"
"3907",2002,"Rockfish, flag","163","0","0","0","163"
"3908",2002,"Rockfish, gopher","74,353","0","105","0","74,458"
"3909",2002,"Rockfish, grass","37,396","0","0","0","37,396"
"3910",2002,"Rockfish, greenblotched","128","0","0","0","128"
"3911",2002,"Rockfish, greenspotted","1,510","0","0","0","1,510"
"3912",2002,"Rockfish, greenstriped","274","0","0","0","274"
"3913",2002,"Rockfish, group bolina","17,846","0","0","0","17,846"
"3914",2002,"Rockfish, group deepwater reds","21","0","0","0","21"
"3915",2002,"Rockfish, group gopher","2,809","0","0","0","2,809"
"3916",2002,"Rockfish, group nearshore","2,545","0","0","0","2,545"
"3917",2002,"Rockfish, group rosefish","165,621","0","0","0","165,621"
"3918",2002,"Rockfish, group shelf","26,495","0","0","0","26,495"
"3919",2002,"Rockfish, group slope","411,279","0","0","0","411,279"
"3920",2002,"Rockfish, group small","12,635","0","0","0","12,635"
"3921",2002,"Rockfish, kelp","2,500","0","0","0","2,500"
"3922",2002,"Rockfish, olive","1,882","0","0","0","1,882"
"3923",2002,"Rockfish, pink","48","0","0","0","48"
"3924",2002,"Rockfish, quillback","9,919","0","0","0","9,919"
"3925",2002,"Rockfish, redbanded","1,585","0","0","0","1,585"
"3926",2002,"Rockfish, rosethorn","200","0","0","0","200"
"3927",2002,"Rockfish, rosy","6,493","0","0","0","6,493"
"3928",2002,"Rockfish, shortbelly","25","0","0","0","25"
"3929",2002,"Rockfish, speckled","35","0","0","0","35"
"3930",2002,"Rockfish, splitnose","40,066","0","0","0","40,066"
"3931",2002,"Rockfish, starry","196","0","0","0","196"
"3932",2002,"Rockfish, treefish","2,690","0","0","0","2,690"
"3933",2002,"Rockfish, unspecified","41,843","0","0","0","41,843"
"3934",2002,"Rockfish, vermilion","18,008","0","0","0","18,008"
"3935",2002,"Rockfish, widow","107,987","0","0","0","107,987"
"3936",2002,"Rockfish, yelloweye","146","0","0","0","146"
"3937",2002,"Rockfish, yellowtail","30,760","0","0","0","30,760"
"3938",2002,"Sablefish","2,838,716","0","0","0","2,838,716"
"3939",2002,"Salmon, Roe (Chinook and Coho)","196","0","0","0","196"
"3940",2002,"Salmon, chinook","4,811,938","9,307","0","0","4,821,245"
"3941",2002,"Salmon","109","0","0","0","109"
"3942",2002,"Sanddab, Pacific","65","0","0","0","65"
"3943",2002,"Sanddab","1,242,137","0","0","0","1,242,137"
"3944",2002,"Sardine, Pacific","128,645,094","0","0","0","128,645,094"
"3945",2002,"Sardine, juvenile","181","0","0","0","181"
"3946",2002,"Sargo","587","0","0","0","587"
"3947",2002,"Scorpionfish, California","29,761","0","0","0","29,761"
"3948",2002,"Sculpin, staghorn","7,551","0","0","0","7,551"
"3949",2002,"Seabass, white","416,877","0","0","0","416,877"
"3950",2002,"Senorita","31","0","0","0","31"
"3951",2002,"Shad, American","8","0","0","0","8"
"3952",2002,"Shad, threadfin","49,548","0","0","0","49,548"
"3953",2002,"Shark, Pacific angel","24,150","0","0","0","24,150"
"3954",2002,"Shark, basking","237","0","0","0","237"
"3955",2002,"Shark, blue","296","0","0","60,098","60,394"
"3956",2002,"Shark, brown smoothhound","4,702","0","0","0","4,702"
"3957",2002,"Shark, gray smoothhound","443","0","0","0","443"
"3958",2002,"Shark, leopard","24,831","0","0","0","24,831"
"3959",2002,"Shark, pelagic thresher","2,743","0","0","0","2,743"
"3960",2002,"Shark, sevengill","161","0","0","0","161"
"3961",2002,"Shark, shortfin mako","123,832","46","0","684","124,562"
"3962",2002,"Shark, sixgill","176","0","0","0","176"
"3963",2002,"Shark, soupfin","42,308","0","0","0","42,308"
"3964",2002,"Shark, spiny dogfish","36,259","0","0","0","36,259"
"3965",2002,"Shark, swell","10","0","0","0","10"
"3966",2002,"Shark, thresher","354,747","53,852","0","0","408,599"
"3967",2002,"Shark, unspecified","7,501","0","0","0","7,501"
"3968",2002,"Sheephead, California","120,506","0","0","0","120,506"
"3969",2002,"Skate, unspecified","180,782","0","0","0","180,782"
"3970",2002,"Smelt, night","196,419","0","0","0","196,419"
"3971",2002,"Smelt, surf","133,940","0","0","0","133,940"
"3972",2002,"Smelts, true","159","0","0","0","159"
"3973",2002,"Sole, Dover","6,881,731","0","0","0","6,881,731"
"3974",2002,"Sole, English","821,953","0","0","0","821,953"
"3975",2002,"Sole, bigmouth","1,391","0","0","0","1,391"
"3976",2002,"Sole, butter","69","0","0","0","69"
"3977",2002,"Sole, fantail","622","0","0","0","622"
"3978",2002,"Sole, petrale","1,055,574","0","0","0","1,055,574"
"3979",2002,"Sole, rex","633,841","0","0","0","633,841"
"3980",2002,"Sole, rock","28,494","0","0","0","28,494"
"3981",2002,"Sole, sand","119,576","0","0","0","119,576"
"3982",2002,"Sole, unspecified","20,110","0","0","0","20,110"
"3983",2002,"Stickleback, threespine","75","0","0","0","75"
"3984",2002,"Stingray","613","0","0","0","613"
"3985",2002,"Sucker","3","0","0","0","3"
"3986",2002,"Surfperch, barred","13,595","0","0","0","13,595"
"3987",2002,"Surfperch, black","207","0","0","0","207"
"3988",2002,"Surfperch, calico","1,171","0","0","0","1,171"
"3989",2002,"Surfperch, pile","202","0","0","0","202"
"3990",2002,"Surfperch, rainbow","31","0","0","0","31"
"3991",2002,"Surfperch, redtail","27,900","0","0","0","27,900"
"3992",2002,"Surfperch, rubberlip","129","0","0","0","129"
"3993",2002,"Surfperch, shiner","616","0","0","0","616"
"3994",2002,"Surfperch, walleye","8","0","0","0","8"
"3995",2002,"Surfperch, white","605","0","0","0","605"
"3996",2002,"Swordfish","609,659","172","0","1,970,542","2,580,373"
"3997",2002,"Thornyhead, longspine","2,482,544","0","0","0","2,482,544"
"3998",2002,"Thornyhead, shortspine","856,733","0","0","0","856,733"
"3999",2002,"Thornyheads","148,790","0","0","0","148,790"
"4000",2002,"Tuna, albacore","5,859,020","62,285","934","1,589","5,923,828"
"4001",2002,"Tuna, bigeye","406","0","0","20,240","20,646"
"4002",2002,"Tuna, bluefin","18,992","672","28","1,390","21,082"
"4003",2002,"Tuna, skipjack","23,570","0","497,225","0","520,795"
"4004",2002,"Tuna, unspecified","3,596","0","0","0","3,596"
"4005",2002,"Tuna, yellowfin","28,291","0","1,166,814","3,623","1,198,728"
"4006",2002,"Turbot, curlfin","61","0","0","0","61"
"4007",2002,"Turbot","6,633","0","0","0","6,633"
"4008",2002,"Wahoo","1,430","0","0","50","1,480"
"4009",2002,"Whitefish, ocean","5,366","0","0","0","5,366"
"4010",2002,"Whiting, Pacific","6,114,074","0","0","0","6,114,074"
"4011",2002,"Yellowtail","75,483","0","0","77","75,560"
"4012",2002,"Crab, Dungeness","7,295,613","0","0","0","7,295,613"
"4013",2002,"Crab, box","1,366","0","0","0","1,366"
"4014",2002,"Crab, brown rock","7","0","0","0","7"
"4015",2002,"Crab, claws","4,797","0","0","0","4,797"
"4016",2002,"Crab, king","2,150","0","0","0","2,150"
"4017",2002,"Crab, pelagic red","27","0","0","0","27"
"4018",2002,"Crab, red rock","3,693","0","0","0","3,693"
"4019",2002,"Crab, sand","119","0","0","0","119"
"4020",2002,"Crab, spider","77,668","0","0","0","77,668"
"4021",2002,"Crab, yellow rock","6","0","0","0","6"
"4022",2002,"Crayfish, red swamp","4,570","0","0","3,890","8,459"
"4023",2002,"Crayfish, unspecified","99,495","0","0","473","99,968"
"4024",2002,"Crustacean, unspecified","4","0","0","0","4"
"4025",2002,"Lobster, California spiny","682,794","0","0","0","682,794"
"4026",2002,"Prawn, ridgeback","441,472","0","0","0","441,472"
"4027",2002,"Prawn, spot","393,396","0","0","0","393,396"
"4028",2002,"Shrimp, Pacific Ocean","4,116,213","0","0","0","4,116,213"
"4029",2002,"Shrimp, bay","80,542","0","0","0","80,542"
"4030",2002,"Shrimp, brine","710,954","0","0","0","710,954"
"4031",2002,"Shrimp, coonstriped","82,239","0","0","0","82,239"
"4032",2002,"Shrimp, ghost","1,200","0","0","0","1,200"
"4033",2002,"Shrimp, mantis","7,433","0","0","0","7,433"
"4034",2002,"Shrimp, unspecified","1,554","0","0","0","1,554"
"4035",2002,"Sea cucumber, unspecified","944,702","0","0","0","944,702"
"4036",2002,"Sea stars","1,221","0","0","0","1,221"
"4037",2002,"Urchin, purple sea","9,910","0","0","0","9,910"
"4038",2002,"Urchin, red","13,932,686","0","1,319","0","13,934,005"
"4039",2002,"Clam, California jackknife","75","0","0","0","75"
"4040",2002,"Clam, northern razor","6","0","0","0","6"
"4041",2002,"Clam, rosy razor","20","0","0","0","20"
"4042",2002,"Limpet, unspecified","263","0","0","0","263"
"4043",2002,"Mussel","4,273","0","0","0","4,273"
"4044",2002,"Octopus, unspecified","24,504","0","0","0","24,504"
"4045",2002,"Sea hare","1,144","0","0","0","1,144"
"4046",2002,"Snail, freshwater","0","0","0","960","960"
"4047",2002,"Snail, sea","11,712","0","0","0","11,712"
"4048",2002,"Snail, top","506","0","0","0","506"
"4049",2002,"Snails, moon","5,167","0","0","0","5,167"
"4050",2002,"Squid, jumbo","8,693","0","0","0","8,693"
"4051",2002,"Squid, market","160,665,912","0","0","0","160,665,912"
"4052",2002,"Whelk, Kellet's","53,443","0","0","0","53,443"
"4053",2002,"Invertebrates, colonial","65","0","0","0","65"
"4054",2002,"Worms, marine","31","0","0","0","31"
"4055",2002,"Terrapin","0","0","0","43,078","43,078"
"4056",2002,"Total Pounds:","388,273,642","126,334","1,666,499","2,165,266","392,231,740"
"4057",2001,"Anchovy, northern","42,422,104","0","0","0","42,422,104"
"4058",2001,"Barracuda, California","158,219","0","0","0","158,219"
"4059",2001,"Bass, giant sea","5,349","0","0","97","5,446"
"4060",2001,"Bass, rock","19","0","0","0","19"
"4061",2001,"Blackfish, Sacramento","0","0","0","163","163"
"4062",2001,"Blacksmith","124","0","0","0","124"
"4063",2001,"Bonito, Pacific","12,565","0","0","440","13,005"
"4064",2001,"Butterfish (Pacific pompano)","14,798","0","0","0","14,798"
"4065",2001,"Cabezon","159,438","0","0","0","159,438"
"4066",2001,"Carp","20","0","0","2,103","2,123"
"4067",2001,"Cod, Pacific","798","0","0","0","798"
"4068",2001,"Corbina, California","113","0","0","0","113"
"4069",2001,"Corvina, shortfin","10","0","0","0","10"
"4070",2001,"Croaker, unspecifed","352","0","0","0","352"
"4071",2001,"Croaker, white","178,415","0","0","0","178,415"
"4072",2001,"Dolphin (fish)","3,848","0","1,900","26,854","32,602"
"4073",2001,"Eel, California moray","126","0","0","0","126"
