"FMP_AREA","GEAR","SECTOR","GROUNDFISH_TARGET_SPECIES","SPECIES","YEAR","RETCATCH_MT","PERCENT_CATCH_SUPPRESSED"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Atka Mackerel","2019",2304,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Other Groundfish","2019",123,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","Other Groundfish","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Turbot","2019",172,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Yellowfin Sole","2019",15,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","All Groundfish","2019",59872,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","All Groundfish","2019",2702,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Turbot","2019",2,"75-99%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Turbot","2019",2769,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Yellowfin Sole","2019",108795,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Yellowfin Sole","2019",17312,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Turbot","2019",45,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Sablefish","2019",18,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Rockfish","2019",44939,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Rockfish","2019",4891,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Yellowfin Sole","2019",28,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Arrowtooth","All Groundfish","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Arrowtooth","Arrowtooth","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Arrowtooth","Kamchatka Flounder","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","Other Groundfish","2019",5,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","Pacific Cod","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","Pollock","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Kamchatka Flounder","2019",4095,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Kamchatka Flounder","2019",82,"5-10%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Other Groundfish","2019",2713,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Other Groundfish","2019",534,"5-10%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Atka Mackerel","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","Kamchatka Flounder","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Other Flatfish","2019",2411,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Other Flatfish","2019",14319,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Flathead Sole","2019",14069,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Flathead Sole","2019",820,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Rockfish","2019",10867,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Rockfish","2019",179,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Sablefish","2019",25,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Sablefish","2019",1,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Turbot","2019",43,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Atka Mackerel","2019",53578,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Atka Mackerel","2019",3253,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Kamchatka Flounder","2019",351,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","Kamchatka Flounder","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Other Groundfish","2019",483,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","Other Groundfish","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","Pacific Cod","2019",87,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Pacific Cod","2019",2686,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Target Species","Rockfish","2019",11,"10-25%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Sablefish","2019",7,"75-99%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Target Species","Sablefish","2019",203,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","All Groundfish","2019",488,"10-25%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","Arrowtooth","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","All Groundfish","2019",487,"1-5%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","All Groundfish","2019",26966,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Arrowtooth","2019",2709,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","Arrowtooth","2019",57,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Pollock","2019",5660,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Rock Sole","2019",0,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Target Species","Rock Sole","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Rockfish","2019",26,"5-10%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","Sablefish","2019",98,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","Sablefish","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","Turbot","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Arrowtooth","2019",584,"1-5%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Arrowtooth","2019",8293,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Pacific Cod","2019",88571,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Target Species","Pacific Cod","2019",1183,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Target Species","Pollock","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","Pacific Cod","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","Pollock","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","Rockfish","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","Rockfish","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","All Groundfish","2019",801928,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","All Groundfish","2019",961549,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Yellowfin Sole","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Other Groundfish","2019",6346,"1-5%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Target Species","Other Groundfish","2019",15,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","Arrowtooth","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","Kamchatka Flounder","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Sablefish","Pollock","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Sablefish","Rockfish","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Kamchatka Flounder","2019",4109,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Other Groundfish","2019",9058,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Other Groundfish","2019",672,"1-5%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","All Groundfish","2019",1151,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","All Groundfish","2019",100812,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Arrowtooth","2019",120,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Rock Sole","2019",0,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Flathead Sole","2019",14075,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Flathead Sole","2019",823,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Halibut","Sablefish","2019",105,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Halibut","Turbot","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Pacific Cod","2019",43118,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","All Target Species","Pacific Cod","2019",4195,"<1%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Pollock","2019",1,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","All Target Species","Pollock","2019",0,"50-75%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Turbot","2019",2249,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Turbot","2019",2,"75-99%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Yellowfin Sole","2019",17297,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Yellowfin Sole","2019",108768,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Halibut","Rockfish","2019",11,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Other Flatfish","2019",8,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Flathead Sole","2019",3,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","All Target Species","Kamchatka Flounder","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Other Groundfish","2019",123,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","All Target Species","Other Groundfish","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Rockfish","2019",44912,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Rockfish","2019",4879,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Sablefish","2019",406,"10-25%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Sablefish","2019",837,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Other Flatfish","2019",2419,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Other Flatfish","2019",14321,"<1%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Atka Mackerel","2019",0,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Rock Sole","2019",22031,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Rock Sole","2019",2353,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Arrowtooth","2019",8413,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Arrowtooth","2019",584,"1-5%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Atka Mackerel","2019",53578,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Atka Mackerel","2019",3253,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Halibut","Pacific Cod","2019",34,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Halibut","Pacific Cod","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Pacific Cod","2019",25552,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Pacific Cod","2019",33278,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Pollock","2019",660564,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Pollock","2019",735599,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","All Groundfish","2019",1067043,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","All Groundfish","2019",847127,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Halibut","Other Groundfish","2019",14,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","All Target Species","All Groundfish","2019",4195,"1-5%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","All Groundfish","2019",43786,"<1%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Arrowtooth","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","All Target Species","Arrowtooth","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Other Flatfish","2019",1220,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","Other Flatfish","2019",33,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Flathead Sole","2019",8309,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","Flathead Sole","2019",69,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Arrowtooth","Rockfish","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Arrowtooth","Turbot","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Halibut","All Groundfish","2019",165,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Halibut","All Groundfish","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","Rockfish","2019",9,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","Sablefish","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","Turbot","2019",474,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Turbot","2019",519,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Target Species","Turbot","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","All Groundfish","2019",4019,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","All Groundfish","2019",28820,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Kamchatka Flounder","2019",1,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Kamchatka Flounder","2019",13,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Sablefish","2019",204,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rockfish","Sablefish","2019",17,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish","Rockfish","2019",37,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish","Sablefish","2019",11,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish","Turbot","2019",43,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish","Yellowfin Sole","2019",224,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Other Flatfish","2019",58,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Other Flatfish","2019",141,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Flathead Sole","2019",284,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Flathead Sole","2019",527,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rockfish","Rock Sole","2019",11,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Rock Sole","2019",37,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Flatfish","Pacific Cod","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish","Pacific Cod","2019",75,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Flatfish","Pollock","2019",-9999,"100%"
