"FMP_AREA","GEAR","SUBAREA","SPECIES","YEAR","EXVES_VAL","PERCENT_VAL_SUPPRESSED"
"Gulf of Alaska","Trawl","All Subareas","Rex Sole (GOA)","2014",1949713,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Rex Sole (GOA)","2014",1912792,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Rex Sole (GOA)","2014",1912792,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock","2014",37844315,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Pollock","2014",33429305,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Pollock","2014",33385915,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Pollock","2014",3466919,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Pollock","2014",3463046,"0%"
"Gulf of Alaska","Trawl","All Subareas","Deep-Water Flatfish (GOA)","2014",58381,"1-5%"
"Gulf of Alaska","All Gear","Western Gulf","Pacific Ocean Perch","2014",829653,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Pacific Ocean Perch","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Ocean Perch","2014",829653,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pollock","2014",37891705,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Pacific Ocean Perch","2014",4873213,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Ocean Perch","2014",-9999,"100%"
"Gulf of Alaska","All Gear","Western Gulf","Atka Mackerel","2014",236508,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","2014",236508,"0%"
"Gulf of Alaska","All Gear","All Subareas","Deep-Water Flatfish (GOA)","2014",58381,"1-5%"
"Gulf of Alaska","Hook and Line","All Subareas","Deep-Water Flatfish (GOA)","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Pacific Ocean Perch","2014",4873213,"0%"
"Gulf of Alaska","All Gear","All Subareas","Atka Mackerel","2014",803747,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Atka Mackerel","2014",803747,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Atka Mackerel","2014",567239,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","Atka Mackerel","2014",567239,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Pacific Ocean Perch","2014",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Ocean Perch","2014",6437930,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Pacific Cod","2014",20714268,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Pacific Cod","2014",4424571,"0%"
"Gulf of Alaska","Pot","Western Gulf","Pacific Cod","2014",11690146,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","2014",4599551,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pacific Ocean Perch","2014",6437930,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth Flounder","2014",394480,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","2014",7170497,"0%"
"Gulf of Alaska","Pot","Central Gulf","Pacific Cod","2014",14381607,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Pacific Cod","2014",9304204,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Arrowtooth Flounder","2014",814,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Arrowtooth Flounder","2014",7960455,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Arrowtooth Flounder","2014",399605,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Arrowtooth Flounder","2014",5125,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","2014",13904168,"0%"
"Gulf of Alaska","All Gear","All Subareas","Arrowtooth Flounder","2014",8364076,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Arrowtooth Flounder","2014",5939,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Arrowtooth Flounder","2014",8358137,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Arrowtooth Flounder","2014",7961269,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Pacific Cod","2014",30856309,"0%"
"Gulf of Alaska","All Gear","Western Gulf","All Groundfish","2014",36349158,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","All Groundfish","2014",14039127,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","All Groundfish","2014",10513131,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Other Rockfish","2014",89683,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pacific Cod","2014",52430146,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Pacific Cod","2014",12454225,"0%"
"Gulf of Alaska","Pot","All Subareas","Pacific Cod","2014",26071753,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Other Rockfish","2014",599994,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Other Rockfish","2014",789589,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Other Rockfish","2014",269331,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Other Rockfish","2014",179648,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","All Groundfish","2014",40608307,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","All Groundfish","2014",69395022,"0%"
"Gulf of Alaska","Trawl","All Subareas","Other Rockfish","2014",925503,"0%"
"Gulf of Alaska","All Gear","All Subareas","All Groundfish","2014",206600595,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","All Groundfish","2014",97336413,"<1%"
"Gulf of Alaska","Trawl","All Subareas","All Groundfish","2014",82649529,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Groundfish","2014",124821083,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Other Rockfish","2014",1389634,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Other Groundfish","2014",494402,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Other Groundfish","2014",907319,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Other Groundfish","2014",191845,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Other Groundfish","2014",57510,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Other Groundfish","2014",27581,"0%"
"Gulf of Alaska","All Gear","All Subareas","Other Rockfish","2014",2741410,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Other Rockfish","2014",1815856,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Northern Rockfish","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Northern Rockfish","2014",327192,"0%"
"Gulf of Alaska","All Gear","All Subareas","Other Groundfish","2015",2204868,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Other Groundfish","2015",788965,"0%"
"Gulf of Alaska","Trawl","All Subareas","Other Groundfish","2015",1065525,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Other Groundfish","2015",1818526,"0%"
"Gulf of Alaska","Trawl","All Subareas","Northern Rockfish","2015",1472433,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Shallow-Water Flatfish (GOA)","2015",21690,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Shallow-Water Flatfish (GOA)","2015",21690,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Northern Rockfish","2015",1083013,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Northern Rockfish","2015",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Northern Rockfish","2015",1083013,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Shallow-Water Flatfish (GOA)","2015",1275007,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Shallow-Water Flatfish (GOA)","2015",43,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Shallow-Water Flatfish (GOA)","2015",1274964,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","2015",43793,"0%"
"Gulf of Alaska","All Gear","All Subareas","Northern Rockfish","2015",1472433,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Northern Rockfish","2015",-9999,"100%"
"Gulf of Alaska","Hook and Line","All Subareas","Shallow-Water Flatfish (GOA)","2015",43,"0%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","2015",601487,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Flathead Sole","2015",557468,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","Flathead Sole","2015",557468,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Flathead Sole","2015",43793,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Shallow-Water Flatfish (GOA)","2015",1296655,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Dusky Rockfish","2015",60,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Dusky Rockfish","2015",69887,"0%"
"Gulf of Alaska","All Gear","All Subareas","Flathead Sole","2015",601487,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Sablefish","2015",8248591,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Sablefish","2015",268853,"0%"
"Gulf of Alaska","All Gear","All Subareas","Shallow-Water Flatfish (GOA)","2015",1296698,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","Dusky Rockfish","2015",961214,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Sablefish","2015",36705010,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Sablefish","2015",32409452,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Sablefish","2015",4295558,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Sablefish","2015",8517444,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Dusky Rockfish","2015",69947,"<1%"
"Gulf of Alaska","All Gear","All Subareas","Sablefish","2015",89403944,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Sablefish","2015",83574165,"0%"
"Gulf of Alaska","Trawl","All Subareas","Sablefish","2015",5829779,"0%"
"Gulf of Alaska","Trawl","All Subareas","Dusky Rockfish","2015",1031102,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Dusky Rockfish","2015",978484,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Dusky Rockfish","2015",17269,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Deep-Water Flatfish (GOA)","2015",7786,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Deep-Water Flatfish (GOA)","2015",7786,"0%"
"Gulf of Alaska","All Gear","All Subareas","Dusky Rockfish","2015",1052880,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Dusky Rockfish","2015",21778,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Rex Sole (GOA)","2015",20150,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Rex Sole (GOA)","2015",20150,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Deep-Water Flatfish (GOA)","2015",16827,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Deep-Water Flatfish (GOA)","2015",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Deep-Water Flatfish (GOA)","2015",16827,"0%"
"Gulf of Alaska","All Gear","All Subareas","Rex Sole (GOA)","2015",928645,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Rex Sole (GOA)","2015",928645,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Rex Sole (GOA)","2015",908495,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","Rex Sole (GOA)","2015",908495,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock","2015",43558371,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Pollock","2015",34863199,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Pollock","2015",34828608,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Pollock","2015",7503099,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Pollock","2015",7495067,"0%"
"Gulf of Alaska","Trawl","All Subareas","Deep-Water Flatfish (GOA)","2015",24612,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Pacific Ocean Perch","2015",803714,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Ocean Perch","2015",803714,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pollock","2015",43601275,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Pacific Ocean Perch","2015",5816438,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Ocean Perch","2015",-9999,"100%"
"Gulf of Alaska","All Gear","Western Gulf","Atka Mackerel","2015",228978,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","2015",228978,"0%"
"Gulf of Alaska","All Gear","All Subareas","Deep-Water Flatfish (GOA)","2015",24612,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Deep-Water Flatfish (GOA)","2015",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Pacific Ocean Perch","2015",5816438,"0%"
"Gulf of Alaska","All Gear","All Subareas","Atka Mackerel","2015",601866,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Atka Mackerel","2015",601866,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Atka Mackerel","2015",372888,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","Atka Mackerel","2015",372888,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Pacific Ocean Perch","2015",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Ocean Perch","2015",7433299,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Arrowtooth Flounder","2015",5206,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Pacific Cod","2015",19068902,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Pacific Cod","2015",3321465,"0%"
"Gulf of Alaska","Pot","Western Gulf","Pacific Cod","2015",11564211,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","2015",4183227,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pacific Ocean Perch","2015",7433299,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth Flounder","2015",79655,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","2015",6359692,"0%"
"Gulf of Alaska","Pot","Central Gulf","Pacific Cod","2015",15597845,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Pacific Cod","2015",8132141,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Arrowtooth Flounder","2015",10208,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Arrowtooth Flounder","2015",4157254,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Arrowtooth Flounder","2015",84861,"0%"
"Gulf of Alaska","All Gear","All Subareas","Arrowtooth Flounder","2015",4256822,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Arrowtooth Flounder","2015",16017,"0%"
"Gulf of Alaska","Trawl","All Subareas","Arrowtooth Flounder","2015",4240805,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Arrowtooth Flounder","2015",4167461,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","2015",12316132,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Pacific Cod","2015",30089678,"0%"
"Gulf of Alaska","All Gear","Western Gulf","All Groundfish","2015",37125619,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","All Groundfish","2015",11862905,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","All Groundfish","2015",13675877,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Other Rockfish","2015",55893,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pacific Cod","2015",50264461,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Pacific Cod","2015",10786273,"0%"
"Gulf of Alaska","Pot","All Subareas","Pacific Cod","2015",27162056,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Other Rockfish","2015",646727,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Other Rockfish","2015",526469,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Other Rockfish","2015",217293,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Other Rockfish","2015",161400,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","All Groundfish","2015",40012152,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","All Groundfish","2015",63878278,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Other Rockfish","2015",1815393,"0%"
"Gulf of Alaska","Trawl","All Subareas","Other Rockfish","2015",625392,"0%"
"Gulf of Alaska","All Gear","All Subareas","All Groundfish","2015",205584075,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","All Groundfish","2015",97035878,"<1%"
"Gulf of Alaska","Trawl","All Subareas","All Groundfish","2015",81026102,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Groundfish","2015",119825689,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Other Rockfish","2015",1173196,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Other Groundfish","2015",543366,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Other Groundfish","2015",946941,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Other Groundfish","2015",148542,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Other Groundfish","2015",118618,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Other Groundfish","2015",7766,"0%"
"Gulf of Alaska","All Gear","All Subareas","Other Rockfish","2015",2440785,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Northern Rockfish","2015",389419,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Northern Rockfish","2015",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Northern Rockfish","2015",389419,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Pacific Ocean Perch","2016",1033023,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Pacific Ocean Perch","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Ocean Perch","2016",1033023,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pollock","2016",32258013,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Pacific Ocean Perch","2016",6611163,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Atka Mackerel","2016",89107,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","2016",89107,"0%"
"Gulf of Alaska","All Gear","All Subareas","Deep-Water Flatfish (GOA)","2016",19887,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Deep-Water Flatfish (GOA)","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Pacific Ocean Perch","2016",6611163,"0%"
"Gulf of Alaska","All Gear","All Subareas","Atka Mackerel","2016",626119,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Atka Mackerel","2016",626119,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Atka Mackerel","2016",537012,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","Atka Mackerel","2016",537012,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Pacific Ocean Perch","2016",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Ocean Perch","2016",8792758,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Arrowtooth Flounder","2016",271,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Pacific Cod","2016",18451348,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Pacific Cod","2016",2703775,"0%"
"Gulf of Alaska","Pot","Western Gulf","Pacific Cod","2016",11339319,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","2016",4408254,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pacific Ocean Perch","2016",8792758,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth Flounder","2016",133964,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","2016",3410235,"0%"
"Gulf of Alaska","Pot","Central Gulf","Pacific Cod","2016",13769612,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Pacific Cod","2016",4573437,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Arrowtooth Flounder","2016",1717,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Arrowtooth Flounder","2016",3274620,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Arrowtooth Flounder","2016",134235,"<1%"
"Gulf of Alaska","All Gear","All Subareas","Arrowtooth Flounder","2016",3412510,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Arrowtooth Flounder","2016",2016,"0%"
"Gulf of Alaska","Trawl","All Subareas","Arrowtooth Flounder","2016",3410494,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Arrowtooth Flounder","2016",3276337,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","2016",8983229,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Pacific Cod","2016",21753284,"0%"
"Gulf of Alaska","All Gear","Western Gulf","All Groundfish","2016",40982503,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","All Groundfish","2016",12439239,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","All Groundfish","2016",17137545,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Other Rockfish","2016",65701,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pacific Cod","2016",40946394,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Pacific Cod","2016",6854234,"0%"
"Gulf of Alaska","Pot","All Subareas","Pacific Cod","2016",25108931,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Other Rockfish","2016",572743,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Other Rockfish","2016",708571,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Other Rockfish","2016",246420,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Other Rockfish","2016",180719,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","All Groundfish","2016",37428232,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","All Groundfish","2016",45819885,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Other Rockfish","2016",1713336,"0%"
