"FMP_AREA","GEAR","SUBAREA","GROUNDFISH_TARGET_SPECIES","SPECIES","YEAR","RETCATCH_MT","PERCENT_CATCH_SUPPRESSED"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Deep-Water Flatfish","2003",452,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Deep-Water Flatfish","2004",464,"5-10%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Deep-Water Flatfish","2005",168,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Deep-Water Flatfish","2006",88,"25-50%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Deep-Water Flatfish","2007",98,"10-25%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Deep-Water Flatfish","2008",93,"50-75%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Deep-Water Flatfish","2009",79,"10-25%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Deep-Water Flatfish","2010",207,"25-50%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Deep-Water Flatfish","2011",139,"25-50%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Deep-Water Flatfish","2012",71,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Deep-Water Flatfish","2013",78,"25-50%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Deep-Water Flatfish","2014",157,"5-10%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Deep-Water Flatfish","2015",84,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Deep-Water Flatfish","2016",87,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Deep-Water Flatfish","2017",68,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Deep-Water Flatfish","2018",87,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Deep-Water Flatfish","2019",24,"10-25%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Deep-Water Flatfish","2020",52,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Flathead Sole","2003",1684,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Flathead Sole","2004",1208,"10-25%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Flathead Sole","2005",1522,"10-25%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Flathead Sole","2006",2340,"5-10%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Flathead Sole","2007",1999,"10-25%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Flathead Sole","2008",2640,"5-10%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Flathead Sole","2009",2649,"10-25%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Flathead Sole","2010",2486,"10-25%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Flathead Sole","2011",2016,"10-25%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Flathead Sole","2012",1399,"10-25%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Flathead Sole","2013",1732,"10-25%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Flathead Sole","2014",2034,"10-25%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Flathead Sole","2015",1423,"10-25%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Flathead Sole","2016",1967,"5-10%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Flathead Sole","2017",1758,"5-10%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Flathead Sole","2018",1820,"5-10%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Flathead Sole","2019",2054,"10-25%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Flathead Sole","2020",1598,"5-10%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Other Groundfish","2003",3129,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Other Groundfish","2004",1331,"10-25%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Other Groundfish","2005",2012,"5-10%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Other Groundfish","2006",2870,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Other Groundfish","2007",1889,"5-10%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Other Groundfish","2008",2093,"5-10%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Other Groundfish","2009",2775,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Other Groundfish","2010",2697,"5-10%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Other Groundfish","2011",2946,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Other Groundfish","2012",2730,"5-10%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Other Groundfish","2013",2577,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Other Groundfish","2014",1811,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Other Groundfish","2015",1789,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Other Groundfish","2016",1379,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Other Groundfish","2017",1007,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Other Groundfish","2018",839,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Other Groundfish","2019",1016,"5-10%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Other Groundfish","2020",800,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pacific Cod","2003",28668,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pacific Cod","2004",33548,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pacific Cod","2005",28305,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pacific Cod","2006",26730,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pacific Cod","2007",30615,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pacific Cod","2008",34200,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pacific Cod","2009",27534,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pacific Cod","2010",45837,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pacific Cod","2011",51748,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pacific Cod","2012",49719,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pacific Cod","2013",36297,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pacific Cod","2014",46917,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pacific Cod","2015",46374,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pacific Cod","2016",33327,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pacific Cod","2017",20493,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pacific Cod","2018",6384,"5-10%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pacific Cod","2019",6620,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pacific Cod","2020",3385,"5-10%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pollock","2003",31173,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pollock","2004",38023,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pollock","2005",46376,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pollock","2006",42456,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pollock","2007",32518,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pollock","2008",32000,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pollock","2009",24392,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pollock","2010",46238,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pollock","2011",55301,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pollock","2012",69744,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pollock","2013",80701,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pollock","2014",124253,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pollock","2015",132794,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pollock","2016",111041,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pollock","2017",133167,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pollock","2018",118208,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pollock","2019",87782,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Pollock","2020",80172,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rex Sole","2003",2506,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rex Sole","2004",804,"5-10%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rex Sole","2005",1373,"5-10%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rex Sole","2006",2766,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rex Sole","2007",889,"50-75%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rex Sole","2008",2363,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rex Sole","2009",4121,"5-10%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rex Sole","2010",2685,"10-25%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rex Sole","2011",2468,"5-10%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rex Sole","2012",1940,"10-25%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rex Sole","2013",3463,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rex Sole","2014",2597,"10-25%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rex Sole","2015",1209,"25-50%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rex Sole","2016",1419,"5-10%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rex Sole","2017",1174,"10-25%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rex Sole","2018",1118,"25-50%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rex Sole","2019",1080,"25-50%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rex Sole","2020",944,"10-25%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rockfish","2003",15526,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rockfish","2004",14416,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rockfish","2005",14133,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rockfish","2006",13756,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rockfish","2007",13245,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rockfish","2008",13119,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rockfish","2009",12406,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rockfish","2010",15119,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rockfish","2011",14381,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rockfish","2012",18320,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rockfish","2013",16953,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rockfish","2014",20002,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rockfish","2015",20738,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rockfish","2016",24252,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rockfish","2017",20296,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rockfish","2018",23570,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rockfish","2019",22362,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Rockfish","2020",25555,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Sablefish","2003",6325,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Sablefish","2004",6959,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Sablefish","2005",6416,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Sablefish","2006",5555,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Sablefish","2007",5626,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Sablefish","2008",4990,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Sablefish","2009",4555,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Sablefish","2010",4232,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Sablefish","2011",4552,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Sablefish","2012",5159,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Sablefish","2013",4957,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Sablefish","2014",4443,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Sablefish","2015",4239,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Sablefish","2016",3819,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Sablefish","2017",4188,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Sablefish","2018",4001,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Sablefish","2019",4323,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Sablefish","2020",4544,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Shallow-Water Flatfish","2003",4067,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Shallow-Water Flatfish","2004",2358,"10-25%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Shallow-Water Flatfish","2005",4019,"5-10%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Shallow-Water Flatfish","2006",6872,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Shallow-Water Flatfish","2007",8019,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Shallow-Water Flatfish","2008",8477,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Shallow-Water Flatfish","2009",8091,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Shallow-Water Flatfish","2010",5001,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Shallow-Water Flatfish","2011",3496,"5-10%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Shallow-Water Flatfish","2012",3358,"5-10%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Shallow-Water Flatfish","2013",4089,"10-25%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Shallow-Water Flatfish","2014",3459,"10-25%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Shallow-Water Flatfish","2015",2064,"25-50%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Shallow-Water Flatfish","2016",2231,"25-50%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Shallow-Water Flatfish","2017",1479,"25-50%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Shallow-Water Flatfish","2018",1840,"25-50%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Shallow-Water Flatfish","2019",1987,"10-25%"
"Gulf of Alaska","All Gear","Central Gulf","All Target Species","Shallow-Water Flatfish","2020",2143,"25-50%"
"Gulf of Alaska","All Gear","Western Gulf","All Target Species","All Groundfish","2003",48431,"<1%"
"Gulf of Alaska","All Gear","Western Gulf","All Target Species","All Groundfish","2004",52137,"1-5%"
"Gulf of Alaska","All Gear","Western Gulf","All Target Species","All Groundfish","2005",54061,"1-5%"
"Gulf of Alaska","All Gear","Western Gulf","All Target Species","All Groundfish","2006",52473,"1-5%"
"Gulf of Alaska","All Gear","Western Gulf","All Target Species","All Groundfish","2007",47514,"1-5%"
"Gulf of Alaska","All Gear","Western Gulf","All Target Species","All Groundfish","2008",36793,"10-25%"
"Gulf of Alaska","All Gear","Western Gulf","All Target Species","All Groundfish","2009",41880,"5-10%"
"Gulf of Alaska","All Gear","Western Gulf","All Target Species","All Groundfish","2010",63608,"<1%"
"Gulf of Alaska","All Gear","Western Gulf","All Target Species","All Groundfish","2011",57467,"1-5%"
"Gulf of Alaska","All Gear","Western Gulf","All Target Species","All Groundfish","2012",60654,"<1%"
"Gulf of Alaska","All Gear","Western Gulf","All Target Species","All Groundfish","2013",32295,"10-25%"
"Gulf of Alaska","All Gear","Western Gulf","All Target Species","All Groundfish","2014",49826,"1-5%"
"Gulf of Alaska","All Gear","Western Gulf","All Target Species","All Groundfish","2015",60188,"5-10%"
"Gulf of Alaska","All Gear","Western Gulf","All Target Species","All Groundfish","2016",93990,"<1%"
"Gulf of Alaska","All Gear","Western Gulf","All Target Species","All Groundfish","2017",81276,"<1%"
"Gulf of Alaska","All Gear","Western Gulf","All Target Species","All Groundfish","2018",42372,"5-10%"
"Gulf of Alaska","All Gear","Western Gulf","All Target Species","All Groundfish","2019",35521,"1-5%"
