"FMP_AREA","GEAR","SUBAREA","GROUNDFISH_TARGET_SPECIES","SPECIES","YEAR","RETCATCH_MT","PERCENT_CATCH_SUPPRESSED"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Arrowtooth Flounder","2016",93,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Arrowtooth Flounder","2017",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Arrowtooth Flounder","2018",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Arrowtooth Flounder","2019",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Atka Mackerel","2003",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Atka Mackerel","2004",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Atka Mackerel","2005",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Atka Mackerel","2006",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Atka Mackerel","2007",25,"0%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Atka Mackerel","2008",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Atka Mackerel","2009",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Atka Mackerel","2010",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Atka Mackerel","2011",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Deep-Water Flatfish","2003",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Deep-Water Flatfish","2004",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Deep-Water Flatfish","2005",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Deep-Water Flatfish","2006",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Deep-Water Flatfish","2008",4,"0%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Deep-Water Flatfish","2009",1,"25-50%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Deep-Water Flatfish","2010",22,"0%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Deep-Water Flatfish","2011",2,"0%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Deep-Water Flatfish","2012",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Deep-Water Flatfish","2013",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Deep-Water Flatfish","2014",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Deep-Water Flatfish","2016",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Deep-Water Flatfish","2018",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Flathead Sole","2003",680,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Flathead Sole","2004",551,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Flathead Sole","2005",366,"25-50%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Flathead Sole","2006",141,"50-75%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Flathead Sole","2007",300,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Flathead Sole","2008",240,"50-75%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Flathead Sole","2009",151,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Flathead Sole","2010",666,"25-50%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Flathead Sole","2011",113,"50-75%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Flathead Sole","2012",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Flathead Sole","2013",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Flathead Sole","2014",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Flathead Sole","2015",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Flathead Sole","2016",161,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Flathead Sole","2017",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Flathead Sole","2018",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Flathead Sole","2019",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Other Groundfish","2003",149,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Other Groundfish","2004",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Other Groundfish","2005",3,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Other Groundfish","2006",2,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Other Groundfish","2007",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Other Groundfish","2008",52,"25-50%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Other Groundfish","2009",25,"50-75%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Other Groundfish","2010",73,"50-75%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Other Groundfish","2011",33,"25-50%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Other Groundfish","2012",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Other Groundfish","2013",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Other Groundfish","2014",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Other Groundfish","2015",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Other Groundfish","2016",11,"0%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Other Groundfish","2017",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Other Groundfish","2018",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Other Groundfish","2019",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pacific Cod","2003",198,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pacific Cod","2004",109,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pacific Cod","2005",110,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pacific Cod","2006",2,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pacific Cod","2007",84,"25-50%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pacific Cod","2008",20,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pacific Cod","2009",21,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pacific Cod","2010",115,"50-75%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pacific Cod","2011",8,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pacific Cod","2012",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pacific Cod","2013",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pacific Cod","2014",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pacific Cod","2015",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pacific Cod","2016",34,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pacific Cod","2017",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pacific Cod","2018",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pacific Cod","2019",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pollock","2003",48,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pollock","2004",2,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pollock","2005",1,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pollock","2006",4,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pollock","2007",5,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pollock","2008",10,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pollock","2009",33,"50-75%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pollock","2010",54,"50-75%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pollock","2011",7,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pollock","2012",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pollock","2013",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pollock","2014",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pollock","2015",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pollock","2016",8,"25-50%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pollock","2017",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Pollock","2019",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rex Sole","2003",97,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rex Sole","2004",206,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rex Sole","2005",265,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rex Sole","2006",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rex Sole","2007",45,"50-75%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rex Sole","2008",7,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rex Sole","2009",22,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rex Sole","2010",73,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rex Sole","2011",6,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rex Sole","2012",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rex Sole","2013",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rex Sole","2014",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rex Sole","2015",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rex Sole","2016",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rex Sole","2017",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rex Sole","2018",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rex Sole","2019",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rockfish","2003",38,"0%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rockfish","2004",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rockfish","2005",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rockfish","2006",2,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rockfish","2007",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rockfish","2008",2,"25-50%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rockfish","2009",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rockfish","2010",4,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rockfish","2011",1,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rockfish","2012",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rockfish","2013",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rockfish","2014",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rockfish","2015",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rockfish","2016",5,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rockfish","2017",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rockfish","2018",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Rockfish","2019",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Sablefish","2003",30,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Sablefish","2004",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Sablefish","2005",1,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Sablefish","2006",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Sablefish","2007",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Sablefish","2008",0,"0%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Sablefish","2009",3,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Sablefish","2010",6,"50-75%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Sablefish","2011",0,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Sablefish","2012",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Sablefish","2013",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Sablefish","2014",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Sablefish","2015",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Sablefish","2016",5,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Sablefish","2019",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Shallow-Water Flatfish","2003",91,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Shallow-Water Flatfish","2004",6,"50-75%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Shallow-Water Flatfish","2005",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Shallow-Water Flatfish","2006",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Shallow-Water Flatfish","2007",10,"50-75%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Shallow-Water Flatfish","2008",33,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Shallow-Water Flatfish","2009",36,"50-75%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Shallow-Water Flatfish","2010",79,"25-50%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Shallow-Water Flatfish","2011",19,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Shallow-Water Flatfish","2012",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Shallow-Water Flatfish","2013",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Shallow-Water Flatfish","2014",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Shallow-Water Flatfish","2015",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Shallow-Water Flatfish","2016",24,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Shallow-Water Flatfish","2018",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","Shallow-Water Flatfish","2019",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","All Groundfish","2003",14310,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","All Groundfish","2004",14614,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","All Groundfish","2005",11579,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","All Groundfish","2006",9106,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","All Groundfish","2007",12080,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","All Groundfish","2008",12463,"25-50%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","All Groundfish","2009",5840,"25-50%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","All Groundfish","2010",16483,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","All Groundfish","2011",12952,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","All Groundfish","2012",17607,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","All Groundfish","2013",12489,"25-50%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","All Groundfish","2014",19810,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","All Groundfish","2015",19648,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","All Groundfish","2016",14233,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","All Groundfish","2017",11971,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","All Groundfish","2018",1368,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","All Groundfish","2019",1508,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","All Groundfish","2020",41,"25-50%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Arrowtooth Flounder","2003",172,"25-50%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Arrowtooth Flounder","2004",278,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Arrowtooth Flounder","2005",142,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Arrowtooth Flounder","2006",143,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Arrowtooth Flounder","2007",481,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Arrowtooth Flounder","2008",885,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Arrowtooth Flounder","2009",74,"25-50%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Arrowtooth Flounder","2010",68,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Arrowtooth Flounder","2011",226,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Arrowtooth Flounder","2012",423,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Arrowtooth Flounder","2013",581,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Arrowtooth Flounder","2014",491,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Arrowtooth Flounder","2015",661,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Arrowtooth Flounder","2016",785,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Arrowtooth Flounder","2017",236,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Arrowtooth Flounder","2018",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Arrowtooth Flounder","2019",9,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Arrowtooth Flounder","2020",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Atka Mackerel","2003",36,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Atka Mackerel","2004",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Atka Mackerel","2005",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Atka Mackerel","2006",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Atka Mackerel","2007",0,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Atka Mackerel","2008",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Atka Mackerel","2009",0,"50-75%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Atka Mackerel","2010",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Atka Mackerel","2011",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Atka Mackerel","2012",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Atka Mackerel","2013",0,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Atka Mackerel","2014",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Atka Mackerel","2015",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Atka Mackerel","2016",10,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Atka Mackerel","2017",32,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Atka Mackerel","2018",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Atka Mackerel","2019",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Deep-Water Flatfish","2003",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Deep-Water Flatfish","2004",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Deep-Water Flatfish","2005",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Deep-Water Flatfish","2006",1,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Deep-Water Flatfish","2007",5,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Deep-Water Flatfish","2008",4,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Deep-Water Flatfish","2009",0,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Deep-Water Flatfish","2010",1,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Deep-Water Flatfish","2011",2,"25-50%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Deep-Water Flatfish","2012",3,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Deep-Water Flatfish","2013",5,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Deep-Water Flatfish","2014",9,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Deep-Water Flatfish","2015",15,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Deep-Water Flatfish","2016",4,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Deep-Water Flatfish","2017",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Deep-Water Flatfish","2018",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Deep-Water Flatfish","2020",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Flathead Sole","2003",121,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Flathead Sole","2004",36,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Flathead Sole","2005",13,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Flathead Sole","2006",38,"50-75%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Flathead Sole","2007",144,"25-50%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Flathead Sole","2008",310,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Flathead Sole","2009",59,"25-50%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Flathead Sole","2010",33,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Flathead Sole","2011",31,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Flathead Sole","2012",151,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Flathead Sole","2013",173,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Flathead Sole","2014",167,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Flathead Sole","2015",219,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Flathead Sole","2016",220,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Flathead Sole","2017",91,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Flathead Sole","2018",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Flathead Sole","2019",8,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Flathead Sole","2020",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Other Groundfish","2003",114,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Other Groundfish","2004",43,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Other Groundfish","2005",18,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Other Groundfish","2006",13,"25-50%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Other Groundfish","2007",100,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Other Groundfish","2008",143,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Other Groundfish","2009",50,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Other Groundfish","2010",211,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Other Groundfish","2011",225,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Other Groundfish","2012",265,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Other Groundfish","2013",179,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Other Groundfish","2014",66,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Other Groundfish","2015",171,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Other Groundfish","2016",201,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Other Groundfish","2017",94,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Other Groundfish","2018",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Other Groundfish","2019",3,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Other Groundfish","2020",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pacific Cod","2003",13123,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pacific Cod","2004",13522,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pacific Cod","2005",11104,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pacific Cod","2006",8483,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pacific Cod","2007",10084,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pacific Cod","2008",9296,"25-50%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pacific Cod","2009",5224,"25-50%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pacific Cod","2010",15321,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pacific Cod","2011",11208,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pacific Cod","2012",15106,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pacific Cod","2013",10138,"25-50%"
