"FMP_AREA","GEAR","SECTOR","SPECIES","YEAR","EXVES_VAL","PERCENT_VAL_SUPPRESSED"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","Turbot (BSAI)","2020",5599,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","Yellowfin Sole (BSAI)","2003",26986,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","Yellowfin Sole (BSAI)","2004",30705,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","Yellowfin Sole (BSAI)","2005",576,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","Yellowfin Sole (BSAI)","2006",399481,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","Yellowfin Sole (BSAI)","2007",615565,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","Yellowfin Sole (BSAI)","2008",279353,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","Yellowfin Sole (BSAI)","2009",26622,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","Yellowfin Sole (BSAI)","2010",74392,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","Yellowfin Sole (BSAI)","2011",10822,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","Yellowfin Sole (BSAI)","2012",31430,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","Yellowfin Sole (BSAI)","2013",56830,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","Yellowfin Sole (BSAI)","2014",72180,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","Yellowfin Sole (BSAI)","2015",27690,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","Yellowfin Sole (BSAI)","2016",12085,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","Yellowfin Sole (BSAI)","2017",9266,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","Yellowfin Sole (BSAI)","2018",133651,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","Yellowfin Sole (BSAI)","2019",6350,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","Yellowfin Sole (BSAI)","2020",10653,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","All Groundfish","2003",87972391,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","All Groundfish","2004",75583675,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","All Groundfish","2005",92360004,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","All Groundfish","2006",105422736,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","All Groundfish","2007",74318796,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","All Groundfish","2008",98634842,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","All Groundfish","2009",63630966,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","All Groundfish","2010",73309262,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","All Groundfish","2011",82090913,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","All Groundfish","2012",86564738,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","All Groundfish","2013",93006995,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","All Groundfish","2014",98486404,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","All Groundfish","2015",92893123,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","All Groundfish","2016",88455459,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","All Groundfish","2017",101103199,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","All Groundfish","2018",107916834,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","All Groundfish","2019",104277332,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","All Groundfish","2020",119034192,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Arrowtooth Flounder","2003",250397,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Arrowtooth Flounder","2004",29159,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Arrowtooth Flounder","2005",83960,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Arrowtooth Flounder","2006",290034,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Arrowtooth Flounder","2007",57910,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Arrowtooth Flounder","2008",45303,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Arrowtooth Flounder","2009",19150,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Arrowtooth Flounder","2010",20075,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Arrowtooth Flounder","2011",134479,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Arrowtooth Flounder","2012",15960,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Arrowtooth Flounder","2013",3776,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Arrowtooth Flounder","2014",115864,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Arrowtooth Flounder","2015",622,"1-5%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Arrowtooth Flounder","2016",11002,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Arrowtooth Flounder","2017",6940,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Arrowtooth Flounder","2018",3690,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Arrowtooth Flounder","2019",4080,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Arrowtooth Flounder","2020",3770,"1-5%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Flathead Sole","2003",34747,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Flathead Sole","2004",2880,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Flathead Sole","2005",6247,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Flathead Sole","2006",9745,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Flathead Sole","2007",4558,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Flathead Sole","2008",1181,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Flathead Sole","2009",82,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Flathead Sole","2010",474,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Flathead Sole","2011",199,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Flathead Sole","2012",145,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Flathead Sole","2013",21,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Flathead Sole","2014",17041,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Flathead Sole","2015",31,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Flathead Sole","2017",233,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Flathead Sole","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Flathead Sole","2019",196,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Flathead Sole","2020",61,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Kamchatka Flounder (BSAI)","2011",9413,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Kamchatka Flounder (BSAI)","2012",6534,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Kamchatka Flounder (BSAI)","2013",726,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Kamchatka Flounder (BSAI)","2014",12787,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Kamchatka Flounder (BSAI)","2015",88,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Kamchatka Flounder (BSAI)","2016",550,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Kamchatka Flounder (BSAI)","2017",626,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Kamchatka Flounder (BSAI)","2018",684,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Kamchatka Flounder (BSAI)","2019",664,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Kamchatka Flounder (BSAI)","2020",237,"1-5%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Northern Rockfish","2003",1662,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Northern Rockfish","2004",1019,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Northern Rockfish","2005",1542,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Northern Rockfish","2006",793,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Northern Rockfish","2007",178,"1-5%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Northern Rockfish","2008",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Northern Rockfish","2009",22001,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Northern Rockfish","2010",133459,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Northern Rockfish","2011",1953,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Northern Rockfish","2012",7599,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Northern Rockfish","2013",7139,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Northern Rockfish","2014",2044,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Northern Rockfish","2015",2718,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Northern Rockfish","2016",1210,"10-25%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Northern Rockfish","2017",8988,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Northern Rockfish","2018",7257,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Northern Rockfish","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Northern Rockfish","2020",9911,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Flatfish (BSAI)","2003",2653,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Flatfish (BSAI)","2004",908,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Flatfish (BSAI)","2005",691,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Flatfish (BSAI)","2006",2184,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Flatfish (BSAI)","2007",333,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Flatfish (BSAI)","2008",1625,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Flatfish (BSAI)","2009",2,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Flatfish (BSAI)","2010",31,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Flatfish (BSAI)","2011",8007,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Flatfish (BSAI)","2012",202,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Flatfish (BSAI)","2013",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Flatfish (BSAI)","2014",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Flatfish (BSAI)","2015",129,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Flatfish (BSAI)","2016",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Flatfish (BSAI)","2017",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Flatfish (BSAI)","2018",2,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Flatfish (BSAI)","2019",49,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Flatfish (BSAI)","2020",406,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Groundfish","2003",8085813,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Groundfish","2004",6029809,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Groundfish","2005",6830343,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Groundfish","2006",4259701,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Groundfish","2007",2643970,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Groundfish","2008",3750863,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Groundfish","2009",1426751,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Groundfish","2010",649784,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Groundfish","2011",4113194,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Groundfish","2012",2299194,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Groundfish","2013",6324007,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Groundfish","2014",7533685,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Groundfish","2015",2249822,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Groundfish","2016",3164947,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Groundfish","2017",5187663,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Groundfish","2018",6779903,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Groundfish","2019",6399478,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Groundfish","2020",5833336,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Rockfish","2003",307013,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Rockfish","2004",296728,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Rockfish","2005",290115,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Rockfish","2006",355901,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Rockfish","2007",249430,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Rockfish","2008",304720,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Rockfish","2009",454171,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Rockfish","2010",575924,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Rockfish","2011",306486,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Rockfish","2012",340788,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Rockfish","2013",343385,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Rockfish","2014",177691,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Rockfish","2015",230351,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Rockfish","2016",173297,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Rockfish","2017",177888,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Rockfish","2018",105209,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Rockfish","2019",59098,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Other Rockfish","2020",32015,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Pacific Cod","2003",72988533,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Pacific Cod","2004",65427793,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Pacific Cod","2005",80573001,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Pacific Cod","2006",95205174,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Pacific Cod","2007",67188723,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Pacific Cod","2008",89350684,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Pacific Cod","2009",54004875,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Pacific Cod","2010",59991121,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Pacific Cod","2011",62849756,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Pacific Cod","2012",73580986,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Pacific Cod","2013",78883029,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Pacific Cod","2014",81591575,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Pacific Cod","2015",84115841,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Pacific Cod","2016",81623048,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Pacific Cod","2017",93330361,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Pacific Cod","2018",98038417,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Pacific Cod","2019",94669853,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Pacific Cod","2020",112389262,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Pacific Ocean Perch","2003",154,"25-50%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Pacific Ocean Perch","2004",2857,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Pacific Ocean Perch","2005",88,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Pacific Ocean Perch","2006",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Pacific Ocean Perch","2007",5261,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Pacific Ocean Perch","2008",1692,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","All Sectors","Pacific Ocean Perch","2009",436,"0%"
