year,filename,area,port,species,landings_lb,revenues_usd
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Shark, spiny dogfish........................................................","3,401",$340 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, greenspotted...................................................",458,$323 
2017,Table 17PUB.pdf,San Francisco,San Francisco,Sea hare.............................................................................,32,$316 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, blue....................................................................",61,$289 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Shark, soupfin...................................................................","1,353",$279 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, group bolina....................................................",29,$232 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, aurora................................................................","1,159",$232 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Smelt, surf..........................................................................",30,$227 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Sole, rex..............................................................................","1,007",$225 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Midshipman, plainfin........................................................",96,$188 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Croaker, white....................................................................",68,$154 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, rosy...................................................................",50,$146 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Mudsucker, longjaw.........................................................",67,$138 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Prickleback, monkeyface (eel)......................................",12,$120 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Eel, wolf (wolf-eel)............................................................",32,$96 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Sculpin, staghorn.............................................................",46,$95 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Tuna, skipjack...................................................................",160,$80 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Surfperch, barred..............................................................",7,$70 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, group slope.....................................................",70,$70 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, group shelf......................................................",204,$51 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, starry.................................................................",16,$48 
2017,Table 17PUB.pdf,San Francisco,San Francisco,Sanddab..............................................................................,74,$29 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, greenstriped....................................................",471,$27 
2017,Table 17PUB.pdf,San Francisco,San Francisco,Escolar................................................................................,38,$27 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Flounder, unspecified......................................................",15,$15 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, cowcod.............................................................",163,$15 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Mackerel, unspecified.....................................................",6,$13 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, redbanded........................................................",23,$5 
2017,Table 17PUB.pdf,San Francisco,San Francisco,Turbot..................................................................................,204,$0 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, stripetail...........................................................",6,$0 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Ratfish, spotted................................................................",283,$0 
