"year","filename","port","species","type","January","Feburary","March","April","May","June","July","August","September","October","November","December","Total"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Clams, butter","landings","1,134","1,338","874","512","1,315","740","551","978","1,951","1,031","1,375","1,206","13,005"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","1,134","1,338","874","512","1,315","740","551","978","1,951","1,031","1,375","1,206","13,005"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Clams, cockle","landings","2,625","1,322","2,352","1,057","554","15","","","","994","1,680","3,306","13,905"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","2,625","1,322","2,352","1,057","554","36","","","","994","1,680","3,203","13,823"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Clams, gaper","landings","","","1","11","","","","","435","756","1,118","2,015","4,336"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","1","11","","","","","435","756","1,118","1,578","3,899"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Clams, Nat. Littleneck","landings","","","3","","","","","","","","","","3"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","3","","","","","","","","","","3"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Cod, Pacific","landings","","","","","","","","4","","","","","4"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","","","","","2","","","","","2"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Crab, box","landings","","","","110","352","","","","","","","","462"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","176","704","","","","","","","","880"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Crab, Dungeness, bay","landings","","","","","","","","","245","402","145","","792"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","","","","","","944","1,763","527","","3,234"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Crab, Dungeness, ocean","landings","736,835","219,983","102,718","63,850","40,410","13,521","12,096","2,184","","","907","1,694,222","2,886,726"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","2,745,859","1,223,401","667,330","430,016","287,630","66,558","52,220","10,114","","","0","6,164,626","11,647,754"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Crab, rock","landings","","","","","","","","","8","188","","","196"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","","","","","","10","1,410","","","1,420"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Flounder, arrowtooth","landings","37,244","42,786","26,844","15,082","35,479","13,876","27,972","8,670","4,107","2,231","48,808","8,159","271,258"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","3,648","4,135","2,593","1,469","3,511","1,374","2,808","867","410","223","3,962","716","25,716"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Flounder, starry","landings","","","","","","5","","15","","","","","20"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","","","2","","5","","","","","7"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Greenling sp.","landings","1","","","","67","","","","","12","","","80"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","5","","","","302","","","","","60","","","367"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Grenadier, Pacific","landings","1,485","658","","1,281","","1,024","","","","","1,204","","5,652"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","147","62","","127","","101","","","","","116","","553"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Hagfish sp","landings","123,069","65,065","98,599","39,127","143,670","101,303","13,118","68,197","71,203","89,719","85,298","44,152","942,520"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","104,570","54,953","83,790","32,238","118,694","85,700","8,582","57,967","60,523","71,018","71,908","36,621","786,564"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Halibut, Pacific","landings","","","","405","1,724","13,587","2,696","1,671","97","","","","20,180"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","2,106","8,872","76,646","15,675","8,180","469","","","","111,948"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Lingcod","landings","910","454","229","116","3,526","2,929","4,550","5,470","5,429","3,341","3,766","212","30,932"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","565","293","169","96","5,859","4,585","5,528","7,395","7,625","5,445","7,282","127","44,969"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Longnose Skate","landings","13,926","15,752","13,571","7,271","11,306","9,207","9,109","6,015","5,597","3,214","7,218","3,196","105,382"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","5,217","5,499","4,207","2,332","3,485","2,632","2,391","1,422","1,467","916","2,305","1,264","33,137"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Mackerel, jack","landings","","","","","","","","3","","","","","3"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","","","","","0","","","","","0"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Mussels, ocean","landings","","","1","5","194","30","","","","","","","230"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","1","5","194","30","","","","","","","230"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Octopus","landings","60","93","","60","23","","","50","","","","19","305"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","60","93","","300","15","","","25","","","","29","522"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Pacific Ocean perch","landings","1,337","912","730","87","452","8,119","252","2","4","1","1,108","717","13,721"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","131","138","282","42","225","1,014","127","2","2","0","264","47","2,274"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Rockfish, black","landings","93","372","238","614","638","328","290","406","360","65","243","24","3,671"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","204","744","476","1,200","1,315","638","580","787","707","172","459","42","7,324"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Rockfish, blue","landings","","","","6","12","130","","","","","","","148"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","6","10","260","","","","","","","276"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Rockfish, canary","landings","","","","","11","690","360","216","2,035","529","","","3,841"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","","6","345","180","108","1,018","265","","","1,922"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Rockfish, china","landings","7","","","","","","","","1","","","","8"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","49","","","","","","","","2","","","","51"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Rockfish, copper","landings","6","","","","","","","","","10","4","","20"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","27","","","","","","","","","17","6","","50"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Rockfish, darkblotched","landings","11,937","6,338","11,598","1,547","1,947","1,802","371","31","30","22","14,515","12,189","62,327"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","5,484","2,760","4,649","774","1,292","920","184","20","13","7","5,980","4,770","26,853"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Rockfish, Gopher","landings","","","","","","","","","10","","","","10"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","","","","","","20","","","","20"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Rockfish, quillback","landings","","","","","","","","","","7","","","7"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","","","","","","","35","","","35"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Rockfish, Shelf","landings","7","19","21","","41","734","159","317","134","150","11","7","1,600"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","3","1","24","","13","69","51","101","28","61","6","3","360"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Rockfish, shortbelly","landings","","","","","","26","","","","","","","26"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","","","8","","","","","","","8"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Rockfish, Slope","landings","4,011","5,729","10,415","961","2,289","1,688","761","44","62","691","3,569","535","30,755"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","1,066","1,241","3,019","345","883","762","298","24","5","467","1,022","26","9,158"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Rockfish, tiger","landings","3","","","","","","","","1","","","","4"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","15","","","","","","","","2","","","","17"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Rockfish, vermillion","landings","21","","","","7","16","","","4","5","3","","56"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","95","","","","11","32","","","8","25","5","","176"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Rockfish, widow","landings","","","","","3","56","13","7","2","2","","3","86"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","","2","27","21","3","1","1","","1","56"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Rockfish, yelloweye","landings","","","","","","117","","1","5","","","","123"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","","","59","","0","3","","","","62"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Rockfish, yellowtail","landings","","","","145","655","700","373","75","1,523","221","","","3,692"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","94","801","543","459","61","771","114","","","2,843"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Sablefish","landings","39,627","34,074","33,871","25,433","80,853","98,115","51,563","3,770","11,174","94,739","65,593","22,762","561,574"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","63,903","56,080","52,632","39,976","157,517","379,075","197,048","9,326","24,252","261,005","119,555","33,488","1,393,857"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Salmon eggs","landings","","","","","","","","35","21","","","","56"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","","","","","35","63","","","","98"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Salmon, chinook","landings","","","","91,311","206,622","174,462","124,366","448,277","28,666","1,494","580","","1,075,778"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","674,041","1,176,452","885,357","526,727","1,752,961","129,275","6,394","3,402","","5,154,609"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Salmon, coho","landings","","","","","","47","74","","5,900","","","","6,021"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","","","0","0","","12,532","","","","12,532"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Sanddab, Pacific","landings","","","","","753","1,822","3,602","11,295","4,947","2,387","","","24,806"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","","452","1,077","2,161","6,440","2,897","1,377","","","14,404"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Sculpin, other sp.","landings","","","","","","8","","","","","","","8"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","","","0","","","","","","","0"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Shark, spiny dogfish","landings","","24","","","","114","8","","","24","","","170"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","2","","","","11","1","","","2","","","16"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Shrimp, ghost","landings","44","61","47","85","135","253","15","","105","295","282","79","1,401"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","308","427","329","595","945","1,771","105","","735","1,708","596","237","7,756"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Shrimp, pink","landings","","","","2,684,696","3,267,668","2,248,374","2,799,294","3,001,397","2,934,555","1,844,314","","","18,780,298"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","1,350,326","1,639,546","1,164,867","1,483,691","1,665,479","1,778,337","1,193,266","","","10,275,512"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Shrimp, spot","landings","","","","","2,561","1,159","","780","1,332","1,521","451","","7,804"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","","28,141","12,749","","8,826","15,984","18,252","5,412","","89,364"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Skates unsp.","landings","122","15","","18","8,082","14,735","8,213","7,560","5,282","2,188","20","","46,235"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","49","6","","5","2,618","4,230","2,437","2,145","1,517","653","6","","13,666"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Sole, curlfin (turbot)","landings","","","","","","31","35","20","1","2","","","89"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","","","9","9","3","0","1","","","22"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Sole, Dover","landings","158,515","133,710","203,631","88,126","95,542","58,194","55,888","11,826","10,292","2,911","101,480","30,603","950,718"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","73,027","62,666","92,574","40,257","45,432","27,442","27,507","5,840","4,953","1,438","46,807","13,004","440,947"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Sole, English","landings","1,513","1,965","696","22","1,542","1,278","1,527","3,311","4,424","4,932","491","251","21,952"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","472","577","185","5","420","286","360","769","1,073","1,176","140","80","5,543"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Sole, petrale","landings","225,734","163,372","47,815","2,678","17,736","21,401","29,490","47,396","65,987","31,570","125,640","132,119","910,938"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","182,162","127,594","38,215","2,328","21,755","28,252","34,515","52,497","70,098","35,598","127,310","116,952","837,276"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Sole, rex","landings","14,780","17,086","10,948","4,163","21,474","5,710","8,361","1,142","1,453","1,120","12,189","5,345","103,771"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","5,580","6,250","4,297","1,617","8,324","2,056","3,272","453","523","424","4,793","2,027","39,616"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Sole, rock","landings","","","","","1","261","221","7","","1","","","491"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","","0","72","55","5","","0","","","132"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Sole, sand","landings","","","","","","34","34","505","","8","","","581"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","","","13","19","379","","6","","","417"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Squid, Market","landings","","","","","","","","1,022","","","","","1,022"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","","","","","409","","","","","409"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Surfperch spp","landings","","","","","","18","","","","","","","18"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","","","36","","","","","","","36"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Thornyhead, longspine","landings","30,967","26,725","27,024","7,420","1,165","1,473","319","","346","","6,160","1,677","103,276"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","9,043","6,385","6,052","1,945","255","603","80","","150","","1,858","757","27,128"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Thornyhead, shortspine","landings","15,752","14,097","12,374","7,024","23,055","8,675","7,373","988","268","15","15,318","3,058","107,997"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","13,187","11,179","9,166","5,558","14,550","6,565","4,936","395","160","6","9,804","2,351","77,857"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Tuna, albacore","landings","","","","","","","884,359","597,921","776,718","177,347","","","2,436,345"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value","","","","","","","1,136,412","739,655","917,823","207,978","","","3,001,868"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","Whiting, Pac. (hake)","landings",NA,"10","7","6","3","","","","","",NA,NA,"26"
"2014","Commercial food fish landings by port 2014.pdf","34-CHARLESTON","","value",NA,"1","0","0","0","","","","","",NA,NA,"1"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","Total","landings",NA,NA,NA,"505","2,279","1,588","3,005","7,169","6,509","2,550","101",NA,"23,706"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","","value",NA,NA,NA,"2,875","9,838","5,784","11,635","24,518","14,611","8,123","355",NA,"77,739"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","Cabezon","landings",NA,NA,NA,"8","268","155","88","276","107","128","28",NA,"1,058"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","","value",NA,NA,NA,"32","1,072","620","352","1,076","379","512","112",NA,"4,155"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","Crab, Dungeness, bay","landings",NA,NA,NA,"","","","","","3","",NA,NA,"3"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","","value",NA,NA,NA,"","","","","","11","",NA,NA,"11"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","Greenling sp.","landings",NA,NA,NA,"2","46","13","70","256","95","69","5",NA,"556"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","","value",NA,NA,NA,"10","230","65","350","1,247","472","345","25",NA,"2,744"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","Halibut, Pacific","landings",NA,NA,NA,"60","91","41","","","","",NA,NA,"192"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","","value",NA,NA,NA,"338","553","270","","","","",NA,NA,"1,161"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","Lingcod","landings",NA,NA,NA,"","549","489","257","1,128","355","720",NA,NA,"3,498"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","","value",NA,NA,NA,"","1,623","1,508","714","3,423","1,195","2,160",NA,NA,"10,623"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","Rockfish, black","landings",NA,NA,NA,"114","449","644","973","3,468","2,159","1,492","48",NA,"9,347"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","","value",NA,NA,NA,"342","1,347","1,887","2,503","9,676","6,157","4,405","140",NA,"26,457"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","Rockfish, blue","landings",NA,NA,NA,"","","","","","18","",NA,NA,"18"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","","value",NA,NA,NA,"","","","","","54","",NA,NA,"54"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","Rockfish, china","landings",NA,NA,NA,"","7","10","5","22","","18","2",NA,"64"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","","value",NA,NA,NA,"","49","70","35","154","","126","2",NA,"436"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","Rockfish, copper","landings",NA,NA,NA,"","39","10","5","61","26","43","4",NA,"188"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","","value",NA,NA,NA,"","187","50","25","305","116","187","20",NA,"890"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","Rockfish, Gopher","landings",NA,NA,NA,"","","","","","3","",NA,NA,"3"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","","value",NA,NA,NA,"","","","","","15","",NA,NA,"15"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","Rockfish, quillback","landings",NA,NA,NA,"","2","12","","44","8","55","11",NA,"132"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","","value",NA,NA,NA,"","10","60","","220","26","275","35",NA,"626"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","Rockfish, tiger","landings",NA,NA,NA,"","","3","","2","","","3",NA,"8"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","","value",NA,NA,NA,"","","15","","10","","","21",NA,"46"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","Rockfish, vermillion","landings",NA,NA,NA,"7","26","22","15","87","5","25",NA,NA,"187"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","","value",NA,NA,NA,"35","100","110","54","259","10","113",NA,NA,"681"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","Rockfish, yellowtail","landings",NA,NA,NA,"","4","","","3","","",NA,NA,"7"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","","value",NA,NA,NA,"","8","","","9","","",NA,NA,"17"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","Salmon, chinook","landings",NA,NA,NA,"314","798","189","1,592","1,822","114","",NA,NA,"4,829"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","","value",NA,NA,NA,"2,118","4,659","1,129","7,602","8,139","596","",NA,NA,"24,243"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","Salmon, coho","landings",NA,NA,NA,"","","","","","39","",NA,NA,"39"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","","value","","","","","","","","","102","","","","102"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","Tuna, albacore","landings","","","","","","","","","3,577","","","","3,577"
"2014","Commercial food fish landings by port 2014.pdf","36-BANDON","","value","","","","","","","","","5,478","","","","5,478"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Total","landings","205,071","113,558","44,962","146,671","173,843","97,817","99,483","100,558","71,082","68,777","114,536","127,544","1,363,902"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","617,048","302,523","119,161","291,528","368,146","187,288","287,066","298,916","181,932","170,540","205,078","350,758","3,379,984"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Cabezon","landings","1,016","1,632","862","2,633","5,011","1,631","2,153","1,080","1,250","1,628","1,252","315","20,463"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","3,785","5,743","3,161","9,675","17,076","5,116","6,842","3,726","4,150","5,039","4,414","1,112","69,839"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Crab, Dungeness, ocean","landings","157,309","46,851","14,525","13,654","8,122","7,416","22,182","11,027","","","295","85,443","366,824"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","559,557","234,255","72,625","68,270","40,610","37,080","88,728","44,108","","","0","314,990","1,460,223"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Flounder, arrowtooth","landings","2","9","3","23","64","37","177","192","103","45","42","","697"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","0","1","0","3","6","4","18","19","11","5","4","","71"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Flounder, starry","landings","","","","","","","","","","","2","","2"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","","","","","","","","","","","2","","2"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Greenling sp.","landings","1,936","1,773","1,280","3,560","5,275","747","1,216","1,400","1,701","1,094","1,076","298","21,356"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","9,229","8,244","6,003","16,348","23,801","3,360","5,501","6,178","7,737","4,855","4,772","1,390","97,418"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Halibut, Pacific","landings","","","","","52","2,548","807","31","","","","","3,438"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","","","","","240","14,527","4,739","162","","","","","19,668"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Irish Lord, red","landings","","","","2","","","","","","","","","2"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","","","","1","","","","","","","","","1"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Lingcod","landings","","","","","10,857","3,693","4,759","3,861","4,287","5,756","8,216","","41,429"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","","","","","26,674","8,756","12,160","9,259","10,222","13,883","20,621","","101,575"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Longnose Skate","landings","79","248","65","340","217","285","848","631","1,053","259","245","","4,270"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","24","69","18","97","66","67","253","173","304","77","70","","1,218"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Octopus","landings","413","34","","","","","","","","","","","447"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","207","17","","","","","","","","","","","224"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Pacific Ocean perch","landings","","2","","1","","2","","10","7","4","10","","36"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","","2","","1","","2","","11","7","4","11","","38"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Rockfish, black","landings","5,421","3,939","5,268","14,704","18,281","7,227","9,965","8,670","11,371","7,516","10,785","4,297","107,444"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","15,255","10,551","14,000","36,909","41,666","16,814","21,891","18,524","25,031","16,011","23,965","10,747","251,364"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Rockfish, black&yellow","landings","","2","","","3","2","","","5","","","","12"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","","14","","","20","14","","","24","","","","72"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Rockfish, blue","landings","31","247","127","376","617","116","273","332","895","186","480","102","3,782"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","33","273","137","407","657","122","296","380","1,020","248","643","132","4,348"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Rockfish, brown","landings","","","","","3","10","9","","","","","","22"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","","","","","14","48","43","","","","","","105"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Rockfish, china","landings","480","556","195","464","1,225","564","647","898","769","598","679","185","7,260"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","3,235","3,616","1,294","3,051","7,384","3,193","3,732","4,047","4,417","3,479","3,768","1,228","42,444"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Rockfish, copper","landings","12","15","","8","227","56","152","49","116","43","70","","748"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","59","54","","38","775","161","529","189","368","151","261","","2,585"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Rockfish, darkblotched","landings","","58","2","299","194","45","139","29","55","118","40","","979"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","","72","2","317","206","52","160","38","72","153","52","","1,124"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Rockfish, Gopher","landings","","","","2","12","","","4","3","2","5","","28"
