"year","filename","X","X.1","X.2","X.3","X.4","X.5","P..Hueneme","X.6","X.7","X.8","X.9","X.10","X.11","X.12"
2006,"landings06_cpfv2.pdf","Mackerel, Pacific  5,573","5,135","4,908",NA,"11,295","7,198","3,555  37,664","229",NA,"6,975","1,372","3,374","4","11,954"
2006,"landings06_cpfv2.pdf","Other highly migratory spp^^^  97,974","1,747","2,254",NA,"2,032","56","44  104,107","0",NA,"0","0","1","0","1"
2006,"landings06_cpfv2.pdf","Rockfish, blue  40","0","84",NA,"369","33","27,431  27,957","55,729",NA,"56,951","77,026","73,708","32,394","295,808"
2006,"landings06_cpfv2.pdf","Rockfish, canary  71","13","35",NA,"43","0","14  176","101",NA,"2","27","6","10","146"
2006,"landings06_cpfv2.pdf","Rockfish, copper  841","169","169",NA,"310","222","24,323  26,034","10,270",NA,"2,047","2,919","2,544","1,659","19,439"
2006,"landings06_cpfv2.pdf","Rockfish, gopher  598","32","99",NA,"159","13","2,406  3,307","8,624",NA,"4,284","9,679","1,590","913","25,090"
2006,"landings06_cpfv2.pdf","Rockfish, yelloweye  48","0","12",NA,"12","46","3  121","3",NA,"20","4","436","51","514"
2006,"landings06_cpfv2.pdf","Rockfishes, unspecified^  61,870","14,921","14,998",NA,"91,596","64,606","155,500  403,491","108,584",NA,"50,841","51,602","83,787","31,268","326,082"
2006,"landings06_cpfv2.pdf","Salmon, king (chinook)  0","0","0",NA,"0","0","0  0","229",NA,"1,744","6,993","19,266","4,043","32,275"
2006,"landings06_cpfv2.pdf","Sanddab  230","789","991",NA,"59,323","7,979","4,066  73,378","1,062",NA,"5,899","386","17,421","3","24,771"
2006,"landings06_cpfv2.pdf","Scorpionfish, California  18,936","7,867","32,583",NA,"104,884","33,601","4,194  202,065","70",NA,"0","22","0","2","94"
2006,"landings06_cpfv2.pdf","Seabass, white  218","58","345",NA,"870","81","4,986  6,558","0",NA,"1","1","0","0","2"
2006,"landings06_cpfv2.pdf","Shark, unspecified^  115","170","46",NA,"73","14","31  449","15",NA,"201","14","1,131","9","1,370"
2006,"landings06_cpfv2.pdf","Sheephead, California  2,420","2,551","4,571",NA,"15,939","1,954","3,230  30,665","3",NA,"1","0","0","0","4"
2006,"landings06_cpfv2.pdf","Sturgeon, unspecified^  0","0","0",NA,"0","0","0  0","0",NA,"0","0","301","0","301"
2006,"landings06_cpfv2.pdf","Tuna, albacore  19,898","87","49",NA,"11","0","0  20,045","300",NA,"209","143","300","23","975"
2006,"landings06_cpfv2.pdf","Whitefish, ocean  9,733","1,634","3,615",NA,"22,692","5,393","17,345  60,412","123",NA,"30","0","0","0","153"
2006,"landings06_cpfv2.pdf","Yellowtail  143,263","6,311","8,083",NA,"11,849","2,209","451  172,166","0",NA,"0","0","0","0","0"
2006,"landings06_cpfv2.pdf","Total Landings:  545,663","151,143","232,056",NA,"656,839","221,799","318,393  2,125,893","188,771",NA,"136,139","178,377","240,468","91,073","834,828"
2006,"landings06_cpfv2.pdf","Number of Anglers:  133,677","57,582","62,996",NA,"110,824","50,075","46,014  461,168","19,682",NA,"17,658","23,059","45,449","13,937","119,785"
2006,"landings06_cpfv2.pdf","Reporting CPFVs:  89","23","19",NA,"45","11","34  221","9",NA,"19","29","47","14","118"
