"year","filename","port","category","species","January","Feburary","March","April","May","June","July","August","September","October","November","December","Total"
2012,"Table 49 - Pacific City values.pdf","Pacific City","Other invertebrates:","Salmon, Chinook","0","0","0","1124","2653","1633","639","725","5247","1711","0","0","13732"
2012,"Table 49 - Pacific City values.pdf","Pacific City","Other invertebrates:","Tuna, albacore","0","0","0","0","0","0","30268","25502","0","0","0","0","55770"
2012,"Table 49 - Pacific City values.pdf","Pacific City","Crustaceans:","Crab, Dungeness (ocean)","0","0","0","1328","3693","2323","2202","3909","0","0","0","0","13455"
2012,"Table 49 - Pacific City values.pdf","Pacific City","Crustaceans:","Shrimp, ghost","0","0","0","109","0","0","0","0","0","0","0","0","109"
2012,"Table 49A - Salmon River values.pdf","Salmon River","Crustaceans:","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
2012,"Table 50 - Siletz Bay values.pdf","Siletz Bay","Crustaceans:","Shrimp, ghost","766","1452","834","1063","2100","2382","1783","1380","2292","90","0","438","14580"
2012,"Table 50 - Siletz Bay values.pdf","Siletz Bay","Crustaceans:","Shrimp, mud","0","0","0","0","0","0","0","57","78","0","0","0","135"
2012,"Table 51 - Depoe Bay values.pdf","Depoe Bay","Crustaceans:","Cabezon","0","0","0","8","139","81","72","52","50","61","26","0","489"
2012,"Table 51 - Depoe Bay values.pdf","Depoe Bay","Crustaceans:","Greenling, unspecified","0","0","0","12","10","10","13","2","0","0","0","0","47"
2012,"Table 51 - Depoe Bay values.pdf","Depoe Bay","Crustaceans:","Halibut, Pacific","0","0","0","0","0","445","0","0","0","0","0","0","445"
2012,"Table 51 - Depoe Bay values.pdf","Depoe Bay","Crustaceans:","Lingcod","0","0","0","0","3938","4214","4437","3603","3252","1288","3255","0","23987"
2012,"Table 51 - Depoe Bay values.pdf","Depoe Bay","Crustaceans:","Rockfish, black","0","0","287","573","2437","1625","1349","2111","3404","855","23","0","12664"
2012,"Table 51 - Depoe Bay values.pdf","Depoe Bay","Crustaceans:","Rockfish, blue","0","0","45","597","193","0","5","564","689","187","10","0","2290"
2012,"Table 51 - Depoe Bay values.pdf","Depoe Bay","Crustaceans:","Rockfish, china","0","0","0","50","18","15","243","110","8","0","0","0","444"
2012,"Table 51 - Depoe Bay values.pdf","Depoe Bay","Crustaceans:","Rockfish, copper","0","0","0","0","0","7","5","3","7","7","0","0","29"
2012,"Table 51 - Depoe Bay values.pdf","Depoe Bay","Crustaceans:","Rockfish, quillback","0","0","0","9","8","17","22","12","7","18","0","0","93"
2012,"Table 51 - Depoe Bay values.pdf","Depoe Bay","Crustaceans:","Rockfish, tiger","0","0","0","3","0","5","0","0","0","0","3","0","11"
2012,"Table 51 - Depoe Bay values.pdf","Depoe Bay","Crustaceans:","Rockfish, vermillion","0","0","0","0","0","6","0","0","0","5","0","0","11"
2012,"Table 51 - Depoe Bay values.pdf","Depoe Bay","Crustaceans:","Rockfish, widow","0","0","0","22","2","0","0","0","0","0","0","0","24"
2012,"Table 51 - Depoe Bay values.pdf","Depoe Bay","Crustaceans:","Rockfish, yellowtail","0","0","2","55","22","3","0","8","19","5","3","0","117"
2012,"Table 51 - Depoe Bay values.pdf","Depoe Bay","Crustaceans:","Rockfish, shelf","0","0","0","0","0","0","0","0","0","17","0","0","17"
2012,"Table 51 - Depoe Bay values.pdf","Depoe Bay","Crustaceans:","Tuna, albacore","0","0","0","0","0","0","3319","1326","1567","0","0","0","6212"
2012,"Table 51 - Depoe Bay values.pdf","Depoe Bay","Crustaceans:","Crab, Dungeness (ocean)","5767","1615","1988","2624","4087","3465","1650","2906","0","0","0","0","24102"
2012,"Table 51 - Depoe Bay values.pdf","Depoe Bay","Mollusks:","Mussels, ocean","0","0","0","20","0","0","0","0","0","0","0","0","20"
2012,"Table 51 - Depoe Bay values.pdf","Depoe Bay","Other invertebrates:","Sea urchin, red","0","0","0","0","0","40908","8818","16576","34310","11555","3137","1720","117024"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Cabezon","0","0","0","0","43","47","19","118","88","42","0","0","357"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Clingfish, northern","0","0","0","0","0","0","0","1","0","0","0","0","1"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Cod, Pacific","0","0","0","0","0","1","0","3","0","0","0","0","4"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Flounder, arrowtooth","1216","5306","5391","3782","822","562","1127","1227","753","148","2224","341","22899"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Greenling, unspecified","0","0","0","28","34","40","0","42","214","86","0","0","444"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Grenadier, Pacific","1","0","0","0","0","0","0","0","0","0","0","0","1"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Gunnel, unspecified","0","0","0","0","0","0","0","6","0","0","0","0","6"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Hagfish, unspecified","2851","0","0","24720","55605","46754","43757","6387","0","1030","31219","9784","222107"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Halibut, Pacific","0","0","0","0","8973","394517","144619","0","0","0","0","0","548109"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Herring, Pacific","0","0","0","0","0","40","0","0","0","0","0","0","40"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Lingcod","102","418","12","146","7040","7690","8463","4135","7006","6064","3361","3","44440"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Mackerel, jack","0","0","0","0","0","0","0","0","0","449","168","0","617"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Pacific ocean perch","93","369","76","250","25","201","102","263","1210","327","238","676","3830"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Rockfish, black","0","0","0","463","3825","1865","651","591","1665","2466","0","0","11526"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Rockfish, blue","0","0","0","58","119","24","26","78","518","734","0","0","1557"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Rockfish, canary","0","2","0","0","0","13","23","12","1494","29","0","0","1573"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Rockfish, china","0","0","0","0","7","14","14","0","0","0","0","0","35"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Rockfish, copper","0","0","0","0","0","0","0","8","0","0","0","0","8"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Rockfish, darkblotched","1670","3918","795","1914","1068","1833","917","463","1066","533","1289","3633","19099"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Rockfish, grass","0","0","0","0","0","0","35","0","0","0","0","0","35"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Rockfish, quillback","0","0","0","0","0","0","5","0","0","0","0","0","5"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Rockfish, shortbelly","0","0","0","0","0","0","0","0","0","57","0","0","57"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Rockfish, widow","0","1","0","4","0","70","6315","3903","10822","9049","17156","169","47489"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Rockfish, yelloweye","0","0","0","0","0","2","553","0","0","0","0","0","555"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Rockfish, yellowtail","0","0","2","20","25","621","5947","1314","2130","1672","897","0","12628"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Rockfish, shelf","0","10","0","0","311","237","94","149","374","525","148","0","1848"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Rockfish, slope","1988","3857","2278","6320","5738","4887","3974","3243","20881","6559","838","1557","62120"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Thornyhead, longspine","4762","10685","2616","2436","2592","41","0","8852","1284","0","770","306","34344"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Thornyhead, shortspine","7861","21091","12471","12418","12431","4646","2333","9313","3794","585","3598","5317","95858"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Sablefish","67930","151327","111600","176413","394666","387852","479466","846687","1012608","732245","59230","74900","4494924"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Salmon, Chinook","0","0","0","92826","257875","250687","76668","269341","432404","171570","0","0","1551371"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Sanddab, Pacific","0","0","0","0","0","37","0","0","31","0","0","0","68"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Sculpin, other species","0","0","0","0","0","0","0","1","0","0","0","0","1"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Skates and rays","5726","15140","13799","19592","6567","2297","545","1519","1040","177","2702","3012","72116"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Snailfish, blacktail","0","0","0","0","0","0","0","2","0","0","0","0","2"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Sole, curlfin (turbot)","0","0","0","0","0","0","0","2","0","0","0","0","2"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Sole, dover","43930","79654","103157","172958","41217","7150","189","18473","11580","114","19163","23251","520836"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Sole, english","280","952","52","27","1","0","0","82","6","0","137","9","1546"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Sole, petrale","79457","152094","11158","552","3","824","1096","12011","888","23","10719","13535","282360"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Sole, rex","1318","2404","1609","1915","723","659","595","3128","2150","298","1449","1429","17677"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Sole, rock","0","0","0","0","0","0","0","2","0","0","0","0","2"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Surfperch, unspecified","19","0","0","0","0","0","0","0","0","0","0","0","19"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Tuna, bluefin","0","0","0","0","0","0","0","325","0","0","0","0","325"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Tuna, albacore","0","0","0","0","0","8269","1353368","3016574","1963429","1348337","0","0","7689977"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Whiting, Pacific (hake)","0","0","0","0","0","102835","1188141","1459588","1626291","1583669","1130675","69247","7160446"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Wolfeel","0","0","0","0","50","6","12","30","0","0","0","0","98"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Crab, box","844","4697","976","2278","286","0","0","0","0","0","0","0","9081"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Crab, Dungeness (bay)","0","0","0","0","0","0","0","0","5345","1210","1531","0","8086"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Crab, Dungeness (ocean)","3491805","1364281","631181","395425","314251","110949","56122","30367","0","0","0","337465","6731846"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Crab, hermit","0","0","0","0","0","0","0","1","0","0","0","0","1"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Crab, rock","0","0","0","0","2400","0","0","0","0","0","0","0","2400"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Shrimp, pink","0","0","0","723790","1444417","1406087","1248540","1071867","971828","772641","0","0","7639170"
2012,"Table 52 - Newport values.pdf","Newport","Mollusks:","Clam, cockle","0","0","0","0","0","0","72","0","0","0","0","0","72"
2012,"Table 52 - Newport values.pdf","Newport","Mollusks:","Octopus","625","200","425","550","640","0","0","1","0","0","0","0","2441"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Sea anemone","0","0","0","0","0","0","0","6","0","0","0","0","6"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Sea cucumber","0","0","0","0","0","0","0","1","0","0","0","0","1"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Sea stars","0","0","0","0","0","0","0","5","0","0","0","0","5"
2012,"Table 52 - Newport values.pdf","Newport","Other invertebrates:","Sea urchin, red","0","0","0","0","16","0","0","0","0","0","0","0","16"
2012,"Table 53 - Waldport values.pdf","Waldport","Other invertebrates:","Crab, Dungeness (bay)","0","0","0","0","0","0","0","0","29344","27808","14363","0","71515"
2012,"Table 53 - Waldport values.pdf","Waldport","Other invertebrates:","Shrimp, ghost","2698","4950","4068","6745","11251","7810","4246","2971","5654","10243","7093","3481","71210"
2012,"Table 53A - Yachats values.pdf","Yachats","Other invertebrates:","None","0","0","0","0","0","0","0","0","0","0","0","0","0"
2012,"Table 54 - Florence values.pdf","Florence","Other invertebrates:","Halibut, Pacific","0","0","0","0","0","5623","0","0","0","0","0","0","5623"
2012,"Table 54 - Florence values.pdf","Florence","Other invertebrates:","Lingcod","0","0","0","0","0","78","0","0","0","0","0","0","78"
2012,"Table 54 - Florence values.pdf","Florence","Other invertebrates:","Sablefish","0","0","0","0","0","460","0","0","0","0","0","0","460"
2012,"Table 54 - Florence values.pdf","Florence","Other invertebrates:","Salmon, Chinook","0","0","0","0","1278","551","787","509","196","0","0","0","3321"
2012,"Table 54 - Florence values.pdf","Florence","Other invertebrates:","Tuna, albacore","0","0","0","0","0","0","6198","32954","6860","16477","0","0","62489"
2012,"Table 54 - Florence values.pdf","Florence","Crustaceans:","Crab, Dungeness (bay)","0","0","0","0","0","0","0","0","1889","0","0","0","1889"
2012,"Table 54 - Florence values.pdf","Florence","Crustaceans:","Crab, Dungeness (ocean)","904","0","8408","2657","5575","5254","5135","3656","0","0","0","0","31589"
2012,"Table 54 - Florence values.pdf","Florence","Crustaceans:","Shrimp, ghost","0","15","90","85","265","450","435","0","100","250","0","0","1690"
2012,"Table 55 - Winchester Bay values.pdf","Winchester Bay","Crustaceans:","Flounder, arrowtooth","0","0","0","0","0","0","0","0","0","79","0","0","79"
2012,"Table 55 - Winchester Bay values.pdf","Winchester Bay","Crustaceans:","Flounder, starry","0","0","0","0","0","0","58","0","0","0","0","0","58"
2012,"Table 55 - Winchester Bay values.pdf","Winchester Bay","Crustaceans:","Halibut, Pacific","0","0","0","0","40","7321","28603","0","0","0","0","0","35964"
2012,"Table 55 - Winchester Bay values.pdf","Winchester Bay","Crustaceans:","Herring, Pacific","0","0","0","0","0","80","420","0","0","0","0","0","500"
2012,"Table 55 - Winchester Bay values.pdf","Winchester Bay","Crustaceans:","Lingcod","0","0","0","0","0","764","121","408","1591","0","194","0","3078"
2012,"Table 55 - Winchester Bay values.pdf","Winchester Bay","Crustaceans:","Pacific ocean perch","0","0","0","0","0","0","17","0","1","0","0","0","18"
2012,"Table 55 - Winchester Bay values.pdf","Winchester Bay","Crustaceans:","Rockfish, black","0","0","0","0","13","0","0","0","0","0","0","0","13"
2012,"Table 55 - Winchester Bay values.pdf","Winchester Bay","Crustaceans:","Rockfish, darkblotched","0","0","0","0","0","0","0","39","16","497","0","0","552"
2012,"Table 55 - Winchester Bay values.pdf","Winchester Bay","Crustaceans:","Rockfish, yellowtail","0","0","0","0","21","0","0","0","4","0","0","0","25"
2012,"Table 55 - Winchester Bay values.pdf","Winchester Bay","Crustaceans:","Rockfish, shelf","0","0","0","0","0","64","0","0","19","0","0","0","83"
2012,"Table 55 - Winchester Bay values.pdf","Winchester Bay","Crustaceans:","Rockfish, slope","0","0","0","0","0","257","380","571","416","1849","0","0","3473"
2012,"Table 55 - Winchester Bay values.pdf","Winchester Bay","Crustaceans:","Thornyhead, shortspine","0","0","0","0","0","0","104","44","77","277","0","0","502"
2012,"Table 55 - Winchester Bay values.pdf","Winchester Bay","Crustaceans:","Sablefish","0","0","0","0","0","5331","33768","45288","97391","21322","4606","0","207706"
2012,"Table 55 - Winchester Bay values.pdf","Winchester Bay","Crustaceans:","Salmon, Chinook","0","0","0","3080","47056","84094","7797","22410","4555","80","0","0","169072"
2012,"Table 55 - Winchester Bay values.pdf","Winchester Bay","Crustaceans:","Salmon, pink","0","0","0","0","0","0","120","0","0","0","0","0","120"
2012,"Table 55 - Winchester Bay values.pdf","Winchester Bay","Crustaceans:","Skates and rays","0","0","0","0","0","120","1245","1185","518","305","0","0","3373"
2012,"Table 55 - Winchester Bay values.pdf","Winchester Bay","Crustaceans:","Sole, dover","0","0","0","0","0","2","7","4","12","8","0","0","33"
2012,"Table 55 - Winchester Bay values.pdf","Winchester Bay","Crustaceans:","Sole, english","0","0","0","0","0","0","422","0","0","0","0","0","422"
2012,"Table 55 - Winchester Bay values.pdf","Winchester Bay","Crustaceans:","Sole, petrale","0","0","0","0","0","71","0","0","43","0","0","0","114"
2012,"Table 55 - Winchester Bay values.pdf","Winchester Bay","Crustaceans:","Sole, rex","0","0","0","0","0","0","656","49","0","0","0","0","705"
2012,"Table 55 - Winchester Bay values.pdf","Winchester Bay","Crustaceans:","Sole, sand","0","0","0","0","0","0","723","0","0","0","0","0","723"
2012,"Table 55 - Winchester Bay values.pdf","Winchester Bay","Crustaceans:","Tuna, albacore","0","0","0","0","0","0","20681","44612","2163","228461","0","0","295917"
2012,"Table 55 - Winchester Bay values.pdf","Winchester Bay","Crustaceans:","Crab, box","0","62","0","0","0","0","0","0","0","0","0","0","62"
2012,"Table 55 - Winchester Bay values.pdf","Winchester Bay","Crustaceans:","Crab, Dungeness (bay)","0","0","0","0","0","0","0","0","7864","9648","158","0","17670"
2012,"Table 55 - Winchester Bay values.pdf","Winchester Bay","Crustaceans:","Crab, Dungeness (ocean)","465825","299298","245090","147972","85394","9667","7824","3997","0","0","0","90","1265157"
2012,"Table 55 - Winchester Bay values.pdf","Winchester Bay","Crustaceans:","Crab, tanner","0","0","0","0","0","14368","0","0","0","0","0","0","14368"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Cabezon","0","0","0","260","0","0","0","0","0","0","0","0","260"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Flounder, arrowtooth","1934","1210","4852","6064","4517","1182","748","1636","1835","1190","6300","4972","36440"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Flounder, starry","0","0","0","0","0","0","0","3","0","0","0","0","3"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Greenling, unspecified","0","0","10","287","0","0","0","0","0","0","0","0","297"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Grenadier, Pacific","0","32","6","0","293","1404","2884","0","0","777","23","201","5620"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Grenadier, unspecified","0","0","0","26","177","0","0","0","0","0","0","0","203"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Hagfish, unspecified","49248","77698","62514","68496","58377","48545","123482","74628","110957","79803","78636","47666","880050"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Halibut, Pacific","0","0","0","0","432","77227","23530","0","0","0","0","0","101189"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Lingcod","347","67","43","339","1036","4102","3436","5983","4617","3939","2769","499","27177"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Pacific ocean perch","144","21","174","133","90","73","14","141","66","51","221","167","1295"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Rockfish, black","0","0","139","1251","0","0","0","0","0","236","0","18","1644"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Rockfish, blue","0","0","0","0","0","0","0","0","0","33","0","8","41"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Rockfish, brown","0","0","0","0","0","13","0","0","0","0","0","0","13"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Rockfish, canary","0","0","0","2","12","77","86","108","289","59","2","0","635"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Rockfish, china","0","0","35","184","0","0","0","0","0","0","0","0","219"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Rockfish, darkblotched","3859","1129","3517","1422","3378","775","579","1067","630","715","5728","3944","26743"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Rockfish, quillback","0","0","0","10","0","2","0","0","1","0","0","0","13"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Rockfish, vermillion","0","0","0","0","0","53","23","0","16","18","27","0","137"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Rockfish, widow","3","0","2","0","2","4","2","8","19","0","3","12","55"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Rockfish, yelloweye","0","0","0","0","0","1","50","0","1","0","0","0","52"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Rockfish, yellowtail","0","0","0","581","270","118","26","156","835","465","0","0","2451"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Rockfish, shelf","0","0","2","6","22","150","150","135","388","3","2","0","858"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Rockfish, slope","760","186","588","1034","599","845","357","5678","1226","1259","727","859","14118"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Thornyhead, longspine","6968","6164","13080","2764","3722","10714","14302","1788","1485","13614","10515","9270","94386"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Thornyhead, shortspine","9260","10931","12568","15934","11539","10148","11990","7643","9613","12354","14851","12823","139654"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Sablefish","122286","76903","133547","149096","122073","144623","120892","464440","193559","183557","136591","124489","1972056"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Salmon, Chinook","0","0","0","142560","354808","300465","25748","106149","158455","93216","1953","0","1183354"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Salmon, chum","0","0","0","0","18","18","0","0","0","0","0","0","36"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Sanddab, Pacific","0","0","0","4","1378","5637","1771","2180","4155","772","128","0","16025"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Shark, blue","0","0","0","0","0","0","9","0","0","0","0","0","9"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Shark, shortfin mako","0","0","0","0","0","0","54","0","110","0","0","0","164"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Shark, spiny dogfish","26","83","48","12","27","7","8","0","39","2","0","0","252"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Skates and rays","4550","6386","10478","11842","9075","7270","4506","6810","5923","5780","10055","7034","89709"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Sole, curlfin (turbot)","0","0","0","0","0","4","0","6","0","0","0","0","10"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Sole, dover","49820","63428","136515","151793","72831","40925","51247","58627","86431","73495","108135","102834","996081"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Sole, english","534","282","325","398","492","662","183","804","599","120","876","337","5612"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Sole, petrale","84481","37232","21034","2944","33451","41847","22096","31322","58778","21899","54905","86041","496030"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Sole, rex","4210","2505","3586","7689","5849","4599","4205","5953","5941","8371","8529","6463","67900"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Sole, rock","0","0","0","0","0","68","0","24","1","0","0","0","93"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Sole, sand","0","0","0","6","0","3","0","26","0","0","0","0","35"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Tuna, bluefin","0","0","0","0","0","0","160","0","0","0","0","0","160"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Tuna, albacore","0","0","0","0","0","3632","691411","1593765","557146","413730","0","0","3259684"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Whiting, Pacific (hake)","0","0","0","0","0","4","0","0","0","0","0","0","4"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Wolfeel","0","0","0","0","0","0","3","7","2","0","0","0","12"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Crab, Dungeness (bay)","0","0","0","0","0","0","0","378","15742","13186","8661","87","38054"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Crab, Dungeness (ocean)","3241049","1264528","536660","536258","338505","54220","30583","10611","0","0","0","343220","6355634"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Crab, rock","0","0","0","0","0","0","0","0","0","30","0","0","30"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Shrimp, ghost","119","114","95","89","378","410","125","16","227","338","105","119","2135"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Shrimp, pink","0","0","0","1011109","1911341","2048155","1772725","1510454","1216539","1405649","0","0","10875972"
2012,"Table 56 - Charleston values.pdf","Charleston","Crustaceans:","Shrimp, spot","0","0","0","0","0","0","0","0","16658","26270","6224","0","49152"
2012,"Table 56 - Charleston values.pdf","Charleston","Mollusks:","Clam, butter","170","177","152","367","220","562","868","963","316","327","1188","38","5348"
2012,"Table 56 - Charleston values.pdf","Charleston","Mollusks:","Clam, cockle","546","530","270","968","1054","387","39","18","20","191","734","890","5647"
2012,"Table 56 - Charleston values.pdf","Charleston","Mollusks:","Clam, gaper","0","0","0","0","0","0","48","10","28","272","353","190","901"
2012,"Table 56 - Charleston values.pdf","Charleston","Mollusks:","Mussels, ocean","0","0","0","0","0","23","0","0","5","0","3","0","31"
2012,"Table 56 - Charleston values.pdf","Charleston","Mollusks:","Octopus","550","626","425","324","48","89","20","0","13","15","0","0","2110"
2012,"Table 56 - Charleston values.pdf","Charleston","Mollusks:","Squid, other species","0","0","0","0","20","0","0","0","0","0","0","0","20"
2012,"Table 56 - Charleston values.pdf","Charleston","Other invertebrates:","Sea urchin, red","0","0","0","0","0","8804","4806","0","0","0","0","0","13610"
2012,"Table 57 - Bandon values.pdf","Bandon","Other invertebrates:","Cabezon","0","0","0","36","1008","2200","2988","4536","848","454","0","0","12070"
2012,"Table 57 - Bandon values.pdf","Bandon","Other invertebrates:","Greenling, unspecified","0","0","0","0","125","920","1665","2346","930","756","0","0","6742"
2012,"Table 57 - Bandon values.pdf","Bandon","Other invertebrates:","Lingcod","0","0","0","0","237","1215","2055","2838","192","1650","0","0","8187"
2012,"Table 57 - Bandon values.pdf","Bandon","Other invertebrates:","Rockfish, black","0","36","0","330","2913","7614","10783","9435","4720","3188","0","21","39040"
2012,"Table 57 - Bandon values.pdf","Bandon","Other invertebrates:","Rockfish, blue","0","0","0","0","0","0","0","15","0","0","0","82","97"
2012,"Table 57 - Bandon values.pdf","Bandon","Other invertebrates:","Rockfish, china","0","0","0","2","147","482","1048","2294","176","1037","0","0","5186"
2012,"Table 57 - Bandon values.pdf","Bandon","Other invertebrates:","Rockfish, copper","0","0","0","0","50","45","506","718","329","243","0","0","1891"
2012,"Table 57 - Bandon values.pdf","Bandon","Other invertebrates:","Rockfish, quillback","0","0","0","0","25","60","533","688","364","573","0","0","2243"
2012,"Table 57 - Bandon values.pdf","Bandon","Other invertebrates:","Rockfish, tiger","0","0","0","0","0","0","31","85","35","98","0","0","249"
2012,"Table 57 - Bandon values.pdf","Bandon","Other invertebrates:","Rockfish, vermillion","0","0","0","0","114","204","713","491","128","438","0","4","2092"
2012,"Table 57 - Bandon values.pdf","Bandon","Other invertebrates:","Rockfish, yellowtail","0","0","0","0","0","0","3","144","89","123","0","0","359"
2012,"Table 57 - Bandon values.pdf","Bandon","Other invertebrates:","Tuna, albacore","0","0","0","0","0","0","0","16044","0","0","0","0","16044"
