"year","filename","area","port","col1","col2","col3"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, greenstriped","18","$3"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, greenspotted","10","$2"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, group slope","2","$1"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, shortbelly","17","$0"
2016,"Table 17PUB.pdf","San Francisco","","Shad, American","5","$0"
2016,"Table 17PUB.pdf","San Francisco","","Mudsucker, longjaw","129","$0"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, darkblotched","18","$0"
2016,"Table 17PUB.pdf","San Francisco","xx","Port Totals:","12,693,673","$16,677,063"
2016,"Table 17PUB.pdf","San Francisco","BERKELEY","BERKELEY","",""
2016,"Table 17PUB.pdf","San Francisco","","Halibut, California","10,127","$69,595"
2016,"Table 17PUB.pdf","San Francisco","","Crab, Dungeness","9,042","$47,327"
2016,"Table 17PUB.pdf","San Francisco","","Salmon, Chinook","1,614","$15,437"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, brown","1,903","$7,735"
2016,"Table 17PUB.pdf","San Francisco","","Surfperch, black","1,851","$6,168"
2016,"Table 17PUB.pdf","San Francisco","","Shark, leopard","1,882","$2,634"
2016,"Table 17PUB.pdf","San Francisco","","Sardine, Pacific","795","$2,111"
2016,"Table 17PUB.pdf","San Francisco","","Mackerel, unspecified","685","$1,884"
2016,"Table 17PUB.pdf","San Francisco","","Lingcod","337","$1,350"
2016,"Table 17PUB.pdf","San Francisco","","Surfperch, pile","292","$1,148"
2016,"Table 17PUB.pdf","San Francisco","","Midshipman, plainfin","155","$1,040"
2016,"Table 17PUB.pdf","San Francisco","","Mackerel, jack","230","$690"
2016,"Table 17PUB.pdf","San Francisco","","Surfperch, white","173","$652"
2016,"Table 17PUB.pdf","San Francisco","","Surfperch, rainbow","197","$634"
2016,"Table 17PUB.pdf","San Francisco","","Croaker, unspecifed","181","$630"
2016,"Table 17PUB.pdf","San Francisco","","Eel, monkeyface (prickleback)","56","$555"
2016,"Table 17PUB.pdf","San Francisco","","Surfperch, unspecified","54","$474"
2016,"Table 17PUB.pdf","San Francisco","","Shark, sixgill","280","$280"
2016,"Table 17PUB.pdf","San Francisco","","Surfperch, rubberlip","60","$248"
2016,"Table 17PUB.pdf","San Francisco","","Salmon, Roe (Chinook, Coho)","28","$142"
2016,"Table 17PUB.pdf","San Francisco","","Shark, soupfin","120","$120"
2016,"Table 17PUB.pdf","San Francisco","","Surfperch, walleye","46","$98"
2016,"Table 17PUB.pdf","San Francisco","","Seaperch, striped","24","$96"
2016,"Table 17PUB.pdf","San Francisco","","Jacksmelt","20","$70"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, black","21","$64"
2016,"Table 17PUB.pdf","San Francisco","","Shark, sevengill","30","$51"
2016,"Table 17PUB.pdf","San Francisco","","Shark, spiny dogfish","30","$37"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, vermilion","4","$22"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, black-and-yellow","4","$8"
2016,"Table 17PUB.pdf","San Francisco","","Surfperch, silver","2","$8"
2016,"Table 17PUB.pdf","San Francisco","","Shark, brown smoothhound","6","$6"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, copper","3","$5"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, blackgill","1","$2"
2016,"Table 17PUB.pdf","San Francisco","xx","Port Totals:","30,254","$161,320"
2016,"Table 17PUB.pdf","San Francisco","ALAMEDA","ALAMEDA","",""
2016,"Table 17PUB.pdf","San Francisco","","Crab, Dungeness","34,591","$117,872"
2016,"Table 17PUB.pdf","San Francisco","","Halibut, California","972","$6,741"
2016,"Table 17PUB.pdf","San Francisco","","Salmon, Chinook","105","$740"
2016,"Table 17PUB.pdf","San Francisco","xx","Port Totals:","35,668","$125,353"
2016,"Table 17PUB.pdf","San Francisco","RICHMOND","RICHMOND","",""
2016,"Table 17PUB.pdf","San Francisco","","Crab, Dungeness","2,433","$8,507"
2016,"Table 17PUB.pdf","San Francisco","","Salmon, Chinook","1,044","$8,436"
2016,"Table 17PUB.pdf","San Francisco","","Halibut, California","1,028","$6,858"
