year,filename,area,port,species,landings,value
2018,Table 16PUB.pdf,Eureka,,"Rockfish, bocaccio",15,$23 
2018,Table 16PUB.pdf,Eureka,,Thornyheads,7,$11 
2018,Table 16PUB.pdf,Eureka,,"Rockfish, olive",4,$8 
2018,Table 16PUB.pdf,Eureka,,"Rockfish, starry",3,$4 
2018,Table 16PUB.pdf,Eureka,,"Rockfish, rosy",4,$0 
2018,Table 16PUB.pdf,Eureka,,"Rockfish, unspecified",50,$0 
2018,Table 16PUB.pdf,Eureka,,Salmon,8,$0 
2018,Table 16PUB.pdf,Eureka,,Port Totals:,"12,600,661","$28,246,457 "
2018,Table 16PUB.pdf,Eureka,EUREKA,EUREKA,,
2018,Table 16PUB.pdf,Eureka,,"Crab, Dungeness","3,612,260","$10,947,004 "
2018,Table 16PUB.pdf,Eureka,,"Sole, Dover","3,165,601","$1,488,619 "
2018,Table 16PUB.pdf,Eureka,,Sablefish,"549,313","$1,058,106 "
2018,Table 16PUB.pdf,Eureka,,"Sole, petrale","890,748","$984,128 "
2018,Table 16PUB.pdf,Eureka,,"Shrimp, ocean (pink)","785,893","$551,652 "
2018,Table 16PUB.pdf,Eureka,,Lingcod,"324,800","$321,712 "
2018,Table 16PUB.pdf,Eureka,,"Salmon, Chinook","36,509","$294,860 "
2018,Table 16PUB.pdf,Eureka,,"Tuna, albacore","118,585","$194,648 "
2018,Table 16PUB.pdf,Eureka,,"Thornyhead, shortspine","201,594","$189,635 "
2018,Table 16PUB.pdf,Eureka,,"Rockfish, widow","517,867","$180,880 "
2018,Table 16PUB.pdf,Eureka,,"Smelt, night","279,095","$166,631 "
2018,Table 16PUB.pdf,Eureka,,"Rockfish, canary","301,729","$143,447 "
2018,Table 16PUB.pdf,Eureka,,"Thornyhead, longspine","216,988","$121,102 "
2018,Table 16PUB.pdf,Eureka,,"Rockfish, group shelf","215,160","$92,727 "
2018,Table 16PUB.pdf,Eureka,,"Skate, longnose","213,210","$57,292 "
2018,Table 16PUB.pdf,Eureka,,"Halibut, California","9,077","$57,112 "
2018,Table 16PUB.pdf,Eureka,,"Sole, rex","127,191","$45,298 "
2018,Table 16PUB.pdf,Eureka,,"Sole, English","110,092","$27,431 "
2018,Table 16PUB.pdf,Eureka,,"Hagfish, unspecified","30,766","$24,613 "
2018,Table 16PUB.pdf,Eureka,,"Halibut, Pacific","2,766","$19,052 "
2018,Table 16PUB.pdf,Eureka,,"Rockfish, group slope","25,825","$13,978 "
2018,Table 16PUB.pdf,Eureka,,"Rockfish, darkblotched","34,747","$13,444 "
2018,Table 16PUB.pdf,Eureka,,"Rockfish, unspecified","28,020","$12,622 "
2018,Table 16PUB.pdf,Eureka,,"Skate, big","48,189","$12,226 "
2018,Table 16PUB.pdf,Eureka,,"Rockfish, black","6,145","$11,541 "
2018,Table 16PUB.pdf,Eureka,,"Rockfish, yellowtail","21,712","$10,576 "
2018,Table 16PUB.pdf,Eureka,,"Surfperch, redtail","8,644","$8,548 "
2018,Table 16PUB.pdf,Eureka,,"Sanddab, Pacific","13,428","$8,057 "
2018,Table 16PUB.pdf,Eureka,,"Rockfish, copper","3,013","$6,991 "
2018,Table 16PUB.pdf,Eureka,,"Flounder, arrowtooth","52,131","$5,211 "
2018,Table 16PUB.pdf,Eureka,,"Rockfish, chilipepper","11,311","$5,061 "
2018,Table 16PUB.pdf,Eureka,,"Rockfish, quillback","1,121","$3,419 "
2018,Table 16PUB.pdf,Eureka,,Sanddab,"4,767","$2,468 "
2018,Table 16PUB.pdf,Eureka,,"Rockfish, bocaccio","4,713","$1,992 "
2018,Table 16PUB.pdf,Eureka,,"Rockfish, vermilion","1,099","$1,962 "
2018,Table 16PUB.pdf,Eureka,,"Smelt, surf","2,410","$1,446 "
2018,Table 16PUB.pdf,Eureka,,"Rockfish, redbanded",667,"$1,060 "
2018,Table 16PUB.pdf,Eureka,,"Rockfish, blue",602,$982 
2018,Table 16PUB.pdf,Eureka,,"Crab, red rock",254,$762 
2018,Table 16PUB.pdf,Eureka,,"Skate, unspecified","1,900",$747 
2018,Table 16PUB.pdf,Eureka,,Cabezon,233,$466 
2018,Table 16PUB.pdf,Eureka,,"Rockfish, rougheye",489,$416 
2018,Table 16PUB.pdf,Eureka,,Grenadier,"4,599",$342 
2018,Table 16PUB.pdf,Eureka,,"Flounder, starry",341,$121 
2018,Table 16PUB.pdf,Eureka,,"Rockfish, group nearshore",64,$93 
2018,Table 16PUB.pdf,Eureka,,"Sole, curlfin",238,$71 
2018,Table 16PUB.pdf,Eureka,,"Rockfish, shortraker",120,$56 
2018,Table 16PUB.pdf,Eureka,,"Mackerel, jack",4,$42 
2018,Table 16PUB.pdf,Eureka,,"Rockfish, blackgill",46,$32 
2018,Table 16PUB.pdf,Eureka,,"Rockfish, flag",21,$32 
2018,Table 16PUB.pdf,Eureka,,"Rockfish, Pacific ocean perch",70,$28 
2018,Table 16PUB.pdf,Eureka,,"Rockfish, brown",6,$12 
2018,Table 16PUB.pdf,Eureka,,"Sole, slender",5,$0 
2018,Table 16PUB.pdf,Eureka,,"Trawled fish, unspecified","4,718",$0 
2018,Table 16PUB.pdf,Eureka,,"Octopus, unspecified",5,$0 
2018,Table 16PUB.pdf,Eureka,,"Mackerel, unspecified",20,$0 
2018,Table 16PUB.pdf,Eureka,,"Fish, unspecified","4,532",$0 
2018,Table 16PUB.pdf,Eureka,,"Shark, spiny dogfish",317,$0 
2018,Table 16PUB.pdf,Eureka,,"Whiting, Pacific",437,$0 
2018,Table 16PUB.pdf,Eureka,,"Rockfish, aurora",128,$0 
2018,Table 16PUB.pdf,Eureka,,"Rockfish, greenstriped",61,$0 
2018,Table 16PUB.pdf,Eureka,,Port Totals:,"11,996,394","$17,090,750 "
2018,Table 16PUB.pdf,Eureka,LANDING,LANDING,,
2018,Table 16PUB.pdf,Eureka,,"Crab, Dungeness","1,071,816","$3,169,782 "
2018,Table 16PUB.pdf,Eureka,,"Smelt, night",624,$374 
2018,Table 16PUB.pdf,Eureka,,Port Totals:,"1,072,440","$3,170,156 "
2018,Table 16PUB.pdf,Eureka,D,D,,
2018,Table 16PUB.pdf,Eureka,,"Crab, Dungeness","855,603","$2,859,955 "
2018,Table 16PUB.pdf,Eureka,,"Salmon, Chinook","6,232","$26,580 "
2018,Table 16PUB.pdf,Eureka,,Lingcod,"2,018","$6,602 "
2018,Table 16PUB.pdf,Eureka,,"Tuna, albacore","1,170","$1,610 "
2018,Table 16PUB.pdf,Eureka,,"Crab, rock unspecified",215,$591 
2018,Table 16PUB.pdf,Eureka,,"Rockfish, black",141,$212 
2018,Table 16PUB.pdf,Eureka,,"Rockfish, group shelf",36,$99 
2018,Table 16PUB.pdf,Eureka,,"Rockfish, vermilion",9,$27 
2018,Table 16PUB.pdf,Eureka,,"Rockfish, canary",9,$21 
2018,Table 16PUB.pdf,Eureka,,Port Totals:,"865,432","$2,895,697 "
2018,Table 16PUB.pdf,Eureka,SHELTER COVE,SHELTER COVE,,
2018,Table 16PUB.pdf,Eureka,,"Crab, Dungeness","95,287","$316,248 "
2018,Table 16PUB.pdf,Eureka,,Lingcod,"5,502","$17,662 "
2018,Table 16PUB.pdf,Eureka,,"Salmon, Chinook","1,751","$12,254 "
2018,Table 16PUB.pdf,Eureka,,"Rockfish, black","2,867","$7,944 "
2018,Table 16PUB.pdf,Eureka,,Sablefish,"1,801","$6,037 "
2018,Table 16PUB.pdf,Eureka,,"Rockfish, yellowtail","2,296","$5,813 "
2018,Table 16PUB.pdf,Eureka,,"Rockfish, vermilion","1,221","$4,848 "
2018,Table 16PUB.pdf,Eureka,,"Rockfish, canary","1,608","$4,709 "
2018,Table 16PUB.pdf,Eureka,,"Rockfish, blue","1,729","$4,536 "
2018,Table 16PUB.pdf,Eureka,,"Sole, petrale","1,098","$4,266 "
2018,Table 16PUB.pdf,Eureka,,"Rockfish, copper",434,"$1,727 "
2018,Table 16PUB.pdf,Eureka,,"Tuna, albacore",421,"$1,684 "
2018,Table 16PUB.pdf,Eureka,,"Rockfish, rosy",202,$725 
2018,Table 16PUB.pdf,Eureka,,"Rockfish, quillback",161,$619 
2018,Table 16PUB.pdf,Eureka,,"Seaperch, striped",148,$426 
2018,Table 16PUB.pdf,Eureka,,"Rockfish, widow",163,$408 
2018,Table 16PUB.pdf,Eureka,,Jacksmelt,176,$352 
2018,Table 16PUB.pdf,Eureka,,"Shark, thresher",152,$304 
2018,Table 16PUB.pdf,Eureka,,"Rockfish, olive",72,$221 
2018,Table 16PUB.pdf,Eureka,,"Rockfish, brown",48,$186 
2018,Table 16PUB.pdf,Eureka,,"Surfperch, barred",70,$175 
2018,Table 16PUB.pdf,Eureka,,Sanddab,72,$151 
2018,Table 16PUB.pdf,Eureka,,"Rockfish, bocaccio",41,$103 
2018,Table 16PUB.pdf,Eureka,,"Halibut, California",8,$56 
2018,Table 16PUB.pdf,Eureka,,"Surfperch, walleye",18,$45 
2018,Table 16PUB.pdf,Eureka,,Cabezon,11,$43 
2018,Table 16PUB.pdf,Eureka,,"Rockfish, chilipepper",9,$23 
2018,Table 16PUB.pdf,Eureka,,"Rockfish, China",4,$21 
2018,Table 16PUB.pdf,Eureka,,"Rockfish, greenspotted",2,$8 
2018,Table 16PUB.pdf,Eureka,,"Sole, rock",1,$3 
2018,Table 16PUB.pdf,Eureka,,Port Totals:,"117,370","$391,591 "
2018,Table 16PUB.pdf,Eureka,,"Crab, Dungeness","26,113","$83,151 "
2018,Table 16PUB.pdf,Eureka,,Port Totals:,"26,113","$83,151 "
2018,Table 16PUB.pdf,Eureka,H,H,,
2018,Table 16PUB.pdf,Eureka,,"Crab, Dungeness","13,008","$41,715 "
2018,Table 16PUB.pdf,Eureka,,"Halibut, California",22,$154 
2018,Table 16PUB.pdf,Eureka,,Port Totals:,"13,030","$41,869 "
2018,Table 16PUB.pdf,Eureka,ER PORTS,ER PORTS,,
2018,Table 16PUB.pdf,Eureka,,"Hagfish, unspecified","322,419","$220,455 "
2018,Table 16PUB.pdf,Eureka,,"Hagfish, Pacific","85,343","$49,499 "
2018,Table 16PUB.pdf,Eureka,,"Crab, Dungeness","4,588","$15,075 "
2018,Table 16PUB.pdf,Eureka,,"Salmon, Chinook",324,"$3,093 "
2018,Table 16PUB.pdf,Eureka,,"Halibut, California",307,"$2,611 "
2018,Table 16PUB.pdf,Eureka,,Port Totals:,"412,981","$290,734 "
2018,Table 16PUB.pdf,Eureka,,EUREKA totals:,"27,104,422","$52,210,406 "
2018,Table 17PUB.pdf,San Francisco,ANCISCO,ANCISCO,,
2018,Table 17PUB.pdf,San Francisco,,"Crab, Dungeness","1,321,723","$5,205,724 "
2018,Table 17PUB.pdf,San Francisco,,"Salmon, Chinook","159,434","$1,276,100 "
2018,Table 17PUB.pdf,San Francisco,,"Halibut, California","171,562","$1,170,064 "
2018,Table 17PUB.pdf,San Francisco,,Swordfish,"328,285","$1,081,505 "
2018,Table 17PUB.pdf,San Francisco,,Sablefish,"89,164","$322,263 "
2018,Table 17PUB.pdf,San Francisco,,"Tuna, bigeye","102,071","$307,037 "
2018,Table 17PUB.pdf,San Francisco,,"Squid, market","517,991","$257,318 "
2018,Table 17PUB.pdf,San Francisco,,"Herring, Pacific - roe","1,372,983","$247,137 "
2018,Table 17PUB.pdf,San Francisco,,Opah,"142,475","$149,139 "
2018,Table 17PUB.pdf,San Francisco,,"Tuna, yellowfin","48,779","$139,220 "
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, chilipepper","141,632","$68,819 "
2018,Table 17PUB.pdf,San Francisco,,"Shrimp, coonstriped","9,197","$50,725 "
2018,Table 17PUB.pdf,San Francisco,,Lingcod,"18,005","$44,870 "
2018,Table 17PUB.pdf,San Francisco,,"Sole, petrale","64,247","$35,626 "
2018,Table 17PUB.pdf,San Francisco,,"Seabass, white","5,855","$35,614 "
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, bocaccio","83,011","$35,178 "
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, brown","5,827","$32,408 "
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, gopher","3,634","$20,023 "
2018,Table 17PUB.pdf,San Francisco,,"Sole, sand","16,625","$16,660 "
2018,Table 17PUB.pdf,San Francisco,,Thornyheads,"1,988","$14,527 "
2018,Table 17PUB.pdf,San Francisco,,"Crab, rock unspecified","2,510","$14,016 "
2018,Table 17PUB.pdf,San Francisco,,"Shark, shortfin mako","10,362","$10,059 "
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, splitnose","46,306","$9,261 "
2018,Table 17PUB.pdf,San Francisco,,"Anchovy, northern","3,065","$8,939 "
2018,Table 17PUB.pdf,San Francisco,,"Tuna, albacore","43,635","$7,743 "
2018,Table 17PUB.pdf,San Francisco,,"Sea urchin, red","1,256","$6,905 "
2018,Table 17PUB.pdf,San Francisco,,Dolphin (fish),"4,103","$5,975 "
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, blackgill","3,656","$5,543 "
2018,Table 17PUB.pdf,San Francisco,,Wahoo,"2,952","$4,128 "
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, bank","8,321","$3,761 "
2018,Table 17PUB.pdf,San Francisco,SAN FRANCISCO,SAN FRANCISCO,,
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, copper",675,"$3,432 "
2018,Table 17PUB.pdf,San Francisco,,"Flounder, starry","3,363","$3,368 "
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, canary","2,605","$3,337 "
2018,Table 17PUB.pdf,San Francisco,,"Salmon, Roe (Chinook, Coho)",703,"$2,965 "
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, widow","4,054","$2,772 "
2018,Table 17PUB.pdf,San Francisco,,"Greenling, kelp",873,"$2,699 "
2018,Table 17PUB.pdf,San Francisco,,"Prickleback, monkeyface (eel)",259,"$2,621 "
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, vermilion","1,049","$2,575 "
2018,Table 17PUB.pdf,San Francisco,,"Fish, unspecified","1,069","$2,556 "
2018,Table 17PUB.pdf,San Francisco,,Pomfret,"1,388","$2,022 "
2018,Table 17PUB.pdf,San Francisco,,"Seaperch, striped",348,"$1,802 "
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, China",304,"$1,775 "
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, black",692,"$1,487 "
2018,Table 17PUB.pdf,San Francisco,,"Shark, spiny dogfish","13,657","$1,408 "
2018,Table 17PUB.pdf,San Francisco,,"Thornyhead, shortspine",447,"$1,239 "
2018,Table 17PUB.pdf,San Francisco,,"Shark, soupfin","1,612",$893 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, yellowtail",564,$851 
2018,Table 17PUB.pdf,San Francisco,,Oilfish,"1,556",$824 
2018,Table 17PUB.pdf,San Francisco,,"Skate, longnose","7,258",$811 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, blue",340,$789 
2018,Table 17PUB.pdf,San Francisco,,"Skate, unspecified","7,174",$607 
2018,Table 17PUB.pdf,San Francisco,,"Shark, leopard",580,$556 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, greenspotted","1,200",$528 
2018,Table 17PUB.pdf,San Francisco,,Cabezon,177,$499 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, rosy",170,$429 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, unspecified",184,$428 
2018,Table 17PUB.pdf,San Francisco,,"Surfperch, rubberlip",70,$385 
2018,Table 17PUB.pdf,San Francisco,,"Sanddab, Pacific","1,677",$349 
2018,Table 17PUB.pdf,San Francisco,,"Octopus, unspecified",101,$266 
2018,Table 17PUB.pdf,San Francisco,,"Tuna, skipjack",539,$260 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, group bolina",39,$234 
2018,Table 17PUB.pdf,San Francisco,ANCISCO,ANCISCO,,
2018,Table 17PUB.pdf,San Francisco,,"Skate, big","2,370",$233 
2018,Table 17PUB.pdf,San Francisco,,"Ratfish, spotted","8,645",$233 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, group shelf",791,$232 
2018,Table 17PUB.pdf,San Francisco,,"Shrimp, bay",30,$210 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, quillback",41,$203 
2018,Table 17PUB.pdf,San Francisco,,"Smelt, surf",72,$180 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, black-and-yellow",76,$175 
2018,Table 17PUB.pdf,San Francisco,,"Shark, unspecified",156,$165 
2018,Table 17PUB.pdf,San Francisco,,"Sole, rock",389,$143 
2018,Table 17PUB.pdf,San Francisco,,"Thornyhead, longspine",31,$133 
2018,Table 17PUB.pdf,San Francisco,,"Surfperch, redtail",43,$129 
2018,Table 17PUB.pdf,San Francisco,,"Eel, wolf (wolf-eel)",55,$116 
2018,Table 17PUB.pdf,San Francisco,,"Shark, thresher",71,$96 
2018,Table 17PUB.pdf,San Francisco,,"Sole, rex",785,$96 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, darkblotched",242,$93 
2018,Table 17PUB.pdf,San Francisco,,"Greenling, rock",31,$93 
2018,Table 17PUB.pdf,San Francisco,,Sanddab,"1,653",$90 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, greenstriped",671,$83 
2018,Table 17PUB.pdf,San Francisco,,"Croaker, white",67,$82 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, greenblotched",123,$53 
2018,Table 17PUB.pdf,San Francisco,,Jacksmelt,50,$50 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, treefish",9,$45 
2018,Table 17PUB.pdf,San Francisco,,"Sole, Dover","1,540",$42 
2018,Table 17PUB.pdf,San Francisco,,"Skate, California",146,$17 
2018,Table 17PUB.pdf,San Francisco,,"Mackerel, unspecified",104,$12 
2018,Table 17PUB.pdf,San Francisco,,"Goby, yellowfin",4,$12 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, redbanded",76,$10 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, starry",13,$10 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, flag",54,$8 
2018,Table 17PUB.pdf,San Francisco,,"Ray, Pacific electric",148,$4 
2018,Table 17PUB.pdf,San Francisco,,"Shark, sixgill",3,$0 
2018,Table 17PUB.pdf,San Francisco,ANCISCO,ANCISCO,,
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, cowcod",189,$0 
2018,Table 17PUB.pdf,San Francisco,,"Sole, curlfin",46,$0 
2018,Table 17PUB.pdf,San Francisco,,"Sole, English","1,135",$0 
2018,Table 17PUB.pdf,San Francisco,,"Flounder, arrowtooth",897,$0 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, stripetail",721,$0 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, shortbelly",380,$0 
2018,Table 17PUB.pdf,San Francisco,,"Sole, unspecified",2,$0 
2018,Table 17PUB.pdf,San Francisco,,"Sculpin, staghorn",2,$0 
2018,Table 17PUB.pdf,San Francisco,,"Surfperch, unspecified",3,$0 
2018,Table 17PUB.pdf,San Francisco,,"Whiting, Pacific","6,546",$0 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, group slope",123,$0 
2018,Table 17PUB.pdf,San Francisco,,"Sardine, Pacific",1,$0 
2018,Table 17PUB.pdf,San Francisco,,"Mackerel, jack",20,$0 
2018,Table 17PUB.pdf,San Francisco,,"Turbot, hornyhead",1,$0 
2018,Table 17PUB.pdf,San Francisco,,"Midshipman, plainfin",10,$0 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, rosethorn",1,$0 
2018,Table 17PUB.pdf,San Francisco,,"Shad, American",126,$0 
2018,Table 17PUB.pdf,San Francisco,,"Shrimp, ocean (pink)",20,$0 
2018,Table 17PUB.pdf,San Francisco,,Eel,14,$0 
2018,Table 17PUB.pdf,San Francisco,,"Sole, slender",10,$0 
2018,Table 17PUB.pdf,San Francisco,,Port Totals:,"4,814,115","$10,634,096 "
2018,Table 17PUB.pdf,San Francisco,TON-HALF MOON,TON-HALF MOON,,
2018,Table 17PUB.pdf,San Francisco,,"Crab, Dungeness","801,021","$3,728,542 "
2018,Table 17PUB.pdf,San Francisco,,"Salmon, Chinook","286,556","$2,522,723 "
2018,Table 17PUB.pdf,San Francisco,,"Squid, market","2,512,684","$1,249,492 "
2018,Table 17PUB.pdf,San Francisco,,"Halibut, California","46,204","$263,122 "
2018,Table 17PUB.pdf,San Francisco,,"Prawn, spot","12,716","$216,815 "
2018,Table 17PUB.pdf,San Francisco,,"Sole, petrale","177,257","$167,680 "
2018,Table 17PUB.pdf,San Francisco,,"Anchovy, northern","3,157,224","$157,861 "
2018,Table 17PUB.pdf,San Francisco,,Sablefish,"45,910","$143,597 "
2018,Table 17PUB.pdf,San Francisco,PRINCETON-HALF MOON,PRINCETON-HALF MOON,,
2018,Table 17PUB.pdf,San Francisco,,"Sea urchin, red","9,764","$67,775 "
2018,Table 17PUB.pdf,San Francisco,,"Crab, rock unspecified","29,035","$60,990 "
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, chilipepper","117,816","$53,248 "
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, bocaccio","75,441","$36,522 "
2018,Table 17PUB.pdf,San Francisco,,Lingcod,"18,460","$36,179 "
2018,Table 17PUB.pdf,San Francisco,,"Sanddab, Pacific","69,507","$23,241 "
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, blue","3,626","$15,619 "
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, brown","2,595","$12,859 "
2018,Table 17PUB.pdf,San Francisco,,Sanddab,"21,954","$9,426 "
2018,Table 17PUB.pdf,San Francisco,,"Croaker, white","6,008","$8,843 "
2018,Table 17PUB.pdf,San Francisco,,Butterfish (Pacific pompano),"3,279","$4,914 "
2018,Table 17PUB.pdf,San Francisco,,"Crab, box",820,"$4,628 "
2018,Table 17PUB.pdf,San Francisco,,"Crab, red rock","2,706","$4,452 "
2018,Table 17PUB.pdf,San Francisco,,"Sole, sand","3,768","$3,759 "
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, vermilion",907,"$3,631 "
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, canary","2,253","$3,628 "
2018,Table 17PUB.pdf,San Francisco,,"Flounder, starry","3,553","$3,190 "
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, black",507,"$2,805 "
2018,Table 17PUB.pdf,San Francisco,,"Tuna, albacore","1,723","$2,671 "
2018,Table 17PUB.pdf,San Francisco,,"Seabass, white",345,"$2,158 "
2018,Table 17PUB.pdf,San Francisco,,"Prickleback, monkeyface (eel)",214,"$2,116 "
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, yellowtail",483,"$2,075 "
2018,Table 17PUB.pdf,San Francisco,,"Sole, English","6,744","$1,641 "
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, olive",256,"$1,115 "
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, copper",134,$903 
2018,Table 17PUB.pdf,San Francisco,,"Skate, longnose","4,264",$848 
2018,Table 17PUB.pdf,San Francisco,,"Thornyhead, shortspine",164,$649 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, widow",289,$604 
2018,Table 17PUB.pdf,San Francisco,,"Sole, Dover",420,$585 
2018,Table 17PUB.pdf,San Francisco,,"Shrimp, bay",70,$490 
2018,Table 17PUB.pdf,San Francisco,,"Salmon, pink",52,$489 
2018,Table 17PUB.pdf,San Francisco,TON-HALF MOON,TON-HALF MOON,,
2018,Table 17PUB.pdf,San Francisco,,"Sole, rock",852,$460 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, black-and-yellow",57,$418 
2018,Table 17PUB.pdf,San Francisco,,Jacksmelt,134,$353 
2018,Table 17PUB.pdf,San Francisco,,"Mudsucker, longjaw",34,$340 
2018,Table 17PUB.pdf,San Francisco,,"Sole, curlfin",479,$325 
2018,Table 17PUB.pdf,San Francisco,,"Octopus, unspecified",283,$303 
2018,Table 17PUB.pdf,San Francisco,,"Skate, unspecified","1,470",$294 
2018,Table 17PUB.pdf,San Francisco,,Cabezon,31,$288 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, unspecified",80,$249 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, cowcod",592,$243 
2018,Table 17PUB.pdf,San Francisco,,Grenadier,817,$204 
2018,Table 17PUB.pdf,San Francisco,,Turbot,210,$179 
2018,Table 17PUB.pdf,San Francisco,,"Salmon, Roe (Chinook, Coho)",194,$158 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, gopher",16,$149 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, China",14,$145 
