"row_id","species","metric","year","table","category","Eureka","Fort.Bragg","Bodega.Bay","San.Francisco","Monterey","Morro.Bay","Santa.Barbara","Los.Angeles","San.Diego"
1984,"Rockfish, bocaccio","Value",1991,"Table 5e","Rockfish:","$32,059","$97,374","$37,491","$228,281","$160,030","$111,258","$41,266","$16,556","$1,325"
1985,"Rockfish, bronzespotted","Landings",1991,"Table 5e","Rockfish:","","","","","","8","","",""
1986,"Rockfish, bronzespotted","Value",1991,"Table 5e","Rockfish:","","","","","","$2","","",""
1987,"Rockfish, brown","Landings",1991,"Table 5e","Rockfish:","530","","15","9","2,501","4","","2",""
1988,"Rockfish, brown","Value",1991,"Table 5e","Rockfish:","$341","","$5","$5","$884","$3","","$3",""
1989,"Rockfish, canary","Landings",1991,"Table 5e","Rockfish:","25,234","35,339","2","154","","9","","",""
1990,"Rockfish, canary","Value",1991,"Table 5e","Rockfish:","$17,086","$22,967","$1","$108","","$5","","",""
1991,"Rockfish, chilipepper","Landings",1991,"Table 5e","Rockfish:","7,495","152","38,464","1,450,365","161,562","173,374","88,832","16,360","397"
1992,"Rockfish, chilipepper","Value",1991,"Table 5e","Rockfish:","$3,039","$53","$15,574","$472,560","$62,315","$64,556","$35,869","$7,147","$324"
1993,"Rockfish, China","Landings",1991,"Table 5e","Rockfish:","1,408","1,894","2","11,119","43","415","3,116","",""
1994,"Rockfish, China","Value",1991,"Table 5e","Rockfish:","$1,162","$1,895","$1","$12,743","$41","$432","$4,986","",""
1995,"Rockfish, copper","Landings",1991,"Table 5e","Rockfish:","17,631","17,056","652","672","50","","123","",""
1996,"Rockfish, copper","Value",1991,"Table 5e","Rockfish:","$8,670","$10,763","$324","$736","$43","","$184","",""
1997,"Rockfish, copper (whitebelly)","Landings",1991,"Table 5e","Rockfish:","","","897","","79","2,660","6,191","63","485"
1998,"Rockfish, copper (whitebelly)","Value",1991,"Table 5e","Rockfish:","","","$404","","$56","$1,830","$5,375","$57","$339"
1999,"Rockfish, cowcod","Landings",1991,"Table 5e","Rockfish:","","","47","1,672","114","720","4,880","4,372","3,375"
2000,"Rockfish, cowcod","Value",1991,"Table 5e","Rockfish:","","","$21","$796","$68","$542","$6,376","$7,007","$5,231"
2001,"Rockfish, gopher","Landings",1991,"Table 5e","Rockfish:","","","","","","5","","",""
2002,"Rockfish, gopher","Value",1991,"Table 5e","Rockfish:","","","","","","$4","","",""
2003,"Rockfish, grass","Landings",1991,"Table 5e","Rockfish:","","","","","18","3,635","","",""
2004,"Rockfish, grass","Value",1991,"Table 5e","Rockfish:","","","","","$18","$3,640","","",""
2005,"Rockfish, greenspotted","Landings",1991,"Table 5e","Rockfish:","2,886","","","","","","","",""
2006,"Rockfish, greenspotted","Value",1991,"Table 5e","Rockfish:","$2,024","","","","","","","",""
2007,"Rockfish, greenstriped","Landings",1991,"Table 5e","Rockfish:","","","","","","","1,045","",""
2008,"Rockfish, greenstriped","Value",1991,"Table 5e","Rockfish:","","","","","","","$523","",""
2009,"Rockfish, group bocaccio/chilipepper","Landings",1991,"Table 5e","Rockfish:","1,374","3,010","3,983","398","5,127","4,268","2,360","1,687","921"
2010,"Rockfish, group bocaccio/chilipepper","Value",1991,"Table 5e","Rockfish:","$431","$903","$1,735","$256","$2,133","$1,184","$1,200","$999","$650"
2012,"Rockfish, group bolina","Landings",1991,"Table 5e","Crustaceans:","1,874","502","54,853","110,744","17,319","12,356","5,608","570","120"
2013,"Rockfish, group bolina","Value",1991,"Table 5e","Crustaceans:","$1,421","$427","$47,545","$158,737","$15,359","$12,694","$7,130","$733","$133"
2014,"Rockfish, group deepwater reds","Landings",1991,"Table 5e","Crustaceans:","237","","","","20","","","",""
2015,"Rockfish, group deepwater reds","Value",1991,"Table 5e","Crustaceans:","$76","","","","$8","","","",""
2016,"Rockfish, group gopher","Landings",1991,"Table 5e","Crustaceans:","3","151","7,352","7,003","72,504","96,070","172","",""
2017,"Rockfish, group gopher","Value",1991,"Table 5e","Crustaceans:","$3","$92","$5,332","$7,685","$93,418","$117,679","$198","",""
2018,"Rockfish, group red","Landings",1991,"Table 5e","Crustaceans:","134,667","727,269","155,467","418,815","164,367","311,496","258,116","119,566","36,852"
2019,"Rockfish, group red","Value",1991,"Table 5e","Crustaceans:","$80,771","$266,303","$58,295","$261,290","$125,899","$357,846","$368,871","$155,799","$44,478"
2020,"Rockfish, group rosefish","Landings",1991,"Table 5e","Crustaceans:","4,224","74,103","33,748","265,956","312,903","219,176","254","",""
2021,"Rockfish, group rosefish","Value",1991,"Table 5e","Crustaceans:","$1,182","$20,821","$9,465","$78,243","$71,876","$48,356","$143","",""
2022,"Rockfish, group small","Landings",1991,"Table 5e","Crustaceans:","438,739","48,978","67,731","61,713","111,676","79,452","114","112","22"
2023,"Rockfish, group small","Value",1991,"Table 5e","Crustaceans:","$122,730","$16,828","$19,143","$21,064","$30,218","$23,011","$173","$31","$17"
2024,"Rockfish, kelp","Landings",1991,"Table 5e","Crustaceans:","","1,182","","","40","","","",""
2025,"Rockfish, kelp","Value",1991,"Table 5e","Crustaceans:","","$886","","","$30","","","",""
2026,"Rockfish, olive","Landings",1991,"Table 5e","Crustaceans:","","","","7","","1","","128",""
2027,"Rockfish, olive","Value",1991,"Table 5e","Crustaceans:","","","","$5","","$0.4","","$61",""
2028,"Rockfish, redbanded","Landings",1991,"Table 5e","Crustaceans:","18","","","","","","","",""
2029,"Rockfish, redbanded","Value",1991,"Table 5e","Crustaceans:","$12","","","","","","","",""
2030,"Rockfish, rosethorn","Landings",1991,"Table 5e","Crustaceans:","","5,752","","","","","","",""
2031,"Rockfish, rosethorn","Value",1991,"Table 5e","Crustaceans:","","$2,677","","","","","","",""
2032,"Rockfish, rosy","Landings",1991,"Table 5e","Crustaceans:","64","","","","","","","",""
2033,"Rockfish, rosy","Value",1991,"Table 5e","Crustaceans:","$22","","","","","","","",""
2034,"Rockfish, splitnose","Landings",1991,"Table 5e","Crustaceans:","","1,204","6,284","","","103,782","141","44","540"
2035,"Rockfish, splitnose","Value",1991,"Table 5e","Crustaceans:","","$337","$1,760","","","$29,059","$106","$29","$432"
2036,"Rockfish, starry","Landings",1991,"Table 5e","Crustaceans:","64","551","","","","95","8,497","24,204","241"
2037,"Rockfish, starry","Value",1991,"Table 5e","Crustaceans:","$22","$297","","","","$46","$13,584","$40,762","$446"
2038,"Rockfish, unspecified","Landings",1991,"Table 5e","Crustaceans:","2,164,406","1,818,957","1,076,689","1,540,537","1,692,730","1,289,137","1,143,587","413,929","186,283"
2039,"Rockfish, unspecified","Value",1991,"Table 5e","Crustaceans:","$706,282","$591,627","$377,054","$660,535","$670,043","$627,102","$699,977","$294,229","$161,373"
2040,"Rockfish, vermilion","Landings",1991,"Table 5e","Crustaceans:","397","1,184","","","","","10","",""
2041,"Rockfish, vermilion","Value",1991,"Table 5e","Crustaceans:","$329","$825","","","","","$7","",""
2042,"Rockfish, widow","Landings",1991,"Table 5e","Crustaceans:","1,167,787","336,527","243,987","678,648","87,287","9,744","12,801","",""
2043,"Rockfish, widow","Value",1991,"Table 5e","Crustaceans:","$318,669","$91,280","$67,240","$206,461","$31,402","$3,887","$4,663","",""
2044,"Rockfish, yelloweye","Landings",1991,"Table 5e","Crustaceans:","46,382","21,777","551","15,122","1,412","","1,622","",""
2045,"Rockfish, yelloweye","Value",1991,"Table 5e","Crustaceans:","$37,579","$16,952","$358","$12,235","$1,060","","$2,510","",""
2046,"Rockfish, yellowtail","Landings",1991,"Table 5e","Crustaceans:","88,182","2,712","4,436","158,875","11,955","35","22,559","5,281",""
2047,"Rockfish, yellowtail","Value",1991,"Table 5e","Crustaceans:","$31,824","$2,305","$1,675","$64,026","$5,253","$14","$9,693","$2,512",""
2049,"Crab, box","Landings",1991,"Table 5e","Echinoderms:","","","","","","","122","137","125"
2050,"Crab, box","Value",1991,"Table 5e","Echinoderms:","","","","","","","$82","$397","$125"
2051,"Crab, claws","Landings",1991,"Table 5e","Echinoderms:","1,403","156","","2","140","3,561","18,080","3,256","2,208"
2052,"Crab, claws","Value",1991,"Table 5e","Echinoderms:","$702","$42","","$1","$58","$937","$4,445","$1,037","$512"
2053,"Crab, Dungeness","Landings",1991,"Table 5e","Echinoderms:","3,065,049","134,250","417,308","494,556","53,406","68,519","7,479","5,475","2"
2054,"Crab, Dungeness","Value",1991,"Table 5e","Echinoderms:","$4,412,791","$217,847","$774,563","$1,089,106","$118,208","$162,458","$10,133","$15,619","$1"
2055,"Crab, king","Landings",1991,"Table 5e","Echinoderms:","","","","","","","","","275"
2056,"Crab, king","Value",1991,"Table 5e","Echinoderms:","","","","","","","","","$275"
2057,"Crab, rock unspecified","Landings",1991,"Table 5e","Echinoderms:","10,606","670","4,109","50,106","34,810","419,839","595,309","247,121","260,812"
2058,"Crab, rock unspecified","Value",1991,"Table 5e","Echinoderms:","$14,161","$732","$7,812","$82,938","$32,363","$409,928","$617,063","$281,102","$233,439"
2059,"Crab, sand","Landings",1991,"Table 5e","Echinoderms:","96","","","","","","","",""
2060,"Crab, sand","Value",1991,"Table 5e","Echinoderms:","$48","","","","","","","",""
2061,"Crab, spider","Landings",1991,"Table 5e","Echinoderms:","67","","","","42","714","53,130","40,840","4,707"
2062,"Crab, spider","Value",1991,"Table 5e","Echinoderms:","$134","","","","$84","$654","$35,911","$25,885","$3,074"
2063,"Lobster, California spiny","Landings",1991,"Table 5e","Echinoderms:","","","","","","325","193,687","213,875","197,213"
2064,"Lobster, California spiny","Value",1991,"Table 5e","Echinoderms:","","","","","","$894","$1,217,406","$1,348,509","$1,253,348"
2065,"Prawn, ridgeback","Landings",1991,"Table 5e","Echinoderms:","","","","","","","115,042","12,135","1,306"
2066,"Prawn, ridgeback","Value",1991,"Table 5e","Echinoderms:","","","","","","","$152,200","$25,190","$6,826"
2067,"Prawn, spot","Landings",1991,"Table 5e","Echinoderms:","","","1","1,527","12,605","8,582","102,074","171,907","16,391"
2068,"Prawn, spot","Value",1991,"Table 5e","Echinoderms:","","","$3","$5,235","$81,405","$48,455","$498,932","$898,568","$86,717"
2069,"Shrimp, bay","Landings",1991,"Table 5e","Echinoderms:","","","8,038","132,517","","","170","",""
2070,"Shrimp, bay","Value",1991,"Table 5e","Echinoderms:","","","$29,871","$453,621","","","$893","",""
2071,"Shrimp, brine","Landings",1991,"Table 5e","Echinoderms:","","","","1,594,245","","","","","17,192"
2072,"Shrimp, brine","Value",1991,"Table 5e","Echinoderms:","","","","$159,425","","","","","$1,719"
2073,"Shrimp, ghost","Landings",1991,"Table 5e","Echinoderms:","","","","","","","","60","27"
2074,"Shrimp, ghost","Value",1991,"Table 5e","Echinoderms:","","","","","","","","$563","$46"
2075,"Shrimp, Pacific Ocean","Landings",1991,"Table 5e","Echinoderms:","10,221,736","141,658","25","90","","34","58","58","1,123"
2076,"Shrimp, Pacific Ocean","Value",1991,"Table 5e","Echinoderms:","$5,756,354","$76,444","$13","$51","","$19","$48","$58","$618"
2077,"Shrimp, red rock","Landings",1991,"Table 5e","Echinoderms:","","","","1","","","","11","88"
2078,"Shrimp, red rock","Value",1991,"Table 5e","Echinoderms:","","","","$4","","","","$110","$832"
2079,"Shrimp, unspecified","Landings",1991,"Table 5e","Echinoderms:","","","","","","","","42",""
2080,"Shrimp, unspecified","Value",1991,"Table 5e","Echinoderms:","","","","","","","","$179",""
2083,"Sea cucumber, unspecified","Landings",1991,"Table 5e","Echinoderms:","","745","44,795","72","","1,258","275,404","255,882","3,816"
2084,"Sea cucumber, unspecified","Value",1991,"Table 5e","Echinoderms:","","$67","$17,918","$36","","$164","$59,591","$101,845","$1,319"
2086,"Urchin, purple sea","Landings",1991,"Table 5e","Mollusks:","","129,911","49,822","28,833","","","146,731","31,641","3,248"
2087,"Urchin, purple sea","Value",1991,"Table 5e","Mollusks:","","$62,017","$31,667","$10,769","","","$103,165","$21,959","$2,106"
2088,"Urchin, red","Landings",1991,"Table 5e","Mollusks:","69,533","10,979,649","5,439,483","284,485","","2,895","19,369,662","4,256,549","1,543,177"
2089,"Urchin, red","Value",1991,"Table 5e","Mollusks:","$79,963","$8,354,466","$3,812,567","$158,069","","$2,911","$16,793,615","$2,929,376","$1,221,175"
2092,"Abalone","Landings",1991,"Table 5e","Mollusks:","","1,350","","","","","","",""
2093,"Abalone","Value",1991,"Table 5e","Mollusks:","","$405","","","","","","",""
2094,"Abalone, black","Landings",1991,"Table 5e","Mollusks:","","","","6","","","24,643","2,542","29"
2095,"Abalone, black","Value",1991,"Table 5e","Mollusks:","","","","$28","","","$110,930","$11,049","$123"
2096,"Abalone, green","Landings",1991,"Table 5e","Mollusks:","","","","","","","567","6,919","677"
2097,"Abalone, green","Value",1991,"Table 5e","Mollusks:","","","","","","","$2,759","$47,356","$4,733"
2098,"Abalone, pink","Landings",1991,"Table 5e","Mollusks:","","","","","","","3,827","6,756","2,300"
2099,"Abalone, pink","Value",1991,"Table 5e","Mollusks:","","","","","","","$23,363","$42,594","$14,917"
2100,"Abalone, red","Landings",1991,"Table 5e","Mollusks:","","","","76,349","","551","250,376","1,376","2,321"
2101,"Abalone, red","Value",1991,"Table 5e","Mollusks:","","","","$380,788","","$2,535","$1,152,827","$7,196","$12,060"
2102,"Abalone, white","Landings",1991,"Table 5e","Mollusks:","","","","","","","","2","2"
2103,"Abalone, white","Value",1991,"Table 5e","Mollusks:","","","","","","","","$12","$12"
2104,"Clam, California jackknife","Landings",1991,"Table 5e","Mollusks:","","","","800","","","","3,922",""
2105,"Clam, California jackknife","Value",1991,"Table 5e","Mollusks:","","","","$280","","","","$8,002",""
2106,"Limpet, unspecified","Landings",1991,"Table 5e","Mollusks:","","","","12","","359","","",""
2107,"Limpet, unspecified","Value",1991,"Table 5e","Mollusks:","","","","$12","","$359","","",""
2108,"Mussel","Landings",1991,"Table 5e","Mollusks:","","","","","","","","15,953",""
2109,"Mussel","Value",1991,"Table 5e","Mollusks:","","","","","","","","$9,572",""
2110,"Octopus, unspecified","Landings",1991,"Table 5e","Mollusks:","19,354","6,367","913","4,433","323","41","76","1,263","6"
2111,"Octopus, unspecified","Value",1991,"Table 5e","Mollusks:","$16,987","$6,032","$726","$3,122","$302","$41","$19","$1,511","$6"
2112,"Oyster, California native","Landings",1991,"Table 5e","Mollusks:","","","","","","","740","",""
2113,"Oyster, California native","Value",1991,"Table 5e","Mollusks:","","","","","","","$18,622","",""
2114,"Snail, sea","Landings",1991,"Table 5e","Mollusks:","","","","1,112","","287","9,626","12,583","2,239"
2115,"Snail, sea","Value",1991,"Table 5e","Mollusks:","","","","$1,129","","$115","$3,752","$4,974","$1,722"
2116,"Snails, moon","Landings",1991,"Table 5e","Mollusks:","","","","","","","2","",""
2117,"Snails, moon","Value",1991,"Table 5e","Mollusks:","","","","","","","$1","",""
2118,"Squid, jumbo","Landings",1991,"Table 5e","Mollusks:","","","","","","","82,960","653,000",""
2119,"Squid, jumbo","Value",1991,"Table 5e","Mollusks:","","","","","","","$8,296","$65,300",""
2120,"Squid, market","Landings",1991,"Table 5e","Mollusks:","","3,940","436,441","2,807,503","14,777,840","46","37,268,260","27,132,920",""
2121,"Squid, market","Value",1991,"Table 5e","Mollusks:","","$972","$45,070","$301,441","$1,603,354","$17","$2,571,834","$1,628,839",""
2123,"Whelk, Kellet's","Landings",1992,"Table 5f","Fish:","","","","","","","743","1,083","157"
2124,"Whelk, Kellet's","Value",1992,"Table 5f","Fish:","","","","","","","$289","$1,083","$125"
2128,"Algae, marine","Landings",1992,"Table 5f","Fish:","","","","","","38","","",""
2129,"Algae, marine","Value",1992,"Table 5f","Fish:","","","","","","$18","","",""
2130,"Kelp","Landings",1992,"Table 5f","Fish:","","","","","","7","","","5,985"
2131,"Kelp","Value",1992,"Table 5f","Fish:","","","","","","$7","","","$1,796"
2134,"Invertebrates, colonial","Landings",1992,"Table 5f","Fish:","","","","","590","","","",""
2135,"Invertebrates, colonial","Value",1992,"Table 5f","Fish:","","","","","$3,623","","","",""
2136,"Worms, marine","Landings",1992,"Table 5f","Fish:","","","","","","","","127",""
2137,"Worms, marine","Value",1992,"Table 5f","Fish:","","","","","","","","$1,059",""
2139,"Total","Landings",1992,"Table 5f","Fish:","50,262,518","21,199,377","13,648,295","36,197,636","30,450,042","10,001,228","63,094,029","142,500,465","4,180,029"
2140,"Total","Value",1992,"Table 5f","Fish:","$19,658,535","$13,991,057","$9,369,082","$21,886,197","$7,888,745","$6,207,415","$27,049,784","$30,037,758","$6,270,690"
2142,"Anchovy, northern","Landings",1992,"Table 5f","Fish:","1,530","","","362,430","1,340,921","","205,110","301,280","266,532"
2143,"Anchovy, northern","Value",1992,"Table 5f","Fish:","$131","","","$34,404","$65,560","","$29,994","$17,858","$266,532"
2144,"Barracuda, California","Landings",1992,"Table 5f","Fish:","","","","93","1,516","7,674","6,052","63,826","2,050"
2145,"Barracuda, California","Value",1992,"Table 5f","Fish:","","","","$73","$832","$4,867","$3,892","$47,907","$1,536"
2146,"Bass, giant sea","Landings",1992,"Table 5f","Fish:","","","","","2,055","91","2,020","1,956","2,551"
2147,"Bass, giant sea","Value",1992,"Table 5f","Fish:","","","","","$2,092","$212","$3,314","$2,842","$4,779"
2148,"Bass, kelp","Landings",1992,"Table 5f","Fish:","","","","","","","","","113"
2149,"Bass, kelp","Value",1992,"Table 5f","Fish:","","","","","","","","","$135"
2150,"Blacksmith","Landings",1992,"Table 5f","Fish:","","","","","","","","315",""
2151,"Blacksmith","Value",1992,"Table 5f","Fish:","","","","","","","","$92",""
2152,"Bonito, Pacific","Landings",1992,"Table 5f","Fish:","24","","","432","165","1,512","1,881","2,331,329","2,476"
2153,"Bonito, Pacific","Value",1992,"Table 5f","Fish:","$5","","","$383","$78","$582","$802","$440,428","$1,419"
