"SPECIES","CA_JETTY_TOTAL_MORTALITY_NUM","CA_JETTY_TOTAL_MORTALITY_MT","CA_BEACH_TOTAL_MORTALITY_NUM","CA_BEACH_TOTAL_MORTALITY_MT","CA_CHARTER_TOTAL_MORTALITY_NUM","CA_CHARTER_TOTAL_MORTALITY_MT","CA_PRIVATE_TOTAL_MORTALITY_NUM","CA_PRIVATE_TOTAL_MORTALITY_MT","OR_CHARTER_TOTAL_MORTALITY_NUM","OR_CHARTER_TOTAL_MORTALITY_MT","OR_PRIVATE_TOTAL_MORTALITY_NUM","OR_PRIVATE_TOTAL_MORTALITY_MT","WA_CHARTER_TOTAL_MORTALITY_NUM","WA_CHARTER_TOTAL_MORTALITY_MT","WA_PRIVATE_TOTAL_MORTALITY_NUM","WA_PRIVATE_TOTAL_MORTALITY_MT"
"Albacore",,,,,,,,,5443,44.73101448821862568797340744373603618334,12308,101.148140055299438722685412239115034603,13045,110.665997585997794928335170893054024256,1166,9.89164838522601984564498346196251378169
"Arrowtooth Flounder",,,,,,,,,12,.02286,10,.01905
"Chilipepper",,,,,,,,,4,.00185582222222222222222222222222222222222
"China Rockfish",,,,,,,,,1202,1.21407460497309591952974912746632761457,768,.8061066228831709687074076008108476420647,234.647472527472527472527472527472527472,.1863757134307692307692307692307692307692,1533.487230769230769230769230769230769231,1.20288639209010989010989010989010989011
"Cod Family",,,,,,,,,,,,,814,2.604393,1298,4.152951
"Copper Rockfish",,,,,,,,,968,1.45642948586983211092540940054952754875,356,.5515039117993207284765397184356825816523,156.143653846153846153846153846153846154,.1784115365,513.969551282051282051282051282051282053,.5914282185
"Curlfin Sole",,,,,,,,,2,.0006
"Deacon/Blue Rockfish Unknown",,,,,,,,,20315,14.64521951282960419983092497888449421502,7490,5.58433285041480200038768418553487194725
"Dover Sole",,,,,,,,,2,.00136190476190476190476190476190476190476,3,.00204285714285714285714285714285714285714
"Flatfish Order",,,,,,,,,5,,34,,391.52,.0992450291891905648,489.71,.1241348672972990179
"Gopher Rockfish",,,,,,,,,10,.00877113402061855670103092783505154639175
"Grass Rockfish",,,,,,,,,2,.00283372881355932203389830508474576271186,11,.0155855084745762711864406779661016949152
"Greenspotted Rockfish",,,,,,,,,9,.008631818181818181818181818181818181818189,5,.004795454545454545454545454545454545454549
"Greenstriped Rockfish",,,,,,,,,197,.0910076521153846153846153846153846153847,40,.0211027140559440559440559440559440559441
"Jack Mackerel",,,,,,,,,97,.1284472519083969465648854961832061068704,79,.1046116793893129770992366412213740458018
"Kelp Greenling",,,,,,,,,3636,2.54757318412347703229247746424559683622,2552,1.80584285081782303466995778152947843806,956.31,.676929961,2444.21,1.771473103
"Lingcod",,,,,,,,,14183,49.10651127116516045098923517467570310951,15324,55.56995829502719955835279906813556459826,12779.64,46.260129746,10560.87,37.639306435
"Longnose Skate",,,,,,,,,5,.0275357142857142857142857142857142857143,13,.0715928571428571428571428571428571428573
"Mackerel Family",,,,,,,,,18,,35
"Northern Anchovy",,,,,,,,,,,175,.003255
"Pacific (Chub) Mackerel",,,,,,,,,66,.0365227909487988352341664644503761223005,413,.2482310050903563432579562571824937160335
"Pacific Bonito",,,,,,,,,,,7,.01133125
"Pacific Cod",,,,,,,,,,,27,.0943939285714285714285714285714285714286,2408.895,4.82475040216258741258741258741258741259,3691.598015873015873015873015873015873017,7.69441936175907425907425907425907425907
"Pacific Hake",,,,,,,,,21,.01497573,614,.45771016
"Pacific Herring",,,,,,,,,,,551,.057855
"Pacific Sanddab",,,,,,,,,6099,1.26659431709599761478870361460924763115,2600,.4787483335185232658046302195700430824957
"Pacific Sardine",,,,,,,,,,,14,.00136111111111111111111111111111111111111
"Pacific Tomcod",,,,,,,,,,,34,.0055114
"Petrale Sole",,,,,,,,,31,.0391068202470738391647752741353015366149,75,.1047844798832196227205616420214283285017
"Quillback Rockfish",,,,,,,,,1630,1.80662090849599723944005966812934408474,506,.6128425731724700924767717217666958182341,752.858333333333333333333333333333333333,.8237819305,1270.485,1.4055976805
"Red Irish Lord",,,,,,,,,86,.0628070389705882352941176470588235294119,98,.0742179477941176470588235294117647058826
"Redbanded Rockfish",,,,,,,,,11,.0180448888888888888888888888888888888888,7,.0114831111111111111111111111111111111111
"Redstripe Rockfish",,,,,,,,,28,.0128291320754716981132075471698113207548,8,.00251538461538461538461538461538461538462
"Redtail Surfperch",,,,,,,,,5,.00340789473684210526315789473684210526316,14,.00954210526315789473684210526315789473684
"Rock Greenling",,,,,,,,,6,.005332909090909090909090909090909090909092,72,.0639949090909090909090909090909090909093
"Rock Sole",,,,,,,,,7,.006313424657534246575342465753424657534248
"Rockfish Genus",,,,,,,,,58,,744,,1375.8,1.73186102982,432.316666666666666666666666666666666666,.5442014737183333333333333333333333333334
"Rosethorn Rockfish",,,,,,,,,58,.0186109895981326321883597425393091027766,3,.00105882352941176470588235294117647058824
"Rosy Rockfish",,,,,,,,,27,.008050960275224426167822394237488577111228
"Sablefish",,,,,,,,,313,1.51749646338371118566700375922158097134,341,1.72297773546148428541469289011308706727
"Sand Sole",,,,,,,,,25,.0112099757906374692321341638192646650682,145,.0670360646262383183046048061930797588495
"Sculpin Family",,,,,,,,,51,,24
"Silvergray Rockfish",,,,,,,,,8,.0145365458972753974095295744227157980176
"Skate Family",,,,,,,,,1,,20
"Soupfin Shark",,,,,,,,,,,4,.0113
"Spiny Dogfish Shark",,,,,,,,,7,.02394814,22,.092101856
"Spotted Ratfish",,,,,,,,,3,.0024,0,0
"Starry Flounder",,,,,,,,,13,.0193612,142,.206926
"Striped Seaperch",,,,,,,,,23,.0155853146853146853146853146853146853147,61,.0413349650349650349650349650349650349651
"Surfperch Family",,,,,,,,,,,,,3,.0010724187,591,.2112664839
"Thresher Shark",,,,,,,,,,,2,.267266475
"Tiger Rockfish",,,,,,,,,202,.2257612254921796949132399890695834627896,23,.0259364861530566885464081353726393199624,34,.0410413416326530612244897959183673469388,89,.1070691673469387755102040816326530612245
"Unidentified (Sharks)",,,,,,,,,2,,7,,341.55,.444306376305,796.7,1.03638966477
"Unidentified Fish",,,,,,,,,2,,10,,3692,7.5820883528,2279,4.6802760986
"Vermilion Rockfish",,,,,,,,,1005,2.13562528459389543436876278415209135557,664,1.36122920853424893647061692345958455973,33,.0714136,81,.1739035
"White Sturgeon",,,,,,,,,,,27,.1308096
"Widow Rockfish",,,,,,,,,1037,.6931030514990569442193295513135897265195,61,.0410187150593659214348869521283314386762
"Wolf-Eel",,,,,,,,,12,.0428945739130434782608695652173913043478,13,.0464691217391304347826086956521739130435
"Yelloweye Rockfish",,,,,,,,,268,.4244157873479318734793187347931873479308,682,1.11459965071193860164837475658294972472,195.325875231910946196660482374768089054,.6115059616511595547309833024118738404452,1222.539666666666666666666666666666666667,3.843932131475
"Yellowtail Rockfish",,,,,,,,,14741,10.19171753387531496972669247706598367641,1707,1.13583430340345165728921895160117729692,17266.0188205128205128205128205128205128,15.49008617272307692307692307692307692308,2909.649452991452991452991452991452991454,2.54457728960512820512820512820512820514
