"SPECIES","CA_JETTY_TOTAL_MORTALITY_NUM","CA_JETTY_TOTAL_MORTALITY_MT","CA_BEACH_TOTAL_MORTALITY_NUM","CA_BEACH_TOTAL_MORTALITY_MT","CA_CHARTER_TOTAL_MORTALITY_NUM","CA_CHARTER_TOTAL_MORTALITY_MT","CA_PRIVATE_TOTAL_MORTALITY_NUM","CA_PRIVATE_TOTAL_MORTALITY_MT","OR_CHARTER_TOTAL_MORTALITY_NUM","OR_CHARTER_TOTAL_MORTALITY_MT","OR_PRIVATE_TOTAL_MORTALITY_NUM","OR_PRIVATE_TOTAL_MORTALITY_MT","WA_CHARTER_TOTAL_MORTALITY_NUM","WA_CHARTER_TOTAL_MORTALITY_MT","WA_PRIVATE_TOTAL_MORTALITY_NUM","WA_PRIVATE_TOTAL_MORTALITY_MT"
"Abalone Genus",,,,,,,,,,,81
"Cabezon",1003.226734098,.899564853218,5389.603650511,6.921968370904,2356.440520078,5.195871261395,8646.091836751,18.411437262052,3164,9.1952823423913590876268374071109028662,5149,14.51607183874277965365987613021171243916,410.1508,.93551574414,1882.4347,3.90025625863
"Calico Rockfish",,,,,8150.404597434,.570421180644,530.789302357,.040944873818
"Calico Surfperch",592.69609591,.139220130153,37029.09130023,11.58117711042
"California Butterflyray",0,0,,,,,0,0
"California Corbina",2581.29501428,1.28627563548,12738.406658,5.781887677,,,591.493995188,.36093445174
"California Grunion",0,0
"California Halibut",2554.71435582,6.44671002546,1690.0508058,3.9842657019,9955.319010532,37.23174647366,21218.206985767,81.97085788104,,,39,.1048006349206349206349206349206349206348
"California Lizardfish",867.7473541,.019127756635,0,0,1611.999476536,.086903300848,744.722719624,.054901239478
"California Moray",0,0,,,0,0,8.318039779,0
"California Needlefish",140.993354,0,,,,,0,0
"California Scorpionfish",809.789479709,.397205563163,1595.13488444,.74865282623,164568.036766795,74.23036122774,10388.031059704,5.748980156424
"California Sheephead",732.99499204,.91845364081,3893.131052,5.877691622,18535.831936724,23.019014465203,15049.664354486,22.932602837844
"California Skate",23.35770741,0,,,,,5.80474781,0
"Canary Rockfish",,,,,69103.974265623,54.506337532686,37849.771597717,28.927680571027,19231,16.91007697385925256063595807474873067476,14773,11.32553027502268197044266612818557942215,3247.4568,3.26702191647,1789.5997,1.78833046101
"Chilipepper",,,,,11988.243106355,2.49210543574,394.978012177,.130340159243,0,0,0,0
"China Rockfish",5.017971475,.003337419959,67.61147481,.04504308384,10126.113402237,5.732091617167,10504.740213931,6.657604600186,1039,1.11057737929590946760558998686196347384,1077,1.159230887215345935552279835981459922,196.1001,.14405539041,1289.3065,.86581395061
"Clinid Family",,,,,,,0,0
"Cod Family",,,,,,,,,,,,,0,0,51.65,.165254175
"Copper Rockfish",146.081166922,.131860599717,336.14908353,.29637249194,147923.558553851,127.060405962147,83058.907352669,87.650832683388,2032,3.29284991461850652406685202850275327079,2583,4.23687311314508663039297662667915961441,174.1264,.19158851522,564.5364,.59130263847
"Cowcod",,,,,358.54947916,.59424195973,129.523197921,.201004260595
"Curlfin Sole",,,,,,,9.425273956,0
"Darkblotched Rockfish",,,,,,,,,4,.00252,3,.00189
"Deacon Rockfish",,,,,,,,,20979,13.85975193016014550057611106762300524917,7214,5.1235279939763242727626251844242007581
"Deacon/Blue Rockfish Unknown",,,,,,,,,264,.1154837935779175401816911250873515024456,107,.0465467561425576519916142557651991614254
"Diamond Stingray",0,0
"Diamond Turbot",82.42213653,0,,,34.3347646,0
"Dogfish Shark Family",,,,,,,43.06636911,0
"Dover Sole",,,,,,,1.097072101,0,,,225,.1532142857142857142857142857142857142859
"Drum Family",4350.87840922,0,0,0,,,634.440498721,0
"Dwarf Perch",253.081015,0
"Eel Order",0,0,,,,,0,0
"Fantail Sole",,,,,227.01743369,0,36.596656083,0
"Finescale Triggerfish",0,0,,,358.34968187,.56162181855,73.751798004,.121508597443
"Flag Rockfish",,,,,25468.495092621,8.971575128372,3569.715501872,1.645359301417
"Flatfish Order",0,0,,,0,0,32.863157868,0,5,,54,,4100.3823,1.039391502478392785127,778.1218,.197243361140543274482
"Freckled Rockfish",,,,,1229.86718944,0
"Garibaldi",0,0,,,0,0,0,0
"Giant Kelpfish",,,96.42408178,0,,,75.96910145,0
"Giant Seabass",,,,,0,0,4.244044649,0
"Goby Family",48.29140319,0
"Gopher Rockfish",104.071111768,.048413605111,3265.00854572,1.50318443805,55794.016082698,22.483723767161,55664.963689981,25.654745878744,2,.00175422680412371134020618556701030927835
"Grass Rockfish",6330.973250798,2.644589538172,10220.95418482,6.5599200114,1076.84848981,.5254967451,1674.514969685,1.168504099907,9,.0127517796610169491525423728813559322034,14,.019836101694915254237288135593220338983
"Gray Smoothhound",0,0,0,0,0,0,28.241598243,0
"Green Sturgeon",,,,,0,0,,,,,0,0
"Greenblotched Rockfish",,,,,582.29948283,.23905186175,385.839151872,.161225561682
"Greenling Genus",,,,,,,0,0
"Greenspotted Rockfish",470.0035451,.2416171732,,,29241.249955197,11.779430033838,8012.522754479,4.757876499101,,,8,.00767272727272727272727272727272727272727
"Greenstriped Rockfish",,,,,4514.81050989,.759434194499,369.959003685,.074151668162,33,.0164605698529411764705882352941176470589,0,0
"Halfbanded Rockfish",,,,,17572.91472874,1.230513808688,429.570937134,.030574409434
"Halfmoon",1786.84095793,.74128606931,881.7446076,.3941993552,4761.477824477,2.407593862783,6256.906063405,2.257458617402
"Honeycomb Rockfish",,,,,26660.694847852,5.043285388183,3585.915318944,.808546490933
"Horn Shark",,,,,0,0,8.640953005,0
"Jack Mackerel",7158.33986165,.584190800971,0,0,13867.24987007,8.38414558808,10957.43554312,4.5627559494,20,.0279728096852300242130750605326876513318,75,.1040353642314813800357170247499260460378
"Jacksmelt",286150.454758767,45.552361073898,199750.98521026,39.88411521141,75.50720849,.014768545616,24176.244754013,4.032101819011,,,34,.006233333333333333333333333333333333333341
"Kelp Bass",2011.6436686,1.59485643158,7894.3501586,5.22259357972,57809.27832174,44.685202445719,30750.958187259,31.800507930761,0,0,0,0
"Kelp Greenling",828.795374978,.537132374638,10664.313746524,7.02758829562,2406.564275488,1.583653634333,4368.559800969,2.872306758309,1494,1.12750987607490217772137535984269994463,2720,2.01296874830234766939361611324400996414,268.7335,.15699568576,1791.3925,.92578956674
"Kelp Perch",88.44683105,0
"Kelp Rockfish",1422.258620003,.498219656727,5436.8525418,2.97717444706,18547.909444226,7.151343376895,9390.498712982,4.901221678241
"Lefteye Flounder Family",0,0
"Leopard Shark",1332.739442661,8.157139020925,4456.962215166,28.50040725118,551.50451712,2.4324641707,2034.987291038,7.72353147399
"Lingcod",932.495625662,2.077781124739,3160.0262198,7.47456993272,96490.447771009,272.308286587678,79937.289387258,234.367406182109,23189,64.09943534190816517255483418737369109126,39838,112.800668022020352669357679193453025455,26013.0561,89.32853427722,20460.1068,68.97052737772
"Longfin Sanddab",,,,,350.97950886,.001410925952,21.664402074,0
"Longjaw Mudsucker",48.29140319,0
"Longnose Skate",,,,,,,2.126988622,0,0,0,36,.1982571428571428571428571428571428571429
"Mackerel Family",,,,,,,,,3,,0
"Mexican Rockfish",,,,,,,10.79469818,0
"Mexican Scad",,,,,408.82564335,.19916144533,10.721935522,.005309087428
"Midshipman Genus",,,0,0,,,0,0
"Monkeyface Prickleback",1809.7716724,.905421714559,2110.36900288,1.36314181499,0,0,51.541162015,.042618737401
"Night Smelt",,,,,,,4.842928216,0
"Northern Anchovy",144260.71118557,1.777938845931,,,2926.07212423,.041863587475,67738.604124503,1.083021146679,,,30,.000558
"Ocean Sunfish",,,,,,,,,0,0
"Ocean Whitefish",372.326565,.1321554612,0,0,238079.707123898,78.663183036363,33098.481695916,14.364710971649
"Olive Rockfish",292.262863948,.188909890222,478.4075563,.3595215842,45038.079136228,25.33284989487,16570.23262027,10.354582188832,60,.050085185897435897435897435897435897436,52,.0430990371794871794871794871794871794872
"Onespot Fringehead",,,,,,,0,0
"Opaleye",14067.06831002,5.60205680239,23529.3833769,8.8725462086,89.92945914,.05005066098,4723.377654944,3.262644211221
"Pacific (Chub) Mackerel",1164248.24253811,209.346453998887,96967.9783395,17.446335308,34664.39778683,8.906640735637,122356.787463683,25.159841917235,45,.0344365823037545034201351373551039182757,208,.1440752131471435268903623334003080838526
"Pacific Angel Shark",,,,,,,0,0
"Pacific Barracuda",0,0,0,0,7407.51015277,16.51936763417,2748.840150187,7.13279023826
"Pacific Bonito",16769.52360544,6.24821229504,,,61789.39831611,96.33077763288,17571.416443551,22.251355165846
"Pacific Cod",,,,,,,,,4,.0139842857142857142857142857142857142857,19,.0664253571428571428571428571428571428572,15.734,.0492568604,308.3746,.96539752276
"Pacific Hagfish",,,,,,,8.637611833,0
"Pacific Hake",,,,,,,22.527876701,0,2,.00183136,20,.0183136
"Pacific Herring",29878.60842955,2.499690535272,963.3394366,.07336020857,,,36651.598985761,2.820814712581,,,8,.00084
"Pacific Lamprey",,,6030.002613,0
"Pacific Ocean Perch",,,,,,,,,0,0
"Pacific Pompano (Butterfish)",0,0
"Pacific Sanddab",931.066656714,.033940219033,,,161737.270235783,25.278151613925,44108.400699431,6.294270627248,11963,2.98484300555498047329044131007397062798,659,.2105455577723744965124275469103055309952
"Pacific Sardine",150171.8607618,8.089379402141,,,0,0,4668.68814412,.256816562507
"Pacific Staghorn Sculpin",954.66583775,.038246824503,681.8124714,.027069008157,0,0,37.024022206,.002792129317,0,0,0,0
"Pacific Tomcod",,,,,,,6.117572062,0
"Painted Greenling",0,0
"Petrale Sole",,,,,722.558834859,.5923745617,1620.194297236,1.495925413437,1443,1.88477212943788514719001712182828370075,1591,1.88198798471874501057699845961288113026
"Pile Perch",2270.23120336,1.12102477026,7156.5551795,3.79919802421,,,362.109751805,.219351205657,,,3,.0023925
"Plainfin Midshipman",,,0,0,,,0,0
"Pomfret Family",,,,,,,6.741082399,0
"Puffer Family",0,0
"Queenfish",16699.53645661,.1219865031,,,,,57.9722799,.002698489425
"Quillback Rockfish",,,,,4226.645529517,3.179535189751,6529.553371707,6.583184412931,3043,4.09250999214119499425345788964000006906,2300,2.99735429063417531407168681680127915144,595.248,.88539672402,526.9435,.78156175651
"Rainbow Seaperch",564.46848868,.099887494176,0,0,12.32231886,.002889833087,97.287308395,.020127843795
"Red Irish Lord",30.59068402,0,,,,,17.893081044,0,18,.0189036,12,.0125940566037735849056603773584905660377
"Redstripe Rockfish",,,,,,,,,105,.0493244939271255060728744939271255060729,37,.0173810121457489878542510121457489878543
"Redtail Surfperch",152.66989847,.06409140858,148057.3670471,76.69110181208,,,475.860194998,.271446607063,,,4,.00272631578947368421052631578947368421052
"Righteye Flounder Family",,,,,,,0,0
"Rock Greenling",64.07805408,.04460920831,,,,,7.603603604,.005446332486,8,.0073936,8,.00733777777777777777777777777777777777777
"Rock Sole",,,,,1056.886628075,.86341762394,505.61278474,.431010017093,11,.009921095890410958904109589041095890410958,32,.0288613698630136986301369863013698630136
"Rock Wrasse",3420.7165327,.63338542014,5411.1584165,1.0410829001,67.79367737,0,144.825968256,.023922260379
"Rockfish Genus",2201.64887246,0,0,0,209055.183468365,0,51585.003099789,0,69,,591,,23.4985,.03199341171698,275.9493,.375707367189924
"Ronquil Family",,,,,0,0
"Rosethorn Rockfish",,,,,,,,,26,.009147551350610174139585904291786644727824,136,.0476171822295351707116412998765939942409
"Rosy Rockfish",,,,,71760.326387493,11.314096512833,6681.998048721,1.208373919741,8,.00318478048780487804878048780487804878048,4,.00159239024390243902439024390243902439024
"Round Stingray",0,0,5789.015282,0,,,8.560881596,0
"Rubberlip Seaperch",1203.08373141,.695848302607,5661.3658229,3.71456526104,219.56253829,.191499604192,274.762236969,.176363984012
"Sablefish",,,,,,,23.251398694,0,650,1.62783434185058444508721034486429366559,330,.884634927079802514263671929374912641377
"Salema",3394.5153535,0,,,,,0,0
"Salmon Shark",,,,,,,,,,,0,0
"Sand Sole",95.177666294,.048087643542,,,,,108.62999955,.063973255135,89,.0819941672758252290589723094089793145041,371,.4253481653447172949964051983102787722157
"Sandbass Genus",96.79471035,0,,,0,0,384.84741736,0
"Sanddab Genus",0,0,0,0,5542.456513546,0,34597.813679847,0
"Sarcastic Fringehead",,,,,0,0,0,0
"Sargo",2150.0758913,1.2087928474,6211.409225,3.586745967,47.73966667,.03476194893,466.426838481,.402034576254
"Sculpin Family",0,0,0,0,0,0,4.660752455,0,0,,3
"Sea Chub Family",,,,,,,0,0
"Senorita",456.4175763,0,96.42408178,0,41.74733475,0,66.93035005,0
"Seven Gill Shark",47.33321504,0,,,0,0,241.142589557,0
"Sharpnose Seaperch",11.51662125,.001922753732,,,967.8504575,.16383900749,14.61929795,.002460365293
"Shiner Perch",14529.31476386,.469578178847,561.21497203,.020468250274,,,1278.041188917,.050140288276
"Shortfin Corvina",152.1118927,.2245188995,0,0,,,476.22403146,.65462420215
"Shortspine Combfish",,,,,0,0
"Shovelnose Guitarfish",173.07508734,0,0,0,,,30.92618039,0
"Silver Surfperch",6558.95614104,.569726485861,51332.6266644,6.58870600909,0,0,35.217166088,.004267678641
"Silvergray Rockfish",,,,,,,,,29,.0273092810457516339869281045751633986928,14,.0136104549509366636931311329170383586084
"Silverside Family",34177.86425493,0,17588.3475983,0,0,0,612.400231459,0
"Skate And Ray Order",0,0,0,0,0,0,29.2981992,0
"Skate Family",0,0,,,0,0,25.33747156,0,1,,25
"Smelt Family",,,,,,,,,,,16
"Smoothhound Genus",0,0,0,0,0,0,0,0
"Snake Eel Family",560.0333288,0
"Soupfin Shark",104.328234067,0,,,27.385582553,0,100.623630742,0,,,5,.014125
"Speckled Rockfish",,,,,25792.827199197,8.417299696067,583.835707655,.202774617975
"Speckled Sanddab",215.56907889,0,,,330.2984114,0,341.322469418,0
"Specklefin Midshipman",,,,,,,0,0
"Spiny Dogfish Shark",146.874346125,.66337555223,135.9376202,.6509201358,48.003659663,.20566362111,385.271943904,1.46208510817,0,0,4,.014067294
"Spotfin Croaker",6841.4242587,5.7306927885,13018.341514,10.942816343,157.4217962,.08835659063,15.704643963,.012456264233
"Spotfin Surfperch",30.56614622,0
"Spotted Ratfish",,,,,,,0,0,0,0,0,0
"Spotted Sandbass",538.65001878,.31136609962,1850.7793818,1.1397425132,0,0,771.997329512,.504345778243
"Squarespot Rockfish",,,,,112425.24055858,16.732069822399,1116.15006633,.183857071496
"Starry Flounder",,,1220.301143,2.918483259,152,.3367618687,105.106660909,.24909729864,16,.0242752,19,.0288268
"Starry Rockfish",,,,,94106.228735516,34.777905100513,26259.506966421,13.146870645952
"Starry Skate",,,,,,,6.155420078,0
"Stingray Genus",,,255.906515,0
"Striped Bass",3045.8108627,7.4808441769,12169.65985326,29.2879365492,8462.62941695,10.4862976728,3571.323653393,7.12425121646
"Striped Kelpfish",,,160.0424973,0
"Striped Mullet",1204.1499974,0
"Striped Seaperch",4438.603887685,1.607054371271,29522.61543496,14.16935219891,67.73614653,.02498781623,970.308428149,.442519268476,,,157,.0954263061783203847576766555678875323715
"Stripetail Rockfish",,,,,,,35.24184538,0
"Surf Smelt",63.27460767,0
"Surfperch Family",4194.0965537,0,15746.1950541,0,134.88917704,0,1339.236463426,0,4,,4,,5.58,.0021003222672,79.55,.029942766372
"Swell Shark",0,0
"Swordspine Rockfish",,,,,492.06209354,.010115332157,33.09312264,.001775444308
"Thornback",161.9824762,0,139.6504517,0,0,0,4.231338001,0
"Threadfin Bass",,,,,58.65137326,0
"Thresher Shark",,,,,,,,,3,.4008997125,6,.801799425
"Tiger Rockfish",,,,,186.672770674,.23008801202,313.112817759,.374657497184,197,.2459531299752667758406639324860271775624,431,.5458599699933463355648661093046806253787,58.3,.06138866855,82.1467,.08529394968
"Topsmelt",16719.78071365,3.078734945871,,,,,518.515072721,.088043138108
"Treefish",,,246.172389,.1242306561,24384.664472745,10.972702935686,3596.910396511,2.010939754692
"Unidentified (Sharks)",,,,,,,,,0,,4,,88.1917,.111603576666192,101.8826,.128928941839776
"Unidentified (Surface Fish)",0,0
"Unidentified Fish",8786.31373759,0,0,0,1035.39863453,0,750.185879814,0,,,2,,2670.57,5.7983367235626,1900.63,4.1266443968534
"Unidentified Inshore Sharks",132.8564496,0,0,0,0,0,0,0
"Unidentified Offshore Sharks",,,,,0,0,0,0
"Vermilion Rockfish",,,,,214871.942597606,199.563138883857,78873.813632879,94.419994752463,1269,3.20946623385531771784421281012633830304,2242,5.58817856463634960565052770003486214829,129.0166,.1799880722,450.4026,.5978894198
"Walleye Surfperch",35082.03360047,3.179045784466,20465.8935781,2.99157960646,,,726.410307389,.120842047728
"White Croaker",33226.51557713,3.912022458396,9560.5826742,1.34513122271,313.05929916,.044705807693,16325.595547243,2.904521829463
"White Seabass",223.2777083,2.760171565,0,0,572.93395757,5.2921855317,2094.079275497,23.140577802752
"White Seaperch",3473.19283091,.49921556866,1153.8969764,.18275067708,145.92985456,.022743367167,154.130962962,.024068067665
"White Sturgeon",48.96793965,.7480570913,160.5565728,2.452737111,0,0,322.27782483,5.1887940174,,,0,0
"Widow Rockfish",,,,,12034.4257592,4.880153387562,970.318464163,.485763149719,1840,1.40767916968478141757628852805061421142,486,.3194865335862593217705191348983324906075
"Wolf-Eel",,,,,193.93808999,.4844842757,103.564528623,.24502715399,10,.0357454782608695652173913043478260869566,3,.010723643478260869565217391304347826087
"Wrasse Family",0,0,,,0,0
"Yelloweye Rockfish",,,,,1727.1241444,2.163401446979,1803.058738837,2.360582900094,599,1.06814524710673531182387763481274796244,1849,3.20513519863502327071888451027170465793,512.3821,1.35691874065,705.0935,1.87472893649
"Yellowfin Croaker",9526.26052301,1.99075635617,18769.0764577,6.3616179347,0,0,244.316995726,.095634163717
"Yellowmouth Rockfish",,,,,,,,,0,0,0,0
"Yellowtail",,,1933.016272,6.673238819,32346.044802659,128.049486027996,27531.77702078,125.51619420643,,,2,.0112776666666666666666666666666666666667
"Yellowtail Rockfish",24.920273192,.014822973892,166.7084137,.09535972019,99749.166576417,61.772193531007,19691.450665506,13.569665784516,13095,11.29835009787371166948691395977807677309,3125,2.73146568474660542100441226935910535943,35820.4551,41.59581978806,5246.2191,5.8208641161
"Zebraperch",201.1862576,0,,,,,39.543633992,0
