"source","table","year","port_complex","category","type","comm_name_orig","comm_name","sci_name","landings_lb","landings_kg","value_usd"
"FB 173","Table 10",1983,"Santa Barbara","Fish","Landings","Shark, miscellaneous","Shark","Selachimorpha spp.",104390,47350.5135578006,36948
"FB 173","Table 10",1983,"Santa Barbara","Fish","Landings","Shark, Pacific angel","Pacific angel shark","Squatina californica",337782,153215.357511074,96803
"FB 173","Table 10",1983,"Santa Barbara","Fish","Landings","Shark, soupfin","Soupfin shark","Galeorhinus galeus",44034,19973.4889740798,27755
"FB 173","Table 10",1983,"Santa Barbara","Fish","Landings","Sheephead, California","California sheephead","Semicossyphus pulcher",3943,1788.51494356172,1620
"FB 173","Table 10",1983,"Santa Barbara","Fish","Landings","Skate","Skate","Rajidae spp.",10788,4893.35511314831,2564
"FB 173","Table 10",1983,"Santa Barbara","Fish","Landings","Smelt, top or jack","Top or jack smelt","Atherinops affinis, Atherinopsis californiensis",2109,956.626430629384,354
"FB 173","Table 10",1983,"Santa Barbara","Fish","Landings","Smelt, true","True smelt","Osmeridae spp.",37,16.7829198356032,5
"FB 173","Table 10",1983,"Santa Barbara","Fish","Landings","Smelt, whitebait","Whitebait smelt","Allosmerus elongatus",5000,2267.96213994638,3000
"FB 173","Table 10",1983,"Santa Barbara","Fish","Landings","Sole, Dover","Dover sole","Microstomus pacificus",784448,355819.672951332,162976
"FB 173","Table 10",1983,"Santa Barbara","Fish","Landings","Sole, English","English sole","Parophrys vetulus",125520,56934.921561214,42339
"FB 173","Table 10",1983,"Santa Barbara","Fish","Landings","Sole, miscellaneous","Sole","Pleuronectiformes spp.",3017,1368.48835524365,1315
"FB 173","Table 10",1983,"Santa Barbara","Fish","Landings","Sole, petrale","Petrale sole","Eopsetta jordani",156982,71205.8465306126,110736
"FB 173","Table 10",1983,"Santa Barbara","Fish","Landings","Sole, rex","Rex sole","Glyptocephalus zachirus",259444,117681.83388725,89068
"FB 173","Table 10",1983,"Santa Barbara","Fish","Landings","Sole, sand","Sand sole","Psettichthys melanostictus",1448,656.801835728472,655
"FB 173","Table 10",1983,"Santa Barbara","Fish","Landings","Surfperch","Surfperch","Embiotocidae spp.",38272,17359.8894040056,38724
"FB 173","Table 10",1983,"Santa Barbara","Fish","Landings","Swordfish","Swordfish","Xiphias gladius",443263,201060.740407811,1161787
"FB 173","Table 10",1983,"Santa Barbara","Fish","Landings","Thornyhead","Thornyhead","Sebastolobus spp.",203915,92494.2999534333,56164
"FB 173","Table 10",1983,"Santa Barbara","Fish","Landings","Tuna, albacore","Albacore tuna","Thunnus alalunga",2107515,955952.84587382,1197899
"FB 173","Table 10",1983,"Santa Barbara","Fish","Landings","Tuna, bigeye","Bigeye tuna","Thunnus obesus",3943,1788.51494356172,3275
"FB 173","Table 10",1983,"Santa Barbara","Fish","Landings","Tuna, bluefin","Bluefin tuna","Thunnus thynnus",1229,557.465093998821,1281
"FB 173","Table 10",1983,"Santa Barbara","Fish","Landings","Tuna, miscellaneous","Tuna","Scombridae spp.",13305,6035.04725439732,11185
"FB 173","Table 10",1983,"Santa Barbara","Fish","Landings","Tuna, skipjack","Skipjack tuna","Katsuwonus pelamis",10703,4854.79975676923,4133
"FB 173","Table 10",1983,"Santa Barbara","Fish","Landings","Tuna, yellowfin","Yellowfin tuna","Thunnus albacares",16668,7560.47858972526,14754
"FB 173","Table 10",1983,"Santa Barbara","Fish","Landings","Turbot","Turbot","Pleuronectidae spp.",3278,1486.87597894885,966
"FB 173","Table 10",1983,"Santa Barbara","Fish","Landings","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",2302,1044.16976923131,2213
"FB 173","Table 10",1983,"Santa Barbara","Mollusks","Landings","Abalone, black","Black abalone","Haliotis cracherodii",357341,162087.171810116,477946
"FB 173","Table 10",1983,"Santa Barbara","Mollusks","Landings","Abalone, green","Green abalone","Haliotis fulgens",2346,1064.12783606284,6987
"FB 173","Table 10",1983,"Santa Barbara","Mollusks","Landings","Abalone, miscellaneous","Abalone","Haliotis spp.",68,30.8442851032708,187
"FB 173","Table 10",1983,"Santa Barbara","Mollusks","Landings","Abalone, pink","Pink abalone","Haliotis corrugata",29926,13574.2070000071,79928
"FB 173","Table 10",1983,"Santa Barbara","Mollusks","Landings","Abalone, red","Red abalone","Haliotis rufescens",165211,74938.4586205363,403717
"FB 173","Table 10",1983,"Santa Barbara","Mollusks","Landings","Abalone, white","White abalone","Haliotis sorenseni",111,50.3487595068097,449
"FB 173","Table 10",1983,"Santa Barbara","Mollusks","Landings","Clam","Clam","Bivalvia spp.",1709,775.189459433673,985
"FB 173","Table 10",1983,"Santa Barbara","Mollusks","Landings","Mollusk, miscellaneous","Mollusk","Mollusca spp.",50,22.6796213994638,180
"FB 173","Table 10",1983,"Santa Barbara","Mollusks","Landings","Mussel","Mussel","Mytilidae spp.",810,367.409866671314,544
"FB 173","Table 10",1983,"Santa Barbara","Mollusks","Landings","Octopus","Octopus","Octopoda spp.",3820,1732.72307491904,1908
"FB 173","Table 10",1983,"Santa Barbara","Mollusks","Landings","Snail, sea","Sea snail","Gastropoda spp.",8203,3720.81868679603,4161
"FB 173","Table 10",1983,"Santa Barbara","Mollusks","Landings","Squid, market","Market squid","Doryteuthis opalescens",14674,6656.01528831464,4182
"FB 173","Table 10",1983,"Los Angeles","Fish","Shipments","Tuna, albacore","Albacore tuna","Thunnus alalunga",13832979,6274534.53093467,11056620
"FB 173","Table 10",1983,"Los Angeles","Fish","Shipments","Tuna, bigeye","Bigeye tuna","Thunnus obesus",320,145.149576956568,378
"FB 173","Table 10",1983,"Los Angeles","Fish","Shipments","Tuna, skipjack","Skipjack tuna","Katsuwonus pelamis",67277762,30516683.4152647,24589402
"FB 173","Table 10",1983,"Los Angeles","Fish","Shipments","Tuna, yellowfin","Yellowfin tuna","Thunnus albacares",12211125,5538873.83723055,5947581
"FB 173","Table 10",1983,"San Diego","Fish","Shipments","Tuna, albacore","Albacore tuna","Thunnus alalunga",633192,287211.096663386,474894
"FB 173","Table 10",1983,"San Diego","Fish","Shipments","Tuna, skipjack","Skipjack tuna","Katsuwonus pelamis",30558118,13860930.9384028,10883574
"FB 173","Table 10",1983,"San Diego","Fish","Shipments","Tuna, yellowfin","Yellowfin tuna","Thunnus albacares",3122082,1416152.75476162,1281128
"FB 173","Table 12",1985,"Eureka","Crustaceans","Landings","Crab, Dungeness","Dungeness crab","Metacarcinus magister",5596776,2538655.21475211,7684471
"FB 173","Table 12",1985,"Eureka","Crustaceans","Landings","Crab, rock","Rock crab","Cancer spp.",18662,8464.94189113588,26507
"FB 173","Table 12",1985,"Eureka","Crustaceans","Landings","Shrimp, miscellaneous","Shrimp","Decapoda spp.",819,371.492198523217,328
"FB 173","Table 12",1985,"Eureka","Crustaceans","Landings","Shrimp, Pacific ocean","Ocean (pink) shrimp","Pandalus jordani",3343853,1516746.40110923,1166697
"FB 173","Table 12",1985,"Eureka","Echinoderms","Landings","Sea urchin","Sea urchin","Strongylocentrotus spp.",1919346,870600.812291506,309669
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Cabezon","Cabezon","Scorpaenichthys marmoratus",2601,1179.79390520011,674
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",7642,3466.35333469405,33
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Fish, miscellaneous","Fish","Osteichthyes spp.",198606,90086.1777532382,2233
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Flounder, arrowtooth","Arrowtooth flounder","Atheresthes stomias",76673,34778.2922312218,7696
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Flounder, miscellaneous","Flounder","Pleuronectidae spp.",2051,930.318069806006,736
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Flounder, starry","Starry flounder","Platichthys stellatus",113152,51324.8904118426,39922
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Grenadier","Grenadier","Macrouridae spp.",133354,60488.364642082,13347
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Hake, Pacific","Pacific hake (whiting)","Merluccius productus",6598313,2992944.81430321,393451
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Halibut, California","California halibut","Paralichthys californicus",669,303.453334324826,984
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Herring, Pacific","Pacific herring","Clupea pallasii pallasii",195282,88578.4365226019,147598
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Lingcod","Lingcod","Ophiodon elongatus",678888,307938.456252784,203186
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Rockfish group, boccaccio/chilipepper","Bocaccio/chilipepper rockfish group","Sebastes spp.",42921,19468.6406017277,10770
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Rockfish group, red","Red rockfish group","Sebastes spp.",826035,374683.221254122,221622
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Rockfish group, rosefish","Rosefish rockfish group","Sebastes spp.",560150,254079.798538193,129915
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Rockfish, miscellaneous","Rockfish","Sebastes spp.",5069259,2299377.49791649,1317954
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Rockfish, widow","Widow rockfish","Sebastes entomelas",4587224,2080730.07189068,1139861
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Sablefish","Sablefish","Anoplopoma fimbria",6655234,3018763.74889678,1628176
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Salmon","Salmon","Oncorhynchus spp.",2008285,910942.869244444,4807761
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Sanddab, Pacific","Pacific sanddab","Citharichthys sordidus",490712,222583.247523474,176976
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Shark, common thresher","Common thresher shark","Alopias vulpinus",2632,1193.85527046778,3158
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Shark, miscellaneous","Shark","Selachimorpha spp.",9519,4317.74632202992,6909
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Shark, soupfin","Soupfin shark","Galeorhinus galeus",6441,2921.58882867893,5357
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Skate","Skate","Rajidae spp.",98936,44876.620455547,24797
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Smelt, top or jack","Top or jack smelt","Atherinops affinis, Atherinopsis californiensis",75,34.0194320991957,11
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Smelt, true","True smelt","Osmeridae spp.",356253,161593.663248464,58989
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Smelt, whitebait","Whitebait smelt","Allosmerus elongatus",676918,307044.879169645,179343
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Sole, Dover","Dover sole","Microstomus pacificus",15343782,6959823.33191815,3830504
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Sole, English","English sole","Parophrys vetulus",1130267,512680.552806155,388485
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Sole, miscellaneous","Sole","Pleuronectiformes spp.",57330,26004.4538966252,17774
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Sole, petrale","Petrale sole","Eopsetta jordani",916585,415756.015608551,658722
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Sole, rex","Rex sole","Glyptocephalus zachirus",1103837,500692.104934399,398497
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Sole, sand","Sand sole","Psettichthys melanostictus",76417,34662.1725696565,49183
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Surfperch","Surfperch","Embiotocidae spp.",44405,20141.7717648638,28871
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Thornyhead","Thornyhead","Sebastolobus spp.",4345169,1970935.75673374,1098260
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Tuna, albacore","Albacore tuna","Thunnus alalunga",2797997,1269150.25273671,1287503
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Tuna, bigeye","Bigeye tuna","Thunnus obesus",440,199.580668315282,194
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Tuna, miscellaneous","Tuna","Scombridae spp.",432,195.951928891367,270
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Tuna, yellowfin","Yellowfin tuna","Thunnus albacares",1,0.453592427989276,2
"FB 173","Table 12",1985,"Eureka","Fish","Landings","Turbot","Turbot","Pleuronectidae spp.",21633,9812.56499469201,6516
"FB 173","Table 12",1985,"Eureka","Mollusks","Landings","Mussel","Mussel","Mytilidae spp.",66,29.9371002472922,66
"FB 173","Table 12",1985,"Eureka","Mollusks","Landings","Octopus","Octopus","Octopoda spp.",12520,5678.97719842574,8790
"FB 173","Table 12",1985,"Eureka","Mollusks","Landings","Squid, market","Market squid","Doryteuthis opalescens",40,18.1436971195711,12
"FB 173","Table 12",1985,"Los Angeles","Crustaceans","Landings","Crab, Dungeness","Dungeness crab","Metacarcinus magister",200,90.7184855978553,326
"FB 173","Table 12",1985,"Los Angeles","Crustaceans","Landings","Crab, rock","Rock crab","Cancer spp.",867002,393265.542251559,775290
"FB 173","Table 12",1985,"Los Angeles","Crustaceans","Landings","Crustacean, miscellaneous","Crustacean","Crustacea spp.",18242,8274.43307138038,8021
"FB 173","Table 12",1985,"Los Angeles","Crustaceans","Landings","Lobster, California spiny","California spiny lobster","Panulirus interruptus",131768,59768.967051291,585470
"FB 173","Table 12",1985,"Los Angeles","Crustaceans","Landings","Prawn, ridgeback","Ridgeback prawn","Sicyonia ingentis",87799,39824.9615850305,32748
"FB 173","Table 12",1985,"Los Angeles","Crustaceans","Landings","Prawn, spot","California spot prawn","Pandalus platyceros",166,75.2963430462199,316
"FB 173","Table 12",1985,"Los Angeles","Crustaceans","Landings","Shrimp, miscellaneous","Shrimp","Decapoda spp.",26,11.7934031277212,1726
"FB 173","Table 12",1985,"Los Angeles","Echinoderms","Landings","Echinoderm, miscellaneous","Echinoderm","Echinodermata spp.",15499,7030.22904140579,3972
"FB 173","Table 12",1985,"Los Angeles","Echinoderms","Landings","Sea urchin","Sea urchin","Strongylocentrotus spp.",2825138,1281461.20482477,707146
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Anchovy, northern","Northern anchovy","Engraulis mordax",149794,67945.4241582257,16334
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Barracuda, California","California barracuda","Sphyraena argentea",45791,20770.450870057,42400
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Bass, giant sea","Giant sea bass","Stereolepis gigas",3928,1781.71105714188,4563
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Bonito, Pacific","Pacific bonito","Sarda chiliensis",5837283,2647747.36883053,558844
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Butterfish, Pacific","Pacific pompano (butterfish)","Peprilus simillimus",3326,1508.64841549233,2249
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Cabezon","Cabezon","Scorpaenichthys marmoratus",147,66.6780869144236,96
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",225090,102099.119616106,74261
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Fish, miscellaneous","Fish","Osteichthyes spp.",20743,9408.86773378156,17373
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Flounder, miscellaneous","Flounder","Pleuronectidae spp.",31,14.0613652676676,14
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Flyingfish","Flyingfish","Exocoetidae spp.",52392,23764.6144872142,23071
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Halibut, California","California halibut","Paralichthys californicus",315121,142936.499500409,609737
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Lingcod","Lingcod","Ophiodon elongatus",13984,6343.03651300204,8737
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Mackerel","Mackerel","Scombridae spp.",83494356,37872407.661441,6814221
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Opah","Opah","Lampris guttatus",100135,45420.4777767062,22764
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Ray, miscellaneous","Ray","Rajiformes spp.",995,451.32446584933,13402
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Rockfish group, boccaccio/chilipepper","Bocaccio/chilipepper rockfish group","Sebastes spp.",800468,363086.22364772,328461
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Rockfish group, red","Red rockfish group","Sebastes spp.",311804,141431.933416768,289207
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Rockfish group, rosefish","Rosefish rockfish group","Sebastes spp.",285,129.273841976944,71
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Rockfish, miscellaneous","Rockfish","Sebastes spp.",435558,197565.810750153,369738
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Rockfish, widow","Widow rockfish","Sebastes entomelas",624,283.041675065308,300
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Sablefish","Sablefish","Anoplopoma fimbria",72309,32798.8148754766,18922
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Sanddab, Pacific","Pacific sanddab","Citharichthys sordidus",2918,1323.58270487271,2298
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Sardine, Pacific","Pacific sardine","Sardinops sagax",7503,3403.30398720354,814
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Sculpin","California scorpionfish","Scorpaena guttata",28052,12724.1747899552,24876
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Seabass, white","White seabass","Atractoscion nobilis",40694,18458.4902645956,78286
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Shark, bigeye thresher","Bigeye thresher shark","Alopias superciliosus",40838,18523.8075742261,29536
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Shark, bonito","Shortfin mako shark","Isurus oxyrinchus",93135,42245.3307807813,81830
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Shark, common thresher","Common thresher shark","Alopias vulpinus",387507,175770.24099284,437393
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Shark, miscellaneous","Shark","Selachimorpha spp.",24530,11126.6222585769,23470
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Shark, Pacific angel","Pacific angel shark","Squatina californica",12049,5465.33516484279,4363
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Shark, soupfin","Soupfin shark","Galeorhinus galeus",41319,18741.9855320889,38243
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Sheephead, California","California sheephead","Semicossyphus pulcher",7026,3186.94039905266,9814
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Skate","Skate","Rajidae spp.",4135,1875.60468973566,1618
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Smelt, top or jack","Top or jack smelt","Atherinops affinis, Atherinopsis californiensis",1962,889.94834371496,490
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Smelt, true","True smelt","Osmeridae spp.",285,129.273841976944,90
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Smelt, whitebait","Whitebait smelt","Allosmerus elongatus",210,95.254409877748,51
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Sole, Dover","Dover sole","Microstomus pacificus",1938,879.062125443218,485
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Sole, miscellaneous","Sole","Pleuronectiformes spp.",3444,1562.17232199507,2646
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Sole, petrale","Petrale sole","Eopsetta jordani",1325,601.009967085791,1350
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Sole, rex","Rex sole","Glyptocephalus zachirus",1368,620.51444148933,492
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Surfperch","Surfperch","Embiotocidae spp.",9952,4514.15184334928,7718
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Swordfish","Swordfish","Xiphias gladius",1897869,860859.00771558,4996826
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Tuna, albacore","Albacore tuna","Thunnus alalunga",6892376,3126329.56445502,3883639
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Tuna, bigeye","Bigeye tuna","Thunnus obesus",1540,698.532339103486,1037
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Tuna, bluefin","Bluefin tuna","Thunnus thynnus",7160455,3247928.16895795,2930993
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Tuna, miscellaneous","Tuna","Scombridae spp.",1032630,468393.148914566,886444
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Tuna, skipjack","Skipjack tuna","Katsuwonus pelamis",6554190,2972930.95560304,1920065
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Tuna, yellowfin","Yellowfin tuna","Thunnus albacares",33067222,14999041.5138404,14820772
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Turbot","Turbot","Pleuronectidae spp.",2,0.907184855978553,1
"FB 173","Table 12",1985,"Los Angeles","Fish","Landings","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",46058,20891.5600483301,25857
"FB 173","Table 12",1985,"Los Angeles","Mollusks","Landings","Abalone, black","Black abalone","Haliotis cracherodii",96783,43900.0359580861,230936
"FB 173","Table 12",1985,"Los Angeles","Mollusks","Landings","Abalone, green","Green abalone","Haliotis fulgens",21035,9541.31672275443,91405
"FB 173","Table 12",1985,"Los Angeles","Mollusks","Landings","Abalone, pink","Pink abalone","Haliotis corrugata",21807,9891.49007716215,83741
"FB 173","Table 12",1985,"Los Angeles","Mollusks","Landings","Abalone, red","Red abalone","Haliotis rufescens",7414,3362.93426111249,25124
"FB 173","Table 12",1985,"Los Angeles","Mollusks","Landings","Abalone, white","White abalone","Haliotis sorenseni",1644,745.70595161437,9664
"FB 173","Table 12",1985,"Los Angeles","Mollusks","Landings","Clam","Clam","Bivalvia spp.",581,263.53720066177,416
"FB 173","Table 12",1985,"Los Angeles","Mollusks","Landings","Mollusk, miscellaneous","Mollusk","Mollusca spp.",4822,2187.22268776429,65167
"FB 173","Table 12",1985,"Los Angeles","Mollusks","Landings","Mussel","Mussel","Mytilidae spp.",50,22.6796213994638,30
"FB 173","Table 12",1985,"Los Angeles","Mollusks","Landings","Octopus","Octopus","Octopoda spp.",583,264.444385517748,2829
"FB 173","Table 12",1985,"Los Angeles","Mollusks","Landings","Snail, sea","Sea snail","Gastropoda spp.",26314,11935.8311501098,12620
"FB 173","Table 12",1985,"Los Angeles","Mollusks","Landings","Squid, market","Market squid","Doryteuthis opalescens",6827710,3096997.55650666,1022273
"FB 173","Table 12",1985,"Monterey","Crustaceans","Landings","Crab, Dungeness","Dungeness crab","Metacarcinus magister",12258,5560.13598229255,29261
"FB 173","Table 12",1985,"Monterey","Crustaceans","Landings","Crab, rock","Rock crab","Cancer spp.",1437,651.81231902059,2259
"FB 173","Table 12",1985,"Monterey","Crustaceans","Landings","Crustacean, miscellaneous","Crustacean","Crustacea spp.",1317,597.381227661877,4890
"FB 173","Table 12",1985,"Monterey","Crustaceans","Landings","Prawn, spot","California spot prawn","Pandalus platyceros",9450,4286.44844449866,52555
"FB 173","Table 12",1985,"Monterey","Crustaceans","Landings","Shrimp, miscellaneous","Shrimp","Decapoda spp.",308,139.706467820697,1613
"FB 173","Table 12",1985,"Monterey","Crustaceans","Landings","Shrimp, Pacific ocean","Ocean (pink) shrimp","Pandalus jordani",1291,585.587824534156,406
"FB 173","Table 12",1985,"Monterey","Echinoderms","Landings","Sea urchin","Sea urchin","Strongylocentrotus spp.",550,249.475835394102,200
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Anchovy, northern","Northern anchovy","Engraulis mordax",2509190,1138149.58438641,150062
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Bass, giant sea","Giant sea bass","Stereolepis gigas",95,43.0912806589813,189
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Bonito, Pacific","Pacific bonito","Sarda chiliensis",4767,2162.27510422488,1232
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Butterfish, Pacific","Pacific pompano (butterfish)","Peprilus simillimus",2892,1311.78930174499,6275
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Cabezon","Cabezon","Scorpaenichthys marmoratus",10698,4852.53179462928,3262
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",404030,183264.948680507,128260
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Fish, miscellaneous","Fish","Osteichthyes spp.",12929,5864.49650147335,7247
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Flounder, miscellaneous","Flounder","Pleuronectidae spp.",47415,21507.0849731115,17320
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Flounder, starry","Starry flounder","Platichthys stellatus",21887,9927.77747140129,6944
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Flyingfish","Flyingfish","Exocoetidae spp.",30,13.6077728396783,15
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Grenadier","Grenadier","Macrouridae spp.",399,180.983378767721,40
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Hake, Pacific","Pacific hake (whiting)","Merluccius productus",877,397.800559346595,611
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Halibut, California","California halibut","Paralichthys californicus",73207,33206.140875811,132718
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Herring, Pacific","Pacific herring","Clupea pallasii pallasii",135048,61256.7502150958,52497
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Lingcod","Lingcod","Ophiodon elongatus",69234,31404.0181594096,21796
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Mackerel","Mackerel","Scombridae spp.",6464978,2932465.06791726,384396
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Opah","Opah","Lampris guttatus",22841,10360.5046477031,5983
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Ray, miscellaneous","Ray","Rajiformes spp.",25,11.3398106997319,NA
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Rockfish group, boccaccio/chilipepper","Bocaccio/chilipepper rockfish group","Sebastes spp.",2215839,1005087.79204333,638865
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Rockfish group, red","Red rockfish group","Sebastes spp.",128666,58361.9233396682,57881
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Rockfish group, rosefish","Rosefish rockfish group","Sebastes spp.",306050,138821.962586118,56250
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Rockfish, miscellaneous","Rockfish","Sebastes spp.",2133443,967713.590346726,600989
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Rockfish, widow","Widow rockfish","Sebastes entomelas",295656,134107.322889598,80738
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Sablefish","Sablefish","Anoplopoma fimbria",1063032,482183.265910296,227589
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Salmon","Salmon","Oncorhynchus spp.",410461,186182.001584906,1128478
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Sanddab, Pacific","Pacific sanddab","Citharichthys sordidus",114726,52038.8448934977,43187
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Sardine, Pacific","Pacific sardine","Sardinops sagax",4748,2153.65684809308,538
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Seabass, white","White seabass","Atractoscion nobilis",1507,683.563788979839,2822
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Shark, bigeye thresher","Bigeye thresher shark","Alopias superciliosus",21712,9848.39879650317,15224
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Shark, bonito","Shortfin mako shark","Isurus oxyrinchus",6254,2836.76704464493,4745
"FB 173","Table 12",1985,"Monterey","Fish","Landings","Shark, common thresher","Common thresher shark","Alopias vulpinus",99175,44985.0290458365,112266
