"year","filename","X","X.1","X.2","X.3","X.4","X.5","P..Hueneme","X.6","X.7","X.8","X.9","X.10","X.11","X.12"
2004,"landings04_cpfv2.pdf","Mackerel, jack  24","37","42",NA,"3","7","0  113","5",NA,"23","30","113","0","171"
2004,"landings04_cpfv2.pdf","Mackerel, Pacific  6,556","5,773","1,764",NA,"3,748","3,230","2,890  23,961","52",NA,"39","14","77","0","182"
2004,"landings04_cpfv2.pdf","Other highly migratory spp^^^  80,026","1,192","1,153",NA,"1,586","0","36  83,993","11",NA,"27","10","6","0","54"
2004,"landings04_cpfv2.pdf","Rockfish, blue  122","31","29",NA,"321","126","21,446  22,075","45,776",NA,"37,476","20,907","22,512","32,579","159,250"
2004,"landings04_cpfv2.pdf","Rockfish, canary  70","51","40",NA,"1","2","194  358","2",NA,"18","7","3","31","61"
2004,"landings04_cpfv2.pdf","Rockfish, copper  117","25","22",NA,"154","137","15,016  15,471","1,242",NA,"1,349","900","969","383","4,843"
2004,"landings04_cpfv2.pdf","Rockfish, gopher  259","31","16",NA,"53","56","1,611  2,026","12,325",NA,"5,588","6,824","921","849","26,507"
2004,"landings04_cpfv2.pdf","Rockfish, yelloweye  2","40","0",NA,"56","272","481  851","37",NA,"0","0","71","11","119"
2004,"landings04_cpfv2.pdf","Rockfishes, unspecified^  58,330","16,576","10,856",NA,"88,533","55,964","176,839  407,098","92,138",NA,"28,930","37,827","36,095","19,523","214,513"
2004,"landings04_cpfv2.pdf","Salmon, king (chinook)  0","0","0",NA,"2","302","5  309","322",NA,"16,091","23,501","59,323","8,506","107,743"
2004,"landings04_cpfv2.pdf","Sanddab  300","259","528",NA,"70,391","4,220","3,239  78,937","15",NA,"569","0","793","0","1,377"
2004,"landings04_cpfv2.pdf","Scorpionfish, California  25,647","7,332","8,110",NA,"10,874","18,467","1,100  71,530","42",NA,"0","0","0","0","42"
2004,"landings04_cpfv2.pdf","Seabass, white  227","50","147",NA,"661","110","2,049  3,244","0",NA,"0","0","0","0","0"
2004,"landings04_cpfv2.pdf","Shark, unspecified^  112","136","192",NA,"34","55","226  755","10",NA,"3","11","598","1","623"
2004,"landings04_cpfv2.pdf","Sheephead, California  1,517","951","1,613",NA,"10,667","771","2,434  17,953","12",NA,"0","0","0","0","12"
2004,"landings04_cpfv2.pdf","Sturgeon, unspecified^  0","0","0",NA,"0","0","0  0","0",NA,"0","0","191","0","191"
2004,"landings04_cpfv2.pdf","Tuna, albacore  174,047","1,504","1,558",NA,"2,618","0","47  179,774","227",NA,"883","332","492","147","2,081"
2004,"landings04_cpfv2.pdf","Whitefish, ocean  11,339","1,740","3,192",NA,"22,703","3,737","23,195  65,906","152",NA,"73","0","0","0","225"
2004,"landings04_cpfv2.pdf","Yellowtail  104,513","5,850","6,865",NA,"12,559","936","390  131,113","0",NA,"0","0","0","0","0"
2004,"landings04_cpfv2.pdf","Total Landings:  699,067","226,126","227,413",NA,"662,390","239,669","351,070  2,405,735","155,370",NA,"107,092","100,231","182,583","80,606","625,882"
2004,"landings04_cpfv2.pdf","Number of Anglers:  149,383","61,068","50,659",NA,"105,463","47,098","43,753  457,424","17,481",NA,"25,381","25,067","58,545","16,543","143,017"
2004,"landings04_cpfv2.pdf","Reporting CPFVs:  98","22","29",NA,"62","16","29  256","11",NA,"21","28","50","15","125"
