"source_landings","source_cpfvs","source_anglers","source_time","region","port_complex_group","port_complex","year","landings_n","cpfvs_n","anglers_n","days_n","hours_n"
"CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2017,69673,27,8220,NA,NA
"CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","Southern","Los Angeles","Newport Beach",2017,125172,14,44349,NA,NA
"CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","Southern","Los Angeles","Oceanside-Dana Harbor",2017,111786,26,50792,NA,NA
"CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","Southern","Los Angeles","Redondo-Marina del Rey-Malibu",2017,208065,14,32341,NA,NA
"CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2017,446264,54,91922,NA,NA
"CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2017,200117,20,23188,NA,NA
"CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2017,252768,8,27828,NA,NA
"CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","Southern","San Diego","San Diego-Mission Bay",2017,321555,86,87523,NA,NA
"CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2017,174506,64,46853,NA,NA
"CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","CDFW 2018 AnnualPortSideLogReport.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2017,612850,34,65862,NA,NA
"CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2018,200518,35,23281,NA,NA
"CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2018,96812,37,12867,NA,NA
"CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","Southern","Los Angeles","Newport Beach",2018,185376,25,48784,NA,NA
"CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","Southern","Los Angeles","Oceanside-Dana Harbor",2018,129157,33,55107,NA,NA
"CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","Southern","Los Angeles","Redondo-Marina del Rey-Malibu",2018,246264,19,37811,NA,NA
"CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2018,541638,61,85415,NA,NA
"CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2018,172138,15,18602,NA,NA
"CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2018,272110,10,28176,NA,NA
"CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","Southern","San Diego","San Diego-Mission Bay",2018,388565,101,94551,NA,NA
"CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2018,281408,77,54621,NA,NA
"CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","CDFW 2019 AnnualPortSideLogReport_07192019.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2018,621682,30,62737,NA,NA
"CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2019,194611,22,19546,NA,NA
"CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2019,105356,31,13215,NA,NA
"CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","Southern","Los Angeles","Newport Beach",2019,158688,28,43258,NA,NA
"CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","Southern","Los Angeles","Oceanside-Dana Harbor",2019,133249,31,46727,NA,NA
"CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","Southern","Los Angeles","Redondo-Marina del Rey-Malibu",2019,282233,14,37225,NA,NA
"CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2019,442578,59,73833,NA,NA
"CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2019,174320,14,20025,NA,NA
"CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2019,241903,10,26005,NA,NA
"CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","Southern","San Diego","San Diego-Mission Bay",2019,319824,106,87164,NA,NA
"CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2019,314022,63,54909,NA,NA
"CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","CDFW 2020 AnnualPortSideReport2019.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2019,577201,34,53967,NA,NA
