"waters","comm_name","comm_name_orig","sci_name","year","landings_n"
"USA","Fish","Fishes, unspecified","Osteichthyes spp.",2018,27996
"USA","Fish","Fishes, unspecified","Osteichthyes spp.",2019,28223
"USA","Flatfish","Flatfishes, unspecified","Pleuronectiformes spp.",2000,99423
"USA","Flatfish","Flatfishes, unspecified","Pleuronectiformes spp.",2001,134513
"USA","Flatfish","Flatfishes, unspecified","Pleuronectiformes spp.",2002,30258
"USA","Flatfish","Flatfishes, unspecified","Pleuronectiformes spp.",2003,20679
"USA","Flatfish","Flatfishes, unspecified","Pleuronectiformes spp.",2004,44859
"USA","Flatfish","Flatfishes, unspecified","Pleuronectiformes spp.",2005,10935
"USA","Flatfish","Flatfishes, unspecified","Pleuronectiformes spp.",2006,4745
"USA","Flatfish","Flatfishes, unspecified","Pleuronectiformes spp.",2007,1532
"USA","Flatfish","Flatfishes, unspecified","Pleuronectiformes spp.",2008,1291
"USA","Flatfish","Flatfishes, unspecified","Pleuronectiformes spp.",2009,2288
"USA","Flatfish","Flatfishes, unspecified","Pleuronectiformes spp.",2010,915
"USA","Flatfish","Flatfishes, unspecified","Pleuronectiformes spp.",2011,1917
"USA","Flatfish","Flatfishes, unspecified","Pleuronectiformes spp.",2012,5299
"USA","Flatfish","Flatfishes, unspecified","Pleuronectiformes spp.",2013,1461
"USA","Flatfish","Flatfishes, unspecified","Pleuronectiformes spp.",2014,823
"USA","Flatfish","Flatfishes, unspecified","Pleuronectiformes spp.",2015,881
"USA","Flatfish","Flatfishes, unspecified","Pleuronectiformes spp.",2016,1477
"USA","Flatfish","Flatfishes, unspecified","Pleuronectiformes spp.",2017,2773
"USA","Flatfish","Flatfishes, unspecified","Pleuronectiformes spp.",2018,5951
"USA","Flatfish","Flatfishes, unspecified","Pleuronectiformes spp.",2019,5955
"USA","Giant sea bass","Bass, giant (black) sea","Stereolepis gigas",2000,0
"USA","Giant sea bass","Bass, giant (black) sea","Stereolepis gigas",2001,72
"USA","Giant sea bass","Bass, giant (black) sea","Stereolepis gigas",2002,2
"USA","Giant sea bass","Bass, giant (black) sea","Stereolepis gigas",2003,4
"USA","Giant sea bass","Bass, giant (black) sea","Stereolepis gigas",2004,3
"USA","Giant sea bass","Bass, giant (black) sea","Stereolepis gigas",2005,1
"USA","Giant sea bass","Bass, giant (black) sea","Stereolepis gigas",2006,692
"USA","Giant sea bass","Bass, giant (black) sea","Stereolepis gigas",2007,2
"USA","Giant sea bass","Bass, giant (black) sea","Stereolepis gigas",2008,1
"USA","Giant sea bass","Bass, giant (black) sea","Stereolepis gigas",2009,2
"USA","Giant sea bass","Bass, giant (black) sea","Stereolepis gigas",2010,0
"USA","Giant sea bass","Bass, giant (black) sea","Stereolepis gigas",2011,1
"USA","Giant sea bass","Bass, giant (black) sea","Stereolepis gigas",2012,0
"USA","Giant sea bass","Bass, giant (black) sea","Stereolepis gigas",2013,0
"USA","Giant sea bass","Bass, giant (black) sea","Stereolepis gigas",2014,0
"USA","Giant sea bass","Bass, giant (black) sea","Stereolepis gigas",2015,0
"USA","Giant sea bass","Bass, giant (black) sea","Stereolepis gigas",2016,0
"USA","Giant sea bass","Bass, giant (black) sea","Stereolepis gigas",2017,2
"USA","Giant sea bass","Bass, giant (black) sea","Stereolepis gigas",2018,0
"USA","Giant sea bass","Bass, giant (black) sea","Stereolepis gigas",2019,0
"USA","Gopher rockfish","Rockfish, gopher","Sebastes carnatus",2000,3
"USA","Gopher rockfish","Rockfish, gopher","Sebastes carnatus",2002,39579
"USA","Gopher rockfish","Rockfish, gopher","Sebastes carnatus",2003,40353
"USA","Gopher rockfish","Rockfish, gopher","Sebastes carnatus",2004,28462
"USA","Gopher rockfish","Rockfish, gopher","Sebastes carnatus",2005,33574
"USA","Gopher rockfish","Rockfish, gopher","Sebastes carnatus",2006,28313
"USA","Gopher rockfish","Rockfish, gopher","Sebastes carnatus",2007,35455
"USA","Gopher rockfish","Rockfish, gopher","Sebastes carnatus",2008,51538
"USA","Gopher rockfish","Rockfish, gopher","Sebastes carnatus",2009,55851
"USA","Gopher rockfish","Rockfish, gopher","Sebastes carnatus",2010,68327
"USA","Gopher rockfish","Rockfish, gopher","Sebastes carnatus",2011,77367
"USA","Gopher rockfish","Rockfish, gopher","Sebastes carnatus",2012,51892
"USA","Gopher rockfish","Rockfish, gopher","Sebastes carnatus",2013,38150
"USA","Gopher rockfish","Rockfish, gopher","Sebastes carnatus",2014,46960
"USA","Gopher rockfish","Rockfish, gopher","Sebastes carnatus",2015,45104
"USA","Gopher rockfish","Rockfish, gopher","Sebastes carnatus",2016,49715
"USA","Gopher rockfish","Rockfish, gopher","Sebastes carnatus",2017,26904
"USA","Gopher rockfish","Rockfish, gopher","Sebastes carnatus",2018,24645
"USA","Gopher rockfish","Rockfish, gopher","Sebastes carnatus",2019,24649
"USA","Halfmoon","Halfmoon","Medialuna californiensis",2000,32393
"USA","Halfmoon","Halfmoon","Medialuna californiensis",2001,97385
"USA","Halfmoon","Halfmoon","Medialuna californiensis",2002,80551
"USA","Halfmoon","Halfmoon","Medialuna californiensis",2003,43345
"USA","Halfmoon","Halfmoon","Medialuna californiensis",2004,30301
"USA","Halfmoon","Halfmoon","Medialuna californiensis",2005,43645
"USA","Halfmoon","Halfmoon","Medialuna californiensis",2006,54805
"USA","Halfmoon","Halfmoon","Medialuna californiensis",2007,59948
"USA","Halfmoon","Halfmoon","Medialuna californiensis",2008,48890
"USA","Halfmoon","Halfmoon","Medialuna californiensis",2009,34781
"USA","Halfmoon","Halfmoon","Medialuna californiensis",2010,19697
"USA","Halfmoon","Halfmoon","Medialuna californiensis",2011,50611
"USA","Halfmoon","Halfmoon","Medialuna californiensis",2012,48713
"USA","Halfmoon","Halfmoon","Medialuna californiensis",2013,30198
"USA","Halfmoon","Halfmoon","Medialuna californiensis",2014,25198
"USA","Halfmoon","Halfmoon","Medialuna californiensis",2015,14884
"USA","Halfmoon","Halfmoon","Medialuna californiensis",2016,40108
"USA","Halfmoon","Halfmoon","Medialuna californiensis",2017,13286
"USA","Halfmoon","Halfmoon","Medialuna californiensis",2018,29814
"USA","Halfmoon","Halfmoon","Medialuna californiensis",2019,29995
"USA","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2000,58270
"USA","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2001,48237
"USA","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2002,245869
"USA","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2003,49307
"USA","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2004,52509
"USA","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2005,89411
"USA","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2006,69639
"USA","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2007,127985
"USA","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2008,41095
"USA","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2009,44718
"USA","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2010,69521
"USA","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2011,144545
"USA","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2012,97149
"USA","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2013,116926
"USA","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2014,111175
"USA","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2015,53952
"USA","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2016,169545
"USA","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2017,107757
"USA","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2018,164182
"USA","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2019,163916
"USA","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2000,267219
"USA","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2001,290982
"USA","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2002,232881
"USA","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2003,263337
"USA","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2004,299755
"USA","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2005,189437
"USA","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2006,255463
"USA","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2007,218681
"USA","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2008,190602
"USA","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2009,208462
"USA","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2010,113198
"USA","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2011,159948
"USA","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2012,136427
"USA","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2013,42271
"USA","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2014,87169
"USA","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2015,107937
"USA","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2016,118593
"USA","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2017,76156
"USA","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2018,100881
"USA","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2019,101248
"USA","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2000,387
"USA","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2002,886
"USA","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2003,5207
"USA","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2004,3337
"USA","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2005,2548
"USA","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2006,2280
"USA","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2007,2642
"USA","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2008,2278
"USA","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2009,2223
"USA","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2010,2290
"USA","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2011,2752
"USA","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2012,2556
"USA","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2013,1621
"USA","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2014,2738
"USA","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2015,3255
"USA","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2016,3170
"USA","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2017,2275
"USA","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2018,2516
"USA","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2019,2518
"USA","Leopard shark","Shark, leopard","Triakis semifasciata",2000,345
"USA","Leopard shark","Shark, leopard","Triakis semifasciata",2001,381
"USA","Leopard shark","Shark, leopard","Triakis semifasciata",2002,256
"USA","Leopard shark","Shark, leopard","Triakis semifasciata",2003,703
"USA","Leopard shark","Shark, leopard","Triakis semifasciata",2004,526
"USA","Leopard shark","Shark, leopard","Triakis semifasciata",2005,455
"USA","Leopard shark","Shark, leopard","Triakis semifasciata",2006,987
"USA","Leopard shark","Shark, leopard","Triakis semifasciata",2007,396
"USA","Leopard shark","Shark, leopard","Triakis semifasciata",2008,292
"USA","Leopard shark","Shark, leopard","Triakis semifasciata",2009,423
"USA","Leopard shark","Shark, leopard","Triakis semifasciata",2010,346
"USA","Leopard shark","Shark, leopard","Triakis semifasciata",2011,325
"USA","Leopard shark","Shark, leopard","Triakis semifasciata",2012,208
"USA","Leopard shark","Shark, leopard","Triakis semifasciata",2013,529
"USA","Leopard shark","Shark, leopard","Triakis semifasciata",2014,766
"USA","Leopard shark","Shark, leopard","Triakis semifasciata",2015,760
"USA","Leopard shark","Shark, leopard","Triakis semifasciata",2016,1617
"USA","Leopard shark","Shark, leopard","Triakis semifasciata",2017,809
"USA","Leopard shark","Shark, leopard","Triakis semifasciata",2018,609
"USA","Leopard shark","Shark, leopard","Triakis semifasciata",2019,609
"USA","Lingcod","Lingcod","Ophiodon elongatus",2000,10550
"USA","Lingcod","Lingcod","Ophiodon elongatus",2001,10803
"USA","Lingcod","Lingcod","Ophiodon elongatus",2002,33805
"USA","Lingcod","Lingcod","Ophiodon elongatus",2003,38106
"USA","Lingcod","Lingcod","Ophiodon elongatus",2004,10232
"USA","Lingcod","Lingcod","Ophiodon elongatus",2005,27612
"USA","Lingcod","Lingcod","Ophiodon elongatus",2006,33581
"USA","Lingcod","Lingcod","Ophiodon elongatus",2007,21339
"USA","Lingcod","Lingcod","Ophiodon elongatus",2008,13594
"USA","Lingcod","Lingcod","Ophiodon elongatus",2009,10778
"USA","Lingcod","Lingcod","Ophiodon elongatus",2010,10586
"USA","Lingcod","Lingcod","Ophiodon elongatus",2011,27539
"USA","Lingcod","Lingcod","Ophiodon elongatus",2012,37471
"USA","Lingcod","Lingcod","Ophiodon elongatus",2013,59247
"USA","Lingcod","Lingcod","Ophiodon elongatus",2014,74809
"USA","Lingcod","Lingcod","Ophiodon elongatus",2015,112779
"USA","Lingcod","Lingcod","Ophiodon elongatus",2016,100471
"USA","Lingcod","Lingcod","Ophiodon elongatus",2017,82627
"USA","Lingcod","Lingcod","Ophiodon elongatus",2018,59223
"USA","Lingcod","Lingcod","Ophiodon elongatus",2019,59279
"USA","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2000,130154
"USA","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2001,125399
"USA","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2002,92665
"USA","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2003,37558
"USA","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2004,58464
"USA","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2005,50055
"USA","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2006,54002
"USA","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2007,76058
"USA","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2008,54707
"USA","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2009,54194
"USA","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2010,44798
"USA","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2011,38330
"USA","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2012,45829
"USA","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2013,54103
"USA","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2014,53907
"USA","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2015,68261
"USA","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2016,118152
"USA","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2017,233032
"USA","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2018,387315
"USA","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2019,392342
"USA","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2000,39919
"USA","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2001,14761
"USA","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2002,3882
"USA","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2003,28962
"USA","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2004,115227
"USA","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2005,71714
"USA","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2006,174444
"USA","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2007,47830
"USA","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2008,90987
"USA","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2009,40792
"USA","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2010,37925
"USA","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2011,4227
"USA","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2012,1254
"USA","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2013,9643
"USA","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2014,90468
"USA","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2015,114071
"USA","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2016,88794
"USA","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2017,73275
"USA","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2018,77647
"USA","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2019,80109
"USA","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2000,6157
"USA","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2001,4598
"USA","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2002,900
"USA","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2003,627
"USA","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2004,271
"USA","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2005,676
"USA","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2006,3160
"USA","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2007,598
"USA","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2008,407
"USA","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2009,722
"USA","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2010,1853
"USA","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2011,908
"USA","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2012,1404
"USA","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2013,369
"USA","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2014,396
"USA","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2015,549
"USA","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2016,901
"USA","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2017,1053
"USA","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2018,1136
"USA","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2019,1136
"USA","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2000,111833
"USA","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2001,108331
"USA","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2002,69157
"USA","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2003,44391
"USA","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2004,22897
"USA","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2005,46959
"USA","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2006,49166
"USA","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2007,46438
"USA","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2008,48771
"USA","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2009,40550
"USA","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2010,29429
"USA","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2011,20067
"USA","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2012,18053
"USA","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2013,19046
"USA","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2014,48278
"USA","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2015,36737
"USA","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2016,14646
"USA","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2017,15576
"USA","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2018,13173
"USA","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2019,13178
"USA","Queenfish","Queenfish","Seriphus politus",2001,0
"USA","Rockfish","Rockfishes, unspecified","Sebastes spp.",2000,774202
"USA","Rockfish","Rockfishes, unspecified","Sebastes spp.",2001,739558
"USA","Rockfish","Rockfishes, unspecified","Sebastes spp.",2002,531183
"USA","Rockfish","Rockfishes, unspecified","Sebastes spp.",2003,399938
"USA","Rockfish","Rockfishes, unspecified","Sebastes spp.",2004,616713
"USA","Rockfish","Rockfishes, unspecified","Sebastes spp.",2005,659051
"USA","Rockfish","Rockfishes, unspecified","Sebastes spp.",2006,744006
"USA","Rockfish","Rockfishes, unspecified","Sebastes spp.",2007,802497
"USA","Rockfish","Rockfishes, unspecified","Sebastes spp.",2008,690835
"USA","Rockfish","Rockfishes, unspecified","Sebastes spp.",2009,656376
"USA","Rockfish","Rockfishes, unspecified","Sebastes spp.",2010,647746
"USA","Rockfish","Rockfishes, unspecified","Sebastes spp.",2011,1000260
"USA","Rockfish","Rockfishes, unspecified","Sebastes spp.",2012,1125101
"USA","Rockfish","Rockfishes, unspecified","Sebastes spp.",2013,1470117
"USA","Rockfish","Rockfishes, unspecified","Sebastes spp.",2014,1261791
"USA","Rockfish","Rockfishes, unspecified","Sebastes spp.",2015,1261368
"USA","Rockfish","Rockfishes, unspecified","Sebastes spp.",2016,1153949
"USA","Rockfish","Rockfishes, unspecified","Sebastes spp.",2017,1243851
"USA","Rockfish","Rockfishes, unspecified","Sebastes spp.",2018,1252731
"USA","Rockfish","Rockfishes, unspecified","Sebastes spp.",2019,1259664
"USA","Salmon","Salmon, unspecified","Oncorhynchus spp.",2000,35
"USA","Salmon","Salmon, unspecified","Oncorhynchus spp.",2001,1630
"USA","Salmon","Salmon, unspecified","Oncorhynchus spp.",2002,443
"USA","Salmon","Salmon, unspecified","Oncorhynchus spp.",2003,101
"USA","Salmon","Salmon, unspecified","Oncorhynchus spp.",2004,1803
"USA","Salmon","Salmon, unspecified","Oncorhynchus spp.",2005,35
"USA","Salmon","Salmon, unspecified","Oncorhynchus spp.",2006,12
"USA","Salmon","Salmon, unspecified","Oncorhynchus spp.",2007,15
"USA","Salmon","Salmon, unspecified","Oncorhynchus spp.",2008,0
"USA","Salmon","Salmon, unspecified","Oncorhynchus spp.",2009,4
"USA","Salmon","Salmon, unspecified","Oncorhynchus spp.",2010,20
"USA","Salmon","Salmon, unspecified","Oncorhynchus spp.",2011,44
"USA","Salmon","Salmon, unspecified","Oncorhynchus spp.",2012,4
"USA","Salmon","Salmon, unspecified","Oncorhynchus spp.",2013,62
"USA","Salmon","Salmon, unspecified","Oncorhynchus spp.",2014,13
"USA","Salmon","Salmon, unspecified","Oncorhynchus spp.",2015,143
"USA","Salmon","Salmon, unspecified","Oncorhynchus spp.",2016,49
"USA","Salmon","Salmon, unspecified","Oncorhynchus spp.",2017,44
"USA","Salmon","Salmon, unspecified","Oncorhynchus spp.",2018,748
"USA","Salmon","Salmon, unspecified","Oncorhynchus spp.",2019,748
"USA","Sanddab","Sanddab","Citharichthys spp.",2000,5581
"USA","Sanddab","Sanddab","Citharichthys spp.",2002,124694
"USA","Sanddab","Sanddab","Citharichthys spp.",2003,98264
"USA","Sanddab","Sanddab","Citharichthys spp.",2004,80279
"USA","Sanddab","Sanddab","Citharichthys spp.",2005,97492
"USA","Sanddab","Sanddab","Citharichthys spp.",2006,97114
"USA","Sanddab","Sanddab","Citharichthys spp.",2007,126483
"USA","Sanddab","Sanddab","Citharichthys spp.",2008,104928
"USA","Sanddab","Sanddab","Citharichthys spp.",2009,131501
"USA","Sanddab","Sanddab","Citharichthys spp.",2010,123003
"USA","Sanddab","Sanddab","Citharichthys spp.",2011,191590
"USA","Sanddab","Sanddab","Citharichthys spp.",2012,257601
"USA","Sanddab","Sanddab","Citharichthys spp.",2013,270539
"USA","Sanddab","Sanddab","Citharichthys spp.",2014,381881
"USA","Sanddab","Sanddab","Citharichthys spp.",2015,205345
"USA","Sanddab","Sanddab","Citharichthys spp.",2016,112315
"USA","Sanddab","Sanddab","Citharichthys spp.",2017,91240
"USA","Sanddab","Sanddab","Citharichthys spp.",2018,142396
"USA","Sanddab","Sanddab","Citharichthys spp.",2019,142509
"USA","Sevengill shark","Shark, sevengill","Notorynchus cepedianus",2001,19
"USA","Shark","Shark, unspecified","Selachimorpha spp.",2000,684
"USA","Shark","Shark, unspecified","Selachimorpha spp.",2001,434
"USA","Shark","Shark, unspecified","Selachimorpha spp.",2002,1291
"USA","Shark","Shark, unspecified","Selachimorpha spp.",2003,396
"USA","Shark","Shark, unspecified","Selachimorpha spp.",2004,538
"USA","Shark","Shark, unspecified","Selachimorpha spp.",2005,533
"USA","Shark","Shark, unspecified","Selachimorpha spp.",2006,566
"USA","Shark","Shark, unspecified","Selachimorpha spp.",2007,399
"USA","Shark","Shark, unspecified","Selachimorpha spp.",2008,223
"USA","Shark","Shark, unspecified","Selachimorpha spp.",2009,258
"USA","Shark","Shark, unspecified","Selachimorpha spp.",2010,452
"USA","Shark","Shark, unspecified","Selachimorpha spp.",2011,475
"USA","Shark","Shark, unspecified","Selachimorpha spp.",2012,249
"USA","Shark","Shark, unspecified","Selachimorpha spp.",2013,604
"USA","Shark","Shark, unspecified","Selachimorpha spp.",2014,807
"USA","Shark","Shark, unspecified","Selachimorpha spp.",2015,564
"USA","Shark","Shark, unspecified","Selachimorpha spp.",2016,260
"USA","Shark","Shark, unspecified","Selachimorpha spp.",2017,258
"USA","Shark","Shark, unspecified","Selachimorpha spp.",2018,407
"USA","Shark","Shark, unspecified","Selachimorpha spp.",2019,407
"USA","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2000,170
"USA","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2001,192
"USA","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2002,189
"USA","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2003,79
"USA","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2004,249
"USA","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2005,121
"USA","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2006,176
"USA","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2007,108
"USA","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2008,77
"USA","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2009,43
"USA","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2010,32
"USA","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2011,52
"USA","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2012,139
"USA","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2013,120
"USA","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2014,155
"USA","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2015,44
"USA","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2016,74
"USA","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2017,103
"USA","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2018,130
"USA","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2019,131
"USA","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2000,190
"USA","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2001,4225
"USA","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2002,1854
"USA","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2003,10360
"USA","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2004,735
"USA","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2005,2224
"USA","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2006,1720
"USA","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2007,67
"USA","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2008,821
