"state","port","port_long","year","landing_lb_mil","value_usd_mil"
"OR","Coos Bay-Charleston","Coos Bay-Charleston, OR",1994,24,13.4
"OR","Coos Bay-Charleston","Coos Bay-Charleston, OR",1995,21,14
"OR","Coos Bay-Charleston","Coos Bay-Charleston, OR",1996,24,16
"OR","Coos Bay-Charleston","Coos Bay-Charleston, OR",1997,21.5,12.1
"OR","Coos Bay-Charleston","Coos Bay-Charleston, OR",1998,14.6,8.2
"OR","Coos Bay-Charleston","Coos Bay-Charleston, OR",1999,26,11.8
"OR","Coos Bay-Charleston","Coos Bay-Charleston, OR",2000,19.2,13.1
"OR","Coos Bay-Charleston","Coos Bay-Charleston, OR",2001,26.8,12.6
"OR","Coos Bay-Charleston","Coos Bay-Charleston, OR",2002,25.8,12.3
"OR","Coos Bay-Charleston","Coos Bay-Charleston, OR",2003,24.7,15.9
"OR","Coos Bay-Charleston","Coos Bay-Charleston, OR",2004,29.8,25.2
"OR","Coos Bay-Charleston","Coos Bay-Charleston, OR",2005,25.7,17.7
"OR","Coos Bay-Charleston","Coos Bay-Charleston, OR",2006,29,20.2
"OR","Coos Bay-Charleston","Coos Bay-Charleston, OR",2007,25.5,20.8
"OR","Coos Bay-Charleston","Coos Bay-Charleston, OR",2008,27,20.4
"OR","Coos Bay-Charleston","Coos Bay-Charleston, OR",2009,30.1,22.9
"OR","Coos Bay-Charleston","Coos Bay-Charleston, OR",2010,31,24
"OR","Coos Bay-Charleston","Coos Bay-Charleston, OR",2011,38.6,35.7
"OR","Coos Bay-Charleston","Coos Bay-Charleston, OR",2012,32.4,26.9
"OR","Coos Bay-Charleston","Coos Bay-Charleston, OR",2013,32.8,34.4
"OR","Coos Bay-Charleston","Coos Bay-Charleston, OR",2014,29.4,34.1
"OR","Coos Bay-Charleston","Coos Bay-Charleston, OR",2015,20.6,21.5
"OR","Coos Bay-Charleston","Coos Bay-Charleston, OR",2016,21.3,27.9
"OR","Coos Bay-Charleston","Coos Bay-Charleston, OR",2017,19.3,27.5
"OR","Coos Bay-Charleston","Coos Bay-Charleston, OR",2018,25,34.2
"OR","Coos Bay-Charleston","Coos Bay-Charleston, OR",2019,18.4,28.5
"OR","Garibaldi","Garibaldi, OR",1989,7.6,3.7
"OR","Garibaldi","Garibaldi, OR",1990,6.1,3
"OR","Garibaldi","Garibaldi, OR",1991,6,3
"OR","Garibaldi","Garibaldi, OR",1993,7,3
"OR","Garibaldi","Garibaldi, OR",1994,3.2,1.9
"OR","Newport","Newport, OR",1981,46,25
"OR","Newport","Newport, OR",1982,46.7,14.5
"OR","Newport","Newport, OR",1983,28.8,10.4
"OR","Newport","Newport, OR",1984,25.7,9.5
"OR","Newport","Newport, OR",1985,29.4,12.8
"OR","Newport","Newport, OR",1986,26.7,13.5
"OR","Newport","Newport, OR",1987,35.9,21.9
"OR","Newport","Newport, OR",1988,38.5,24.3
"OR","Newport","Newport, OR",1989,44.4,19.2
"OR","Newport","Newport, OR",1990,34,14.7
"OR","Newport","Newport, OR",1991,52,14
"OR","Newport","Newport, OR",1992,24,22
"OR","Newport","Newport, OR",1993,89,17
"OR","Newport","Newport, OR",1994,122.2,19
"OR","Newport","Newport, OR",1995,112,22
"OR","Newport","Newport, OR",1996,115,25
"OR","Newport","Newport, OR",1997,107.7,20.9
"OR","Newport","Newport, OR",1998,117.6,14.1
"OR","Newport","Newport, OR",1999,92.4,19.6
"OR","Newport","Newport, OR",2000,102.3,24.6
"OR","Newport","Newport, OR",2001,93.2,21.2
"OR","Newport","Newport, OR",2002,64.2,17.5
"OR","Newport","Newport, OR",2003,69.8,24.4
"OR","Newport","Newport, OR",2004,111.2,29.6
"OR","Newport","Newport, OR",2005,110,24.7
"OR","Newport","Newport, OR",2006,93.6,33
"OR","Newport","Newport, OR",2007,64.7,30.2
"OR","Newport","Newport, OR",2008,57.8,32.5
"OR","Newport","Newport, OR",2009,50.2,30.9
"OR","Newport","Newport, OR",2010,57,30.6
"OR","Newport","Newport, OR",2011,79,43.8
"OR","Newport","Newport, OR",2012,80.2,37.2
"OR","Newport","Newport, OR",2013,126.8,55.1
"OR","Newport","Newport, OR",2014,124,52.6
"OR","Newport","Newport, OR",2015,65,32.9
"OR","Newport","Newport, OR",2016,77.3,47.8
"OR","Newport","Newport, OR",2017,111.5,52.6
"OR","Newport","Newport, OR",2018,123.3,62.2
"OR","Newport","Newport, OR",2019,121.5,58.1
"OR","Port Orford","Port Orford, OR",1983,5.6,1.3
"OR","Port Orford","Port Orford, OR",1985,5.6,NA
"OR","Port Orford","Port Orford, OR",1989,7.5,3.6
"OR","Port Orford","Port Orford, OR",1990,6.4,3.1
"OR","Port Orford","Port Orford, OR",2003,1.2,2
"OR","Port Orford","Port Orford, OR",2004,3,4.8
"OR","Port Orford","Port Orford, OR",2005,1.8,2.9
"OR","Port Orford","Port Orford, OR",2006,1.9,3.2
"OR","Port Orford","Port Orford, OR",2007,1.7,3.3
"OR","Port Orford","Port Orford, OR",2008,1.5,2.7
"OR","Port Orford","Port Orford, OR",2009,2.6,4.7
"OR","Port Orford","Port Orford, OR",2010,1.5,3.4
"OR","Port Orford","Port Orford, OR",2011,2.4,6.3
"OR","Port Orford","Port Orford, OR",2013,2.3,5.2
"OR","Port Orford","Port Orford, OR",2014,1.4,3.4
"OR","Port Orford","Port Orford, OR",2018,1.6,4.6
"OR","Tillamook","Tillamook, OR",1985,5.8,2.7
"OR","Tillamook","Tillamook, OR",1986,6.6,3.9
"OR","Tillamook","Tillamook, OR",1987,6.2,4.8
"OR","Tillamook","Tillamook, OR",2002,3.9,2.7
"OR","Tillamook","Tillamook, OR",2003,4.5,3.4
"OR","Tillamook","Tillamook, OR",2004,3.7,3.8
"OR","Tillamook","Tillamook, OR",2005,3.4,3.3
"OR","Tillamook","Tillamook, OR",2006,3.1,4.1
"OR","Tillamook","Tillamook, OR",2007,2.6,3.8
"OR","Tillamook","Tillamook, OR",2008,1.8,2.7
"OR","Tillamook","Tillamook, OR",2009,1.6,2.7
"OR","Tillamook","Tillamook, OR",2010,1.4,2.6
"OR","Tillamook","Tillamook, OR",2011,1.3,3
"OR","Tillamook","Tillamook, OR",2013,1.8,4.3
"OR","Tillamook","Tillamook, OR",2014,1.2,3.6
"OR","Tillamook","Tillamook, OR",2018,1.9,5
"OR","Winchester Bay","Winchester Bay, OR",2018,4.5,5.8
"OR","Winchester Bay","Winchester Bay, OR",2019,2.2,4.7
"RI","Little Compton","Little Compton, RI",2018,3.1,2.9
"RI","Little Compton","Little Compton, RI",2019,3.9,3.4
"RI","Newport","Newport, RI",1985,16.8,13.7
"RI","Newport","Newport, RI",1986,11.6,12.8
"RI","Newport","Newport, RI",1987,11.5,12.4
"RI","Newport","Newport, RI",1990,15,13.6
"RI","Newport","Newport, RI",1991,16.7,15.3
"RI","Newport","Newport, RI",1992,14.2,14.5
"RI","Newport","Newport, RI",1993,11.9,11.2
"RI","Newport","Newport, RI",1994,12.1,12.1
"RI","Newport","Newport, RI",1995,13.2,11.4
"RI","Newport","Newport, RI",1996,18,12
"RI","Newport","Newport, RI",1997,8.1,7.6
"RI","Newport","Newport, RI",1998,8,8.2
"RI","Newport","Newport, RI",2004,8,8.4
"RI","Newport","Newport, RI",2005,7.3,14.5
"RI","Newport","Newport, RI",2006,10.3,20.8
"RI","Newport","Newport, RI",2007,8.7,12.4
"RI","Newport","Newport, RI",2008,6.7,6.5
"RI","Newport","Newport, RI",2009,7.6,7
"RI","Newport","Newport, RI",2010,7.5,6.9
"RI","Newport","Newport, RI",2011,5.6,7.5
"RI","Newport","Newport, RI",2012,7.3,10.2
"RI","Newport","Newport, RI",2013,8.1,14.3
"RI","Newport","Newport, RI",2014,6.4,6.8
"RI","Newport","Newport, RI",2015,8.3,7.5
"RI","Newport","Newport, RI",2016,6.6,8
"RI","Newport","Newport, RI",2017,7.3,8.5
"RI","Newport","Newport, RI",2018,5.5,7.9
"RI","Newport","Newport, RI",2019,4.9,7.8
"RI","North Kingstown","North Kingstown, RI",2011,21,13.1
"RI","North Kingstown","North Kingstown, RI",2012,23,12.7
"RI","North Kingstown","North Kingstown, RI",2013,21.7,9.7
"RI","North Kingstown","North Kingstown, RI",2014,21.3,11.2
"RI","North Kingstown","North Kingstown, RI",2015,16.1,11.1
"RI","North Kingstown","North Kingstown, RI",2016,17.6,13.7
"RI","North Kingstown","North Kingstown, RI",2017,27,17.7
"RI","North Kingstown","North Kingstown, RI",2018,22.8,16
"RI","North Kingstown","North Kingstown, RI",2019,19.2,14.1
"RI","Point Judith","Point Judith, RI",1981,41,13.2
"RI","Point Judith","Point Judith, RI",1982,65.1,20.5
"RI","Point Judith","Point Judith, RI",1983,62.8,25.5
"RI","Point Judith","Point Judith, RI",1984,71,27.3
"RI","Point Judith","Point Judith, RI",1985,58.1,28
"RI","Point Judith","Point Judith, RI",1986,53.2,28.7
"RI","Point Judith","Point Judith, RI",1987,46.6,29.5
"RI","Point Judith","Point Judith, RI",1988,49.6,25.4
"RI","Point Judith","Point Judith, RI",1989,48.4,23.6
"RI","Point Judith","Point Judith, RI",1990,58.7,32.1
"RI","Point Judith","Point Judith, RI",1991,65.9,37.5
"RI","Point Judith","Point Judith, RI",1992,68.1,36.6
"RI","Point Judith","Point Judith, RI",1993,61.2,35.3
"RI","Point Judith","Point Judith, RI",1994,62.3,36.5
"RI","Point Judith","Point Judith, RI",1995,75.5,37.6
"RI","Point Judith","Point Judith, RI",1996,63.4,37.8
"RI","Point Judith","Point Judith, RI",1997,74.5,47.5
"RI","Point Judith","Point Judith, RI",1998,75.4,42.6
"RI","Point Judith","Point Judith, RI",1999,70.4,51.1
"RI","Point Judith","Point Judith, RI",2000,59.3,41.4
"RI","Point Judith","Point Judith, RI",2001,48.5,33.6
"RI","Point Judith","Point Judith, RI",2002,42.8,31.3
"RI","Point Judith","Point Judith, RI",2003,44.7,31.2
"RI","Point Judith","Point Judith, RI",2004,50,36
"RI","Point Judith","Point Judith, RI",2005,41.8,38.3
"RI","Point Judith","Point Judith, RI",2006,46,46.8
"RI","Point Judith","Point Judith, RI",2007,37.6,36.7
"RI","Point Judith","Point Judith, RI",2008,37.6,36.9
"RI","Point Judith","Point Judith, RI",2009,39.9,32.4
"RI","Point Judith","Point Judith, RI",2010,35.6,32.2
"RI","Point Judith","Point Judith, RI",2011,40.8,40.3
"RI","Point Judith","Point Judith, RI",2012,46.4,42.6
"RI","Point Judith","Point Judith, RI",2013,54.6,46.7
"RI","Point Judith","Point Judith, RI",2014,57.3,50.4
"RI","Point Judith","Point Judith, RI",2015,46.2,46.2
"RI","Point Judith","Point Judith, RI",2016,53.4,55.7
"RI","Point Judith","Point Judith, RI",2017,44.3,57.4
"RI","Point Judith","Point Judith, RI",2018,47.5,63.7
"RI","Point Judith","Point Judith, RI",2019,48.1,65.9
"SC","Beaufort","Beaufort, SC",1992,6.7,7.7
"SC","Beaufort","Beaufort, SC",1993,6.3,7.8
"SC","Beaufort","Beaufort, SC",1994,5,7
"SC","Beaufort","Beaufort, SC",1995,7,11
"SC","Beaufort","Beaufort, SC",1996,4.8,6.5
"SC","Beaufort","Beaufort, SC",1997,5.4,9.2
"SC","Beaufort","Beaufort, SC",1998,6.4,8.1
"SC","Beaufort","Beaufort, SC",1999,6.2,8.5
"SC","Beaufort","Beaufort, SC",2000,4.3,7.7
"SC","Beaufort","Beaufort, SC",2001,3.1,5.6
"SC","Beaufort","Beaufort, SC",2003,4,5
"SC","Beaufort","Beaufort, SC",2011,3.4,6.1
"SC","Charleston-Mt. Pleasant","Charleston-Mt. Pleasant, SC",1992,7.7,10.9
"SC","Charleston-Mt. Pleasant","Charleston-Mt. Pleasant, SC",1993,7.4,10.7
"SC","Charleston-Mt. Pleasant","Charleston-Mt. Pleasant, SC",1994,8,14
"SC","Charleston-Mt. Pleasant","Charleston-Mt. Pleasant, SC",1995,11,19
"SC","Charleston-Mt. Pleasant","Charleston-Mt. Pleasant, SC",1996,6.9,10.8
"SC","Charleston-Mt. Pleasant","Charleston-Mt. Pleasant, SC",1997,7.1,14.6
"SC","Charleston-Mt. Pleasant","Charleston-Mt. Pleasant, SC",1998,6.8,13
"SC","Charleston-Mt. Pleasant","Charleston-Mt. Pleasant, SC",1999,6.8,12
"SC","Charleston-Mt. Pleasant","Charleston-Mt. Pleasant, SC",2000,6.9,14.1
"SC","Charleston-Mt. Pleasant","Charleston-Mt. Pleasant, SC",2001,6.2,10.4
"SC","Charleston-Mt. Pleasant","Charleston-Mt. Pleasant, SC",2002,5.8,9.3
"SC","Charleston-Mt. Pleasant","Charleston-Mt. Pleasant, SC",2003,6,9
"SC","Charleston-Mt. Pleasant","Charleston-Mt. Pleasant, SC",2004,5.2,8.5
"SC","Charleston-Mt. Pleasant","Charleston-Mt. Pleasant, SC",2005,6.7,10.4
"SC","Charleston-Mt. Pleasant","Charleston-Mt. Pleasant, SC",2006,2.7,4.7
"SC","Charleston-Mt. Pleasant","Charleston-Mt. Pleasant, SC",2007,3.9,5.8
"SC","Charleston-Mt. Pleasant","Charleston-Mt. Pleasant, SC",2008,3.8,7.1
"SC","Charleston-Mt. Pleasant","Charleston-Mt. Pleasant, SC",2009,3.9,7.6
"SC","Charleston-Mt. Pleasant","Charleston-Mt. Pleasant, SC",2010,4.5,9.9
"SC","Charleston-Mt. Pleasant","Charleston-Mt. Pleasant, SC",2011,6.5,14.5
"SC","Georgetown","Georgetown, SC",1992,3.7,5.4
"SC","Georgetown","Georgetown, SC",1993,3.7,5.5
"SC","Georgetown","Georgetown, SC",1994,3,5
"SC","Georgetown","Georgetown, SC",1995,4,6
"SC","Georgetown","Georgetown, SC",1997,3.1,5.4
"SC","Georgetown","Georgetown, SC",1998,2.9,5.3
"SC","Georgetown","Georgetown, SC",1999,3.4,6.4
"SC","Georgetown","Georgetown, SC",2000,3,5.9
"SC","Georgetown","Georgetown, SC",2002,3.4,5.2
"SC","Georgetown","Georgetown, SC",2003,4,6
"SC","Georgetown","Georgetown, SC",2011,2.7,5.2
"TX","Aransas Pass-Rockport","Aransas Pass-Rockport, TX",1981,24,41
"TX","Aransas Pass-Rockport","Aransas Pass-Rockport, TX",1982,18,41.1
"TX","Aransas Pass-Rockport","Aransas Pass-Rockport, TX",1983,21,50
"TX","Aransas Pass-Rockport","Aransas Pass-Rockport, TX",1984,25.2,51.1
"TX","Aransas Pass-Rockport","Aransas Pass-Rockport, TX",1985,24.2,43
"TX","Aransas Pass-Rockport","Aransas Pass-Rockport, TX",1986,27.1,60.3
"TX","Aransas Pass-Rockport","Aransas Pass-Rockport, TX",1987,10.2,36.4
"TX","Aransas Pass-Rockport","Aransas Pass-Rockport, TX",1988,15.6,45.6
"TX","Aransas Pass-Rockport","Aransas Pass-Rockport, TX",1989,15,32
"TX","Aransas Pass-Rockport","Aransas Pass-Rockport, TX",1990,18,34.9
"TX","Aransas Pass-Rockport","Aransas Pass-Rockport, TX",1991,21.2,41.6
"TX","Aransas Pass-Rockport","Aransas Pass-Rockport, TX",1992,17,32.3
"TX","Aransas Pass-Rockport","Aransas Pass-Rockport, TX",1993,13.5,24
"TX","Aransas Pass-Rockport","Aransas Pass-Rockport, TX",1994,13,29.3
"TX","Aransas Pass-Rockport","Aransas Pass-Rockport, TX",1995,12,33
"TX","Aransas Pass-Rockport","Aransas Pass-Rockport, TX",1996,13,24
"TX","Aransas Pass-Rockport","Aransas Pass-Rockport, TX",1997,7.8,17.4
"TX","Aransas Pass-Rockport","Aransas Pass-Rockport, TX",1998,8.5,15.5
"TX","Aransas Pass-Rockport","Aransas Pass-Rockport, TX",1999,6.4,15
"TX","Aransas Pass-Rockport","Aransas Pass-Rockport, TX",2000,6.7,17.8
"TX","Aransas Pass-Rockport","Aransas Pass-Rockport, TX",2001,5.8,12.6
"TX","Aransas Pass-Rockport","Aransas Pass-Rockport, TX",2002,5.2,8.6
"TX","Aransas Pass-Rockport","Aransas Pass-Rockport, TX",2011,3.8,8.7
"TX","Aransas Pass-Rockport","Aransas Pass-Rockport, TX",2013,2.5,8.9
"TX","Aransas Pass-Rockport","Aransas Pass-Rockport, TX",2014,1.5,5.7
"TX","Aransas Pass-Rockport","Aransas Pass-Rockport, TX",2016,1,4
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",1981,28,48.4
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",1982,19,52.2
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",1983,21,55
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",1984,23,51
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",1985,22.9,49.6
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",1986,25.5,69.3
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",1987,13.4,54.2
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",1988,13.8,39.7
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",1989,22.7,54.1
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",1990,25.2,57.2
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",1991,29.6,71.5
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",1992,22.9,54.9
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",1993,18.9,46.6
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",1994,21,64.1
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",1995,16,66
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",1996,22,60
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",1997,13.8,46.1
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",1998,24.7,64.2
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",1999,23.3,67.3
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",2000,29.2,88.6
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",2001,22.4,59.8
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",2002,19.9,44.1
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",2003,17.9,35.9
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",2004,18.7,40.3
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",2005,20.1,45
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",2006,30.5,52
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",2007,23.2,49.7
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",2008,20.4,49.3
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",2009,27,41
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",2010,22.7,52.5
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",2011,24.8,58.2
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",2012,23,53.6
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",2013,20.7,72.7
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",2014,12.1,76.3
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",2015,24.7,55.1
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",2016,18,53
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",2017,23,62.8
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",2018,19.9,51.3
"TX","Brownsville-Port Isabel","Brownsville-Port Isabel, TX",2019,16.5,46.1
"TX","Freeport","Freeport, TX",1981,14,26.8
"TX","Freeport","Freeport, TX",1982,9,26
"TX","Freeport","Freeport, TX",1983,6,17
"TX","Freeport","Freeport, TX",1984,9,19.1
"TX","Freeport","Freeport, TX",1985,8.8,17.2
"TX","Freeport","Freeport, TX",1986,11.4,26.7
"TX","Freeport","Freeport, TX",1987,6.2,23.6
"TX","Freeport","Freeport, TX",1988,7.9,22.6
"TX","Freeport","Freeport, TX",1989,6.1,10.7
"TX","Freeport","Freeport, TX",1990,6.2,14.8
"TX","Freeport","Freeport, TX",1991,6,12.6
"TX","Freeport","Freeport, TX",1992,8.5,11.4
"TX","Freeport","Freeport, TX",1993,11.1,13
"TX","Freeport","Freeport, TX",1994,7.6,19.6
"TX","Freeport","Freeport, TX",1995,4,15
"TX","Freeport","Freeport, TX",1996,6,14
"TX","Freeport","Freeport, TX",1997,5.8,15.2
"TX","Freeport","Freeport, TX",1998,7.3,16.1
"TX","Freeport","Freeport, TX",1999,5.9,16.6
"TX","Freeport","Freeport, TX",2000,7.5,22.8
"TX","Freeport","Freeport, TX",2001,6.5,15.2
"TX","Freeport","Freeport, TX",2002,4.6,9
"TX","Freeport","Freeport, TX",2006,5.9,9.2
"TX","Freeport","Freeport, TX",2013,2.7,7.5
"TX","Freeport","Freeport, TX",2014,1.3,7.2
"TX","Galveston","Galveston, TX",1981,8,13.3
"TX","Galveston","Galveston, TX",1982,7,15
"TX","Galveston","Galveston, TX",1983,12,16
"TX","Galveston","Galveston, TX",1984,11.9,20.1
"TX","Galveston","Galveston, TX",1985,12.8,13.4
"TX","Galveston","Galveston, TX",1986,13.6,20.9
"TX","Galveston","Galveston, TX",1987,4.4,11.4
"TX","Galveston","Galveston, TX",1988,7.7,21.4
"TX","Galveston","Galveston, TX",1989,8.7,15.1
"TX","Galveston","Galveston, TX",1990,8,13
"TX","Galveston","Galveston, TX",1991,11.8,21.2
"TX","Galveston","Galveston, TX",1992,12.7,22.3
"TX","Galveston","Galveston, TX",1993,12.5,18.2
"TX","Galveston","Galveston, TX",1994,12.4,26.3
"TX","Galveston","Galveston, TX",1995,17,38
"TX","Galveston","Galveston, TX",1996,21,37
"TX","Galveston","Galveston, TX",1997,12.5,24.2
"TX","Galveston","Galveston, TX",1998,16.3,27.9
"TX","Galveston","Galveston, TX",1999,18,33.1
"TX","Galveston","Galveston, TX",2000,17.4,40.8
"TX","Galveston","Galveston, TX",2001,18.6,36
"TX","Galveston","Galveston, TX",2002,17.4,28.9
"TX","Galveston","Galveston, TX",2003,18.6,32.7
"TX","Galveston","Galveston, TX",2004,16,31.4
"TX","Galveston","Galveston, TX",2005,15.1,32.3
"TX","Galveston","Galveston, TX",2006,22,40.7
"TX","Galveston","Galveston, TX",2007,19.2,40.1
"TX","Galveston","Galveston, TX",2008,13.1,33
"TX","Galveston","Galveston, TX",2009,22,35
"TX","Galveston","Galveston, TX",2010,13.4,28
"TX","Galveston","Galveston, TX",2011,18.7,46.9
"TX","Galveston","Galveston, TX",2012,26.6,74.3
"TX","Galveston","Galveston, TX",2013,22.6,71.5
"TX","Galveston","Galveston, TX",2014,14,69
"TX","Galveston","Galveston, TX",2015,16.4,42.4
"TX","Galveston","Galveston, TX",2016,15,45
"TX","Galveston","Galveston, TX",2017,18.8,54.5
"TX","Galveston","Galveston, TX",2018,20.4,59.9
"TX","Galveston","Galveston, TX",2019,18.8,65
"TX","Houston","Houston, TX",2000,2.9,5.4
"TX","Houston","Houston, TX",2013,0.3,0.8
"TX","Palacios","Palacios, TX",1982,5,9
"TX","Palacios","Palacios, TX",1983,6,11
"TX","Palacios","Palacios, TX",1993,9.1,15.1
"TX","Palacios","Palacios, TX",1994,9.8,24.5
"TX","Palacios","Palacios, TX",1995,6,21
"TX","Palacios","Palacios, TX",1996,11,25
"TX","Palacios","Palacios, TX",1997,11.5,30.4
"TX","Palacios","Palacios, TX",1998,14.6,32.6
"TX","Palacios","Palacios, TX",1999,12.8,35.9
"TX","Palacios","Palacios, TX",2000,14.8,41.8
"TX","Palacios","Palacios, TX",2001,16.1,37.1
"TX","Palacios","Palacios, TX",2002,15.1,30.6
"TX","Palacios","Palacios, TX",2003,8.4,14.6
"TX","Palacios","Palacios, TX",2004,13.5,27.6
"TX","Palacios","Palacios, TX",2005,14.5,29.3
"TX","Palacios","Palacios, TX",2006,22.3,32.6
"TX","Palacios","Palacios, TX",2007,12.6,25.2
"TX","Palacios","Palacios, TX",2008,13.6,32.1
"TX","Palacios","Palacios, TX",2009,20,27
"TX","Palacios","Palacios, TX",2010,13.9,31.9
"TX","Palacios","Palacios, TX",2011,14.9,35.8
"TX","Palacios","Palacios, TX",2012,8.9,21.2
"TX","Palacios","Palacios, TX",2013,10.9,34.4
"TX","Palacios","Palacios, TX",2014,7,38.3
"TX","Palacios","Palacios, TX",2015,15.4,31.2
"TX","Palacios","Palacios, TX",2016,15,39
"TX","Palacios","Palacios, TX",2017,20.2,48.7
"TX","Palacios","Palacios, TX",2018,18.5,43.1
"TX","Palacios","Palacios, TX",2019,16.6,42.4
"TX","Port Arthur","Port Arthur, TX",1981,5,8.2
"TX","Port Arthur","Port Arthur, TX",1982,5,10
"TX","Port Arthur","Port Arthur, TX",1983,6,12
"TX","Port Arthur","Port Arthur, TX",1985,11.6,22.6
"TX","Port Arthur","Port Arthur, TX",1986,12.5,29.9
"TX","Port Arthur","Port Arthur, TX",1987,6.7,22.9
"TX","Port Arthur","Port Arthur, TX",1988,6.2,17.4
"TX","Port Arthur","Port Arthur, TX",1989,11.5,23.8
"TX","Port Arthur","Port Arthur, TX",1990,10.9,21.1
"TX","Port Arthur","Port Arthur, TX",1991,10.2,20.6
"TX","Port Arthur","Port Arthur, TX",1992,9.3,21
"TX","Port Arthur","Port Arthur, TX",1993,9.7,18.2
"TX","Port Arthur","Port Arthur, TX",1994,8.7,23.1
"TX","Port Arthur","Port Arthur, TX",1995,6,22
"TX","Port Arthur","Port Arthur, TX",1996,12,27
"TX","Port Arthur","Port Arthur, TX",1997,9.5,23.9
"TX","Port Arthur","Port Arthur, TX",1998,14.6,32.6
"TX","Port Arthur","Port Arthur, TX",1999,8.9,22.4
"TX","Port Arthur","Port Arthur, TX",2000,17,49.3
"TX","Port Arthur","Port Arthur, TX",2001,14.6,36.8
"TX","Port Arthur","Port Arthur, TX",2002,14.9,30.8
"TX","Port Arthur","Port Arthur, TX",2003,17.5,30.1
"TX","Port Arthur","Port Arthur, TX",2004,19.4,38.9
"TX","Port Arthur","Port Arthur, TX",2005,17.8,36.2
"TX","Port Arthur","Port Arthur, TX",2006,25,42.8
"TX","Port Arthur","Port Arthur, TX",2007,17.4,39
"TX","Port Arthur","Port Arthur, TX",2008,14.9,39
"TX","Port Arthur","Port Arthur, TX",2009,16,27
"TX","Port Arthur","Port Arthur, TX",2010,19.6,47.4
"TX","Port Arthur","Port Arthur, TX",2011,21.3,57.1
"TX","Port Arthur","Port Arthur, TX",2012,20.4,47.4
"TX","Port Arthur","Port Arthur, TX",2013,14.9,40.1
"TX","Port Arthur","Port Arthur, TX",2014,9.4,40.6
"TX","Port Arthur","Port Arthur, TX",2015,13.6,26.9
"TX","Port Arthur","Port Arthur, TX",2016,15,33
"TX","Port Arthur","Port Arthur, TX",2017,17.1,37.1
"TX","Port Arthur","Port Arthur, TX",2018,17.3,35.8
"TX","Port Arthur","Port Arthur, TX",2019,13.7,30.3
"TX","Port Lavaca","Port Lavaca, TX",1982,6,6
"TX","Port Lavaca","Port Lavaca, TX",1983,6,9
"TX","Port Lavaca","Port Lavaca, TX",1994,5.6,8.9
"TX","Port Lavaca","Port Lavaca, TX",2000,3.6,6.1
"TX","Port Lavaca","Port Lavaca, TX",2001,5.6,8.7
"TX","Port Lavaca","Port Lavaca, TX",2016,3,6
"TX","Port Lavaca","Port Lavaca, TX",2018,2,5.4
"TX","Seabrook","Seabrook, TX",1999,3.8,9.6
"VA","Accomac","Accomac, VA",2011,9.9,10.3
"VA","Accomac","Accomac, VA",2012,9.7,12.2
"VA","Accomac","Accomac, VA",2013,8.7,13.9
"VA","Accomac","Accomac, VA",2014,8,12.5
"VA","Accomac","Accomac, VA",2015,8.3,13
"VA","Accomac","Accomac, VA",2016,7.6,20.1
