"tsn","level","sci_name","kingdom","phylum","class","order","family","genus","species"
"170085","Species","Chromis punctipinnis","Animalia","Chordata","Teleostei","Perciformes","Pomacentridae","Chromis","Chromis punctipinnis"
"170086","Species","Chromis scotti","Animalia","Chordata","Teleostei","Perciformes","Pomacentridae","Chromis","Chromis scotti"
"170116","Species","Microspathodon chrysurus","Animalia","Chordata","Teleostei","Perciformes","Pomacentridae","Microspathodon","Microspathodon chrysurus"
"170120","Species","Hypsypops rubicundus","Animalia","Chordata","Teleostei","Perciformes","Pomacentridae","Hypsypops","Hypsypops rubicundus"
"170134","Species","Plectroglyphidodon sindonis","Animalia","Chordata","Teleostei","Perciformes","Pomacentridae","Plectroglyphidodon","Plectroglyphidodon sindonis"
"170222","Family","Cirrhitidae","Animalia","Chordata","Teleostei","Perciformes","Cirrhitidae",NA,NA
"170224","Species","Amblycirrhitus pinos","Animalia","Chordata","Teleostei","Perciformes","Cirrhitidae","Amblycirrhitus","Amblycirrhitus pinos"
"170227","Species","Paracirrhites forsteri","Animalia","Chordata","Teleostei","Perciformes","Cirrhitidae","Paracirrhites","Paracirrhites forsteri"
"170235","Species","Cirrhitus pinnulatus","Animalia","Chordata","Teleostei","Perciformes","Cirrhitidae","Cirrhitus","Cirrhitus pinnulatus"
"170287","Family","Bramidae","Animalia","Chordata","Teleostei","Perciformes","Bramidae",NA,NA
"170289","Species","Brama japonica","Animalia","Chordata","Teleostei","Perciformes","Bramidae","Brama","Brama japonica"
"170290","Species","Brama brama","Animalia","Chordata","Teleostei","Perciformes","Bramidae","Brama","Brama brama"
"170311","Species","Taractichthys longipinnis","Animalia","Chordata","Teleostei","Perciformes","Bramidae","Taractichthys","Taractichthys longipinnis"
"170333","Family","Mugilidae","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae",NA,NA
"170334","Genus","Mugil","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Mugil",NA
"170335","Species","Mugil cephalus","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Mugil","Mugil cephalus"
"170336","Species","Mugil curema","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Mugil","Mugil curema"
"170337","Species","Mugil gaimardianus","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Mugil","Mugil gaimardianus"
"170351","Species","Mugil gyrans","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Mugil","Mugil gyrans"
"170361","Species","Neomyxus leuciscus","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Neomyxus","Neomyxus leuciscus"
"170422","Species","Valamugil engeli","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Valamugil","Valamugil engeli"
"170424","Family","Sphyraenidae","Animalia","Chordata","Teleostei","Perciformes","Sphyraenidae",NA,NA
"170425","Genus","Sphyraena","Animalia","Chordata","Teleostei","Perciformes","Sphyraenidae","Sphyraena",NA
"170426","Species","Sphyraena argentea","Animalia","Chordata","Teleostei","Perciformes","Sphyraenidae","Sphyraena","Sphyraena argentea"
"170427","Species","Sphyraena borealis","Animalia","Chordata","Teleostei","Perciformes","Sphyraenidae","Sphyraena","Sphyraena borealis"
"170428","Species","Sphyraena guachancho","Animalia","Chordata","Teleostei","Perciformes","Sphyraenidae","Sphyraena","Sphyraena guachancho"
"170431","Species","Sphyraena helleri","Animalia","Chordata","Teleostei","Perciformes","Sphyraenidae","Sphyraena","Sphyraena helleri"
"170445","Family","Polynemidae","Animalia","Chordata","Teleostei","Perciformes","Polynemidae",NA,NA
"170446","Genus","Polydactylus","Animalia","Chordata","Teleostei","Perciformes","Polynemidae","Polydactylus",NA
"170447","Species","Polydactylus octonemus","Animalia","Chordata","Teleostei","Perciformes","Polynemidae","Polydactylus","Polydactylus octonemus"
"170450","Species","Polydactylus oligodon","Animalia","Chordata","Teleostei","Perciformes","Polynemidae","Polydactylus","Polydactylus oligodon"
"170453","Species","Polydactylus sexfilis","Animalia","Chordata","Teleostei","Perciformes","Polynemidae","Polydactylus","Polydactylus sexfilis"
"170477","Family","Labridae","Animalia","Chordata","Teleostei","Perciformes","Labridae",NA,NA
"170479","Species","Tautoga onitis","Animalia","Chordata","Teleostei","Perciformes","Labridae","Tautoga","Tautoga onitis"
"170481","Species","Tautogolabrus adspersus","Animalia","Chordata","Teleostei","Perciformes","Labridae","Tautogolabrus","Tautogolabrus adspersus"
"170483","Species","Bodianus pulchellus","Animalia","Chordata","Teleostei","Perciformes","Labridae","Bodianus","Bodianus pulchellus"
"170484","Species","Bodianus rufus","Animalia","Chordata","Teleostei","Perciformes","Labridae","Bodianus","Bodianus rufus"
"170485","Species","Bodianus bilunulatus","Animalia","Chordata","Teleostei","Perciformes","Labridae","Bodianus","Bodianus bilunulatus"
"170496","Species","Clepticus parrae","Animalia","Chordata","Teleostei","Perciformes","Labridae","Clepticus","Clepticus parrae"
"170498","Species","Decodon puellaris","Animalia","Chordata","Teleostei","Perciformes","Labridae","Decodon","Decodon puellaris"
"170502","Species","Halichoeres bathyphilus","Animalia","Chordata","Teleostei","Perciformes","Labridae","Halichoeres","Halichoeres bathyphilus"
"170503","Species","Halichoeres bivittatus","Animalia","Chordata","Teleostei","Perciformes","Labridae","Halichoeres","Halichoeres bivittatus"
"170504","Species","Halichoeres caudalis","Animalia","Chordata","Teleostei","Perciformes","Labridae","Halichoeres","Halichoeres caudalis"
"170505","Species","Halichoeres cyanocephalus","Animalia","Chordata","Teleostei","Perciformes","Labridae","Halichoeres","Halichoeres cyanocephalus"
"170506","Species","Halichoeres garnoti","Animalia","Chordata","Teleostei","Perciformes","Labridae","Halichoeres","Halichoeres garnoti"
"170507","Species","Halichoeres maculipinna","Animalia","Chordata","Teleostei","Perciformes","Labridae","Halichoeres","Halichoeres maculipinna"
"170508","Species","Halichoeres pictus","Animalia","Chordata","Teleostei","Perciformes","Labridae","Halichoeres","Halichoeres pictus"
"170509","Species","Halichoeres poeyi","Animalia","Chordata","Teleostei","Perciformes","Labridae","Halichoeres","Halichoeres poeyi"
"170510","Species","Halichoeres radiatus","Animalia","Chordata","Teleostei","Perciformes","Labridae","Halichoeres","Halichoeres radiatus"
"170511","Species","Halichoeres semicinctus","Animalia","Chordata","Teleostei","Perciformes","Labridae","Halichoeres","Halichoeres semicinctus"
"170512","Species","Halichoeres ornatissimus","Animalia","Chordata","Teleostei","Perciformes","Labridae","Halichoeres","Halichoeres ornatissimus"
"170566","Species","Lachnolaimus maximus","Animalia","Chordata","Teleostei","Perciformes","Labridae","Lachnolaimus","Lachnolaimus maximus"
"170568","Species","Thalassoma bifasciatum","Animalia","Chordata","Teleostei","Perciformes","Labridae","Thalassoma","Thalassoma bifasciatum"
"170569","Species","Thalassoma ballieui","Animalia","Chordata","Teleostei","Perciformes","Labridae","Thalassoma","Thalassoma ballieui"
"170571","Species","Thalassoma duperrey","Animalia","Chordata","Teleostei","Perciformes","Labridae","Thalassoma","Thalassoma duperrey"
"170580","Species","Thalassoma purpureum","Animalia","Chordata","Teleostei","Perciformes","Labridae","Thalassoma","Thalassoma purpureum"
"170595","Species","Thalassoma trilobatum","Animalia","Chordata","Teleostei","Perciformes","Labridae","Thalassoma","Thalassoma trilobatum"
"170597","Species","Oxyjulis californica","Animalia","Chordata","Teleostei","Perciformes","Labridae","Oxyjulis","Oxyjulis californica"
"170602","Species","Anampses chrysocephalus","Animalia","Chordata","Teleostei","Perciformes","Labridae","Anampses","Anampses chrysocephalus"
"170616","Species","Cheilio inermis","Animalia","Chordata","Teleostei","Perciformes","Labridae","Cheilio","Cheilio inermis"
"170652","Species","Gomphosus varius","Animalia","Chordata","Teleostei","Perciformes","Labridae","Gomphosus","Gomphosus varius"
"170668","Species","Coris flavovittata","Animalia","Chordata","Teleostei","Perciformes","Labridae","Coris","Coris flavovittata"
"170706","Species","Novaculichthys taeniourus","Animalia","Chordata","Teleostei","Perciformes","Labridae","Novaculichthys","Novaculichthys taeniourus"
"170744","Species","Semicossyphus pulcher","Animalia","Chordata","Teleostei","Perciformes","Labridae","Semicossyphus","Semicossyphus pulcher"
"170765","Species","Iniistius pavo","Animalia","Chordata","Teleostei","Perciformes","Labridae","Iniistius","Iniistius pavo"
"170809","Family","Scaridae","Animalia","Chordata","Teleostei","Perciformes","Scaridae",NA,NA
"170811","Species","Scarus coeruleus","Animalia","Chordata","Teleostei","Perciformes","Scaridae","Scarus","Scarus coeruleus"
"170812","Species","Scarus coelestinus","Animalia","Chordata","Teleostei","Perciformes","Scaridae","Scarus","Scarus coelestinus"
"170814","Species","Scarus guacamaia","Animalia","Chordata","Teleostei","Perciformes","Scaridae","Scarus","Scarus guacamaia"
"170815","Species","Scarus taeniopterus","Animalia","Chordata","Teleostei","Perciformes","Scaridae","Scarus","Scarus taeniopterus"
"170816","Species","Scarus vetula","Animalia","Chordata","Teleostei","Perciformes","Scaridae","Scarus","Scarus vetula"
"170818","Species","Scarus dubius","Animalia","Chordata","Teleostei","Perciformes","Scaridae","Scarus","Scarus dubius"
"170855","Species","Scarus psittacus","Animalia","Chordata","Teleostei","Perciformes","Scaridae","Scarus","Scarus psittacus"
"170860","Species","Nicholsina usta","Animalia","Chordata","Teleostei","Perciformes","Scaridae","Nicholsina","Nicholsina usta"
"170863","Species","Sparisoma aurofrenatum","Animalia","Chordata","Teleostei","Perciformes","Scaridae","Sparisoma","Sparisoma aurofrenatum"
"170864","Species","Sparisoma chrysopterum","Animalia","Chordata","Teleostei","Perciformes","Scaridae","Sparisoma","Sparisoma chrysopterum"
"170866","Species","Sparisoma rubripinne","Animalia","Chordata","Teleostei","Perciformes","Scaridae","Sparisoma","Sparisoma rubripinne"
"170867","Species","Sparisoma viride","Animalia","Chordata","Teleostei","Perciformes","Scaridae","Sparisoma","Sparisoma viride"
"170875","Species","Calotomus carolinus","Animalia","Chordata","Teleostei","Perciformes","Scaridae","Calotomus","Calotomus carolinus"
"170876","Species","Calotomus zonarchus","Animalia","Chordata","Teleostei","Perciformes","Scaridae","Calotomus","Calotomus zonarchus"
"170880","Species","Scarus rubroviolaceus","Animalia","Chordata","Teleostei","Perciformes","Scaridae","Scarus","Scarus rubroviolaceus"
"170919","Species","Trichodon trichodon","Animalia","Chordata","Teleostei","Perciformes","Trichodontidae","Trichodon","Trichodon trichodon"
"170920","Family","Opistognathidae","Animalia","Chordata","Teleostei","Perciformes","Opistognathidae",NA,NA
"170925","Genus","Opistognathus","Animalia","Chordata","Teleostei","Perciformes","Opistognathidae","Opistognathus",NA
"170927","Species","Opistognathus maxillosus","Animalia","Chordata","Teleostei","Perciformes","Opistognathidae","Opistognathus","Opistognathus maxillosus"
"170928","Species","Opistognathus aurifrons","Animalia","Chordata","Teleostei","Perciformes","Opistognathidae","Opistognathus","Opistognathus aurifrons"
"170931","Species","Opistognathus macrognathus","Animalia","Chordata","Teleostei","Perciformes","Opistognathidae","Opistognathus","Opistognathus macrognathus"
"170932","Species","Opistognathus whitehursti","Animalia","Chordata","Teleostei","Perciformes","Opistognathidae","Opistognathus","Opistognathus whitehursti"
"170945","Family","Bathymasteridae","Animalia","Chordata","Teleostei","Perciformes","Bathymasteridae",NA,NA
"170951","Species","Ronquilus jordani","Animalia","Chordata","Teleostei","Perciformes","Bathymasteridae","Ronquilus","Ronquilus jordani"
"170954","Species","Rathbunella hypoplecta","Animalia","Chordata","Teleostei","Perciformes","Bathymasteridae","Rathbunella","Rathbunella hypoplecta"
"171038","Species","Gillellus greyae","Animalia","Chordata","Teleostei","Perciformes","Dactyloscopidae","Gillellus","Gillellus greyae"
"171053","Family","Uranoscopidae","Animalia","Chordata","Teleostei","Perciformes","Uranoscopidae",NA,NA
"171055","Species","Astroscopus guttatus","Animalia","Chordata","Teleostei","Perciformes","Uranoscopidae","Astroscopus","Astroscopus guttatus"
"171056","Species","Astroscopus y-graecum","Animalia","Chordata","Teleostei","Perciformes","Uranoscopidae","Astroscopus","Astroscopus y-graecum"
"171124","Family","Blenniidae","Animalia","Chordata","Teleostei","Perciformes","Blenniidae",NA,NA
"171156","Species","Hypsoblennius hentz","Animalia","Chordata","Teleostei","Perciformes","Blenniidae","Hypsoblennius","Hypsoblennius hentz"
"171158","Species","Hypsoblennius gentilis","Animalia","Chordata","Teleostei","Perciformes","Blenniidae","Hypsoblennius","Hypsoblennius gentilis"
"171159","Species","Hypsoblennius gilberti","Animalia","Chordata","Teleostei","Perciformes","Blenniidae","Hypsoblennius","Hypsoblennius gilberti"
"171164","Species","Chasmodes bosquianus","Animalia","Chordata","Teleostei","Perciformes","Blenniidae","Chasmodes","Chasmodes bosquianus"
"171165","Species","Chasmodes saburrae","Animalia","Chordata","Teleostei","Perciformes","Blenniidae","Chasmodes","Chasmodes saburrae"
"171198","Species","Hypleurochilus geminatus","Animalia","Chordata","Teleostei","Perciformes","Blenniidae","Hypleurochilus","Hypleurochilus geminatus"
"171200","Species","Hypleurochilus bermudensis","Animalia","Chordata","Teleostei","Perciformes","Blenniidae","Hypleurochilus","Hypleurochilus bermudensis"
"171203","Species","Ophioblennius atlanticus","Animalia","Chordata","Teleostei","Perciformes","Blenniidae","Ophioblennius","Ophioblennius atlanticus"
"171335","Family","Anarhichadidae","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae",NA,NA
"171336","Genus","Anarhichas","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas",NA
"171341","Species","Anarhichas lupus","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas","Anarhichas lupus"
"171342","Species","Anarhichas minor","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas","Anarhichas minor"
"171345","Species","Anarrhichthys ocellatus","Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarrhichthys","Anarrhichthys ocellatus"
"171396","Family","Clinidae","Animalia","Chordata","Teleostei","Perciformes","Clinidae",NA,NA
"171398","Species","Gibbonsia metzi","Animalia","Chordata","Teleostei","Perciformes","Clinidae","Gibbonsia","Gibbonsia metzi"
"171399","Species","Gibbonsia montereyensis","Animalia","Chordata","Teleostei","Perciformes","Clinidae","Gibbonsia","Gibbonsia montereyensis"
"171401","Species","Gibbonsia elegans","Animalia","Chordata","Teleostei","Perciformes","Clinidae","Gibbonsia","Gibbonsia elegans"
"171405","Species","Emblemaria pandionis","Animalia","Chordata","Teleostei","Perciformes","Chaenopsidae","Emblemaria","Emblemaria pandionis"
"171415","Species","Labrisomus nuchipinnis","Animalia","Chordata","Teleostei","Perciformes","Labrisomidae","Labrisomus","Labrisomus nuchipinnis"
"171423","Species","Malacoctenus triangulatus","Animalia","Chordata","Teleostei","Perciformes","Labrisomidae","Malacoctenus","Malacoctenus triangulatus"
"171430","Species","Paraclinus fasciatus","Animalia","Chordata","Teleostei","Perciformes","Labrisomidae","Paraclinus","Paraclinus fasciatus"
"171433","Species","Paraclinus marmoratus","Animalia","Chordata","Teleostei","Perciformes","Labrisomidae","Paraclinus","Paraclinus marmoratus"
"171474","Species","Hemiemblemaria simulus","Animalia","Chordata","Teleostei","Perciformes","Chaenopsidae","Hemiemblemaria","Hemiemblemaria simulus"
"171476","Species","Heterostichus rostratus","Animalia","Chordata","Teleostei","Perciformes","Clinidae","Heterostichus","Heterostichus rostratus"
"171478","Species","Neoclinus blanchardi","Animalia","Chordata","Teleostei","Perciformes","Chaenopsidae","Neoclinus","Neoclinus blanchardi"
"171480","Species","Neoclinus uninotatus","Animalia","Chordata","Teleostei","Perciformes","Chaenopsidae","Neoclinus","Neoclinus uninotatus"
"171554","Family","Stichaeidae","Animalia","Chordata","Teleostei","Perciformes","Stichaeidae",NA,NA
"171583","Species","Lumpenus sagitta","Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Lumpenus","Lumpenus sagitta"
"171598","Species","Xiphister atropurpureus","Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Xiphister","Xiphister atropurpureus"
"171599","Species","Xiphister mucosus","Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Xiphister","Xiphister mucosus"
"171609","Species","Cryptacanthodes maculatus","Animalia","Chordata","Teleostei","Perciformes","Cryptacanthodidae","Cryptacanthodes","Cryptacanthodes maculatus"
"171618","Species","Cebidichthys violaceus","Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Cebidichthys","Cebidichthys violaceus"
"171632","Family","Pholidae","Animalia","Chordata","Teleostei","Perciformes","Pholidae",NA,NA
"171634","Species","Apodichthys flavidus","Animalia","Chordata","Teleostei","Perciformes","Pholidae","Apodichthys","Apodichthys flavidus"
"171635","Species","Apodichthys fucorum","Animalia","Chordata","Teleostei","Perciformes","Pholidae","Apodichthys","Apodichthys fucorum"
"171641","Species","Pholis laeta","Animalia","Chordata","Teleostei","Perciformes","Pholidae","Pholis","Pholis laeta"
"171642","Species","Pholis ornata","Animalia","Chordata","Teleostei","Perciformes","Pholidae","Pholis","Pholis ornata"
"171670","Family","Ammodytidae","Animalia","Chordata","Teleostei","Perciformes","Ammodytidae",NA,NA
"171671","Genus","Ammodytes","Animalia","Chordata","Teleostei","Perciformes","Ammodytidae","Ammodytes",NA
"171672","Species","Ammodytes hexapterus","Animalia","Chordata","Teleostei","Perciformes","Ammodytidae","Ammodytes","Ammodytes hexapterus"
"171673","Species","Ammodytes americanus","Animalia","Chordata","Teleostei","Perciformes","Ammodytidae","Ammodytes","Ammodytes americanus"
"171674","Species","Ammodytes dubius","Animalia","Chordata","Teleostei","Perciformes","Ammodytidae","Ammodytes","Ammodytes dubius"
"171691","Family","Callionymidae","Animalia","Chordata","Teleostei","Perciformes","Callionymidae",NA,NA
"171746","Family","Gobiidae","Animalia","Chordata","Teleostei","Perciformes","Gobiidae",NA,NA
"171748","Species","Clevelandia ios","Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Clevelandia","Clevelandia ios"
