"tsn","level","sci_name","kingdom","phylum","class","order","family","genus","species"
"164789","Family","Merlucciidae","Animalia","Chordata","Teleostei","Gadiformes","Merlucciidae",NA,NA
"164790","Genus","Merluccius","Animalia","Chordata","Teleostei","Gadiformes","Merlucciidae","Merluccius",NA
"164791","Species","Merluccius bilinearis","Animalia","Chordata","Teleostei","Gadiformes","Merlucciidae","Merluccius","Merluccius bilinearis"
"164792","Species","Merluccius productus","Animalia","Chordata","Teleostei","Gadiformes","Merlucciidae","Merluccius","Merluccius productus"
"164793","Species","Merluccius albidus","Animalia","Chordata","Teleostei","Gadiformes","Merlucciidae","Merluccius","Merluccius albidus"
"164802","Species","Steindachneria argentea","Animalia","Chordata","Teleostei","Gadiformes","Merlucciidae","Steindachneria","Steindachneria argentea"
"164807","Family","Ophidiidae","Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae",NA,NA
"164818","Species","Brotula barbata","Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Brotula","Brotula barbata"
"164831","Species","Lepophidium profundorum","Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Lepophidium","Lepophidium profundorum"
"164841","Species","Ophidion grayi","Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Ophidion","Ophidion grayi"
"164862","Species","Otophidium dormitator","Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Otophidium","Otophidium dormitator"
"164966","Species","Ogilbia cayorum","Animalia","Chordata","Teleostei","Ophidiiformes","Bythitidae","Ogilbia","Ogilbia cayorum"
"164988","Species","Stygnobrotula latebricola","Animalia","Chordata","Teleostei","Ophidiiformes","Bythitidae","Stygnobrotula","Stygnobrotula latebricola"
"165036","Genus","Bathyonus","Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Bathyonus",NA
"165215","Family","Zoarcidae","Animalia","Chordata","Teleostei","Perciformes","Zoarcidae",NA,NA
"165332","Family","Macrouridae","Animalia","Chordata","Teleostei","Gadiformes","Macrouridae",NA,NA
"165334","Species","Coryphaenoides acrolepis","Animalia","Chordata","Teleostei","Gadiformes","Macrouridae","Coryphaenoides","Coryphaenoides acrolepis"
"165427","Species","Albatrossia pectoralis","Animalia","Chordata","Teleostei","Gadiformes","Macrouridae","Albatrossia","Albatrossia pectoralis"
"165431","Family","Exocoetidae","Animalia","Chordata","Teleostei","Beloniformes","Exocoetidae",NA,NA
"165435","Species","Cypselurus comatus","Animalia","Chordata","Teleostei","Beloniformes","Exocoetidae","Cypselurus","Cypselurus comatus"
"165459","Genus","Hemiramphus","Animalia","Chordata","Teleostei","Beloniformes","Hemiramphidae","Hemiramphus",NA
"165460","Species","Hemiramphus brasiliensis","Animalia","Chordata","Teleostei","Beloniformes","Hemiramphidae","Hemiramphus","Hemiramphus brasiliensis"
"165461","Species","Hemiramphus balao","Animalia","Chordata","Teleostei","Beloniformes","Hemiramphidae","Hemiramphus","Hemiramphus balao"
"165464","Species","Hemiramphus depauperatus","Animalia","Chordata","Teleostei","Beloniformes","Hemiramphidae","Hemiramphus","Hemiramphus depauperatus"
"165473","Genus","Hyporhamphus","Animalia","Chordata","Teleostei","Beloniformes","Hemiramphidae","Hyporhamphus",NA
"165474","Species","Hyporhamphus unifasciatus","Animalia","Chordata","Teleostei","Beloniformes","Hemiramphidae","Hyporhamphus","Hyporhamphus unifasciatus"
"165481","Species","Hyporhamphus acutus","Animalia","Chordata","Teleostei","Beloniformes","Hemiramphidae","Hyporhamphus","Hyporhamphus acutus"
"165504","Species","Euleptorhamphus viridis","Animalia","Chordata","Teleostei","Beloniformes","Hemiramphidae","Euleptorhamphus","Euleptorhamphus viridis"
"165546","Family","Belonidae","Animalia","Chordata","Teleostei","Beloniformes","Belonidae",NA,NA
"165548","Species","Ablennes hians","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Ablennes","Ablennes hians"
"165551","Species","Strongylura marina","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Strongylura","Strongylura marina"
"165553","Species","Strongylura notata","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Strongylura","Strongylura notata"
"165555","Species","Strongylura exilis","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Strongylura","Strongylura exilis"
"165570","Genus","Tylosurus","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Tylosurus",NA
"165571","Species","Tylosurus acus","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Tylosurus","Tylosurus acus"
"165577","Species","Tylosurus crocodilus","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Tylosurus","Tylosurus crocodilus"
"165585","Species","Platybelone argalus","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Platybelone","Platybelone argalus"
"165609","Species","Cololabis saira","Animalia","Chordata","Teleostei","Beloniformes","Scomberesocidae","Cololabis","Cololabis saira"
"165612","Species","Scomberesox saurus","Animalia","Chordata","Teleostei","Beloniformes","Scomberesocidae","Scomberesox","Scomberesox saurus"
"165629","Family","Cyprinodontidae","Animalia","Chordata","Teleostei","Cyprinodontiformes","Cyprinodontidae",NA,NA
"165631","Species","Cyprinodon variegatus","Animalia","Chordata","Teleostei","Cyprinodontiformes","Cyprinodontidae","Cyprinodon","Cyprinodon variegatus"
"165645","Species","Fundulus confluentus","Animalia","Chordata","Teleostei","Cyprinodontiformes","Fundulidae","Fundulus","Fundulus confluentus"
"165647","Species","Fundulus heteroclitus","Animalia","Chordata","Teleostei","Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus"
"165648","Species","Fundulus luciae","Animalia","Chordata","Teleostei","Cyprinodontiformes","Fundulidae","Fundulus","Fundulus luciae"
"165649","Species","Fundulus majalis","Animalia","Chordata","Teleostei","Cyprinodontiformes","Fundulidae","Fundulus","Fundulus majalis"
"165651","Species","Fundulus grandis","Animalia","Chordata","Teleostei","Cyprinodontiformes","Fundulidae","Fundulus","Fundulus grandis"
"165653","Species","Fundulus jenkinsi","Animalia","Chordata","Teleostei","Cyprinodontiformes","Fundulidae","Fundulus","Fundulus jenkinsi"
"165679","Species","Lucania parva","Animalia","Chordata","Teleostei","Cyprinodontiformes","Fundulidae","Lucania","Lucania parva"
"165682","Species","Adinia xenica","Animalia","Chordata","Teleostei","Cyprinodontiformes","Fundulidae","Adinia","Adinia xenica"
"165685","Species","Floridichthys carpio","Animalia","Chordata","Teleostei","Cyprinodontiformes","Cyprinodontidae","Floridichthys","Floridichthys carpio"
"165876","Family","Poeciliidae","Animalia","Chordata","Teleostei","Cyprinodontiformes","Poeciliidae",NA,NA
"165878","Species","Gambusia affinis","Animalia","Chordata","Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"165882","Species","Gambusia rhizophorae","Animalia","Chordata","Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia rhizophorae"
"165898","Species","Poecilia latipinna","Animalia","Chordata","Teleostei","Cyprinodontiformes","Poeciliidae","Poecilia","Poecilia latipinna"
"165984","Family","Atherinidae","Animalia","Chordata","Teleostei","Atheriniformes","Atherinidae",NA,NA
"165986","Species","Atherinops affinis","Animalia","Chordata","Teleostei","Atheriniformes","Atherinopsidae","Atherinops","Atherinops affinis"
"165989","Species","Membras martinica","Animalia","Chordata","Teleostei","Atheriniformes","Atherinopsidae","Membras","Membras martinica"
"165992","Genus","Menidia","Animalia","Chordata","Teleostei","Atheriniformes","Atherinopsidae","Menidia",NA
"165993","Species","Menidia beryllina","Animalia","Chordata","Teleostei","Atheriniformes","Atherinopsidae","Menidia","Menidia beryllina"
"165994","Species","Menidia menidia","Animalia","Chordata","Teleostei","Atheriniformes","Atherinopsidae","Menidia","Menidia menidia"
"166006","Species","Atherinomorus stipes","Animalia","Chordata","Teleostei","Atheriniformes","Atherinidae","Atherinomorus","Atherinomorus stipes"
"166007","Species","Atherinomorus insularum","Animalia","Chordata","Teleostei","Atheriniformes","Atherinidae","Atherinomorus","Atherinomorus insularum"
"166012","Species","Atherinopsis californiensis","Animalia","Chordata","Teleostei","Atheriniformes","Atherinopsidae","Atherinopsis","Atherinopsis californiensis"
"166014","Species","Leuresthes tenuis","Animalia","Chordata","Teleostei","Atheriniformes","Atherinopsidae","Leuresthes","Leuresthes tenuis"
"166067","Species","Iso hawaiiensis","Animalia","Chordata","Teleostei","Atheriniformes","Notocheiridae","Iso","Iso hawaiiensis"
"166135","Family","Trachichthyidae","Animalia","Chordata","Teleostei","Beryciformes","Trachichthyidae",NA,NA
"166155","Species","Beryx decadactylus","Animalia","Chordata","Teleostei","Beryciformes","Berycidae","Beryx","Beryx decadactylus"
"166156","Species","Beryx splendens","Animalia","Chordata","Teleostei","Beryciformes","Berycidae","Beryx","Beryx splendens"
"166170","Family","Holocentridae","Animalia","Chordata","Teleostei","Beryciformes","Holocentridae",NA,NA
"166171","Genus","Holocentrus","Animalia","Chordata","Teleostei","Beryciformes","Holocentridae","Holocentrus",NA
"166172","Species","Holocentrus adscensionis","Animalia","Chordata","Teleostei","Beryciformes","Holocentridae","Holocentrus","Holocentrus adscensionis"
"166173","Species","Holocentrus rufus","Animalia","Chordata","Teleostei","Beryciformes","Holocentridae","Holocentrus","Holocentrus rufus"
"166211","Species","Myripristis jacobus","Animalia","Chordata","Teleostei","Beryciformes","Holocentridae","Myripristis","Myripristis jacobus"
"166212","Species","Myripristis kuntee","Animalia","Chordata","Teleostei","Beryciformes","Holocentridae","Myripristis","Myripristis kuntee"
"166215","Species","Myripristis berndti","Animalia","Chordata","Teleostei","Beryciformes","Holocentridae","Myripristis","Myripristis berndti"
"166220","Species","Myripristis chryseres","Animalia","Chordata","Teleostei","Beryciformes","Holocentridae","Myripristis","Myripristis chryseres"
"166234","Species","Myripristis amaena","Animalia","Chordata","Teleostei","Beryciformes","Holocentridae","Myripristis","Myripristis amaena"
"166237","Species","Myripristis vittata","Animalia","Chordata","Teleostei","Beryciformes","Holocentridae","Myripristis","Myripristis vittata"
"166240","Species","Ostichthys trachypoma","Animalia","Chordata","Teleostei","Beryciformes","Holocentridae","Ostichthys","Ostichthys trachypoma"
"166246","Species","Plectrypops lima","Animalia","Chordata","Teleostei","Beryciformes","Holocentridae","Plectrypops","Plectrypops lima"
"166258","Species","Sargocentron spiniferum","Animalia","Chordata","Teleostei","Beryciformes","Holocentridae","Sargocentron","Sargocentron spiniferum"
"166264","Species","Sargocentron tiere","Animalia","Chordata","Teleostei","Beryciformes","Holocentridae","Sargocentron","Sargocentron tiere"
"166271","Order","Zeiformes","Animalia","Chordata","Teleostei","Zeiformes",NA,NA,NA
"166284","Species","Zenopsis conchifera","Animalia","Chordata","Teleostei","Zeiformes","Zeidae","Zenopsis","Zenopsis conchifera"
"166326","Species","Lampris guttatus","Animalia","Chordata","Teleostei","Lampriformes","Lampridae","Lampris","Lampris guttatus"
"166338","Species","Eumecichthys fiski","Animalia","Chordata","Teleostei","Lampriformes","Lophotidae","Eumecichthys","Eumecichthys fiski"
"166339","Family","Trachipteridae","Animalia","Chordata","Teleostei","Lampriformes","Trachipteridae",NA,NA
"166342","Species","Trachipterus arcticus","Animalia","Chordata","Teleostei","Lampriformes","Trachipteridae","Trachipterus","Trachipterus arcticus"
"166343","Species","Trachipterus fukuzakii","Animalia","Chordata","Teleostei","Lampriformes","Trachipteridae","Trachipterus","Trachipterus fukuzakii"
"166350","Species","Desmodema polystictum","Animalia","Chordata","Teleostei","Lampriformes","Trachipteridae","Desmodema","Desmodema polystictum"
"166363","Family","Gasterosteidae","Animalia","Chordata","Teleostei","Gasterosteiformes","Gasterosteidae",NA,NA
"166365","Species","Gasterosteus aculeatus","Animalia","Chordata","Teleostei","Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus"
"166387","Species","Pungitius pungitius","Animalia","Chordata","Teleostei","Gasterosteiformes","Gasterosteidae","Pungitius","Pungitius pungitius"
"166397","Species","Apeltes quadracus","Animalia","Chordata","Teleostei","Gasterosteiformes","Gasterosteidae","Apeltes","Apeltes quadracus"
"166404","Species","Aulorhynchus flavidus","Animalia","Chordata","Teleostei","Gasterosteiformes","Aulorhynchidae","Aulorhynchus","Aulorhynchus flavidus"
"166411","Species","Aulostomus maculatus","Animalia","Chordata","Teleostei","Gasterosteiformes","Aulostomidae","Aulostomus","Aulostomus maculatus"
"166412","Species","Aulostomus chinensis","Animalia","Chordata","Teleostei","Gasterosteiformes","Aulostomidae","Aulostomus","Aulostomus chinensis"
"166416","Species","Fistularia tabacaria","Animalia","Chordata","Teleostei","Gasterosteiformes","Fistulariidae","Fistularia","Fistularia tabacaria"
"166417","Species","Fistularia petimba","Animalia","Chordata","Teleostei","Gasterosteiformes","Fistulariidae","Fistularia","Fistularia petimba"
"166443","Family","Syngnathidae","Animalia","Chordata","Teleostei","Gasterosteiformes","Syngnathidae",NA,NA
"166446","Species","Syngnathus floridae","Animalia","Chordata","Teleostei","Gasterosteiformes","Syngnathidae","Syngnathus","Syngnathus floridae"
"166454","Species","Syngnathus pelagicus","Animalia","Chordata","Teleostei","Gasterosteiformes","Syngnathidae","Syngnathus","Syngnathus pelagicus"
"166462","Species","Syngnathus leptorhynchus","Animalia","Chordata","Teleostei","Gasterosteiformes","Syngnathidae","Syngnathus","Syngnathus leptorhynchus"
"166487","Genus","Hippocampus","Animalia","Chordata","Teleostei","Gasterosteiformes","Syngnathidae","Hippocampus",NA
"166488","Species","Hippocampus erectus","Animalia","Chordata","Teleostei","Gasterosteiformes","Syngnathidae","Hippocampus","Hippocampus erectus"
"166493","Species","Hippocampus zosterae","Animalia","Chordata","Teleostei","Gasterosteiformes","Syngnathidae","Hippocampus","Hippocampus zosterae"
"166680","Species","Channa argus","Animalia","Chordata","Teleostei","Perciformes","Channidae","Channa","Channa argus"
"166704","Family","Scorpaenidae","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae",NA,NA
"166705","Genus","Sebastes","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes",NA
"166706","Species","Sebastes aleutianus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes aleutianus"
"166707","Species","Sebastes alutus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes alutus"
"166708","Species","Sebastes auriculatus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes auriculatus"
"166709","Species","Sebastes aurora","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes aurora"
"166710","Species","Sebastes babcocki","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes babcocki"
"166711","Species","Sebastes brevispinis","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes brevispinis"
"166712","Species","Sebastes borealis","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes borealis"
"166713","Species","Sebastes caurinus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes caurinus"
"166714","Species","Sebastes ciliatus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes ciliatus"
"166715","Species","Sebastes crameri","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes crameri"
"166716","Species","Sebastes diploproa","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes diploproa"
"166717","Species","Sebastes elongatus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes elongatus"
"166718","Species","Sebastes emphaeus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes emphaeus"
"166719","Species","Sebastes entomelas","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes entomelas"
"166720","Species","Sebastes flavidus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes flavidus"
"166722","Species","Sebastes goodei","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes goodei"
"166723","Species","Sebastes helvomaculatus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes helvomaculatus"
"166725","Species","Sebastes jordani","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes jordani"
"166726","Species","Sebastes maliger","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes maliger"
"166727","Species","Sebastes melanops","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes melanops"
"166728","Species","Sebastes melanostomus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes melanostomus"
"166729","Species","Sebastes miniatus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes miniatus"
"166730","Species","Sebastes mystinus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes mystinus"
"166731","Species","Sebastes nebulosus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes nebulosus"
"166732","Species","Sebastes nigrocinctus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes nigrocinctus"
"166733","Species","Sebastes paucispinis","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes paucispinis"
"166734","Species","Sebastes pinniger","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes pinniger"
"166735","Species","Sebastes polyspinis","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes polyspinis"
"166736","Species","Sebastes proriger","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes proriger"
"166737","Species","Sebastes reedi","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes reedi"
"166738","Species","Sebastes rosaceus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes rosaceus"
"166740","Species","Sebastes ruberrimus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes ruberrimus"
"166741","Species","Sebastes saxicola","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes saxicola"
"166743","Species","Sebastes wilsoni","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes wilsoni"
"166744","Species","Sebastes zacentrus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes zacentrus"
"166747","Species","Sebastes atrovirens","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes atrovirens"
"166748","Species","Sebastes chlorostictus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes chlorostictus"
"166749","Species","Sebastes constellatus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes constellatus"
"166751","Species","Sebastes eos","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes eos"
"166752","Species","Sebastes gilli","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes gilli"
"166753","Species","Sebastes hopkinsi","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes hopkinsi"
"166754","Species","Sebastes levis","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes levis"
"166755","Species","Sebastes macdonaldi","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes macdonaldi"
"166756","Species","Sebastes mentella","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes mentella"
"166757","Species","Sebastes ovalis","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes ovalis"
"166758","Species","Sebastes phillipsi","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes phillipsi"
"166759","Species","Sebastes rastrelliger","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes rastrelliger"
"166760","Species","Sebastes rubrivinctus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes rubrivinctus"
"166761","Species","Sebastes rufus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes rufus"
"166762","Species","Sebastes semicinctus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes semicinctus"
"166763","Species","Sebastes serranoides","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes serranoides"
"166764","Species","Sebastes serriceps","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes serriceps"
"166765","Species","Sebastes umbrosus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes umbrosus"
"166767","Species","Sebastes carnatus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes carnatus"
"166768","Species","Sebastes ensifer","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes ensifer"
"166769","Species","Sebastes lentiginosus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes lentiginosus"
"166770","Species","Sebastes simulator","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes simulator"
"166771","Species","Sebastes rosenblatti","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes rosenblatti"
"166773","Species","Sebastes chrysomelas","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes chrysomelas"
"166774","Species","Sebastes fasciatus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes fasciatus"
"166781","Species","Sebastes norvegicus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes norvegicus"
"166783","Species","Sebastolobus alascanus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastolobus","Sebastolobus alascanus"
"166784","Species","Sebastolobus altivelis","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastolobus","Sebastolobus altivelis"
"166787","Species","Helicolenus dactylopterus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Helicolenus","Helicolenus dactylopterus"
"166794","Species","Neomerinthe hemingwayi","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Neomerinthe","Neomerinthe hemingwayi"
"166799","Species","Pontinus castor","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Pontinus","Pontinus castor"
"166801","Species","Pontinus longispinis","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Pontinus","Pontinus longispinis"
"166803","Species","Pontinus rathbuni","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Pontinus","Pontinus rathbuni"
"166805","Species","Pontinus macrocephalus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Pontinus","Pontinus macrocephalus"
"166816","Species","Scorpaena brasiliensis","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Scorpaena","Scorpaena brasiliensis"
"166825","Species","Scorpaena plumieri","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Scorpaena","Scorpaena plumieri"
"166827","Species","Scorpaena guttata","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Scorpaena","Scorpaena guttata"
"166862","Species","Scorpaenodes caribbaeus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Scorpaenodes","Scorpaenodes caribbaeus"
"166864","Species","Scorpaenodes xyris","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Scorpaenodes","Scorpaenodes xyris"
"166872","Species","Scorpaenopsis cacopsis","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Scorpaenopsis","Scorpaenopsis cacopsis"
"166875","Species","Scorpaenopsis diabolus","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Scorpaenopsis","Scorpaenopsis diabolus"
"166882","Genus","Pterois","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Pterois",NA
"166883","Species","Pterois volitans","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Pterois","Pterois volitans"
"166885","Species","Pterois sphex","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Pterois","Pterois sphex"
"166893","Species","Dendrochirus barberi","Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Dendrochirus","Dendrochirus barberi"
"166972","Family","Triglidae","Animalia","Chordata","Teleostei","Scorpaeniformes","Triglidae",NA,NA
"166973","Genus","Prionotus","Animalia","Chordata","Teleostei","Scorpaeniformes","Triglidae","Prionotus",NA
"166974","Species","Prionotus carolinus","Animalia","Chordata","Teleostei","Scorpaeniformes","Triglidae","Prionotus","Prionotus carolinus"
"166975","Species","Prionotus evolans","Animalia","Chordata","Teleostei","Scorpaeniformes","Triglidae","Prionotus","Prionotus evolans"
"166976","Species","Prionotus scitulus","Animalia","Chordata","Teleostei","Scorpaeniformes","Triglidae","Prionotus","Prionotus scitulus"
"166977","Species","Prionotus tribulus","Animalia","Chordata","Teleostei","Scorpaeniformes","Triglidae","Prionotus","Prionotus tribulus"
"166978","Species","Prionotus alatus","Animalia","Chordata","Teleostei","Scorpaeniformes","Triglidae","Prionotus","Prionotus alatus"
"166986","Species","Prionotus ophryas","Animalia","Chordata","Teleostei","Scorpaeniformes","Triglidae","Prionotus","Prionotus ophryas"
"166987","Species","Prionotus paralatus","Animalia","Chordata","Teleostei","Scorpaeniformes","Triglidae","Prionotus","Prionotus paralatus"
"166991","Species","Prionotus rubio","Animalia","Chordata","Teleostei","Scorpaeniformes","Triglidae","Prionotus","Prionotus rubio"
"166995","Species","Prionotus stephanophrys","Animalia","Chordata","Teleostei","Scorpaeniformes","Triglidae","Prionotus","Prionotus stephanophrys"
"166996","Species","Prionotus longispinosus","Animalia","Chordata","Teleostei","Scorpaeniformes","Triglidae","Prionotus","Prionotus longispinosus"
"167000","Species","Bellator militaris","Animalia","Chordata","Teleostei","Scorpaeniformes","Triglidae","Bellator","Bellator militaris"
"167010","Species","Peristedion miniatum","Animalia","Chordata","Teleostei","Scorpaeniformes","Triglidae","Peristedion","Peristedion miniatum"
"167108","Family","Hexagrammidae","Animalia","Chordata","Teleostei","Scorpaeniformes","Hexagrammidae",NA,NA
"167109","Genus","Hexagrammos","Animalia","Chordata","Teleostei","Scorpaeniformes","Hexagrammidae","Hexagrammos",NA
"167110","Species","Hexagrammos decagrammus","Animalia","Chordata","Teleostei","Scorpaeniformes","Hexagrammidae","Hexagrammos","Hexagrammos decagrammus"
"167111","Species","Hexagrammos lagocephalus","Animalia","Chordata","Teleostei","Scorpaeniformes","Hexagrammidae","Hexagrammos","Hexagrammos lagocephalus"
"167112","Species","Hexagrammos octogrammus","Animalia","Chordata","Teleostei","Scorpaeniformes","Hexagrammidae","Hexagrammos","Hexagrammos octogrammus"
"167113","Species","Hexagrammos stelleri","Animalia","Chordata","Teleostei","Scorpaeniformes","Hexagrammidae","Hexagrammos","Hexagrammos stelleri"
