"tsn","level","sci_name","class","family","genus","infrakingdom","infraorder","infraphylum","kingdom","order","phylum","species","subfamily","subkingdom","suborder","subphylum","superclass","division","variety","subclass","subdivision","superphylum","subgenus","superorder","tribe","superfamily","infraclass","superdivision","subspecies"
"160307","Species","Carcharhinus altimus","Chondrichthyes","Carcharhinidae","Carcharhinus","Deuterostomia",NA,"Gnathostomata","Animalia","Carcharhiniformes","Chordata","Carcharhinus altimus",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160310","Species","Carcharhinus falciformis","Chondrichthyes","Carcharhinidae","Carcharhinus","Deuterostomia",NA,"Gnathostomata","Animalia","Carcharhiniformes","Chordata","Carcharhinus falciformis",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160318","Species","Carcharhinus limbatus","Chondrichthyes","Carcharhinidae","Carcharhinus","Deuterostomia",NA,"Gnathostomata","Animalia","Carcharhiniformes","Chordata","Carcharhinus limbatus",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160330","Species","Carcharhinus longimanus","Chondrichthyes","Carcharhinidae","Carcharhinus","Deuterostomia",NA,"Gnathostomata","Animalia","Carcharhiniformes","Chordata","Carcharhinus longimanus",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160336","Species","Carcharhinus perezii","Chondrichthyes","Carcharhinidae","Carcharhinus","Deuterostomia",NA,"Gnathostomata","Animalia","Carcharhiniformes","Chordata","Carcharhinus perezii",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160340","Species","Carcharhinus porosus","Chondrichthyes","Carcharhinidae","Carcharhinus","Deuterostomia",NA,"Gnathostomata","Animalia","Carcharhiniformes","Chordata","Carcharhinus porosus",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160345","Species","Carcharhinus galapagensis","Chondrichthyes","Carcharhinidae","Carcharhinus","Deuterostomia",NA,"Gnathostomata","Animalia","Carcharhiniformes","Chordata","Carcharhinus galapagensis",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160365","Species","Carcharhinus melanopterus","Chondrichthyes","Carcharhinidae","Carcharhinus","Deuterostomia",NA,"Gnathostomata","Animalia","Carcharhiniformes","Chordata","Carcharhinus melanopterus",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160401","Species","Carcharhinus brevipinna","Chondrichthyes","Carcharhinidae","Carcharhinus","Deuterostomia",NA,"Gnathostomata","Animalia","Carcharhiniformes","Chordata","Carcharhinus brevipinna",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160409","Species","Carcharhinus isodon","Chondrichthyes","Carcharhinidae","Carcharhinus","Deuterostomia",NA,"Gnathostomata","Animalia","Carcharhiniformes","Chordata","Carcharhinus isodon",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160413","Species","Carcharhinus signatus","Chondrichthyes","Carcharhinidae","Carcharhinus","Deuterostomia",NA,"Gnathostomata","Animalia","Carcharhiniformes","Chordata","Carcharhinus signatus",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160424","Species","Prionace glauca","Chondrichthyes","Carcharhinidae","Prionace","Deuterostomia",NA,"Gnathostomata","Animalia","Carcharhiniformes","Chordata","Prionace glauca",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160433","Species","Negaprion brevirostris","Chondrichthyes","Carcharhinidae","Negaprion","Deuterostomia",NA,"Gnathostomata","Animalia","Carcharhiniformes","Chordata","Negaprion brevirostris",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160448","Species","Triakis semifasciata","Chondrichthyes","Triakidae","Triakis","Deuterostomia",NA,"Gnathostomata","Animalia","Carcharhiniformes","Chordata","Triakis semifasciata",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160497","Family","Sphyrnidae","Chondrichthyes","Sphyrnidae",NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Carcharhiniformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160499","Genus","Sphyrna","Chondrichthyes","Sphyrnidae","Sphyrna","Deuterostomia",NA,"Gnathostomata","Animalia","Carcharhiniformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160502","Species","Sphyrna tiburo","Chondrichthyes","Sphyrnidae","Sphyrna","Deuterostomia",NA,"Gnathostomata","Animalia","Carcharhiniformes","Chordata","Sphyrna tiburo",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160505","Species","Sphyrna zygaena","Chondrichthyes","Sphyrnidae","Sphyrna","Deuterostomia",NA,"Gnathostomata","Animalia","Carcharhiniformes","Chordata","Sphyrna zygaena",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160508","Species","Sphyrna lewini","Chondrichthyes","Sphyrnidae","Sphyrna","Deuterostomia",NA,"Gnathostomata","Animalia","Carcharhiniformes","Chordata","Sphyrna lewini",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160515","Species","Sphyrna mokarran","Chondrichthyes","Sphyrnidae","Sphyrna","Deuterostomia",NA,"Gnathostomata","Animalia","Carcharhiniformes","Chordata","Sphyrna mokarran",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160519","Species","Sphyrna tudes","Chondrichthyes","Sphyrnidae","Sphyrna","Deuterostomia",NA,"Gnathostomata","Animalia","Carcharhiniformes","Chordata","Sphyrna tudes",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160602","Order","Squaliformes","Chondrichthyes",NA,NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Squaliformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160604","Family","Squalidae","Chondrichthyes","Squalidae",NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Squaliformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160610","Species","Somniosus pacificus","Chondrichthyes","Somniosidae","Somniosus","Deuterostomia",NA,"Gnathostomata","Animalia","Squaliformes","Chordata","Somniosus pacificus",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160617","Species","Squalus acanthias","Chondrichthyes","Squalidae","Squalus","Deuterostomia",NA,"Gnathostomata","Animalia","Squaliformes","Chordata","Squalus acanthias",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160703","Species","Centroscyllium fabricii","Chondrichthyes","Etmopteridae","Centroscyllium","Deuterostomia",NA,"Gnathostomata","Animalia","Squaliformes","Chordata","Centroscyllium fabricii",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160783","Family","Squatinidae","Chondrichthyes","Squatinidae",NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Squatiniformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160785","Species","Squatina californica","Chondrichthyes","Squatinidae","Squatina","Deuterostomia",NA,"Gnathostomata","Animalia","Squatiniformes","Chordata","Squatina californica",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160787","Species","Squatina dumeril","Chondrichthyes","Squatinidae","Squatina","Deuterostomia",NA,"Gnathostomata","Animalia","Squatiniformes","Chordata","Squatina dumeril",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160806","Order","Rajiformes","Chondrichthyes",NA,NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Rajiformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160809","Species","Pristis pectinata","Chondrichthyes","Pristidae","Pristis","Deuterostomia",NA,"Gnathostomata","Animalia","Pristiformes","Chordata","Pristis pectinata",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160813","Family","Rhinobatidae","Chondrichthyes","Rhinobatidae",NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Rhinobatiformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160815","Species","Rhinobatos lentiginosus","Chondrichthyes","Rhinobatidae","Rhinobatos","Deuterostomia",NA,"Gnathostomata","Animalia","Rhinobatiformes","Chordata","Rhinobatos lentiginosus",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160818","Species","Rhinobatos productus","Chondrichthyes","Rhinobatidae","Rhinobatos","Deuterostomia",NA,"Gnathostomata","Animalia","Rhinobatiformes","Chordata","Rhinobatos productus",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160824","Species","Platyrhinoidis triseriata","Chondrichthyes","Platyrhinidae","Platyrhinoidis","Deuterostomia",NA,"Gnathostomata","Animalia","Rhinobatiformes","Chordata","Platyrhinoidis triseriata",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160826","Species","Zapteryx exasperata","Chondrichthyes","Rhinobatidae","Zapteryx","Deuterostomia",NA,"Gnathostomata","Animalia","Rhinobatiformes","Chordata","Zapteryx exasperata",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160833","Species","Torpedo californica","Chondrichthyes","Torpedinidae","Torpedo","Deuterostomia",NA,"Gnathostomata","Animalia","Torpediniformes","Chordata","Torpedo californica",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160834","Species","Torpedo nobiliana","Chondrichthyes","Torpedinidae","Torpedo","Deuterostomia",NA,"Gnathostomata","Animalia","Torpediniformes","Chordata","Torpedo nobiliana",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160844","Species","Narcine brasiliensis","Chondrichthyes","Narcinidae","Narcine","Deuterostomia",NA,"Gnathostomata","Animalia","Torpediniformes","Chordata","Narcine brasiliensis",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160845","Family","Rajidae","Chondrichthyes","Rajidae",NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Rajiformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160846","Genus","Raja","Chondrichthyes","Rajidae","Raja","Deuterostomia",NA,"Gnathostomata","Animalia","Rajiformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160848","Species","Raja binoculata","Chondrichthyes","Rajidae","Raja","Deuterostomia",NA,"Gnathostomata","Animalia","Rajiformes","Chordata","Raja binoculata",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160849","Species","Raja inornata","Chondrichthyes","Rajidae","Raja","Deuterostomia",NA,"Gnathostomata","Animalia","Rajiformes","Chordata","Raja inornata",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160851","Species","Raja rhina","Chondrichthyes","Rajidae","Raja","Deuterostomia",NA,"Gnathostomata","Animalia","Rajiformes","Chordata","Raja rhina",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160854","Species","Raja stellulata","Chondrichthyes","Rajidae","Raja","Deuterostomia",NA,"Gnathostomata","Animalia","Rajiformes","Chordata","Raja stellulata",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160855","Species","Raja eglanteria","Chondrichthyes","Rajidae","Raja","Deuterostomia",NA,"Gnathostomata","Animalia","Rajiformes","Chordata","Raja eglanteria",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160875","Species","Raja texana","Chondrichthyes","Rajidae","Raja","Deuterostomia",NA,"Gnathostomata","Animalia","Rajiformes","Chordata","Raja texana",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160932","Species","Bathyraja spinicauda","Chondrichthyes","Arhynchobatidae","Bathyraja","Deuterostomia",NA,"Gnathostomata","Animalia","Rajiformes","Chordata","Bathyraja spinicauda",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160935","Species","Bathyraja aleutica","Chondrichthyes","Arhynchobatidae","Bathyraja","Deuterostomia",NA,"Gnathostomata","Animalia","Rajiformes","Chordata","Bathyraja aleutica",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160937","Species","Bathyraja interrupta","Chondrichthyes","Arhynchobatidae","Bathyraja","Deuterostomia",NA,"Gnathostomata","Animalia","Rajiformes","Chordata","Bathyraja interrupta",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160942","Species","Bathyraja trachura","Chondrichthyes","Arhynchobatidae","Bathyraja","Deuterostomia",NA,"Gnathostomata","Animalia","Rajiformes","Chordata","Bathyraja trachura",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160946","Family","Dasyatidae","Chondrichthyes","Dasyatidae",NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Myliobatiformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160947","Genus","Dasyatis","Chondrichthyes","Dasyatidae","Dasyatis","Deuterostomia",NA,"Gnathostomata","Animalia","Myliobatiformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160949","Species","Dasyatis dipterura","Chondrichthyes","Dasyatidae","Dasyatis","Deuterostomia",NA,"Gnathostomata","Animalia","Myliobatiformes","Chordata","Dasyatis dipterura",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160951","Species","Dasyatis americana","Chondrichthyes","Dasyatidae","Dasyatis","Deuterostomia",NA,"Gnathostomata","Animalia","Myliobatiformes","Chordata","Dasyatis americana",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160952","Species","Dasyatis centroura","Chondrichthyes","Dasyatidae","Dasyatis","Deuterostomia",NA,"Gnathostomata","Animalia","Myliobatiformes","Chordata","Dasyatis centroura",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160953","Species","Dasyatis sabina","Chondrichthyes","Dasyatidae","Dasyatis","Deuterostomia",NA,"Gnathostomata","Animalia","Myliobatiformes","Chordata","Dasyatis sabina",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160954","Species","Dasyatis say","Chondrichthyes","Dasyatidae","Dasyatis","Deuterostomia",NA,"Gnathostomata","Animalia","Myliobatiformes","Chordata","Dasyatis say",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160960","Genus","Gymnura","Chondrichthyes","Gymnuridae","Gymnura","Deuterostomia",NA,"Gnathostomata","Animalia","Myliobatiformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160961","Species","Gymnura altavela","Chondrichthyes","Gymnuridae","Gymnura","Deuterostomia",NA,"Gnathostomata","Animalia","Myliobatiformes","Chordata","Gymnura altavela",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160962","Species","Gymnura micrura","Chondrichthyes","Gymnuridae","Gymnura","Deuterostomia",NA,"Gnathostomata","Animalia","Myliobatiformes","Chordata","Gymnura micrura",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160963","Species","Gymnura marmorata","Chondrichthyes","Gymnuridae","Gymnura","Deuterostomia",NA,"Gnathostomata","Animalia","Myliobatiformes","Chordata","Gymnura marmorata",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160976","Family","Myliobatidae","Chondrichthyes","Myliobatidae",NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Myliobatiformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160978","Species","Aetobatus narinari","Chondrichthyes","Myliobatidae","Aetobatus","Deuterostomia",NA,"Gnathostomata","Animalia","Myliobatiformes","Chordata","Aetobatus narinari",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160981","Species","Myliobatis californica","Chondrichthyes","Myliobatidae","Myliobatis","Deuterostomia",NA,"Gnathostomata","Animalia","Myliobatiformes","Chordata","Myliobatis californica",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160982","Species","Myliobatis goodei","Chondrichthyes","Myliobatidae","Myliobatis","Deuterostomia",NA,"Gnathostomata","Animalia","Myliobatiformes","Chordata","Myliobatis goodei",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160985","Species","Rhinoptera bonasus","Chondrichthyes","Rhinopteridae","Rhinoptera","Deuterostomia",NA,"Gnathostomata","Animalia","Myliobatiformes","Chordata","Rhinoptera bonasus",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160990","Family","Mobulidae","Chondrichthyes","Mobulidae",NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Myliobatiformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160992","Species","Manta birostris","Chondrichthyes","Mobulidae","Manta","Deuterostomia",NA,"Gnathostomata","Animalia","Myliobatiformes","Chordata","Manta birostris",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"160997","Species","Mobula hypostoma","Chondrichthyes","Mobulidae","Mobula","Deuterostomia",NA,"Gnathostomata","Animalia","Myliobatiformes","Chordata","Mobula hypostoma",NA,"Bilateria",NA,"Vertebrata","Chondrichthyes",NA,NA,"Elasmobranchii",NA,NA,NA,"Euselachii",NA,NA,NA,NA,NA
"161015","Species","Hydrolagus colliei","Chondrichthyes","Chimaeridae","Hydrolagus","Deuterostomia",NA,"Gnathostomata","Animalia","Chimaeriformes","Chordata","Hydrolagus colliei",NA,"Bilateria","Chimaeroidei","Vertebrata","Chondrichthyes",NA,NA,"Holocephali",NA,NA,NA,NA,NA,NA,NA,NA,NA
"161064","Family","Acipenseridae","Chondrostei","Acipenseridae",NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Acipenseriformes","Chordata",NA,NA,"Bilateria","Acipenseroidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161065","Genus","Acipenser","Chondrostei","Acipenseridae","Acipenser","Deuterostomia",NA,"Gnathostomata","Animalia","Acipenseriformes","Chordata",NA,"Acipenserinae","Bilateria","Acipenseroidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161067","Species","Acipenser medirostris","Chondrostei","Acipenseridae","Acipenser","Deuterostomia",NA,"Gnathostomata","Animalia","Acipenseriformes","Chordata","Acipenser medirostris","Acipenserinae","Bilateria","Acipenseroidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161068","Species","Acipenser transmontanus","Chondrostei","Acipenseridae","Acipenser","Deuterostomia",NA,"Gnathostomata","Animalia","Acipenseriformes","Chordata","Acipenser transmontanus","Acipenserinae","Bilateria","Acipenseroidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161069","Species","Acipenser brevirostrum","Chondrostei","Acipenseridae","Acipenser","Deuterostomia",NA,"Gnathostomata","Animalia","Acipenseriformes","Chordata","Acipenser brevirostrum","Acipenserinae","Bilateria","Acipenseroidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161088","Species","Polyodon spathula","Chondrostei","Polyodontidae","Polyodon","Deuterostomia",NA,"Gnathostomata","Animalia","Acipenseriformes","Chordata","Polyodon spathula",NA,"Bilateria","Acipenseroidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161092","Family","Lepisosteidae","Holostei","Lepisosteidae",NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Lepisosteiformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161093","Genus","Lepisosteus","Holostei","Lepisosteidae","Lepisosteus","Deuterostomia",NA,"Gnathostomata","Animalia","Lepisosteiformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161094","Species","Lepisosteus osseus","Holostei","Lepisosteidae","Lepisosteus","Deuterostomia",NA,"Gnathostomata","Animalia","Lepisosteiformes","Chordata","Lepisosteus osseus",NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161095","Species","Lepisosteus oculatus","Holostei","Lepisosteidae","Lepisosteus","Deuterostomia",NA,"Gnathostomata","Animalia","Lepisosteiformes","Chordata","Lepisosteus oculatus",NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
