"source","table","year","port_complex","category","comm_name_orig","presentation","landings_lb","landings_kg","value_usd"
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Tuna, skipjack","whole",4052,1837.95651821255,10
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Tuna, yellowfin","whole",2791797,1266337.97968318,1984688
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Whitefish, ocean","whole",2113,958.440800341341,1485
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Yellowtail","whole",18001,8165.11729623496,11686
"FB 181","Table 5b",1988,"Santa Barbara","Mollusks","Abalone","whole",19,8.61825613179625,56
"FB 181","Table 5b",1988,"Santa Barbara","Mollusks","Abalone, black","whole",127975,58048.4909719276,355626
"FB 181","Table 5b",1988,"Santa Barbara","Mollusks","Abalone, green","whole",713,323.411401156354,3661
"FB 181","Table 5b",1988,"Santa Barbara","Mollusks","Abalone, pink","whole",5319,2412.65812447496,23042
"FB 181","Table 5b",1988,"Santa Barbara","Mollusks","Abalone, red","whole",192516,87323.7998667835,724139
"FB 181","Table 5b",1988,"Santa Barbara","Mollusks","Limpet, unspecified","whole",25,11.3398106997319,13
"FB 181","Table 5b",1988,"Santa Barbara","Mollusks","Octopus, unspecified","whole",1047,474.911272104772,847
"FB 181","Table 5b",1988,"Santa Barbara","Mollusks","Snail, sea","whole",5002,2268.86932480236,1703
"FB 181","Table 5b",1988,"Santa Barbara","Mollusks","Squid, market","whole",37252613,16897503.1796149,1246924
"FB 181","Table 5b",1988,"Santa Barbara","Mollusks","Whelk, Kellet's","whole",142,64.4101247744772,114
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, black","whole",79,35.8338018111528,42
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, blackgill","whole",259823,117853.745417458,147412
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, blue","whole",1797,815.10559309673,233
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, brown","whole",2930,1329.02581400858,791
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, chilipepper","whole",444,201.395038027239,235
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, cowcod","whole",11553,5240.35332056011,13282
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, group bocaccio/chilipepper","whole",583614,264722.891268534,217549
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, group bolina","whole",399,180.983378767721,590
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, group red","whole",243346,110379.902981478,359541
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, group rosefish","whole",4707,2135.05955854552,1359
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, group small","whole",531,240.857579262306,212
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, olive","whole",265,120.201993417158,190
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, Pacific ocean perch","whole",15,6.80388641983915,9
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, pink","whole",192,87.0897461739411,114
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, unspecified","whole",610917,277107.325329925,293903
"FB 181","Table 5b",1988,"Santa Barbara","Rockfish","Rockfish, widow","whole",2775,1258.71898767024,749
"FB 181","Table 5c",1989,"Bodega Bay","Crustaceans","Crab, Dungeness","whole",373109,169239.417214651,598307
"FB 181","Table 5c",1989,"Bodega Bay","Crustaceans","Crab, rock unspecified","whole",1838,833.70288264429,1655
"FB 181","Table 5c",1989,"Bodega Bay","Crustaceans","Shrimp, ghost","whole",268,121.562770701126,816
"FB 181","Table 5c",1989,"Bodega Bay","Crustaceans","Shrimp, Pacific Ocean","whole",5,2.26796213994638,3
"FB 181","Table 5c",1989,"Bodega Bay","Echinoderms","Urchin, red","whole",4028198,1827160.11124155,455348
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Cabezon","whole",3,1.36077728396783,2
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Croaker, white","whole",1235,560.186648566756,432
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Fish, unspecified","whole",273,123.830732841072,167
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Flounder, starry","whole",3523,1598.00612380622,1585
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Flounder, unspecified","whole",525,238.13602469437,181
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Halibut, California","whole",10830,4912.40599512386,25530
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Herring, Pacific","whole",424365,192488.750703669,76077
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Lingcod","whole",176165,79907.1100767309,44701
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Mackerel, unspecified","whole",1358,615.978517209437,281
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Opah","whole",114,51.7095367907775,86
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Sablefish","whole",466948,211804.077064737,157218
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Salmon","whole",473,214.549218438928,925
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Salmon, Chinook","whole",960763,435794.821892261,2245280
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Salmon, coho","whole",22941,10405.863890502,39394
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Salmon, pink","whole",417,189.148042471528,190
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Sanddab","whole",21093,9567.62508357781,5193
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Sardine, Pacific","whole",60,27.2155456793566,12
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Shad, American","whole",250,113.398106997319,500
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Shark, brown smoothhound","whole",30,13.6077728396783,30
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Shark, Pacific angel","whole",92,41.7305033750134,41
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Shark, shortfin mako","whole",451,204.570185023164,617
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Shark, soupfin","whole",833,377.842492515067,435
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Shark, spiny dogfish","whole",1350,612.349777785523,316
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Shark, thresher","whole",536,243.125541402252,835
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Shark, unspecified","whole",507,229.971360990563,327
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Skate, unspecified","whole",1181,535.692657455335,202
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Smelt, surf","whole",60,27.2155456793566,35
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Smelt, whitebait","whole",3986,1808.01941796526,1428
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Sole, butter","whole",205,92.9864477378016,78
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Sole, Dover","whole",1801695,817235.209546139,459868
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Sole, English","whole",199322,90410.9499316785,69213
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Sole, fantail","whole",80,36.2873942391421,68
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Sole, petrale","whole",93725,42512.9503132949,69510
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Sole, rex","whole",104432,47369.5644397761,37918
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Sole, rock","whole",670,303.906926752815,252
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Sole, sand","whole",391,177.354639343807,277
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Sole, unspecified","whole",27,12.2469955557105,11
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Surfperch, unspecified","whole",1541,698.985931531475,1595
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Swordfish","whole",32333,14666.0039741773,121087
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Thornyheads (unspecified)","whole",346194,157030.97701532,122944
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Tuna, albacore","whole",15051,6827.0196336666,15163
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Tuna, yellowfin","whole",49,22.2260289714745,49
"FB 181","Table 5c",1989,"Bodega Bay","Fish","Turbot","whole",1491,676.306310132011,433
"FB 181","Table 5c",1989,"Bodega Bay","Mollusks","Octopus, unspecified","whole",2987,1354.88058240397,2056
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, black","whole",410,185.972895475603,182
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, blue","whole",14,6.35029399184987,6
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, chilipepper","whole",780,353.802093831636,269
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, China","whole",315,142.881614816622,255
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, copper","whole",334,151.499870948418,213
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, group bocaccio/chilipepper","whole",210061,95282.0790158554,79214
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, group bolina","whole",40036,18160.0264469787,24347
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, group gopher","whole",7520,3411.01505847936,3675
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, group red","whole",89456,40576.5642382087,38243
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, group rosefish","whole",16338,7410.7930884888,2253
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, group small","whole",8648,3922.66731725126,2093
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, shortbelly","whole",1143,518.456145191743,137
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, unspecified","whole",1794792,814104.061015729,387536
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, vermilion","whole",70,31.7514699592493,70
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, widow","whole",478199,216907.445472044,117236
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, yelloweye","whole",227,102.965481153566,141
"FB 181","Table 5c",1989,"Bodega Bay","Rockfish","Rockfish, yellowtail","whole",412,186.880080331582,196
"FB 181","Table 5c",1989,"Fort Bragg","Crustaceans","Crab, Dungeness","whole",81931,37163.2812175894,109904
"FB 181","Table 5c",1989,"Fort Bragg","Crustaceans","Crab, rock unspecified","whole",48,21.7724365434853,48
"FB 181","Table 5c",1989,"Fort Bragg","Crustaceans","Prawn, spot","whole",650,294.83507819303,228
"FB 181","Table 5c",1989,"Fort Bragg","Crustaceans","Shrimp, Pacific Ocean","whole",832548,377637.468737616,216126
"FB 181","Table 5c",1989,"Fort Bragg","Crustaceans","Shrimp, unspecified","whole",2529,1147.13525038488,632
"FB 181","Table 5c",1989,"Fort Bragg","Echinoderms","Sea cucumber, unspecified","whole",5824,2641.72230060955,1203
"FB 181","Table 5c",1989,"Fort Bragg","Echinoderms","Urchin, red","whole",21947991,9955442.52717678,5888041
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Cabezon","whole",182,82.5538218940483,71
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Cod, Pacific","whole",6,2.72155456793566,2
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Eel, wolf (wolf-eel)","whole",79,35.8338018111528,56
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Fish, unspecified","whole",11,4.98951670788204,5
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Flounder, arrowtooth","whole",135,61.2349777785523,17
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Flounder, starry","whole",225,102.058296297587,101
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Grenadiers","whole",1074,487.158267660483,107
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Hagfish","whole",43560,19758.4861632129,17424
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Halibut, California","whole",70283,31879.8366163703,129606
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Halibut, Pacific","whole",304,137.89209810874,570
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Lingcod","whole",611114,277196.683038239,226443
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Mackerel, jack","whole",4,1.81436971195711,0.2
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Mackerel, unspecified","whole",131,59.4206080665952,32
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Sablefish","whole",1070535,485586.5698975,466960
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Salmon","whole",5960,2703.41087081609,11900
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Salmon, Chinook","whole",1119535,507812.598868975,2512053
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Salmon, coho","whole",115174,52242.0543012369,204188
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Salmon, pink","whole",3024,1371.66350223957,2266
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Sanddab","whole",38465,17447.4327426075,9648
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Shark, blue","whole",123,55.791868642681,43
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Shark, soupfin","whole",2695,1222.4315934311,3305
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Shark, unspecified","whole",246,111.583737285362,252
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Skate, unspecified","whole",381,172.818715063914,75
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Smelt, night","whole",1208,547.939653011046,362
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Smelt, surf","whole",25,11.3398106997319,4
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Smelt, whitebait","whole",10681,4844.82072335346,3479
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Smelts, true","whole",255,115.666069137265,89
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Sole, Dover","whole",2152570,976389.452716877,595561
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Sole, English","whole",366710,166336.879267948,136984
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Sole, fantail","whole",69370,31465.7067296161,23170
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Sole, petrale","whole",262001,118841.669725618,190218
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Sole, rex","whole",260151,118002.523733838,96049
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Sole, rock","whole",6716,3046.32674637598,2698
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Sole, sand","whole",426,193.230374323432,230
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Surfperch, redtail","whole",266,120.655585845148,240
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Surfperch, unspecified","whole",504,228.610583706595,209
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Thornyheads (unspecified)","whole",702190,318508.06700979,260462
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Tuna, albacore","whole",43030,19518.0821763786,37050
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Turbot","whole",15,6.80388641983915,5
"FB 181","Table 5c",1989,"Fort Bragg","Miscellaneous invertebrates","Unspecified species","whole",3105,1408.4044889067,2484
"FB 181","Table 5c",1989,"Fort Bragg","Mollusks","Abalone, black","whole",1619,734.366140914638,564
"FB 181","Table 5c",1989,"Fort Bragg","Mollusks","Octopus, unspecified","whole",3227,1463.74276512139,2857
"FB 181","Table 5c",1989,"Fort Bragg","Mollusks","Squid, market","whole",1356,615.071332353459,366
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, black","whole",9111,4132.6806114103,5604
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, blackgill","whole",250,113.398106997319,113
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, blue","whole",10481,4754.10223775561,4002
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, brown","whole",1085,492.147784368365,314
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, canary","whole",7427,3368.83096267636,5744
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, China","whole",3515,1594.37738438231,3844
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, copper","whole",15967,7242.51029770478,7999
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, group bocaccio/chilipepper","whole",238561,108209.46321355,71439
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, group bolina","whole",730,331.122472432172,827
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, group gopher","whole",2857,1295.91356676536,1741
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, group red","whole",1128068,511683.103057007,501772
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, group rosefish","whole",73062,33140.3699737525,18419
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, group small","whole",28548,12949.1566342379,8102
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, unspecified","whole",2166096,982524.74389786,622739
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, vermilion","whole",382,173.272307491904,256
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, widow","whole",249916,113360.005233368,66272
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, yelloweye","whole",9477,4298.69544005437,6457
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, yellowtail","whole",4516,2048.42340479957,1757
"FB 181","Table 5c",1989,"Los Angeles","Crustaceans","Crab, claws","claws",5740,2603.62053665845,1361
"FB 181","Table 5c",1989,"Los Angeles","Crustaceans","Crab, Dungeness","whole",1342,608.721038361609,3265
"FB 181","Table 5c",1989,"Los Angeles","Crustaceans","Crab, rock unspecified","whole",174149,78992.6677419045,182301
"FB 181","Table 5c",1989,"Los Angeles","Crustaceans","Crab, spider","whole",15841,7185.35765177813,7133
"FB 181","Table 5c",1989,"Los Angeles","Crustaceans","Lobster, California spiny","whole",283125,128423.356174464,1571132
"FB 181","Table 5c",1989,"Los Angeles","Crustaceans","Prawn, ridgeback","whole",533,241.764764118284,1547
"FB 181","Table 5c",1989,"Los Angeles","Crustaceans","Prawn, spot","whole",60437,27413.7655703879,270064
"FB 181","Table 5c",1989,"Los Angeles","Crustaceans","Shrimp, ghost","whole",148,67.1316793424129,1004
"FB 181","Table 5c",1989,"Los Angeles","Crustaceans","Shrimp, red rock","whole",18,8.16466370380697,220
"FB 181","Table 5c",1989,"Los Angeles","Crustaceans","Shrimp, unspecified","whole",21,9.5254409877748,85
"FB 181","Table 5c",1989,"Los Angeles","Echinoderms","Echinoderm, unspecified","whole",587,266.258755229705,408
