"source","table","category","comm_name_orig","comm_name","sci_name","year","presentation","landings_lb","landings_kg","value_usd"
"FB 181","Table 4e","Mollusks","Mussel","Mussel","Mytilidae spp.",1991,"not specified",15953,7236.16000371293,9572
"FB 181","Table 4e","Mollusks","Octopus, unspecified","Octopus","Octopoda spp.",1991,"not specified",32776,14866.9454197765,28747
"FB 181","Table 4e","Mollusks","Oyster, California native","Olympia (native) oyster","Ostrea lurida",1991,"not specified",740,335.658396712065,18622
"FB 181","Table 4e","Mollusks","Abalone, pink","Pink abalone","Haliotis corrugata",1991,"not specified",12883,5843.63124978585,80874
"FB 181","Table 4e","Mollusks","Abalone, red","Red abalone","Haliotis rufescens",1991,"not specified",330974,150127.300261323,1555406
"FB 181","Table 4e","Mollusks","Snail, sea","Sea snail","Gastropoda spp.",1991,"not specified",25846,11723.5498938108,11692
"FB 181","Table 4e","Mollusks","Abalone, white","White abalone","Haliotis sorenseni",1991,"not specified",3,1.36077728396783,23
"FB 181","Table 4f","Plants","Kelp","Kelp","Macrocystis spp.",1991,"not specified",5992,2717.92582851174,1803
"FB 181","Table 4f","Plants","Algae, marine","Marine algae","Algae spp.",1991,"not specified",38,17.2365122635925,18
"FB 181","Table 4b","Rockfish","Rockfish, bank","Bank rockfish","Sebastes rufus",1991,"not specified",91414,41464.6982122117,32000
"FB 181","Table 4b","Rockfish","Rockfish, black","Black rockfish","Sebastes melanops",1991,"not specified",277053,125669.142951713,109381
"FB 181","Table 4b","Rockfish","Rockfish, black-and-yellow","Black-and-yellow rockfish","Sebastes chrysomelas",1991,"not specified",41,18.5972895475603,35
"FB 181","Table 4b","Rockfish","Rockfish, blackgill","Blackgill rockfish","Sebastes melanostomus",1991,"not specified",618695,280635.367234825,377212
"FB 181","Table 4b","Rockfish","Rockfish, blue","Blue rockfish","Sebastes mystinus",1991,"not specified",19439,8817.38320768354,8356
"FB 181","Table 4b","Rockfish","Rockfish, bocaccio","Bocaccio rockfish","Sebastes paucispinis",1991,"not specified",2163113,981171.677685168,725640
"FB 181","Table 4b","Rockfish","Rockfish, group bocaccio/chilipepper","Bocaccio/chilipepper rockfish group","Sebastes spp.",1991,"not specified",23127,10490.232082108,9490
"FB 181","Table 4b","Rockfish","Rockfish, group bolina","Bolina rockfish group","Sebastes spp.",1991,"not specified",203945,92507.907726273,244180
"FB 181","Table 4b","Rockfish","Rockfish, bronzespotted","Bronzespotted rockfish","Sebastes gilli",1991,"not specified",8,3.62873942391421,2
"FB 181","Table 4b","Rockfish","Rockfish, brown","Brown rockfish","Sebastes auriculatus",1991,"not specified",3061,1388.44642207517,1240
"FB 181","Table 4b","Rockfish","Rockfish, canary","Canary rockfish","Sebastes pinniger",1991,"not specified",60737,27549.8432987847,40167
"FB 181","Table 4b","Rockfish","Rockfish, chilipepper","Chilipepper rockfish","Sebastes goodei",1991,"not specified",1937001,878608.986607656,661436
"FB 181","Table 4b","Rockfish","Rockfish, China","China rockfish","Sebastes nebulosus",1991,"not specified",17997,8163.30292652301,21260
"FB 181","Table 4b","Rockfish","Rockfish, copper","Copper rockfish","Sebastes caurinus",1991,"not specified",36183,16412.334821936,20720
"FB 181","Table 4b","Rockfish","Rockfish, copper (whitebelly)","Copper rockfish","Sebastes caurinus",1991,"not specified",10375,4706.02144038874,8060
"FB 181","Table 4b","Rockfish","Rockfish, cowcod","Cowcod rockfish","Sebastes levis",1991,"not specified",15180,6885.53305687721,20041
"FB 181","Table 4b","Rockfish","Rockfish, group deepwater reds","Deepwater reds rockfish group","Sebastes spp.",1991,"not specified",257,116.573253993244,84
"FB 181","Table 4b","Rockfish","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",1991,"not specified",5,2.26796213994638,4
"FB 181","Table 4b","Rockfish","Rockfish, group gopher","Gopher rockfish group","Sebastes spp.",1991,"not specified",183256,83123.5339836028,224407
"FB 181","Table 4b","Rockfish","Rockfish, grass","Grass rockfish","Sebastes rastrelliger",1991,"not specified",3653,1656.97313944483,3658
"FB 181","Table 4b","Rockfish","Rockfish, greenspotted","Greenspotted rockfish","Sebastes chlorostictus",1991,"not specified",2886,1309.06774717705,2024
"FB 181","Table 4b","Rockfish","Rockfish, greenstriped","Greenstriped rockfish","Sebastes elongatus",1991,"not specified",1045,474.004087248794,523
"FB 181","Table 4b","Rockfish","Rockfish, kelp","Kelp rockfish","Sebastes atrovirens",1991,"not specified",1222,554.289947002896,916
"FB 181","Table 4b","Rockfish","Rockfish, olive","Olive rockfish","Sebastes serranoides",1991,"not specified",136,61.6885702065416,66
"FB 181","Table 4b","Rockfish","Rockfish, group red","Red rockfish group","Sebastes spp.",1991,"not specified",2326616,1055335.4004387,1719551
"FB 181","Table 4b","Rockfish","Rockfish, redbanded","Redbanded rockfish","Sebastes babcocki",1991,"not specified",18,8.16466370380697,12
"FB 181","Table 4b","Rockfish","Rockfish, unspecified","Rockfish","Sebastes spp.",1991,"not specified",11326256,5137503.95906811,4788224
"FB 181","Table 4b","Rockfish","Rockfish, group rosefish","Rosefish rockfish group","Sebastes spp.",1991,"not specified",910364,412934.21711403,230086
"FB 181","Table 4b","Rockfish","Rockfish, rosethorn","Rosethorn rockfish","Sebastes helvomaculatus",1991,"not specified",5752,2609.06364579432,2677
"FB 181","Table 4b","Rockfish","Rockfish, rosy","Rosy rockfish","Sebastes rosaceus",1991,"not specified",64,29.0299153913137,22
"FB 181","Table 4b","Rockfish","Rockfish, group small","Small rockfish group","Sebastes spp.",1991,"not specified",808536,366745.807356738,233214
"FB 181","Table 4b","Rockfish","Rockfish, splitnose","Splitnose rockfish","Sebastes diploproa",1991,"not specified",111995,50800.083972659,31722
"FB 181","Table 4b","Rockfish","Rockfish, starry","Starry rockfish","Sebastes constellatus",1991,"not specified",33652,15264.2923866951,55158
"FB 181","Table 4b","Rockfish","Rockfish, vermilion","Vermilion rockfish","Sebastes miniatus",1991,"not specified",1591,721.665552930939,1161
"FB 181","Table 4b","Rockfish","Rockfish, widow","Widow rockfish","Sebastes entomelas",1991,"not specified",2536781,1150664.65306706,723601
"FB 181","Table 4b","Rockfish","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",1991,"not specified",86866,39401.7598497165,70694
"FB 181","Table 4b","Rockfish","Rockfish, yellowtail","Yellowtail rockfish","Sebastes flavidus",1991,"not specified",294035,133372.049563827,117302
"FB 181","Table 4c","Crustaceans","Shrimp, bay","Bay shrimp","Crangon franciscorum",1992,"not specified",114923,52128.2026018116,413663
"FB 181","Table 4c","Crustaceans","Shrimp, brine","Brine shrimp","Artemia salina",1992,"not specified",944428,428385.389581056,109978
"FB 181","Table 4c","Crustaceans","Lobster, California spiny","California spiny lobster","Panulirus interruptus",1992,"not specified",585570,265610.118057681,3822461
"FB 181","Table 4c","Crustaceans","Prawn, spot","California spot prawn","Pandalus platyceros",1992,"not specified",225441,102258.33055833,1342922
"FB 181","Table 4c","Crustaceans","Crab, claws","Crab","Brachyura spp.",1992,"claws",27368,12413.9175692105,8585
"FB 181","Table 4c","Crustaceans","Crab, Dungeness","Dungeness crab","Metacarcinus magister",1992,"not specified",8327150,3777132.1867309,10722225
"FB 181","Table 4c","Crustaceans","Shrimp, ghost","Ghost shrimp","Neotrypaea californiensis",1992,"not specified",850,385.553563790885,1385
"FB 181","Table 4c","Crustaceans","Crab, king","King crab","Paralithodes spp.",1992,"not specified",29,13.154180411689,41
"FB 181","Table 4c","Crustaceans","Shrimp, Pacific Ocean","Ocean (pink) shrimp","Pandalus jordani",1992,"not specified",18682775,8474365.27382735,6214244
"FB 181","Table 4c","Crustaceans","Prawn, ridgeback","Ridgeback prawn","Sicyonia ingentis",1992,"not specified",75757,34362.8015671836,210419
"FB 181","Table 4c","Crustaceans","Crab, rock unspecified","Rock crab","Cancer spp.",1992,"not specified",1468309,666013.844348506,1544544
"FB 181","Table 4c","Crustaceans","Crab, sand","Sand crab","Emerita analoga",1992,"not specified",57,25.8547683953887,56
"FB 181","Table 4c","Crustaceans","Crab, spider","Sheep crab","Loxorhynchus grandis",1992,"not specified",89871,40764.8050958243,67767
"FB 181","Table 4c","Crustaceans","Shrimp, unspecified","Shrimp","Decapoda spp.",1992,"not specified",45012,20417.1023686533,22656
"FB 181","Table 4d","Echinoderms","Urchin, purple sea","Purple sea urchin","Strongylocentrotus purpuratus",1992,"not specified",316134,143395.988629962,257650
"FB 181","Table 4d","Echinoderms","Urchin, red","Red sea urchin","Mesocentrotus franciscanus",1992,"not specified",32366557,14681225.1752833,29050006
"FB 181","Table 4d","Echinoderms","Sea cucumber, unspecified","Sea cucumber","Holothuroidea spp.",1992,"not specified",549191,249108.879119859,229486
"FB 181","Table 4a","Fish","Tuna, albacore","Albacore tuna","Thunnus alalunga",1992,"not specified",2802513,1271198.67614151,3129151
"FB 181","Table 4a","Fish","Shad, American","American shad","Alosa sapidissima",1992,"not specified",35938,16301.2046770786,60259
"FB 181","Table 4a","Fish","Flounder, arrowtooth","Arrowtooth flounder","Atheresthes stomias",1992,"not specified",218173,98961.6207917044,23874
"FB 181","Table 4a","Fish","Surfperch, barred","Barred surfperch","Amphistichus argenteus",1992,"not specified",25200,11430.5291853298,41190
"FB 181","Table 4a","Fish","Shark, bigeye thresher","Bigeye thresher shark","Alopias superciliosus",1992,"not specified",27899,12654.7751484728,14758
"FB 181","Table 4a","Fish","Tuna, bigeye","Bigeye tuna","Thunnus obesus",1992,"not specified",14701,6668.26228387035,43135
"FB 181","Table 4a","Fish","Sole, bigmouth","Bigmouth sole","Hippoglossina stomata",1992,"not specified",20,9.07184855978553,20
"FB 181","Table 4a","Fish","Croaker, black","Black croaker","Cheilotrema saturnum",1992,"not specified",4388,1990.36357401694,3084
"FB 181","Table 4a","Fish","Surfperch, black","Black surfperch","Embiotoca jacksoni",1992,"not specified",1258,570.61927441051,860
"FB 181","Table 4a","Fish","Blacksmith","Blacksmith","Chromis punctipinnis",1992,"not specified",315,142.881614816622,92
"FB 181","Table 4a","Fish","Shark, blue","Blue shark","Prionace glauca",1992,"not specified",2880,1306.34619260912,1750
"FB 181","Table 4a","Fish","Tuna, bluefin","Bluefin tuna","Thunnus thynnus",1992,"not specified",2396650,1087102.2925405,1244456
"FB 181","Table 4a","Fish","Shark, brown smoothhound","Brown smoothhound shark","Mustelus henlei",1992,"not specified",10156,4606.68469865909,5432
"FB 181","Table 4a","Fish","Sole, butter","Butter sole","Isopsetta isolepis",1992,"not specified",15,6.80388641983915,10
"FB 181","Table 4a","Fish","Cabezon","Cabezon","Scorpaenichthys marmoratus",1992,"not specified",36613,16607.3795659714,54114
"FB 181","Table 4a","Fish","Surfperch, calico","Calico surfperch","Amphistichus koelzi",1992,"not specified",148,67.1316793424129,215
"FB 181","Table 4a","Fish","Barracuda, California","California barracuda","Sphyraena argentea",1992,"not specified",81210,36836.2410770091,59107
"FB 181","Table 4a","Fish","Grunion, California","California grunion","Leuresthes tenuis",1992,"not specified",1089,493.962154080322,327
"FB 181","Table 4a","Fish","Halibut, California","California halibut","Paralichthys californicus",1992,"not specified",885346,401586.241750594,2138355
"FB 181","Table 4a","Fish","Lizardfish, California","California lizardfish","Synodus lucioceps",1992,"not specified",6397,2901.6307618474,819
"FB 181","Table 4a","Fish","Eel, California moray","California moray eel","Gymnothorax mordax",1992,"not specified",1219,552.929169718928,3323
"FB 181","Table 4a","Fish","Needlefish, California","California needlefish","Strongylura exilis",1992,"not specified",103,46.7200200828955,51
"FB 181","Table 4a","Fish","Scorpionfish, California","California scorpionfish","Scorpaena guttata",1992,"not specified",77323,35073.1273094148,124350
"FB 181","Table 4a","Fish","Sheephead, California","California sheephead","Semicossyphus pulcher",1992,"not specified",258502,117254.549820084,603259
"FB 181","Table 4a","Fish","Salmon, Chinook","Chinook salmon","Oncorhynchus tshawytscha",1992,"not specified",1589118,720811.891981463,4346400
"FB 181","Table 4a","Fish","Salmon, chum","Chum salmon","Oncorhynchus keta",1992,"not specified",54,24.4939911114209,36
"FB 181","Table 4a","Fish","Salmon, coho","Coho salmon","Oncorhynchus kisutch",1992,"not specified",11926,5409.54329620011,19650
"FB 181","Table 4a","Fish","Dolphin (fish)","Common dolphinfish","Coryphaena hippurus",1992,"not specified",7123,3230.93886456762,6253
"FB 181","Table 4a","Fish","Shark, thresher","Common thresher shark","Alopias vulpinus",1992,"not specified",394192,178802.506373949,459971
"FB 181","Table 4a","Fish","Sharks, cow","Cow shark","Hexanchidae spp.",1992,"not specified",557,252.650982390027,470
"FB 181","Table 4a","Fish","Croaker, unspecified","Croaker","Sciaenidae spp.",1992,"not specified",77,34.9266169551743,62
"FB 181","Table 4a","Fish","Turbot, diamond","Diamond turbot","Hypsopsetta guttulata",1992,"not specified",15,6.80388641983915,8
"FB 181","Table 4a","Fish","Sole, Dover","Dover sole","Microstomus pacificus",1992,"not specified",19054146,8642816.34740216,5414020
"FB 181","Table 4a","Fish","Shark, dusky","Dusky shark","Carcharhinus obscurus",1992,"not specified",526,238.589617122359,79
"FB 181","Table 4a","Fish","Eel","Eel","Anarrhichthys ocellatus, Gymnothorax mordax",1992,"not specified",6104,2768.72818044654,14858
"FB 181","Table 4a","Fish","Sole, English","English sole","Parophrys vetulus",1992,"not specified",1268119,575209.176189333,464067
"FB 181","Table 4a","Fish","Sole, fantail","Fantail sole","Xystreurys liolepis",1992,"not specified",4439,2013.4967878444,2446
"FB 181","Table 4a","Fish","Fish, unspecified","Fish","Osteichthyes spp.",1992,"not specified",14779,6703.64249325352,8462
"FB 181","Table 4a","Fish","Flounder, unspecified","Flounder","Pleuronectidae spp.",1992,"not specified",27594,12516.4294579361,17237
"FB 181","Table 4a","Fish","Flyingfish","Flyingfish","Exocoetidae spp.",1992,"not specified",19720,8944.84267994853,10478
"FB 181","Table 4a","Fish","Bass, giant sea","Giant sea bass","Stereolepis gigas",1992,"not specified",8673,3934.00712795099,13239
"FB 181","Table 4a","Fish","Shark, gray smoothhound","Gray smoothhound shark","Mustelus californicus",1992,"not specified",87,39.462541235067,38
"FB 181","Table 4a","Fish","Grenadiers","Grenadier","Macrouridae spp.",1992,"not specified",314012,142433.465497769,30374
"FB 181","Table 4a","Fish","Hagfish","Hagfish","Eptatretus spp.",1992,"not specified",405374,183874.576903725,76621
"FB 181","Table 4a","Fish","Halfmoon","Halfmoon","Medialuna californiensis",1992,"not specified",1435,650.905134164612,1189
"FB 181","Table 4a","Fish","Halibut, unspecified","Halibut","Pleuronectiformes spp.",1992,"not specified",8204,3721.27227922402,18374
"FB 181","Table 4a","Fish","Shark, horn","Horn shark","Heterodontus francisci",1992,"not specified",1,0.453592427989276,1
"FB 181","Table 4a","Fish","Jacks, unspecified","Jack","Carangidae spp.",1992,"not specified",5,2.26796213994638,5
"FB 181","Table 4a","Fish","Jacksmelt","Jacksmelt","Atherinopsis californiensis",1992,"not specified",3279,1487.32957137684,2529
"FB 181","Table 4a","Fish","Bass, kelp","Kelp bass","Paralabrax clathratus",1992,"not specified",113,51.2559443627882,135
"FB 181","Table 4a","Fish","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",1992,"not specified",4626,2098.31857187839,2092
"FB 181","Table 4a","Fish","Shark, leopard","Leopard shark","Triakis semifasciata",1992,"not specified",42242,19160.651343123,32176
"FB 181","Table 4a","Fish","Lingcod","Lingcod","Ophiodon elongatus",1992,"not specified",1351684,613113.627434257,579307
"FB 181","Table 4a","Fish","Mudsucker, longjaw","Longjaw mudsucker","Gillichthys mirabilis",1992,"not specified",184,83.4610067500269,263
"FB 181","Table 4a","Fish","Louvar","Louvar","Luvarus imperialis",1992,"not specified",17498,7936.96030495636,36861
"FB 181","Table 4a","Fish","Mackerel, unspecified","Mackerel","Scombridae spp.",1992,"not specified",6063,2750.13089089898,1496
"FB 181","Table 4a","Fish","Trawled fish for animal food","Miscellaneous (animal food)","variable spp.",1992,"not specified",1117,506.662742064022,726
"FB 181","Table 4a","Fish","Prickleback, monkeyface","Monkeyface prickleback","Cebidichthys violaceus",1992,"not specified",13,5.89670156386059,7
