"year","filename","area","category","species","check","January","February","March","April","May","June","July","August","September","October","November","December","Total"
2018,"Table 14SD.pdf","","","Shark, pelagic thresher","","79","0","0","0","66","0","0","0","0","0","0","86","231"
2018,"Table 14SD.pdf","","","Shark, sevengill","","0","0","0","147","0","0","0","0","0","0","0","0","147"
2018,"Table 14SD.pdf","","","Shark, shortfin mako","","112","59","0","15","29","771","492","1,661","841","4,848","5,272","241","14,340"
2018,"Table 14SD.pdf","","","Shark, smooth","","0","0","0","0","0","0","0","0","0","246","0","0","246"
2018,"Table 14SD.pdf","","hammerhead","hammerhead","","","","","","","","","","","","","",""
2018,"Table 14SD.pdf","","","Shark, soupfin","","41","35","30","213","84","169","60","1,218","0","522","334","190","2,896"
2018,"Table 14SD.pdf","","FISHES","FISHES","","","","","","","","","","","","","",""
2018,"Table 14SD.pdf","","","Shark, spiny dogfish","","0","0","0","0","0","16","0","0","0","0","0","0","16"
2018,"Table 14SD.pdf","","","Shark, swell","","96","67","0","8","0","0","0","0","0","0","0","0","171"
2018,"Table 14SD.pdf","","","Shark, thresher","","8,647","662","230","0","1,114","728","1,027","588","0","651","1,793","173","15,612"
2018,"Table 14SD.pdf","","","Sheephead, California","","1,742","3,390","0","0","873","3,815","1,661","1,897","1,471","2,338","3,953","2,076","23,214"
2018,"Table 14SD.pdf","","","Skate, California","","0","0","0","135","0","126","2","0","0","0","0","0","263"
2018,"Table 14SD.pdf","","","Skate, longnose","","0","0","0","10","0","0","0","0","0","0","0","0","10"
2018,"Table 14SD.pdf","","","Skate, thornback","","0","0","0","20","0","0","0","0","0","0","0","0","20"
2018,"Table 14SD.pdf","","","Skate, unspecified","","0","19","42","155","36","0","0","0","0","0","0","13","265"
2018,"Table 14SD.pdf","","","Sole, fantail","","0","0","0","0","0","0","0","15","4","1","0","0","20"
2018,"Table 14SD.pdf","","","Sole, petrale","","0","0","0","18","0","0","12","0","0","0","0","0","30"
2018,"Table 14SD.pdf","","","Sole, rock","","0","1","3","0","2","14","4","2","0","0","0","0","26"
2018,"Table 14SD.pdf","","","Stingray","","0","0","0","60","0","0","0","0","0","0","0","0","60"
2018,"Table 14SD.pdf","","","Surfperch, black","","25","0","0","0","0","0","0","71","24","111","5","2","237"
2018,"Table 14SD.pdf","","","Surfperch, rubberlip","","0","4","0","0","0","0","0","0","0","0","0","0","4"
2018,"Table 14SD.pdf","","","Surfperch, unspecified","","0","0","0","0","8","0","0","0","0","0","0","0","8"
2018,"Table 14SD.pdf","","","Swordfish","","40,222","311","0","0","168","645","1,734","10,814","18,684","34,913","68,282","33,542","209,314"
2018,"Table 14SD.pdf","","","Thornyhead, longspine","","198","127","271","256","191","189","89","82","463","227","365","350","2,808"
2018,"Table 14SD.pdf","","","Thornyhead, shortspine","","1,953","1,105","2,532","1,660","697","1,309","941","1,012","1,698","1,118","1,071","1,149","16,244"
2018,"Table 14SD.pdf","","","Thornyheads","","4","0","0","2","0","0","5","5","1","0","0","0","17"
2018,"Table 14SD.pdf","","","Triggerfish","","0","4","0","0","0","143","0","70","10","9","0","0","236"
2018,"Table 14SD.pdf","","","Tuna, albacore","","0","0","0","0","0","0","0","0","2,602","0","0","0","2,602"
2018,"Table 14SD.pdf","","","Tuna, bigeye","","0","0","0","673","0","0","0","0","0","0","0","0","673"
2018,"Table 14SD.pdf","","","Tuna, bluefin","","3,174","501","85","0","566","6,407","18,673","21,384","10,394","4,790","15,602","6,910","88,484"
2018,"Table 14SD.pdf","","","Tuna, skipjack","","0","0","0","0","0","0","0","0","946","1,410","1,238","0","3,593"
2018,"Table 14SD.pdf","","","Tuna, yellowfin","","0","0","0","0","0","57","2,134","304","3,375","1,115","2,543","560","10,087"
2018,"Table 14SD.pdf","","","Turbot","","0","1","0","0","0","0","0","0","0","0","0","0","1"
2018,"Table 14SD.pdf","","","Whitefish, ocean","","92","120","0","0","21","282","145","41","150","202","49","167","1,269"
2018,"Table 14SD.pdf","","","Yellowtail","","3,885","1,008","351","371","619","2,491","1,807","3,062","861","824","148","855","16,282"
2018,"Table 14SD.pdf","","CRUSTACEANS","CRUSTACEANS","","","","","","","","","","","","","",""
2018,"Table 14SD.pdf","","","Crab, armed box","","0","15","5","26","336","22","0","0","0","24","22","22","471"
2018,"Table 14SD.pdf","","","Crab, box","","379","280","139","295","173","337","247","123","248","192","146","0","2,557"
2018,"Table 14SD.pdf","","","Crab, brown rock","","373","389","732","841","567","585","394","259","246","335","236","507","5,464"
2018,"Table 14SD.pdf","","","Crab, claws","","0","0","0","0","0","0","3","57","0","0","0","0","60"
2018,"Table 14SD.pdf","","","Crab, king","","0","9","17","51","121","141","143","89","116","65","15","0","766"
2018,"Table 14SD.pdf","","","Crab, red rock","","1,214","568","732","886","769","514","340","200","310","358","540","521","6,953"
2018,"Table 14SD.pdf","","","Crab, rock unspecified","","1,173","1,935","2,747","1,195","2,923","1,778","1,935","1,231","1,643","2,765","1,208","2,529","23,062"
2018,"Table 14SD.pdf","","","Crab, spider","","4,072","3,872","2,874","639","1,073","567","268","788","255","4,180","3,147","3,367","25,101"
2018,"Table 14SD.pdf","","","Crab, yellow rock","","13,433","14,666","22,086","22,007","19,406","17,523","17,221","11,933","11,145","7,494","8,998","8,323","174,233"
2018,"Table 14SD.pdf","","","Lobster, California spiny","","22,103","8,077","5,554","0","0","0","0","0","0","84,088","41,628","26,581","188,032"
2018,"Table 14SD.pdf","","","Prawn, spot","","0","6,013","7,236","11,331","12,354","19,992","14,828","8,955","9,926","7,920","0","0","98,555"
2018,"Table 14SD.pdf","","ECHINODERMS","ECHINODERMS","","","","","","","","","","","","","",""
2018,"Table 14SD.pdf","","","Bat star","","30","0","21","0","0","0","0","0","0","0","0","0","51"
2018,"Table 14SD.pdf","","","Sea cucumber, giant red","","0","0","0","0","0","0","151","0","0","0","0","0","151"
2018,"Table 14SD.pdf","","","Sea cucumber, warty","","852","3,182","0","0","0","712","1,164","6,022","2,518","313","15","14","14,791"
2018,"Table 14SD.pdf","","","Sea stars","","0","0","0","0","0","0","0","0","0","0","4","0","4"
2018,"Table 14SD.pdf","","","Sea urchin, purple","","132","42","97","146","91","89","161","169","179","120","121","62","1,409"
2018,"Table 14SD.pdf","","","Sea urchin, red","","7,136","3,982","13,628","10,843","4,740","7,873","2,940","20,792","7,548","9,096","11,388","7,039","107,005"
2018,"Table 14SD.pdf","","MOLLUSKS","MOLLUSKS","","","","","","","","","","","","","",""
2018,"Table 14SD.pdf","","","Clam, northern razor","","0","0","0","0","0","0","1","0","0","0","0","0","1"
2018,"Table 14SD.pdf","","","Clam, rosy razor","","0","0","0","0","0","0","0","4","0","0","0","0","4"
2018,"Table 14SD.pdf","","","Octopus, unspecified","","32","141","143","317","415","179","223","62","82","149","24","46","1,813"
2018,"Table 14SD.pdf","","","Snail, tegula","","0","0","0","0","0","0","0","0","79","0","0","0","79"
2018,"Table 14SD.pdf","","","Snail, top","","40","0","0","0","0","0","0","77","1","0","0","0","118"
2018,"Table 14SD.pdf","","","Squid, market","","0","0","0","0","0","0","8","0","0","0","0","0","8"
2018,"Table 14SD.pdf","","","Whelk, Kellet's","","2,168","3,032","3,501","0","0","0","5,057","2,853","2,240","4,226","4,556","4,580","32,213"
2018,"Table 14SD.pdf","","","Water Area Total:","","126,533","77,625","90,811","74,986","76,921","124,407","111,999","120,325","98,583","201,742","194,227","120,839","1,418,999"
2018,"Table 14SD.pdf","","FISHES","FISHES","","","","","","","","","","","","","",""
2018,"Table 14SD.pdf","","","Dolphin (fish)","","358","1,095","1,274","937","909","307","332","67","169","2,044","3,674","1,806","12,972"
2018,"Table 14SD.pdf","","","Escolar","","1,012","1,353","844","741","1,709","49","81","227","166","745","472","200","7,599"
2018,"Table 14SD.pdf","","","Fish, unspecified","","0","0","0","0","101","0","0","0","0","0","0","0","101"
2018,"Table 14SD.pdf","","","Oilfish","","0","0","194","0","0","205","0","0","0","0","0","259","658"
2018,"Table 14SD.pdf","","","Opah","","34,463","41,617","66,063","23,058","18,495","13,797","22,753","29,332","59,010","27,791","16,240","45,246","397,865"
2018,"Table 14SD.pdf","","","Pomfret","","1,120","3,543","6,039","898","1,423","377","913","1,703","174","999","873","890","18,952"
2018,"Table 14SD.pdf","","","Shark, shortfin mako","","0","1,129","71","0","80","107","0","0","56","881","0","69","2,393"
2018,"Table 14SD.pdf","","","Swordfish","","58","135","0","296","1,505","1,516","3,396","1,550","333","1,173","0","405","10,367"
2018,"Table 14SD.pdf","","","Tuna, albacore","","0","0","0","0","0","0","0","0","12,423","973","0","0","13,396"
2018,"Table 14SD.pdf","","","Tuna, bigeye","","102,612","105,647","92,739","88,882","63,222","98,256","93,389","67,150","19,971","85,467","59,631","37,913","914,879"
2018,"Table 14SD.pdf","","","Tuna, bluefin","","0","0","0","0","0","0","563","0","436","2,732","0","0","3,731"
2018,"Table 14SD.pdf","","","Tuna, skipjack","","0","166","201","0","601","90","0","24","336","1,163","1,714","483","4,778"
2018,"Table 14SD.pdf","","","Tuna, yellowfin","","218","0","394","808","606","620","622","2,101","1,045","1,534","4,408","2,347","14,703"
2018,"Table 14SD.pdf","","","Wahoo","","1,349","1,202","1,298","1,853","4,813","1,535","523","177","100","1,397","1,259","3,463","18,969"
2018,"Table 14SD.pdf","","CRUSTACEANS","CRUSTACEANS","","","","","","","","","","","","","",""
2018,"Table 14SD.pdf","","","Lobster, California spiny","","0","0","0","0","0","0","0","0","0","263","0","0","263"
2018,"Table 14SD.pdf","","","Water Area Total:","","141,190","155,887","169,117","117,473","93,464","116,859","122,572","102,331","94,219","127,162","88,271","93,081","1,421,626"
2018,"Table 14SD.pdf","","Waters North of State","Waters North of State","","","","","","","","","","","","","",""
2018,"Table 14SD.pdf","","FISHES","FISHES","","","","","","","","","","","","","",""
2018,"Table 14SD.pdf","","","Tuna, albacore","","0","0","0","0","0","0","0","0","0","6,943","0","0","6,943"
2018,"Table 14SD.pdf","","","Water Area Total:","","0","0","0","0","0","0","0","0","0","6,943","0","0","6,943"
2018,"Table 14SD.pdf","","Waters South of State","Waters South of State","","","","","","","","","","","","","",""
2018,"Table 14SD.pdf","","FISHES","FISHES","","","","","","","","","","","","","",""
2018,"Table 14SD.pdf","","","Yellowtail","","0","0","0","0","0","39","0","43","0","0","0","0","82"
2018,"Table 14SD.pdf","","","Water Area Total:","","0","0","0","0","0","39","0","43","0","0","0","0","82"
2018,"Table 14SD.pdf","","","Grand Total:","","267,723","233,512","259,928","192,459","170,385","241,305","234,571","222,699","192,802","335,847","282,498","213,920","2,847,650"
2018,"Table 9.pdf","","FISHES","FISHES","","","","","","","","","","","","","",""
2018,"Table 9.pdf","","","Cabezon","","30","0","0","0","211","573","335","527","489","180","368","28","2,740"
2018,"Table 9.pdf","","","Fish, unspecified","","0","0","0","0","0","0","546","501","537","962","1,222","764","4,532"
2018,"Table 9.pdf","","","Flounder, arrowtooth","","26,933","4,731","9,887","564","623","357","1,100","1,819","808","2,884","1,329","1,096","52,131"
2018,"Table 9.pdf","","","Flounder, starry","","0","0","0","0","31","0","0","285","25","0","0","0","341"
2018,"Table 9.pdf","","","Greenling, kelp","","52","0","0","0","63","33","101","45","115","66","366","12","853"
2018,"Table 9.pdf","","","Grenadier","","1,523","0","0","0","106","0","0","0","0","1,851","160","959","4,599"
2018,"Table 9.pdf","","","Hagfish, Pacific","","0","0","0","0","0","0","0","0","0","41,314","44,029","0","85,343"
2018,"Table 9.pdf","","","Hagfish, unspecified","","0","0","0","15,059","57,210","122,846","120,694","140,790","59,476","39,078","0","4,571","559,724"
2018,"Table 9.pdf","","","Halibut, California","","0","0","0","0","144","1,891","2,140","2,082","2,163","894","185","0","9,498"
2018,"Table 9.pdf","","","Halibut, Pacific","","0","0","0","0","110","292","2,251","72","0","0","5","78","2,808"
2018,"Table 9.pdf","","","Jacksmelt","","0","0","0","0","0","0","0","96","80","0","0","0","176"
2018,"Table 9.pdf","","","Lingcod","","667","188","922","15,064","52,919","91,945","103,562","43,021","17,839","12,154","9,225","2,312","349,817"
2018,"Table 9.pdf","","","Mackerel, jack","","0","0","0","0","0","0","0","4","0","0","0","0","4"
2018,"Table 9.pdf","","","Mackerel, Pacific","","0","0","0","0","0","41","0","0","0","0","0","0","41"
2018,"Table 9.pdf","","","Mackerel, unspecified","","0","0","0","0","20","0","0","0","0","0","0","0","20"
2018,"Table 9.pdf","","","Rockfish, aurora","","0","0","0","0","0","0","0","128","0","0","0","0","128"
2018,"Table 9.pdf","","","Rockfish, black","","3,327","617","1,380","5,934","5,009","11,045","15,286","12,088","15,726","11,433","11,171","2,266","95,281"
2018,"Table 9.pdf","","","Rockfish, black-and-yellow","","0","0","0","0","0","2","15","4","13","0","19","0","53"
2018,"Table 9.pdf","","","Rockfish, blackgill","","0","0","0","0","0","6","0","65","0","37","105","0","213"
2018,"Table 9.pdf","","","Rockfish, blue","","511","741","1,228","198","31","352","359","386","1,032","741","1,214","1,437","8,230"
2018,"Table 9.pdf","","","Rockfish, bocaccio","","4","0","14","4,344","0","0","104","20","58","124","93","8","4,769"
2018,"Table 9.pdf","","","Rockfish, brown","","0","0","0","19","6","6","15","42","38","10","16","0","152"
2018,"Table 9.pdf","","","Rockfish, canary","","35","102","78","21,927","67,621","38,138","38,935","100,209","16,088","8,675","8,060","4,780","304,648"
2018,"Table 9.pdf","","","Rockfish, chilipepper","","0","0","0","8,799","0","0","0","130","20","380","1,991","0","11,320"
2018,"Table 9.pdf","","","Rockfish, China","","6","0","0","0","16","72","41","29","24","38","54","4","284"
2018,"Table 9.pdf","","","Rockfish, copper","","7","29","2","0","373","2,789","1,405","523","403","317","291","47","6,186"
2018,"Table 9.pdf","","","Rockfish, darkblotched","","698","14","1,261","13,764","924","274","4,157","2,732","765","6,944","2,716","641","34,890"
2018,"Table 9.pdf","","","Rockfish, flag","","0","0","0","0","0","0","21","0","0","0","0","0","21"
2018,"Table 9.pdf","","FISHES","FISHES","","","","","","","","","","","","","",""
2018,"Table 9.pdf","","","Rockfish, gopher","","0","0","0","0","0","0","0","47","0","44","2","0","93"
2018,"Table 9.pdf","","","Rockfish, grass","","4","0","0","0","20","9","87","117","135","0","24","0","396"
2018,"Table 9.pdf","","","Rockfish, greenspotted","","0","0","0","0","0","0","0","2","0","0","0","0","2"
2018,"Table 9.pdf","","","Rockfish, greenstriped","","0","0","0","0","0","0","0","0","0","9","52","0","61"
2018,"Table 9.pdf","","","Rockfish, group nearshore","","0","0","0","62","0","2","0","0","0","0","0","0","64"
2018,"Table 9.pdf","","","Rockfish, group shelf","","785","0","22","8,233","38,111","23,095","61,243","29,743","18,807","12,921","442","21,899","215,301"
2018,"Table 9.pdf","","","Rockfish, group slope","","906","21","1,177","2,694","248","1,031","2,055","6,377","3,029","7,016","805","562","25,921"
2018,"Table 9.pdf","","","Rockfish, olive","","0","15","0","0","0","3","38","8","0","1","1","10","76"
2018,"Table 9.pdf","","","Rockfish, Pacific ocean","","5","0","0","0","4","2","8","8","3","6","30","4","70"
2018,"Table 9.pdf","","perch","perch","","","","","","","","","","","","","",""
2018,"Table 9.pdf","","","Rockfish, quillback","","20","24","26","0","143","1,257","724","436","183","159","312","33","3,316"
2018,"Table 9.pdf","","","Rockfish, redbanded","","0","0","0","0","0","107","48","1,009","0","226","248","56","1,694"
2018,"Table 9.pdf","","","Rockfish, rosy","","0","0","0","0","0","0","12","47","136","0","11","0","206"
2018,"Table 9.pdf","","","Rockfish, rougheye","","158","0","0","17","3","31","0","58","215","30","11","0","523"
2018,"Table 9.pdf","","","Rockfish, shortraker","","33","0","0","20","0","0","0","0","0","22","0","45","120"
2018,"Table 9.pdf","","","Rockfish, starry","","0","0","0","0","0","0","3","0","0","0","0","0","3"
2018,"Table 9.pdf","","","Rockfish, unspecified","","0","0","0","0","28,011","0","0","50","2","4","3","0","28,070"
2018,"Table 9.pdf","","","Rockfish, vermilion","","53","47","6","41","270","474","712","640","660","447","806","67","4,221"
2018,"Table 9.pdf","","","Rockfish, widow","","38,672","26","83,427","39,072","30,861","603","1,034","5,428","991","274","166,566","151,367","518,321"
2018,"Table 9.pdf","","","Rockfish, yellowtail","","81","28","25","3,107","713","2,646","4,329","2,685","2,493","491","724","7,221","24,542"
2018,"Table 9.pdf","","","Sablefish","","32,850","4,216","28,138","40,571","55,467","30,105","39,962","87,293","92,421","97,854","76,178","44,924","629,979"
2018,"Table 9.pdf","","","Salmon","","0","0","0","0","0","0","8","0","0","0","0","0","8"
2018,"Table 9.pdf","","","Salmon, Chinook","","12","6","553","0","6,961","22,255","17,997","39,062","57","17","2","14","86,934"
2018,"Table 9.pdf","","","Sanddab","","0","0","14","2,727","922","1,137","12","19","5","3","0","0","4,839"
2018,"Table 9.pdf","","","Sanddab, Pacific","","0","0","0","0","0","0","1,445","1,512","6,546","1,873","211","1,841","13,428"
2018,"Table 9.pdf","","","Seaperch, striped","","0","0","124","22","0","0","0","0","2","0","0","0","148"
2018,"Table 9.pdf","","","Shark, spiny dogfish","","0","0","0","11","0","0","0","3","0","0","303","0","317"
2018,"Table 9.pdf","","","Shark, thresher","","0","0","0","0","0","0","152","0","0","0","0","0","152"
2018,"Table 9.pdf","","","Skate, big","","77","0","268","2,902","4,955","3,815","9,041","9,554","10,056","5,202","1,547","772","48,189"
2018,"Table 9.pdf","","FISHES","FISHES","","","","","","","","","","","","","",""
2018,"Table 9.pdf","","","Skate, longnose","","9,688","2,260","15,092","13,369","8,385","12,187","29,527","47,025","20,883","25,669","20,211","8,914","213,210"
2018,"Table 9.pdf","","","Skate, unspecified","","0","0","0","124","1,722","54","0","0","0","0","0","0","1,900"
2018,"Table 9.pdf","","","Smelt, night","","682","8,489","31,529","32,123","97,268","62,717","42,326","5,752","0","0","0","0","280,886"
2018,"Table 9.pdf","","","Smelt, surf","","0","0","0","0","1,355","756","0","120","179","0","0","0","2,410"
2018,"Table 9.pdf","","","Sole, curlfin","","0","0","0","7","0","0","0","88","0","0","0","143","238"
2018,"Table 9.pdf","","","Sole, Dover","","243,760","54,086","260,511","297,610","234,372","159,107","345,827","427,624","291,143","405,004","293,468","153,089","3,165,601"
2018,"Table 9.pdf","","","Sole, English","","557","0","45","9,163","8,580","11,814","26,089","21,826","16,788","8,767","3,968","2,495","110,092"
2018,"Table 9.pdf","","","Sole, petrale","","151,779","16,415","67,810","71,634","61,049","61,095","98,685","89,695","57,903","63,774","63,711","88,296","891,846"
2018,"Table 9.pdf","","","Sole, rex","","6,009","628","5,907","10,888","15,025","10,333","18,299","22,762","10,102","13,025","8,573","5,640","127,191"
2018,"Table 9.pdf","","","Sole, rock","","0","0","0","0","0","0","0","0","1","0","0","0","1"
2018,"Table 9.pdf","","","Sole, slender","","0","0","0","0","0","0","0","5","0","0","0","0","5"
2018,"Table 9.pdf","","","Surfperch, barred","","0","0","70","0","0","0","0","0","0","0","0","0","70"
2018,"Table 9.pdf","","","Surfperch, redtail","","183","1,475","895","1,253","0","0","0","2,450","1,345","703","738","0","9,042"
2018,"Table 9.pdf","","","Surfperch, walleye","","0","0","18","0","0","0","0","0","0","0","0","0","18"
2018,"Table 9.pdf","","","Thornyhead, longspine","","11,857","1,239","6,127","16,899","31,143","0","2,199","8,594","20,567","43,531","47,796","27,036","216,988"
2018,"Table 9.pdf","","","Thornyhead, shortspine","","14,361","3,701","14,096","16,108","14,866","3,569","9,305","21,428","15,773","34,187","32,924","21,276","201,594"
2018,"Table 9.pdf","","","Thornyheads","","0","0","0","0","0","0","0","7","0","0","0","0","7"
2018,"Table 9.pdf","","","Trawled fish, unspecified","","1,254","407","1,125","863","835","234","0","0","0","0","0","0","4,718"
2018,"Table 9.pdf","","","Tuna, albacore","","0","0","0","0","0","0","8,719","24,143","169,108","14,371","1,229","1,150","218,721"
2018,"Table 9.pdf","","","Tuna, skipjack","","0","0","0","0","0","0","0","0","0","244","0","0","244"
2018,"Table 9.pdf","","","Whiting, Pacific","","0","0","0","314","0","0","0","0","0","11","11","101","437"
2018,"Table 9.pdf","","CRUSTACEANS","CRUSTACEANS","","","","","","","","","","","","","",""
2018,"Table 9.pdf","","","Crab, Dungeness","","32,798","10,338,720","2,354,515","318,030","280,612","109,843","39,429","0","0","0","0","0","13,473,947"
2018,"Table 9.pdf","","","Crab, red rock","","0","0","0","0","0","0","0","0","254","0","0","0","254"
2018,"Table 9.pdf","","","Crab, rock unspecified","","0","1,229","0","0","0","0","0","0","0","0","0","0","1,229"
2018,"Table 9.pdf","","","Shrimp, coonstriped","","0","0","0","0","15,272","12,432","9,485","10,938","8,713","24,717","0","0","81,557"
2018,"Table 9.pdf","","","Shrimp, ocean (pink)","","0","0","0","0","387,244","1,475,482","987,681","1,170,404","852,227","40,316","0","0","4,913,354"
2018,"Table 9.pdf","","MOLLUSKS","MOLLUSKS","","","","","","","","","","","","","",""
2018,"Table 9.pdf","","","Octopus, unspecified","","0","0","0","0","0","0","0","5","0","0","0","0","5"
2018,"Table 9.pdf","","","Water Area Total:","","580,377","10,439,454","2,886,292","973,536","1,509,832","2,276,858","2,047,547","2,342,559","1,716,426","928,998","803,524","555,958","27,061,361"
2018,"Table 9.pdf","","Other Waters","Other Waters","","","","","","","","","","","","","",""
2018,"Table 9.pdf","","CRUSTACEANS","CRUSTACEANS","","","","","","","","","","","","","",""
2018,"Table 9.pdf","","","Shrimp, ocean (pink)","","0","0","0","0","0","0","38,572","0","0","0","0","0","38,572"
2018,"Table 9.pdf","","","Water Area Total:","","0","0","0","0","0","0","38,572","0","0","0","0","0","38,572"
2018,"Table 9.pdf","","Waters North of State","Waters North of State","","","","","","","","","","","","","",""
2018,"Table 9.pdf","","FISHES","FISHES","","","","","","","","","","","","","",""
2018,"Table 9.pdf","","","Tuna, albacore","","0","0","0","0","0","0","252","4,237","0","0","0","0","4,489"
2018,"Table 9.pdf","","","Water Area Total:","","0","0","0","0","0","0","252","4,237","0","0","0","0","4,489"
2018,"Table 9.pdf","","","Grand Total:","","580,377","10,439,454","2,886,292","973,536","1,509,832","2,276,858","2,086,371","2,346,796","1,716,426","928,998","803,524","555,958","27,104,422"
